study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,dyad,species,session,condition,block,focal_participant_a_side,focal_participant_b_side,helper,pull_to_middle_position,pull_to_end_position
greenberg2010chimpanzee,corry,32,f,focal_participant_a,ulla,31,f,focal_participant_b,corry_ulla,chimpanzee,7,mutualism_2,1,left,right ,,,1
greenberg2010chimpanzee,corry,32,f,focal_participant_a,ulla,31,f,focal_participant_b,corry_ulla,chimpanzee,7,mutualism_2,1,left,right,,,1
greenberg2010chimpanzee,corry,32,f,focal_participant_a,ulla,31,f,focal_participant_b,corry_ulla,chimpanzee,8,mutualism_2,1,right ,left,,,1
greenberg2010chimpanzee,corry,32,f,focal_participant_a,ulla,31,f,focal_participant_b,corry_ulla,chimpanzee,8,mutualism_2,1,right,left,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,1,mutualism_2,2,left,right ,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,1,mutualism_2,2,left,right,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,2,mutualism_2,2,right ,left,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,2,mutualism_2,2,right,left,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,3,mutualism_2,2,left,right ,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,3,mutualism_2,2,left,right,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,4,mutualism_2,2,right ,left,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,4,mutualism_2,2,right,left,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,5,mutualism_2,2,left,right ,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,5,mutualism_2,2,left,right,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,6,mutualism_2,2,right ,left,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,6,mutualism_2,2,right,left,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,7,mutualism_2,2,left,right ,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,7,mutualism_2,2,left,right,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,8,mutualism_2,2,right ,left,,,1
greenberg2010chimpanzee,lome,7,m,focal_participant_a,corry,32,f,focal_participant_b,lome_corry,chimpanzee,8,mutualism_2,2,right,left,,,1
