study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,trial_type,ls_or_lm_trial,pointed_at_both_1st_choice,changed_in_1st_choice,pointed_at_both_2nd_choice,changed_in_2nd_choice,hesitated_in_1st_choice,hesitated_in_2nd_choice
suda2006what,3.0,2002.0,9.0,20.0,walter,13.0,m,orangutan,5.0,44.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,20.0,walter,13.0,m,orangutan,5.0,45.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,20.0,walter,13.0,m,orangutan,5.0,46.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,20.0,walter,13.0,m,orangutan,5.0,47.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,20.0,walter,13.0,m,orangutan,5.0,48.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,20.0,walter,13.0,m,orangutan,5.0,49.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,20.0,walter,13.0,m,orangutan,5.0,50.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,51.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,52.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,53.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,54.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,55.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,56.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,57.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,58.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,59.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,walter,13.0,m,orangutan,6.0,60.0,4-cup,ls_trial,false,false,false,false,false,false
