study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,trial_type,ls_or_lm_trial,pointed_at_both_1st_choice,changed_in_1st_choice,pointed_at_both_2nd_choice,changed_in_2nd_choice,hesitated_in_1st_choice,hesitated_in_2nd_choice
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,1.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,2.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,3.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,4.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,5.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,6.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,7.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,8.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,9.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,1.0,10.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,2.0,11.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,2.0,12.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,2.0,13.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,2.0,14.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,11.0,25.0,bimbo,22.0,m,orangutan,2.0,15.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,2.0,16.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,2.0,17.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,2.0,18.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,2.0,19.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,2.0,20.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,21.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,22.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,23.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,24.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,25.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,26.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,27.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,28.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,29.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,9.0,bimbo,22.0,m,orangutan,3.0,30.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,31.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,32.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,33.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,34.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,35.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,36.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,37.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,38.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,39.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,4.0,40.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,5.0,41.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,5.0,42.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,5.0,43.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,5.0,44.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,10.0,bimbo,22.0,m,orangutan,5.0,45.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,5.0,46.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,5.0,47.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,5.0,48.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,5.0,49.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,5.0,50.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,51.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,52.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,53.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,54.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,55.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,56.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,57.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,58.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,59.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,12.0,11.0,bimbo,22.0,m,orangutan,6.0,60.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,1.0,8-cup,ls_trial,true,true,true,true,true,true
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,2.0,4-cup,lm_trial,false,false,true,true,false,true
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,3.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,4.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,5.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,6.0,no_testing_trial,0.0,true,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,7.0,8-cup,lm_trial,true,true,true,false,true,true
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,8.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,9.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,2.0,dunja,31.0,f,orangutan,1.0,10.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,11.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,12.0,no_testing_trial,0.0,true,false,false,false,true,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,13.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,14.0,4-cup,lm_trial,true,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,15.0,8-cup,lm_trial,true,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,16.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,17.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,18.0,8-cup,ls_trial,true,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,19.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,3.0,dunja,31.0,f,orangutan,2.0,20.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,21.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,22.0,8-cup,lm_trial,true,true,false,true,true,true
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,23.0,4-cup,lm_trial,false,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,24.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,25.0,no_testing_trial,0.0,true,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,26.0,8-cup,ls_trial,true,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,27.0,4-cup,lm_trial,false,false,true,true,false,true
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,28.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,29.0,4-cup,ls_trial,true,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,5.0,dunja,31.0,f,orangutan,3.0,30.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,31.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,32.0,8-cup,lm_trial,false,false,true,true,false,true
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,33.0,4-cup,ls_trial,true,false,false,false,true,false
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,34.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,35.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,36.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,37.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,38.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,39.0,4-cup,lm_trial,true,true,true,false,true,true
suda2006what,3.0,2002.0,9.0,16.0,dunja,31.0,f,orangutan,4.0,40.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,41.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,42.0,4-cup,lm_trial,false,true,true,true,true,true
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,43.0,8-cup,lm_trial,false,false,true,true,false,true
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,44.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,45.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,46.0,8-cup,ls_trial,true,false,false,false,true,false
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,47.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,48.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,49.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,19.0,dunja,31.0,f,orangutan,5.0,50.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,51.0,no_testing_trial,0.0,true,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,52.0,8-cup,lm_trial,false,false,true,false,false,true
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,53.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,54.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,55.0,4-cup,ls_trial,false,false,true,true,false,true
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,56.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,57.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,58.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,59.0,no_testing_trial,0.0,true,true,false,false,true,false
suda2006what,3.0,2002.0,9.0,23.0,dunja,31.0,f,orangutan,6.0,60.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,1.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,2.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,3.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,4.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,5.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,6.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,7.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,8.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,9.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fifi,8.0,f,chimpanzee,1.0,10.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,11.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,12.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,13.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,14.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,15.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,16.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,17.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,18.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,19.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fifi,8.0,f,chimpanzee,2.0,20.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,21.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,22.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,23.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,24.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,25.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,26.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,27.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,28.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,29.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,14.0,fifi,8.0,f,chimpanzee,3.0,30.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,31.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,32.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,33.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,34.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,35.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,36.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,37.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,38.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,39.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,15.0,fifi,8.0,f,chimpanzee,4.0,40.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,41.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,42.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,43.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,44.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,45.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,46.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,47.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,48.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,49.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,20.0,fifi,8.0,f,chimpanzee,5.0,50.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,51.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,52.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,53.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,54.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,55.0,4-cup,ls_trial,false,true,false,false,true,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,56.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,57.0,8-cup,lm_trial,true,false,false,false,true,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,58.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,59.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,22.0,fifi,8.0,f,chimpanzee,6.0,60.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,1.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,2.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,3.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,4.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,5.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,6.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,7.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,8.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,9.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,7.0,fraukje,25.0,f,chimpanzee,1.0,10.0,8-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fraukje,25.0,f,chimpanzee,2.0,11.0,4-cup,ls_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fraukje,25.0,f,chimpanzee,2.0,12.0,no_testing_trial,0.0,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fraukje,25.0,f,chimpanzee,2.0,13.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fraukje,25.0,f,chimpanzee,2.0,14.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fraukje,25.0,f,chimpanzee,2.0,15.0,8-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fraukje,25.0,f,chimpanzee,2.0,16.0,4-cup,lm_trial,false,false,false,false,false,false
suda2006what,3.0,2001.0,11.0,13.0,fraukje,25.0,f,chimpanzee,2.0,17.0,no_testing_trial,0.0,false,false,false,false,false,false
