study_id,participant,age_in_years,sex,species,session,point,reach_first,shape,noise_ghost,look,try_to_open,noise,shape_ghost,point_continuous,reach,shape_smell_control,noise_arbitrary_control,look_continuous,try_to_open_2,noise_empty,shape_block_control,no_cue_control
brauer2006making,ulindi,9,f,bonobo,c,,,,,,,,,1.0,1.0,0.0,1.0,,,,,
brauer2006making,ulindi,9,f,bonobo,c,,,,,,,,,1.0,1.0,1.0,0.0,,,,,
brauer2006making,ulindi,9,f,bonobo,c,,,,,,,,,1.0,1.0,0.0,1.0,,,,,
brauer2006making,ulindi,9,f,bonobo,c,,,,,,,,,0.0,1.0,0.0,1.0,,,,,
brauer2006making,ulindi,9,f,bonobo,c,,,,,,,,,1.0,1.0,1.0,0.0,,,,,
brauer2006making,joey,29,m,bonobo,c,,,,,,,,,0.0,0.0,1.0,1.0,,,,,
brauer2006making,joey,29,m,bonobo,c,,,,,,,,,0.0,1.0,1.0,0.0,,,,,
brauer2006making,joey,29,m,bonobo,c,,,,,,,,,1.0,1.0,1.0,0.0,,,,,
brauer2006making,joey,29,m,bonobo,c,,,,,,,,,1.0,0.0,1.0,0.0,,,,,
brauer2006making,joey,29,m,bonobo,c,,,,,,,,,0.0,1.0,0.0,0.0,,,,,
brauer2006making,joey,29,m,bonobo,c,,,,,,,,,1.0,1.0,1.0,1.0,,,,,
brauer2006making,limbuko,7,m,bonobo,c,,,,,,,,,1.0,1.0,0.0,1.0,,,,,
brauer2006making,limbuko,7,m,bonobo,c,,,,,,,,,0.0,1.0,1.0,0.0,,,,,
brauer2006making,limbuko,7,m,bonobo,c,,,,,,,,,1.0,1.0,1.0,0.0,,,,,
brauer2006making,limbuko,7,m,bonobo,c,,,,,,,,,1.0,1.0,0.0,0.0,,,,,
brauer2006making,limbuko,7,m,bonobo,c,,,,,,,,,1.0,1.0,1.0,1.0,,,,,
brauer2006making,limbuko,7,m,bonobo,c,,,,,,,,,1.0,1.0,1.0,0.0,,,,,
brauer2006making,kuno,6,m,bonobo,c,,,,,,,,,1.0,0.0,0.0,0.0,,,,,
brauer2006making,kuno,6,m,bonobo,c,,,,,,,,,1.0,1.0,1.0,1.0,,,,,
brauer2006making,kuno,6,m,bonobo,c,,,,,,,,,0.0,1.0,1.0,0.0,,,,,
brauer2006making,kuno,6,m,bonobo,c,,,,,,,,,0.0,0.0,0.0,0.0,,,,,
brauer2006making,kuno,6,m,bonobo,c,,,,,,,,,0.0,0.0,1.0,1.0,,,,,
brauer2006making,kuno,6,m,bonobo,c,,,,,,,,,1.0,1.0,0.0,1.0,,,,,
brauer2006making,corry,26,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,corry,26,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,0.0,1.0,
brauer2006making,corry,26,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,corry,26,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,0.0,
brauer2006making,corry,26,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,0.0,0.0,
brauer2006making,corry,26,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,gertrudia,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,gertrudia,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,0.0,
brauer2006making,gertrudia,9,f,chimpanzee,d,,,,,,,,,,,,,0.0,0.0,1.0,1.0,
brauer2006making,gertrudia,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,0.0,
brauer2006making,gertrudia,9,f,chimpanzee,d,,,,,,,,,,,,,0.0,0.0,1.0,0.0,
brauer2006making,gertrudia,9,f,chimpanzee,d,,,,,,,,,,,,,0.0,0.0,1.0,1.0,
brauer2006making,sandra,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,sandra,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,sandra,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,sandra,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,sandra,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,sandra,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,0.0,
brauer2006making,ulla,25,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,ulla,25,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,1.0,
brauer2006making,ulla,25,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,ulla,25,f,chimpanzee,d,,,,,,,,,,,,,0.0,0.0,0.0,1.0,
brauer2006making,ulla,25,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,ulla,25,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,riet,25,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,0.0,
brauer2006making,riet,25,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,0.0,
brauer2006making,riet,25,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,0.0,1.0,
brauer2006making,riet,25,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,riet,25,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,1.0,
brauer2006making,riet,25,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,natascha,22,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,natascha,22,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,natascha,22,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,natascha,22,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,natascha,22,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,natascha,22,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,fifi,9,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,0.0,
brauer2006making,fifi,9,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,1.0,
brauer2006making,fifi,9,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,1.0,
brauer2006making,fifi,9,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,1.0,
brauer2006making,fifi,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,0.0,
brauer2006making,fifi,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,jahaga,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,0.0,1.0,
brauer2006making,jahaga,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,jahaga,9,f,chimpanzee,d,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
brauer2006making,jahaga,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,jahaga,9,f,chimpanzee,d,,,,,,,,,,,,,0.0,0.0,1.0,0.0,
brauer2006making,jahaga,9,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,0.0,1.0,
brauer2006making,dorien,22,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,dorien,22,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,dorien,22,f,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,dorien,22,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,dorien,22,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,dorien,22,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,frodo,9,m,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,frodo,9,m,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,frodo,9,m,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,frodo,9,m,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,frodo,9,m,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,1.0,
brauer2006making,frodo,9,m,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,0.0,
brauer2006making,robert,27,m,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,0.0,
brauer2006making,robert,27,m,chimpanzee,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,robert,27,m,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,robert,27,m,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,robert,27,m,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,robert,27,m,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,fraukje,26,f,chimpanzee,d,,,,,,,,,,,,,0.0,1.0,0.0,1.0,
brauer2006making,fraukje,26,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,fraukje,26,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,fraukje,26,f,chimpanzee,d,,,,,,,,,,,,,0.0,0.0,0.0,1.0,
brauer2006making,fraukje,26,f,chimpanzee,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,fraukje,26,f,chimpanzee,d,,,,,,,,,,,,,0.0,0.0,0.0,1.0,
brauer2006making,ulindi,9,f,bonobo,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,ulindi,9,f,bonobo,d,,,,,,,,,,,,,1.0,0.0,0.0,1.0,
brauer2006making,ulindi,9,f,bonobo,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,ulindi,9,f,bonobo,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,ulindi,9,f,bonobo,d,,,,,,,,,,,,,1.0,0.0,0.0,1.0,
brauer2006making,ulindi,9,f,bonobo,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,joey,29,m,bonobo,d,,,,,,,,,,,,,0.0,1.0,0.0,1.0,
brauer2006making,joey,29,m,bonobo,d,,,,,,,,,,,,,1.0,0.0,0.0,0.0,
brauer2006making,joey,29,m,bonobo,d,,,,,,,,,,,,,0.0,1.0,0.0,0.0,
brauer2006making,joey,29,m,bonobo,d,,,,,,,,,,,,,1.0,0.0,0.0,1.0,
brauer2006making,joey,29,m,bonobo,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,joey,29,m,bonobo,d,,,,,,,,,,,,,0.0,1.0,0.0,0.0,
brauer2006making,limbuko,7,m,bonobo,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,limbuko,7,m,bonobo,d,,,,,,,,,,,,,1.0,1.0,0.0,1.0,
brauer2006making,limbuko,7,m,bonobo,d,,,,,,,,,,,,,1.0,1.0,1.0,0.0,
brauer2006making,limbuko,7,m,bonobo,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,limbuko,7,m,bonobo,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,limbuko,7,m,bonobo,d,,,,,,,,,,,,,1.0,1.0,1.0,1.0,
brauer2006making,kuno,6,m,bonobo,d,,,,,,,,,,,,,0.0,1.0,1.0,0.0,
brauer2006making,kuno,6,m,bonobo,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,kuno,6,m,bonobo,d,,,,,,,,,,,,,1.0,1.0,1.0,0.0,
brauer2006making,kuno,6,m,bonobo,d,,,,,,,,,,,,,1.0,0.0,1.0,1.0,
brauer2006making,kuno,6,m,bonobo,d,,,,,,,,,,,,,1.0,0.0,1.0,0.0,
brauer2006making,kuno,6,m,bonobo,d,,,,,,,,,,,,,0.0,1.0,1.0,1.0,
brauer2006making,corry,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,corry,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,corry,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,corry,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,corry,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,corry,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,dorien,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,dorien,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,dorien,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,dorien,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,dorien,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,dorien,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,fifi,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,fifi,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,fifi,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,fifi,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,fifi,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,fifi,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,fraukje,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,fraukje,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,fraukje,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,fraukje,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,fraukje,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,fraukje,26,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,frodo,9,m,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,frodo,9,m,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,frodo,9,m,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,frodo,9,m,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,frodo,9,m,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,frodo,9,m,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,gertrudia,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,gertrudia,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,gertrudia,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,gertrudia,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,gertrudia,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,gertrudia,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,jahaga,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,jahaga,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,jahaga,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,jahaga,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,jahaga,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,jahaga,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,joey,29,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,joey,29,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,joey,29,m,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,joey,29,m,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,joey,29,m,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,joey,29,m,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,kuno,6,m,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,kuno,6,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,kuno,6,m,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,kuno,6,m,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,kuno,6,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,kuno,6,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,limbuko,7,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,limbuko,7,m,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,limbuko,7,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,limbuko,7,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,limbuko,7,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,limbuko,7,m,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,natascha,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,natascha,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,natascha,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,natascha,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,natascha,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,natascha,22,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,riet,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,riet,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,riet,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,riet,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,riet,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,riet,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,robert,27,m,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,robert,27,m,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,robert,27,m,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,robert,27,m,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,robert,27,m,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,robert,27,m,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,sandra,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,sandra,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,sandra,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,sandra,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,sandra,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,sandra,9,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,ulindi,9,f,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,ulindi,9,f,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,ulindi,9,f,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,ulindi,9,f,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,ulindi,9,f,bonobo,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,ulindi,9,f,bonobo,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,ulla,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,ulla,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,ulla,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,ulla,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
brauer2006making,ulla,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,1.0
brauer2006making,ulla,25,f,chimpanzee,control,,,,,,,,,,,,,,,,,0.0
