study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,session,action,is_it_taking,rankrelationship_standardized,relationship_s,success,transfer_what,transfer_how_much
liebal2017give,dokana,21,f,initiator,bimbo,30.0,m,recipient,orangutan,dokana_bimbo,6,taking,yes,-0.285714,unrelated,no,,
liebal2017give,dokana,21,f,initiator,bimbo,30.0,m,recipient,orangutan,dokana_bimbo,8,request,no,-0.285714,unrelated,no,,
liebal2017give,dokana,21,f,initiator,bimbo,30.0,m,recipient,orangutan,dokana_bimbo,8,request,no,-0.285714,unrelated,no,,
liebal2017give,dokana,21,f,initiator,bimbo,30.0,m,recipient,orangutan,dokana_bimbo,8,taking,yes,-0.285714,unrelated,yes,leaves,parts
liebal2017give,dokana,21,f,initiator,bimbo,30.0,m,recipient,orangutan,dokana_bimbo,8,taking,yes,-0.285714,unrelated,yes,branch,whole
liebal2017give,dokana,21,f,initiator,bimbo,30.0,m,recipient,orangutan,dokana_bimbo,8,taking,yes,-0.285714,unrelated,yes,branch,whole
liebal2017give,dokana,21,f,initiator,bimbo,30.0,m,recipient,orangutan,dokana_bimbo,8,taking,yes,-0.285714,unrelated,no,,
liebal2017give,dokana,21,f,initiator,bimbo,30.0,m,recipient,orangutan,dokana_bimbo,8,taking,yes,-0.285714,unrelated,no,,
liebal2017give,dokana,21,f,initiator,pini,22.0,f,recipient,orangutan,dokana_pini,4,taking,yes,-0.142857,unrelated,yes,leaves,parts
liebal2017give,dokana,21,f,initiator,pini,22.0,f,recipient,orangutan,dokana_pini,4,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,dokana,21,f,initiator,raja,7.0,f,recipient,orangutan,dokana_raja,1,taking,yes,0.285715,unrelated,yes,branch,whole
liebal2017give,dokana,21,f,initiator,raja,7.0,f,recipient,orangutan,dokana_raja,1,taking,yes,0.285715,unrelated,no,,
liebal2017give,dokana,21,f,initiator,raja,7.0,f,recipient,orangutan,dokana_raja,1,taking,yes,0.285715,unrelated,yes,branch,whole
liebal2017give,dokana,21,f,initiator,raja,7.0,f,recipient,orangutan,dokana_raja,2,taking,yes,0.285715,unrelated,yes,branch,whole
liebal2017give,dokana,21,f,initiator,raja,7.0,f,recipient,orangutan,dokana_raja,2,taking,yes,0.285715,unrelated,yes,branch,whole
liebal2017give,dokana,21,f,initiator,raja,7.0,f,recipient,orangutan,dokana_raja,2,taking,yes,0.285715,unrelated,no,,
liebal2017give,dokana,21,f,initiator,raja,7.0,f,recipient,orangutan,dokana_raja,5,taking,yes,0.285715,unrelated,yes,bag,whole
liebal2017give,fraukje,34,f,initiator,corrie,,f,recipient,chimpanzee,fraukje_corrie,4,taking,yes,-0.375,unrelated,yes,leaves,parts
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,4,taking,yes,-0.75,unrelated,yes,branch,whole
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,4,taking,yes,-0.75,unrelated,yes,branch,whole
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,4,taking,yes,-0.75,unrelated,yes,branch,whole
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,4,taking,yes,-0.75,unrelated,yes,branch,whole
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,4,taking,yes,-0.75,unrelated,yes,branch,whole
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,8,dropping,no,-0.75,unrelated,no,branch,whole
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,8,taking,yes,-0.75,unrelated,yes,branch,whole
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,8,taking,yes,-0.75,unrelated,yes,branch,whole
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,8,taking,yes,-0.75,unrelated,yes,unknown,unknown
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,8,taking,yes,-0.75,unrelated,yes,unknown,unknown
liebal2017give,fraukje,34,f,initiator,frodo,17.0,m,recipient,chimpanzee,fraukje_frodo,8,taking,yes,-0.75,unrelated,yes,unknown,unknown
liebal2017give,fraukje,34,f,initiator,lome,9.0,m,recipient,chimpanzee,fraukje_lome,3,taking,yes,-0.125,unrelated,yes,branch,whole
liebal2017give,fraukje,34,f,initiator,natascha,30.0,f,recipient,chimpanzee,fraukje_natascha,4,taking,yes,-0.3125,unrelated,yes,bag,whole
liebal2017give,fraukje,34,f,initiator,patrick,13.0,m,recipient,chimpanzee,fraukje_patrick,8,taking,yes,-0.6875,unrelated,yes,branch,whole
liebal2017give,fraukje,34,f,initiator,robert,35.0,m,recipient,chimpanzee,fraukje_robert,4,taking,yes,-0.625,unrelated,yes,branch,whole
liebal2017give,frodo,17,m,initiator,kara,5.0,f,recipient,chimpanzee,frodo_kara,1,taking,yes,1.0,related,yes,branch,whole
liebal2017give,frodo,17,m,initiator,natascha,30.0,f,recipient,chimpanzee,frodo_natascha,4,taking,yes,0.4375,related,yes,licks bag,parts
liebal2017give,frodo,17,m,initiator,natascha,30.0,f,recipient,chimpanzee,frodo_natascha,4,taking,yes,0.4375,related,yes,licks bag,parts
liebal2017give,frodo,17,m,initiator,natascha,30.0,f,recipient,chimpanzee,frodo_natascha,4,taking,yes,0.4375,related,yes,licks bag,parts
liebal2017give,frodo,17,m,initiator,natascha,30.0,f,recipient,chimpanzee,frodo_natascha,4,taking,yes,0.4375,related,yes,licks bag,parts
liebal2017give,frodo,17,m,initiator,natascha,30.0,f,recipient,chimpanzee,frodo_natascha,4,taking,yes,0.4375,related,yes,licks bag,parts
liebal2017give,frodo,17,m,initiator,natascha,30.0,f,recipient,chimpanzee,frodo_natascha,4,taking,yes,0.4375,related,yes,licks bag,parts
liebal2017give,frodo,17,m,initiator,natascha,30.0,f,recipient,chimpanzee,frodo_natascha,4,taking,yes,0.4375,related,yes,branch,whole
liebal2017give,frodo,17,m,initiator,natascha,30.0,f,recipient,chimpanzee,frodo_natascha,4,taking,yes,0.4375,related,yes,bag,whole
liebal2017give,frodo,17,m,initiator,natascha,30.0,f,recipient,chimpanzee,frodo_natascha,4,taking,yes,0.4375,related,yes,branch,whole
liebal2017give,frodo,17,m,initiator,patrick,13.0,m,recipient,chimpanzee,frodo_patrick,5,taking,yes,0.0625,related,yes,branch,whole
liebal2017give,frodo,17,m,initiator,patrick,13.0,m,recipient,chimpanzee,frodo_patrick,5,taking,yes,0.0625,related,yes,bag,whole
liebal2017give,frodo,17,m,initiator,patrick,13.0,m,recipient,chimpanzee,frodo_patrick,5,taking,yes,0.0625,related,yes,unknown,unknown
liebal2017give,frodo,17,m,initiator,swela,15.0,f,recipient,chimpanzee,frodo_swela,1,request,no,0.5625,unrelated,yes,unknown,unknown
liebal2017give,frodo,17,m,initiator,swela,15.0,f,recipient,chimpanzee,frodo_swela,2,taking,yes,0.5625,unrelated,yes,leaves,parts
liebal2017give,frodo,17,m,initiator,swela,15.0,f,recipient,chimpanzee,frodo_swela,2,taking,yes,0.5625,unrelated,yes,branch,whole
liebal2017give,frodo,17,m,initiator,swela,15.0,f,recipient,chimpanzee,frodo_swela,2,taking,yes,0.5625,unrelated,yes,branch,whole
liebal2017give,frodo,17,m,initiator,swela,15.0,f,recipient,chimpanzee,frodo_swela,2,taking,yes,0.5625,unrelated,yes,branch,whole
liebal2017give,frodo,17,m,initiator,swela,15.0,f,recipient,chimpanzee,frodo_swela,2,taking,yes,0.5625,unrelated,yes,unknown,unknown
liebal2017give,kara,5,f,initiator,corrie,,f,recipient,chimpanzee,kara_corrie,3,taking,yes,-0.625,unrelated,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,5,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,5,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,5,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,5,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,5,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,5,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,5,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,5,taking,yes,-1.0,related,yes,unknown,unknown
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,7,taking,yes,-1.0,related,yes,leaves,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,leaves,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,licks bag,parts
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,no,,
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,no,,
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,no,,
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,unknown,,
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,unknown,,
liebal2017give,kara,5,f,initiator,frodo,17.0,m,recipient,chimpanzee,kara_frodo,8,taking,yes,-1.0,related,unknown,,
liebal2017give,kara,5,f,initiator,lome,9.0,m,recipient,chimpanzee,kara_lome,3,taking,yes,-0.375,related,no,,
liebal2017give,kara,5,f,initiator,natascha,30.0,f,recipient,chimpanzee,kara_natascha,8,taking,yes,-0.5625,unrelated,yes,part of bag,parts
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,5,taking,yes,-0.9375,related,yes,leaves,parts
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,5,taking,yes,-0.9375,related,yes,leaves,parts
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,5,taking,yes,-0.9375,related,yes,leaves,parts
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,5,taking,yes,-0.9375,related,yes,leaves,parts
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,8,taking,yes,-0.9375,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,8,taking,yes,-0.9375,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,8,taking,yes,-0.9375,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,8,taking,yes,-0.9375,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,8,taking,yes,-0.9375,related,yes,branch,whole
liebal2017give,kara,5,f,initiator,patrick,13.0,m,recipient,chimpanzee,kara_patrick,8,taking,yes,-0.9375,related,yes,branch,whole
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,1,taking,yes,-0.714286,unrelated,yes,leaves,parts
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,2,taking,yes,-0.714286,unrelated,yes,leaves,parts
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,2,taking,yes,-0.714286,unrelated,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,3,taking,yes,-0.714286,unrelated,yes,branch,whole
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,3,taking,yes,-0.714286,unrelated,yes,branch,whole
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,3,taking,yes,-0.714286,unrelated,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,3,taking,yes,-0.714286,unrelated,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,3,taking,yes,-0.714286,unrelated,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,3,taking,yes,-0.714286,unrelated,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,4,taking,yes,-0.714286,unrelated,yes,branch,whole
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,4,taking,yes,-0.714286,unrelated,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,5,taking,yes,-0.714286,unrelated,no,,
liebal2017give,kila,10,f,initiator,bimbo,30.0,m,recipient,orangutan,kila_bimbo,6,taking,yes,-0.714286,unrelated,yes,part of bag,parts
liebal2017give,kila,10,f,initiator,dokana,21.0,f,recipient,orangutan,kila_dokana,2,taking,yes,-0.428572,unrelated,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,dokana,21.0,f,recipient,orangutan,kila_dokana,2,taking,yes,-0.428572,unrelated,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,pini,22.0,f,recipient,orangutan,kila_pini,2,taking,yes,-0.571429,related,yes,branch,whole
liebal2017give,kila,10,f,initiator,pini,22.0,f,recipient,orangutan,kila_pini,2,taking,yes,-0.571429,related,yes,branch,whole
liebal2017give,kila,10,f,initiator,pini,22.0,f,recipient,orangutan,kila_pini,2,taking,yes,-0.571429,related,yes,branch,whole
liebal2017give,kila,10,f,initiator,pini,22.0,f,recipient,orangutan,kila_pini,2,taking,yes,-0.571429,related,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,pini,22.0,f,recipient,orangutan,kila_pini,2,taking,yes,-0.571429,related,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,pini,22.0,f,recipient,orangutan,kila_pini,2,taking,yes,-0.571429,related,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,pini,22.0,f,recipient,orangutan,kila_pini,4,taking,yes,-0.571429,related,yes,branch,whole
liebal2017give,kila,10,f,initiator,pini,22.0,f,recipient,orangutan,kila_pini,4,taking,yes,-0.571429,related,yes,unknown,unknown
liebal2017give,kila,10,f,initiator,raja,7.0,f,recipient,orangutan,kila_raja,3,taking,yes,-0.142857,related,no,,
liebal2017give,kila,10,f,initiator,raja,7.0,f,recipient,orangutan,kila_raja,3,taking,yes,-0.142857,related,yes,leaves,parts
liebal2017give,kila,10,f,initiator,raja,7.0,f,recipient,orangutan,kila_raja,3,taking,yes,-0.142857,related,no,,
liebal2017give,kila,10,f,initiator,raja,7.0,f,recipient,orangutan,kila_raja,3,taking,yes,-0.142857,related,no,,
liebal2017give,kila,10,f,initiator,raja,7.0,f,recipient,orangutan,kila_raja,6,taking,yes,-0.142857,related,yes,leaves,parts
liebal2017give,kila,10,f,initiator,suaq,1.0,m,recipient,orangutan,kila_suaq,5,taking,yes,0.285714,related,yes,leaves,parts
liebal2017give,kila,10,f,initiator,suaq,1.0,m,recipient,orangutan,kila_suaq,5,taking,yes,0.285714,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,fraukje,34.0,f,recipient,chimpanzee,kofi_fraukje,4,taking,yes,-0.1875,unrelated,yes,branch,whole
liebal2017give,kofi,5,m,initiator,frodo,17.0,m,recipient,chimpanzee,kofi_frodo,4,taking,yes,-0.9375,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,frodo,17.0,m,recipient,chimpanzee,kofi_frodo,5,taking,yes,-0.9375,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,frodo,17.0,m,recipient,chimpanzee,kofi_frodo,5,taking,yes,-0.9375,related,yes,unknown,unknown
liebal2017give,kofi,5,m,initiator,frodo,17.0,m,recipient,chimpanzee,kofi_frodo,5,taking,yes,-0.9375,related,yes,unknown,unknown
liebal2017give,kofi,5,m,initiator,frodo,17.0,m,recipient,chimpanzee,kofi_frodo,5,taking,yes,-0.9375,related,yes,unknown,unknown
liebal2017give,kofi,5,m,initiator,frodo,17.0,m,recipient,chimpanzee,kofi_frodo,7,taking,yes,-0.9375,related,yes,leaves,parts
liebal2017give,kofi,5,m,initiator,kara,5.0,f,recipient,chimpanzee,kofi_kara,7,taking,yes,0.0625,related,yes,leaves,parts
liebal2017give,kofi,5,m,initiator,lobo,6.0,m,recipient,chimpanzee,kofi_lobo,8,taking,yes,-0.0625,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,patrick,13.0,m,recipient,chimpanzee,kofi_patrick,5,taking,yes,-0.875,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,patrick,13.0,m,recipient,chimpanzee,kofi_patrick,5,taking,yes,-0.875,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,patrick,13.0,m,recipient,chimpanzee,kofi_patrick,5,taking,yes,-0.875,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,patrick,13.0,m,recipient,chimpanzee,kofi_patrick,5,taking,yes,-0.875,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,patrick,13.0,m,recipient,chimpanzee,kofi_patrick,5,taking,yes,-0.875,related,yes,unknown,unknown
liebal2017give,kofi,5,m,initiator,patrick,13.0,m,recipient,chimpanzee,kofi_patrick,5,taking,yes,-0.875,related,yes,unknown,unknown
liebal2017give,kofi,5,m,initiator,patrick,13.0,m,recipient,chimpanzee,kofi_patrick,5,taking,yes,-0.875,related,yes,unknown,unknown
liebal2017give,kofi,5,m,initiator,patrick,13.0,m,recipient,chimpanzee,kofi_patrick,8,taking,yes,-0.875,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,patrick,13.0,m,recipient,chimpanzee,kofi_patrick,8,taking,yes,-0.875,related,yes,unknown,unknown
liebal2017give,kofi,5,m,initiator,swela,15.0,f,recipient,chimpanzee,kofi_swela,3,taking,yes,-0.375,unrelated,yes,branch,whole
liebal2017give,kofi,5,m,initiator,ulla,33.0,f,recipient,chimpanzee,kofi_ulla,8,taking,yes,-0.625,related,yes,branch,whole
liebal2017give,kofi,5,m,initiator,ulla,33.0,f,recipient,chimpanzee,kofi_ulla,8,taking,yes,-0.625,related,yes,branch,whole
liebal2017give,lobo,6,m,initiator,corrie,,f,recipient,chimpanzee,lobo_corrie,5,taking,yes,-0.5,related,yes,branch,whole
liebal2017give,lobo,6,m,initiator,corrie,,f,recipient,chimpanzee,lobo_corrie,5,taking,yes,-0.5,related,yes,branch,whole
liebal2017give,lobo,6,m,initiator,frodo,17.0,m,recipient,chimpanzee,lobo_frodo,7,taking,yes,-0.875,related,no,,
liebal2017give,lobo,6,m,initiator,frodo,17.0,m,recipient,chimpanzee,lobo_frodo,7,taking,yes,-0.875,related,yes,branch,whole
liebal2017give,lobo,6,m,initiator,frodo,17.0,m,recipient,chimpanzee,lobo_frodo,7,taking,yes,-0.875,related,yes,leaves,parts
liebal2017give,lobo,6,m,initiator,frodo,17.0,m,recipient,chimpanzee,lobo_frodo,8,taking,yes,-0.875,related,yes,branch,whole
liebal2017give,lobo,6,m,initiator,kara,5.0,f,recipient,chimpanzee,lobo_kara,8,taking,yes,0.125,related,unknown,,
liebal2017give,lobo,6,m,initiator,natascha,30.0,f,recipient,chimpanzee,lobo_natascha,4,taking,yes,-0.4375,unrelated,yes,branch,whole
liebal2017give,lobo,6,m,initiator,patrick,13.0,m,recipient,chimpanzee,lobo_patrick,5,taking,yes,-0.8125,related,yes,leaves,parts
liebal2017give,lobo,6,m,initiator,patrick,13.0,m,recipient,chimpanzee,lobo_patrick,5,taking,yes,-0.8125,related,no,,
liebal2017give,lobo,6,m,initiator,patrick,13.0,m,recipient,chimpanzee,lobo_patrick,5,taking,yes,-0.8125,related,yes,leaves,parts
liebal2017give,lobo,6,m,initiator,robert,35.0,m,recipient,chimpanzee,lobo_robert,4,taking,yes,-0.75,related,yes,branch,whole
liebal2017give,lobo,6,m,initiator,swela,15.0,f,recipient,chimpanzee,lobo_swela,3,taking,yes,-0.3125,unrelated,yes,branch,whole
liebal2017give,lome,9,m,initiator,fraukje,34.0,f,recipient,chimpanzee,lome_fraukje,6,taking,yes,0.125,unrelated,yes,branch,whole
liebal2017give,lome,9,m,initiator,frodo,17.0,m,recipient,chimpanzee,lome_frodo,6,taking,yes,-0.625,related,yes,branch,whole
liebal2017give,lome,9,m,initiator,kara,5.0,f,recipient,chimpanzee,lome_kara,5,taking,yes,0.375,related,yes,branch,whole
liebal2017give,lome,9,m,initiator,kara,5.0,f,recipient,chimpanzee,lome_kara,5,taking,yes,0.375,related,yes,branch,whole
liebal2017give,lome,9,m,initiator,kara,5.0,f,recipient,chimpanzee,lome_kara,8,taking,yes,0.375,related,yes,branch,whole
liebal2017give,lome,9,m,initiator,kara,5.0,f,recipient,chimpanzee,lome_kara,8,taking,yes,0.375,related,yes,branch,whole
liebal2017give,lome,9,m,initiator,natascha,30.0,f,recipient,chimpanzee,lome_natascha,4,taking,yes,-0.1875,unrelated,yes,branch,whole
liebal2017give,lome,9,m,initiator,natascha,30.0,f,recipient,chimpanzee,lome_natascha,8,taking,yes,-0.1875,unrelated,yes,licks bag,parts
liebal2017give,lome,9,m,initiator,patrick,13.0,m,recipient,chimpanzee,lome_patrick,5,taking,yes,-0.5625,related,yes,branch,whole
liebal2017give,lome,9,m,initiator,tai,8.0,f,recipient,chimpanzee,lome_tai,8,taking,yes,0.0625,unrelated,yes,branch,whole
liebal2017give,maia,3,f,initiator,dokana,21.0,f,recipient,orangutan,maja_dokana,6,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,maia,3,f,initiator,dokana,21.0,f,recipient,orangutan,maja_dokana,6,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,maia,3,f,initiator,dokana,21.0,f,recipient,orangutan,maja_dokana,6,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,natascha,30,f,initiator,frodo,17.0,m,recipient,chimpanzee,natascha_frodo,2,taking,yes,-0.4375,related,yes,branch,whole
liebal2017give,natascha,30,f,initiator,frodo,17.0,m,recipient,chimpanzee,natascha_frodo,5,taking,yes,-0.4375,related,yes,part of bag,parts
liebal2017give,natascha,30,f,initiator,frodo,17.0,m,recipient,chimpanzee,natascha_frodo,8,taking,yes,-0.4375,related,yes,bag,whole
liebal2017give,natascha,30,f,initiator,pia,11.0,f,recipient,chimpanzee,natascha_pia,4,dropping,no,0.38,unrelated,no,branch,whole
liebal2017give,natascha,30,f,initiator,pia,11.0,f,recipient,chimpanzee,natascha_pia,7,taking,yes,0.38,unrelated,yes,branch,whole
liebal2017give,natascha,30,f,initiator,pia,11.0,f,recipient,chimpanzee,natascha_pia,8,taking,yes,0.38,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,bimbo,30.0,m,recipient,orangutan,padana_bimbo,3,taking,yes,-0.428571,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,bimbo,30.0,m,recipient,orangutan,padana_bimbo,6,taking,yes,-0.428571,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,bimbo,30.0,m,recipient,orangutan,padana_bimbo,6,taking,yes,-0.428571,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,1,taking,yes,-0.142857,unrelated,yes,leaves,parts
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,1,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,3,taking,yes,-0.142857,unrelated,yes,leaves,parts
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,3,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,5,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,5,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,6,taking,yes,-0.142857,unrelated,yes,leaves,parts
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,6,taking,yes,-0.142857,unrelated,yes,leaves,parts
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,6,taking,yes,-0.142857,unrelated,yes,leaves,parts
