study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,session,action,is_it_taking,rankrelationship_standardized,relationship_s,success,transfer_what,transfer_how_much
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,6,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,6,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,6,taking,yes,-0.142857,unrelated,no,,
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,6,taking,yes,-0.142857,unrelated,no,,
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,6,taking,yes,-0.142857,unrelated,unknown,,
liebal2017give,padana,13,f,initiator,dokana,21.0,f,recipient,orangutan,padana_dokana,6,taking,yes,-0.142857,unrelated,unknown,,
liebal2017give,padana,13,f,initiator,pini,22.0,f,recipient,orangutan,padana_pini,3,taking,yes,-0.285714,related,yes,branch,whole
liebal2017give,padana,13,f,initiator,pini,22.0,f,recipient,orangutan,padana_pini,6,taking,yes,-0.285714,related,yes,part of bag,parts
liebal2017give,padana,13,f,initiator,pini,22.0,f,recipient,orangutan,padana_pini,6,taking,yes,-0.285714,related,yes,leaves,parts
liebal2017give,padana,13,f,initiator,pini,22.0,f,recipient,orangutan,padana_pini,6,taking,yes,-0.285714,related,yes,leaves,parts
liebal2017give,padana,13,f,initiator,pini,22.0,f,recipient,orangutan,padana_pini,6,taking,yes,-0.285714,related,yes,leaves,parts
liebal2017give,padana,13,f,initiator,pini,22.0,f,recipient,orangutan,padana_pini,6,taking,yes,-0.285714,related,no,,
liebal2017give,padana,13,f,initiator,pini,22.0,f,recipient,orangutan,padana_pini,6,taking,yes,-0.285714,related,yes,branch,whole
liebal2017give,padana,13,f,initiator,raja,7.0,f,recipient,orangutan,padana_raja,6,taking,yes,0.142858,related,yes,leaves,parts
liebal2017give,padana,13,f,initiator,raja,7.0,f,recipient,orangutan,padana_raja,6,taking,yes,0.142858,related,yes,leaves,parts
liebal2017give,padana,13,f,initiator,raja,7.0,f,recipient,orangutan,padana_raja,6,taking,yes,0.142858,related,no,,
liebal2017give,padana,13,f,initiator,raja,7.0,f,recipient,orangutan,padana_raja,6,taking,yes,0.142858,related,no,,
liebal2017give,padana,13,f,initiator,suaq,1.0,m,recipient,orangutan,padana_suaq,2,taking,yes,0.571429,related,yes,branch,whole
liebal2017give,padana,13,f,initiator,suaq,1.0,m,recipient,orangutan,padana_suaq,2,taking,yes,0.571429,related,yes,branch,whole
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,5,offer,no,-0.0625,related,yes,branch,whole
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,5,taking,yes,-0.0625,related,yes,branch,whole
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,5,taking,yes,-0.0625,related,yes,branch,whole
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,5,taking,yes,-0.0625,related,yes,unknown,unknown
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,5,taking,yes,-0.0625,related,yes,unknown,unknown
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,5,taking,yes,-0.0625,related,yes,unknown,unknown
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,5,taking,yes,-0.0625,related,yes,unknown,unknown
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,5,taking,yes,-0.0625,related,yes,unknown,unknown
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,6,taking,yes,-0.0625,related,yes,branch,whole
liebal2017give,patrick,13,m,initiator,frodo,17.0,m,recipient,chimpanzee,patrick_frodo,8,taking,yes,-0.0625,related,yes,unknown,unknown
liebal2017give,patrick,13,m,initiator,lome,9.0,m,recipient,chimpanzee,patrick_lome,5,dropping,no,0.5625,related,yes,branch,whole
liebal2017give,patrick,13,m,initiator,natascha,30.0,f,recipient,chimpanzee,patrick_natascha,4,taking,yes,0.375,unrelated,yes,branch,whole
liebal2017give,patrick,13,m,initiator,natascha,30.0,f,recipient,chimpanzee,patrick_natascha,4,taking,yes,0.375,unrelated,yes,branch,whole
liebal2017give,patrick,13,m,initiator,natascha,30.0,f,recipient,chimpanzee,patrick_natascha,4,taking,yes,0.375,unrelated,yes,branch,whole
liebal2017give,patrick,13,m,initiator,natascha,30.0,f,recipient,chimpanzee,patrick_natascha,4,taking,yes,0.375,unrelated,yes,branch,whole
liebal2017give,patrick,13,m,initiator,natascha,30.0,f,recipient,chimpanzee,patrick_natascha,4,taking,yes,0.375,unrelated,yes,unknown,unknown
liebal2017give,patrick,13,m,initiator,natascha,30.0,f,recipient,chimpanzee,patrick_natascha,4,taking,yes,0.375,unrelated,yes,unknown,unknown
liebal2017give,patrick,13,m,initiator,pia,11.0,f,recipient,chimpanzee,patrick_pia,4,taking,yes,0.755,related,yes,leaves,parts
liebal2017give,patrick,13,m,initiator,pia,11.0,f,recipient,chimpanzee,patrick_pia,6,taking,yes,0.755,related,unknown,,
liebal2017give,patrick,13,m,initiator,swela,15.0,f,recipient,chimpanzee,patrick_swela,2,taking,yes,0.5,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,fraukje,34.0,f,recipient,chimpanzee,pia_fraukje,6,taking,yes,-0.0675,related,yes,branch,whole
liebal2017give,pia,11,f,initiator,frodo,17.0,m,recipient,chimpanzee,pia_frodo,6,taking,yes,-0.8175,related,yes,branch,whole
liebal2017give,pia,11,f,initiator,frodo,17.0,m,recipient,chimpanzee,pia_frodo,6,taking,yes,-0.8175,related,yes,branch,whole
liebal2017give,pia,11,f,initiator,frodo,17.0,m,recipient,chimpanzee,pia_frodo,6,taking,yes,-0.8175,related,yes,unknown,unknown
liebal2017give,pia,11,f,initiator,frodo,17.0,m,recipient,chimpanzee,pia_frodo,7,taking,yes,-0.8175,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,frodo,17.0,m,recipient,chimpanzee,pia_frodo,8,taking,yes,-0.8175,related,yes,branch,whole
liebal2017give,pia,11,f,initiator,kofi,5.0,m,recipient,chimpanzee,pia_kofi,5,taking,yes,0.12,related,yes,branch,whole
liebal2017give,pia,11,f,initiator,lome,9.0,m,recipient,chimpanzee,pia_lome,6,dropping,no,-0.1925,related,no,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,leaves,parts
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,branch,whole
liebal2017give,pia,11,f,initiator,natascha,30.0,f,recipient,chimpanzee,pia_natascha,4,taking,yes,-0.38,unrelated,yes,unknown,unknown
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,5,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,request,no,-0.755,related,no,,
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,branch,whole
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,branch,whole
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,branch,whole
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,no,,
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,branch,whole
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,unknown,unknown
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,unknown,unknown
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,6,taking,yes,-0.755,related,yes,unknown,unknown
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,8,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,8,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,8,taking,yes,-0.755,related,yes,leaves,parts
liebal2017give,pia,11,f,initiator,patrick,13.0,m,recipient,chimpanzee,pia_patrick,8,taking,yes,-0.755,related,yes,branch,whole
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,1,request,no,-0.142857,unrelated,yes,unknown,unknown
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,1,request,no,-0.142857,unrelated,yes,unknown,unknown
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,1,taking,yes,-0.142857,unrelated,yes,foodball,parts
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,3,taking,yes,-0.142857,unrelated,yes,unknown,unknown
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,5,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,5,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,6,offer,no,-0.142857,unrelated,yes,part of bag,parts
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,6,taking,yes,-0.142857,unrelated,yes,part of bag,parts
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,6,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,6,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,6,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,6,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,6,taking,yes,-0.142857,unrelated,no,,
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,7,taking,yes,-0.142857,unrelated,yes,part of bag,parts
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,7,taking,yes,-0.142857,unrelated,yes,leaves,parts
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,7,taking,yes,-0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,bimbo,30.0,m,recipient,orangutan,pini_bimbo,8,taking,yes,-0.142857,unrelated,yes,part of bag,parts
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,1,taking,yes,0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,1,taking,yes,0.142857,unrelated,yes,unknown,unknown
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,2,taking,yes,0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,2,taking,yes,0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,2,taking,yes,0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,2,taking,yes,0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,2,taking,yes,0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,3,taking,yes,0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,4,taking,yes,0.142857,unrelated,yes,branch,whole
liebal2017give,pini,22,f,initiator,dokana,21.0,f,recipient,orangutan,pini_dokana,4,taking,yes,0.142857,unrelated,no,,
liebal2017give,pini,22,f,initiator,padana,13.0,f,recipient,orangutan,pini_padana,1,dropping,no,0.285714,related,yes,branch,whole
liebal2017give,pini,22,f,initiator,padana,13.0,f,recipient,orangutan,pini_padana,4,taking,yes,0.285714,related,unknown,,
liebal2017give,pini,22,f,initiator,raja,7.0,f,recipient,orangutan,pini_raja,2,taking,yes,0.428572,related,yes,leaves,parts
liebal2017give,pini,22,f,initiator,raja,7.0,f,recipient,orangutan,pini_raja,2,taking,yes,0.428572,related,yes,leaves,parts
liebal2017give,pini,22,f,initiator,raja,7.0,f,recipient,orangutan,pini_raja,4,dropping,no,0.428572,related,yes,branch,whole
liebal2017give,pini,22,f,initiator,raja,7.0,f,recipient,orangutan,pini_raja,4,taking,yes,0.428572,related,yes,leaves,parts
liebal2017give,pini,22,f,initiator,raja,7.0,f,recipient,orangutan,pini_raja,4,taking,yes,0.428572,related,yes,branch,whole
liebal2017give,pini,22,f,initiator,suaq,1.0,m,recipient,orangutan,pini_suaq,3,taking,yes,0.857143,related,yes,branch,whole
liebal2017give,pini,22,f,initiator,suaq,1.0,m,recipient,orangutan,pini_suaq,3,taking,yes,0.857143,related,yes,branch,whole
liebal2017give,pini,22,f,initiator,suaq,1.0,m,recipient,orangutan,pini_suaq,3,taking,yes,0.857143,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,batak,1.0,m,recipient,orangutan,raja_batak,6,taking,yes,0.428571,related,yes,leaves,parts
liebal2017give,raja,7,f,initiator,batak,1.0,m,recipient,orangutan,raja_batak,6,taking,yes,0.428571,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,request,no,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,request,no,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,request,no,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,request,no,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,request,no,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,request,no,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,foodball,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,foodball,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,foodball,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,1,taking,yes,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,2,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,2,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,2,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,2,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,2,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,3,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,3,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,3,taking,yes,-0.571429,unrelated,no,,
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,3,taking,yes,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,5,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,5,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,6,taking,yes,-0.571429,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,6,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,6,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,6,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,6,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,6,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,6,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,6,taking,yes,-0.571429,unrelated,no,,
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,6,taking,yes,-0.571429,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,8,taking,yes,-0.571429,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,8,taking,yes,-0.571429,unrelated,no,,
liebal2017give,raja,7,f,initiator,bimbo,30.0,m,recipient,orangutan,raja_bimbo,8,taking,yes,-0.571429,unrelated,unknown,,
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,1,taking,yes,-0.285715,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,2,taking,yes,-0.285715,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,2,taking,yes,-0.285715,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,4,taking,yes,-0.285715,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,4,taking,yes,-0.285715,unrelated,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,5,taking,yes,-0.285715,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,5,taking,yes,-0.285715,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,6,taking,yes,-0.285715,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,6,taking,yes,-0.285715,unrelated,yes,leaves,parts
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,6,taking,yes,-0.285715,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,dokana,21.0,f,recipient,orangutan,raja_dokana,6,taking,yes,-0.285715,unrelated,yes,branch,whole
liebal2017give,raja,7,f,initiator,padana,13.0,f,recipient,orangutan,raja_padana,3,taking,yes,-0.142858,related,yes,leaves,parts
liebal2017give,raja,7,f,initiator,padana,13.0,f,recipient,orangutan,raja_padana,3,taking,yes,-0.142858,related,yes,leaves,parts
liebal2017give,raja,7,f,initiator,padana,13.0,f,recipient,orangutan,raja_padana,4,taking,yes,-0.142858,related,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,padana,13.0,f,recipient,orangutan,raja_padana,4,taking,yes,-0.142858,related,yes,unknown,unknown
liebal2017give,raja,7,f,initiator,padana,13.0,f,recipient,orangutan,raja_padana,6,taking,yes,-0.142858,related,yes,leaves,parts
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,1,taking,yes,-0.428572,related,yes,unknown,unknown
