study_id,experiment,experiment_name,participant,sex,role,participant_2,sex_2,role_2,species,species_subgroup,dyad,session,trial,ses_nr_overall,ses_nr_species,order_on_day,condition,who_moves_food,total_nr_trial,food_type,food_time,stooge_present,stooge_reaches,open_door,touches_rope,pull_attempt,pull
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,5,2.0,17.0,16.0,2.0,non-social,experimenter,5.0,grape,15.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,5,3.0,17.0,16.0,2.0,non-social,experimenter,5.0,banana,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,5,4.0,17.0,16.0,2.0,non-social,experimenter,5.0,grape,7.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,5,5.0,17.0,16.0,2.0,non-social,experimenter,5.0,banana,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,6,1.0,21.0,17.0,3.0,non-social,chimp,6.0,grape,15.0,0.0,0.0,1.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,6,2.0,21.0,17.0,3.0,non-social,chimp,6.0,banana,15.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,6,3.0,21.0,17.0,3.0,non-social,chimp,6.0,grape,7.0,0.0,0.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,6,4.0,21.0,17.0,3.0,non-social,chimp,6.0,banana,7.0,0.0,0.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,6,5.0,21.0,17.0,3.0,non-social,chimp,6.0,grape,15.0,0.0,0.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,6,6.0,21.0,17.0,3.0,non-social,chimp,6.0,banana,15.0,0.0,0.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,7,1.0,24.0,18.0,3.0,non-social,experimenter,5.0,banana,7.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,7,2.0,24.0,18.0,3.0,non-social,experimenter,5.0,grape,7.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,7,3.0,24.0,18.0,3.0,non-social,experimenter,5.0,banana,15.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,7,4.0,24.0,18.0,3.0,non-social,experimenter,5.0,grape,15.0,0.0,0.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,1,cpd_all,daza,f,focal_participant,jahaga,f,stooge,chimpanzee,b,daza_jahaga,7,5.0,24.0,18.0,3.0,non-social,experimenter,5.0,banana,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,1,1.0,32.0,13.0,6.0,social,experimenter,1.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,2,1.0,42.0,17.0,4.0,social,experimenter,3.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,2,2.0,42.0,17.0,4.0,social,experimenter,3.0,banana,7.0,0.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,2,3.0,42.0,17.0,4.0,social,experimenter,3.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,3,1.0,43.0,18.0,4.0,social,experimenter,4.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,3,2.0,43.0,18.0,4.0,social,experimenter,4.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,3,3.0,43.0,18.0,4.0,social,experimenter,4.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,3,4.0,43.0,18.0,4.0,social,experimenter,4.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,4,1.0,44.0,19.0,4.0,social,experimenter,4.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,4,2.0,44.0,19.0,4.0,social,experimenter,4.0,banana,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,4,3.0,44.0,19.0,4.0,social,experimenter,4.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,4,4.0,44.0,19.0,4.0,social,experimenter,4.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,5,1.0,47.0,21.0,4.0,social,chimp,4.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,5,2.0,47.0,21.0,4.0,social,chimp,4.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,5,3.0,47.0,21.0,4.0,social,chimp,4.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,5,4.0,47.0,21.0,4.0,social,chimp,4.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,6,1.0,49.0,22.0,4.0,non-social,chimp,4.0,banana,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,6,2.0,49.0,22.0,4.0,non-social,chimp,4.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,6,3.0,49.0,22.0,4.0,non-social,chimp,4.0,banana,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,6,4.0,49.0,22.0,4.0,non-social,chimp,4.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,7,1.0,53.0,25.0,3.0,non-social,chimp,4.0,banana,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,7,2.0,53.0,25.0,3.0,non-social,chimp,4.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,7,3.0,53.0,25.0,3.0,non-social,chimp,4.0,banana,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,7,4.0,53.0,25.0,3.0,non-social,chimp,4.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,8,1.0,54.0,26.0,1.0,non-social,experimenter,4.0,banana,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,8,2.0,54.0,26.0,1.0,non-social,experimenter,4.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,8,3.0,54.0,26.0,1.0,non-social,experimenter,4.0,banana,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,fraukje,f,focal_participant,robert,m,stooge,chimpanzee,a,fraukje_robert,8,4.0,54.0,26.0,1.0,non-social,experimenter,4.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,1,1.0,3.0,3.0,1.0,social,chimp,6.0,banana,15.0,1.0,1.0,1.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,1,2.0,3.0,3.0,1.0,social,chimp,6.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,1,3.0,3.0,3.0,1.0,social,chimp,6.0,banana,7.0,1.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,1,4.0,3.0,3.0,1.0,social,chimp,6.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,1,5.0,3.0,3.0,1.0,social,chimp,6.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,1,6.0,3.0,3.0,1.0,social,chimp,6.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,2,1.0,4.0,4.0,2.0,social,experimenter,7.0,banana,7.0,1.0,1.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,2,2.0,4.0,4.0,2.0,social,experimenter,7.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,2,3.0,4.0,4.0,2.0,social,experimenter,7.0,banana,15.0,1.0,1.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,2,4.0,4.0,4.0,2.0,social,experimenter,7.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,2,5.0,4.0,4.0,2.0,social,experimenter,7.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,2,6.0,4.0,4.0,2.0,social,experimenter,7.0,grape,7.0,1.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,2,7.0,4.0,4.0,2.0,social,experimenter,7.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,3,1.0,6.0,6.0,1.0,social,chimp,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,3,2.0,6.0,6.0,1.0,social,chimp,6.0,banana,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,3,3.0,6.0,6.0,1.0,social,chimp,6.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,3,4.0,6.0,6.0,1.0,social,chimp,6.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,3,5.0,6.0,6.0,1.0,social,chimp,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,3,6.0,6.0,6.0,1.0,social,chimp,6.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,4,1.0,7.0,7.0,1.0,social,experimenter,4.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,4,2.0,7.0,7.0,1.0,social,experimenter,4.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,4,3.0,7.0,7.0,1.0,social,experimenter,4.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,4,4.0,7.0,7.0,1.0,social,experimenter,4.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,5,1.0,9.0,9.0,2.0,social,chimp,4.0,banana,15.0,1.0,1.0,1.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,5,2.0,9.0,9.0,2.0,social,chimp,4.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,5,3.0,9.0,9.0,2.0,social,chimp,4.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,5,4.0,9.0,9.0,2.0,social,chimp,4.0,grape,7.0,1.0,1.0,1.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,6,1.0,10.0,10.0,1.0,social,experimenter,8.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,6,2.0,10.0,10.0,1.0,social,experimenter,8.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,6,3.0,10.0,10.0,1.0,social,experimenter,8.0,banana,15.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,6,4.0,10.0,10.0,1.0,social,experimenter,8.0,grape,15.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,6,5.0,10.0,10.0,1.0,social,experimenter,8.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,6,6.0,10.0,10.0,1.0,social,experimenter,8.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,6,7.0,10.0,10.0,1.0,social,experimenter,8.0,banana,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,6,8.0,10.0,10.0,1.0,social,experimenter,8.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,7,1.0,11.0,11.0,1.0,social,chimp,8.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,7,2.0,11.0,11.0,1.0,social,chimp,8.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,7,3.0,11.0,11.0,1.0,social,chimp,8.0,grape,15.0,1.0,0.0,1.0,1.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,7,4.0,11.0,11.0,1.0,social,chimp,8.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,7,5.0,11.0,11.0,1.0,social,chimp,8.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,7,6.0,11.0,11.0,1.0,social,chimp,8.0,banana,7.0,1.0,0.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,7,7.0,11.0,11.0,1.0,social,chimp,8.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,7,8.0,11.0,11.0,1.0,social,chimp,8.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,8,1.0,12.0,12.0,1.0,social,chimp,4.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,8,2.0,12.0,12.0,1.0,social,chimp,4.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,8,3.0,12.0,12.0,1.0,social,chimp,4.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,8,4.0,12.0,12.0,1.0,social,chimp,4.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,9,1.0,13.0,13.0,1.0,social,chimp,7.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,9,2.0,13.0,13.0,1.0,social,chimp,7.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,9,3.0,13.0,13.0,1.0,social,chimp,7.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,9,4.0,13.0,13.0,1.0,social,chimp,7.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,9,5.0,13.0,13.0,1.0,social,chimp,7.0,banana,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,9,6.0,13.0,13.0,1.0,social,chimp,7.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,9,7.0,13.0,13.0,1.0,social,chimp,7.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,10,1.0,15.0,15.0,2.0,social,chimp,4.0,grape,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,10,2.0,15.0,15.0,2.0,social,chimp,4.0,banana,15.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,10,3.0,15.0,15.0,2.0,social,chimp,4.0,grape,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,10,4.0,15.0,15.0,2.0,social,chimp,4.0,banana,7.0,1.0,1.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,11,1.0,17.0,16.0,1.0,non-social,chimp,4.0,banana,15.0,0.0,0.0,1.0,1.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,11,2.0,17.0,16.0,1.0,non-social,chimp,4.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,11,3.0,17.0,16.0,1.0,non-social,chimp,4.0,banana,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,11,4.0,17.0,16.0,1.0,non-social,chimp,4.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,12,1.0,21.0,17.0,2.0,non-social,experimenter,6.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,12,2.0,21.0,17.0,2.0,non-social,experimenter,6.0,banana,15.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,12,3.0,21.0,17.0,2.0,non-social,experimenter,6.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,12,4.0,21.0,17.0,2.0,non-social,experimenter,6.0,banana,7.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,12,5.0,21.0,17.0,2.0,non-social,experimenter,6.0,grape,15.0,0.0,0.0,1.0,1.0,1.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,12,6.0,21.0,17.0,2.0,non-social,experimenter,6.0,banana,15.0,0.0,0.0,1.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,13,1.0,24.0,18.0,2.0,non-social,chimp,4.0,banana,7.0,0.0,0.0,1.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,13,2.0,24.0,18.0,2.0,non-social,chimp,4.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,13,3.0,24.0,18.0,2.0,non-social,chimp,4.0,banana,15.0,0.0,0.0,1.0,1.0,0.0,0.0
hepach2021chimpanzees,1,cpd_all,frederike,f,focal_participant,jahaga,f,stooge,chimpanzee,b,frederike_jahaga,13,4.0,24.0,18.0,2.0,non-social,chimp,4.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,0.0
