study_id,experiment,experiment_name,participant,sex,species,session,trial,condition,food_time,stooge_present,time,time_next,trial_time,event,attempted_help,overall_session,food
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,2.0,experimenter_helps,15.0,1,393.0,415.0,367.0,food_removed_and_light_turned,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,2.0,experimenter_helps,15.0,0,415.0,423.0,389.0,occluder_placed,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,2.0,experimenter_helps,15.0,0,423.0,470.0,397.0,post_trial_pupil_measure,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,0,470.0,481.0,444.0,first_light_on,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,0,481.0,487.0,455.0,remove_occluder,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,0,487.0,497.0,461.0,food_in_front_but_not_accessible,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,1,497.0,508.0,471.0,second_light_on,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,1,508.0,529.0,482.0,food_within_reach,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,1,529.0,,503.0,light_sequence_initiates_again,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,1,,581.0,,screw_removed,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,1,581.0,594.0,555.0,food_pulled,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,0,594.0,618.0,568.0,food_removed_and_light_turned,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,0,618.0,624.0,592.0,occluder_placed,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,3.0,experimenter_helps,7.0,0,624.0,709.0,598.0,post_trial_pupil_measure,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,0,709.0,721.0,683.0,first_light_on,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,1,721.0,737.0,695.0,remove_occluder,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,1,737.0,746.0,711.0,food_in_front_but_not_accessible,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,1,746.0,777.0,720.0,second_light_on,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,1,777.0,,751.0,food_within_reach,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,,,851.0,,light_sequence_initiates_again,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,1,851.0,872.0,825.0,screw_removed,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,1,872.0,890.0,846.0,food_pulled,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,0,890.0,913.0,864.0,food_removed_and_light_turned,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,1,913.0,922.0,887.0,occluder_placed,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,4.0,experimenter_helps,7.0,1,922.0,971.0,896.0,post_trial_pupil_measure,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,0,971.0,988.0,945.0,first_light_on,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,988.0,1026.0,962.0,remove_occluder,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,1026.0,1038.0,1000.0,food_in_front_but_not_accessible,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,1038.0,1048.0,1012.0,second_light_on,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,1048.0,1072.0,1022.0,food_within_reach,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,1072.0,1084.0,1046.0,light_sequence_initiates_again,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,1084.0,1116.0,1058.0,screw_removed,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,1116.0,1129.0,1090.0,food_pulled,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,1129.0,1143.0,1103.0,food_removed_and_light_turned,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,1143.0,1157.0,1117.0,occluder_placed,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,5.0,experimenter_helps,15.0,1,1157.0,1194.0,1131.0,post_trial_pupil_measure,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,1,1194.0,1209.0,1168.0,first_light_on,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,1,1209.0,1235.0,1183.0,remove_occluder,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,1,1235.0,1251.0,1209.0,food_in_front_but_not_accessible,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,0,1251.0,1283.0,1225.0,second_light_on,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,1,1283.0,1304.0,1257.0,food_within_reach,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,1,1304.0,1315.0,1278.0,light_sequence_initiates_again,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,1,1315.0,1335.0,1289.0,screw_removed,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,0,1335.0,1349.0,1309.0,food_pulled,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,0,1349.0,1363.0,1323.0,food_removed_and_light_turned,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,0,1363.0,1376.0,1337.0,occluder_placed,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,6.0,experimenter_helps,15.0,0,1376.0,1419.0,1350.0,post_trial_pupil_measure,0.0,1.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,1,1419.0,1429.0,1393.0,first_light_on,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,1,1429.0,1498.0,1403.0,remove_occluder,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,0,1498.0,1507.0,1472.0,food_in_front_but_not_accessible,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,0,1507.0,1517.0,1481.0,second_light_on,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,0,1517.0,1542.0,1491.0,food_within_reach,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,1,1542.0,1553.0,1516.0,light_sequence_initiates_again,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,1,1553.0,1582.0,1527.0,screw_removed,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,1,1582.0,1595.0,1556.0,food_pulled,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,1,1595.0,1610.0,1569.0,food_removed_and_light_turned,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,1,1610.0,1621.0,1584.0,occluder_placed,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,1,7.0,experimenter_helps,7.0,0,1621.0,1673.0,1595.0,post_trial_pupil_measure,0.0,1.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,11.0,27.0,0.0,first_light_on,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,27.0,35.0,16.0,remove_occluder,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,35.0,93.0,24.0,food_in_front_but_not_accessible,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,93.0,104.0,82.0,second_light_on,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,104.0,131.0,93.0,food_within_reach,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,131.0,150.0,120.0,light_sequence_initiates_again,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,150.0,182.0,139.0,screw_removed,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,182.0,197.0,171.0,food_pulled,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,197.0,210.0,186.0,food_removed_and_light_turned,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,210.0,223.0,199.0,occluder_placed,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,1.0,chimpanzee_helps,7.0,1,223.0,276.0,212.0,post_trial_pupil_measure,0.0,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,1,276.0,288.0,265.0,first_light_on,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,1,288.0,310.0,277.0,remove_occluder,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,1,310.0,319.0,299.0,food_in_front_but_not_accessible,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,1,319.0,331.0,308.0,second_light_on,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,1,331.0,354.0,320.0,food_within_reach,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,1,354.0,374.0,343.0,light_sequence_initiates_again,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,1,374.0,406.0,363.0,screw_removed,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,1,406.0,419.0,395.0,food_pulled,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,0,419.0,432.0,408.0,food_removed_and_light_turned,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,0,432.0,446.0,421.0,occluder_placed,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,2.0,chimpanzee_helps,7.0,0,446.0,547.0,435.0,post_trial_pupil_measure,0.0,2.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,1,547.0,560.0,536.0,first_light_on,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,1,560.0,578.0,549.0,remove_occluder,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,0,578.0,595.0,567.0,food_in_front_but_not_accessible,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,0,595.0,606.0,584.0,second_light_on,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,0,606.0,642.0,595.0,food_within_reach,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,0,642.0,683.0,631.0,light_sequence_initiates_again,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,0,683.0,,672.0,screw_removed,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,,,735.0,,food_pulled,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,0,735.0,749.0,724.0,food_removed_and_light_turned,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,0,749.0,778.0,738.0,occluder_placed,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,2,3.0,chimpanzee_helps,15.0,0,778.0,1278.0,767.0,post_trial_pupil_measure,,2.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,9.0,18.0,0.0,first_light_on,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,18.0,32.0,9.0,remove_occluder,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,32.0,41.0,23.0,food_in_front_but_not_accessible,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,41.0,49.0,32.0,second_light_on,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,49.0,72.0,40.0,food_within_reach,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,72.0,101.0,63.0,light_sequence_initiates_again,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,101.0,140.0,92.0,screw_removed,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,140.0,157.0,131.0,food_pulled,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,157.0,171.0,148.0,food_removed_and_light_turned,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,171.0,186.0,162.0,occluder_placed,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,1.0,experimenter_helps,7.0,0,186.0,225.0,177.0,post_trial_pupil_measure,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,225.0,416.0,216.0,first_light_on,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,416.0,251.0,407.0,remove_occluder,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,251.0,261.0,242.0,food_in_front_but_not_accessible,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,261.0,273.0,252.0,second_light_on,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,1,273.0,297.0,264.0,food_within_reach,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,297.0,315.0,288.0,light_sequence_initiates_again,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,315.0,352.0,306.0,screw_removed,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,352.0,368.0,343.0,food_pulled,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,368.0,383.0,359.0,food_removed_and_light_turned,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,383.0,395.0,374.0,occluder_placed,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,2.0,experimenter_helps,7.0,0,395.0,432.0,386.0,post_trial_pupil_measure,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,1,432.0,441.0,423.0,first_light_on,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,0,441.0,460.0,432.0,remove_occluder,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,0,460.0,475.0,451.0,food_in_front_but_not_accessible,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,0,475.0,484.0,466.0,second_light_on,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,1,484.0,510.0,475.0,food_within_reach,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,1,510.0,527.0,501.0,light_sequence_initiates_again,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,1,527.0,572.0,518.0,screw_removed,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,0,572.0,597.0,563.0,food_pulled,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,0,597.0,610.0,588.0,food_removed_and_light_turned,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,0,610.0,624.0,601.0,occluder_placed,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,3.0,experimenter_helps,15.0,0,624.0,731.0,615.0,post_trial_pupil_measure,0.0,4.0,banana
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,731.0,740.0,722.0,first_light_on,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,740.0,754.0,731.0,remove_occluder,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,754.0,770.0,745.0,food_in_front_but_not_accessible,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,770.0,780.0,761.0,second_light_on,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,780.0,808.0,771.0,food_within_reach,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,808.0,826.0,799.0,light_sequence_initiates_again,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,826.0,874.0,817.0,screw_removed,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,874.0,893.0,865.0,food_pulled,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,893.0,906.0,884.0,food_removed_and_light_turned,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,906.0,920.0,897.0,occluder_placed,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,3,4.0,experimenter_helps,15.0,0,920.0,1420.0,911.0,post_trial_pupil_measure,0.0,4.0,grape
hepach2021chimpanzees,1,cpd_time_locked_all,alex,m,chimpanzee,4,1.0,chimpanzee_helps,15.0,0,90.0,99.0,0.0,first_light_on,0.0,5.0,grape
