study_id,experiment,experiment_name,participant,sex,role,participant_2,sex_2,role_2,species,species_subgroup,dyad,session,trial,ses_nr_overall,ses_nr_species,order_on_day,condition,who_moves_food,total_nr_trial,food_type,food_time,stooge_present,open_door,touches_rope,pull_attempt,pull,ses_nr_stooge
hepach2021chimpanzees,2,cpd2_all,frodo,m,focal_participant,robert,m,stooge,chimpanzee,a,frodo_robert,6,3.0,16.0,16.0,3.0,social,experimenter,6.0,grape,7.0,,0.0,0.0,0.0,0.0,13.0
hepach2021chimpanzees,2,cpd2_all,frodo,m,focal_participant,robert,m,stooge,chimpanzee,a,frodo_robert,6,4.0,16.0,16.0,3.0,social,experimenter,6.0,pellet,7.0,,1.0,1.0,1.0,1.0,13.0
hepach2021chimpanzees,2,cpd2_all,frodo,m,focal_participant,robert,m,stooge,chimpanzee,a,frodo_robert,6,5.0,16.0,16.0,3.0,social,experimenter,6.0,grape,15.0,,1.0,1.0,1.0,1.0,13.0
hepach2021chimpanzees,2,cpd2_all,frodo,m,focal_participant,robert,m,stooge,chimpanzee,a,frodo_robert,6,6.0,16.0,16.0,3.0,social,experimenter,6.0,pellet,15.0,,0.0,0.0,0.0,0.0,13.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,1,1.0,24.0,3.0,2.0,social,chimp,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,1,2.0,24.0,3.0,2.0,social,chimp,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,1,3.0,24.0,3.0,2.0,social,chimp,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,1,4.0,24.0,3.0,2.0,social,chimp,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,1,5.0,24.0,3.0,2.0,social,chimp,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,1,6.0,24.0,3.0,2.0,social,chimp,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,2,1.0,25.0,4.0,2.0,social,experimenter,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,2.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,2,2.0,25.0,4.0,2.0,social,experimenter,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,2.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,2,3.0,25.0,4.0,2.0,social,experimenter,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,2.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,2,4.0,25.0,4.0,2.0,social,experimenter,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,2.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,2,5.0,25.0,4.0,2.0,social,experimenter,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,2.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,2,6.0,25.0,4.0,2.0,social,experimenter,6.0,grape,7.0,1.0,0.0,0.0,0.0,0.0,2.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,3,1.0,29.0,8.0,1.0,non-social,chimp,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,5.0
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,3,2.0,29.0,8.0,1.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,3,3.0,29.0,8.0,1.0,non-social,chimp,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,3,4.0,29.0,8.0,1.0,non-social,chimp,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,3,5.0,29.0,8.0,1.0,non-social,chimp,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,3,6.0,29.0,8.0,1.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,4,1.0,30.0,9.0,1.0,non-social,experimenter,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,4,2.0,30.0,9.0,1.0,non-social,experimenter,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,4,3.0,30.0,9.0,1.0,non-social,experimenter,6.0,pellet,15.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,4,4.0,30.0,9.0,1.0,non-social,experimenter,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,4,5.0,30.0,9.0,1.0,non-social,experimenter,6.0,pellet,7.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,jahaga,f,focal_participant,alex,m,stooge,chimpanzee,b,jahaga_jahaga,4,6.0,30.0,9.0,1.0,non-social,experimenter,6.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,1,1.0,1.0,1.0,1.0,social,experimenter,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,1,2.0,1.0,1.0,1.0,social,experimenter,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,1,3.0,1.0,1.0,1.0,social,experimenter,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,1,4.0,1.0,1.0,1.0,social,experimenter,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,1,5.0,1.0,1.0,1.0,social,experimenter,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,1,6.0,1.0,1.0,1.0,social,experimenter,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,1.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,2,1.0,2.0,2.0,2.0,social,chimp,4.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,2.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,2,2.0,2.0,2.0,2.0,social,chimp,4.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,2.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,2,3.0,2.0,2.0,2.0,social,chimp,4.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,2.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,2,4.0,2.0,2.0,2.0,social,chimp,4.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,2.0
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,3,1.0,3.0,3.0,1.0,non-social,experimenter,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,3,2.0,3.0,3.0,1.0,non-social,experimenter,6.0,pellet,7.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,3,3.0,3.0,3.0,1.0,non-social,experimenter,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,3,4.0,3.0,3.0,1.0,non-social,experimenter,6.0,pellet,15.0,0.0,,,,,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,3,5.0,3.0,3.0,1.0,non-social,experimenter,6.0,grape,7.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,3,6.0,3.0,3.0,1.0,non-social,experimenter,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,4,1.0,5.0,5.0,1.0,non-social,chimp,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,4,2.0,5.0,5.0,1.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,4,3.0,5.0,5.0,1.0,non-social,chimp,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,4,4.0,5.0,5.0,1.0,non-social,chimp,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,4,5.0,5.0,5.0,1.0,non-social,chimp,6.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,kofi,m,focal_participant,robert,m,stooge,chimpanzee,a,kofi_robert,4,6.0,5.0,5.0,1.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,1,1.0,17.0,17.0,3.0,social,chimp,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,14.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,1,2.0,17.0,17.0,3.0,social,chimp,6.0,pellet,15.0,1.0,0.0,0.0,0.0,0.0,14.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,1,3.0,17.0,17.0,3.0,social,chimp,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,14.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,1,4.0,17.0,17.0,3.0,social,chimp,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,14.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,1,5.0,17.0,17.0,3.0,social,chimp,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,14.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,1,6.0,17.0,17.0,3.0,social,chimp,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,14.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,2,1.0,18.0,18.0,1.0,social,experimenter,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,15.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,2,2.0,18.0,18.0,1.0,social,experimenter,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,15.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,2,3.0,18.0,18.0,1.0,social,experimenter,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,15.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,2,4.0,18.0,18.0,1.0,social,experimenter,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,15.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,2,5.0,18.0,18.0,1.0,social,experimenter,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,15.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,2,6.0,18.0,18.0,1.0,social,experimenter,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,15.0
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,3,1.0,20.0,20.0,2.0,non-social,chimp,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,3,2.0,20.0,20.0,2.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,3,3.0,20.0,20.0,2.0,non-social,chimp,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,3,4.0,20.0,20.0,2.0,non-social,chimp,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,3,5.0,20.0,20.0,2.0,non-social,chimp,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,3,6.0,20.0,20.0,2.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,4,1.0,21.0,21.0,2.0,non-social,experimenter,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,4,2.0,21.0,21.0,2.0,non-social,experimenter,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,4,3.0,21.0,21.0,2.0,non-social,experimenter,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,4,4.0,21.0,21.0,2.0,non-social,experimenter,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,4,5.0,21.0,21.0,2.0,non-social,experimenter,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lobo,m,focal_participant,robert,m,stooge,chimpanzee,a,lobo_robert,4,6.0,21.0,21.0,2.0,non-social,experimenter,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,1,1.0,1.0,1.0,3.0,non-social,chimp,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,1,2.0,1.0,1.0,3.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,1,3.0,1.0,1.0,3.0,non-social,chimp,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,1,4.0,1.0,1.0,3.0,non-social,chimp,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,1,5.0,1.0,1.0,3.0,non-social,chimp,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,1,6.0,1.0,1.0,3.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,2,1.0,2.0,2.0,3.0,non-social,experimenter,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,2,2.0,2.0,2.0,3.0,non-social,experimenter,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,2,3.0,2.0,2.0,3.0,non-social,experimenter,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,2,4.0,2.0,2.0,3.0,non-social,experimenter,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,2,5.0,2.0,2.0,3.0,non-social,experimenter,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,2,6.0,2.0,2.0,3.0,non-social,experimenter,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,3,1.0,4.0,4.0,2.0,social,chimp,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,3.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,3,2.0,4.0,4.0,2.0,social,chimp,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,3.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,3,3.0,4.0,4.0,2.0,social,chimp,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,3.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,3,4.0,4.0,4.0,2.0,social,chimp,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,3.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,3,5.0,4.0,4.0,2.0,social,chimp,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,3.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,3,6.0,4.0,4.0,2.0,social,chimp,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,3.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,4,1.0,5.0,5.0,2.0,social,experimenter,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,4.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,4,2.0,5.0,5.0,2.0,social,experimenter,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,4.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,4,3.0,5.0,5.0,2.0,social,experimenter,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,4.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,4,4.0,5.0,5.0,2.0,social,experimenter,6.0,pellet,7.0,1.0,1.0,1.0,1.0,1.0,4.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,4,5.0,5.0,5.0,2.0,social,experimenter,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,4.0
hepach2021chimpanzees,2,cpd2_all,lome,m,focal_participant,robert,m,stooge,chimpanzee,a,lome_robert,4,6.0,5.0,5.0,2.0,social,experimenter,6.0,pellet,15.0,1.0,1.0,1.0,1.0,1.0,4.0
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,1,1.0,3.0,3.0,2.0,non-social,experimenter,6.0,pellet,7.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,1,2.0,3.0,3.0,2.0,non-social,experimenter,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,1,3.0,3.0,3.0,2.0,non-social,experimenter,6.0,pellet,15.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,1,4.0,3.0,3.0,2.0,non-social,experimenter,6.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,1,5.0,3.0,3.0,2.0,non-social,experimenter,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,1,6.0,3.0,3.0,2.0,non-social,experimenter,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,2,1.0,5.0,5.0,3.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,2,2.0,5.0,5.0,3.0,non-social,chimp,6.0,grape,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,2,3.0,5.0,5.0,3.0,non-social,chimp,6.0,pellet,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,2,4.0,5.0,5.0,3.0,non-social,chimp,6.0,grape,7.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,2,5.0,5.0,5.0,3.0,non-social,chimp,6.0,pellet,15.0,0.0,1.0,1.0,1.0,1.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,2,6.0,5.0,5.0,3.0,non-social,chimp,6.0,grape,15.0,0.0,0.0,0.0,0.0,0.0,
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,3,1.0,8.0,8.0,2.0,social,experimenter,6.0,pellet,7.0,1.0,0.0,0.0,0.0,0.0,6.0
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,3,2.0,8.0,8.0,2.0,social,experimenter,6.0,grape,7.0,1.0,1.0,1.0,1.0,1.0,6.0
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,3,3.0,8.0,8.0,2.0,social,experimenter,6.0,pellet,15.0,1.0,0.0,0.0,0.0,0.0,6.0
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,3,4.0,8.0,8.0,2.0,social,experimenter,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,6.0
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,3,5.0,8.0,8.0,2.0,social,experimenter,6.0,pellet,7.0,1.0,0.0,0.0,0.0,0.0,6.0
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,3,6.0,8.0,8.0,2.0,social,experimenter,6.0,grape,7.0,1.0,0.0,0.0,0.0,0.0,6.0
hepach2021chimpanzees,2,cpd2_all,sandra,f,focal_participant,robert,m,stooge,chimpanzee,a,sandra_robert,4,1.0,9.0,9.0,2.0,social,chimp,6.0,grape,15.0,1.0,1.0,1.0,1.0,1.0,7.0
