study_id,experiment,experiment_name,participant,sex,species,session,trial,condition,food_time,stooge_present,time,time_next,trial_time,event,attempted_help,overall_session,food
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,90.0,96.0,0.0,first_light_on,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,96.0,104.0,6.0,remove_occluder,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,104.0,124.0,14.0,food_in_front_but_not_accessible,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,124.0,153.0,34.0,second_light_on,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,153.0,168.0,63.0,light_sequence_initiates_again,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,168.0,190.0,78.0,screw_removed,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,190.0,209.0,100.0,food_pulled,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,209.0,220.0,119.0,food_removed_and_light_turned,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,220.0,246.0,130.0,occluder_placed,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,1.0,non-social_experimenter,15.0,0.0,246.0,278.0,156.0,post_trial_pupil_measured,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,278.0,284.0,188.0,first_light_on,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,284.0,292.0,194.0,remove_occluder,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,292.0,314.0,202.0,food_in_front_but_not_accessible,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,314.0,343.0,224.0,second_light_on,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,343.0,357.0,253.0,light_sequence_initiates_again,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,357.0,378.0,267.0,screw_removed,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,378.0,398.0,288.0,food_pulled,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,398.0,408.0,308.0,food_removed_and_light_turned,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,408.0,430.0,318.0,occluder_placed,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,2.0,non-social_experimenter,15.0,0.0,430.0,461.0,340.0,post_trial_pupil_measured,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,461.0,467.0,371.0,first_light_on,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,467.0,473.0,377.0,remove_occluder,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,473.0,483.0,383.0,food_in_front_but_not_accessible,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,483.0,509.0,393.0,second_light_on,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,509.0,524.0,419.0,light_sequence_initiates_again,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,524.0,554.0,434.0,screw_removed,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,554.0,575.0,464.0,food_pulled,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,575.0,584.0,485.0,food_removed_and_light_turned,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,584.0,607.0,494.0,occluder_placed,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,3.0,non-social_experimenter,7.0,0.0,607.0,637.0,517.0,post_trial_pupil_measured,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,637.0,643.0,547.0,first_light_on,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,643.0,647.0,553.0,remove_occluder,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,647.0,659.0,557.0,food_in_front_but_not_accessible,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,659.0,689.0,569.0,second_light_on,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,689.0,706.0,599.0,light_sequence_initiates_again,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,706.0,745.0,616.0,screw_removed,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,745.0,762.0,655.0,food_pulled,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,762.0,769.0,672.0,food_removed_and_light_turned,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,769.0,792.0,679.0,occluder_placed,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,4.0,non-social_experimenter,7.0,0.0,792.0,815.0,702.0,post_trial_pupil_measured,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,815.0,821.0,725.0,first_light_on,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,821.0,827.0,731.0,remove_occluder,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,827.0,843.0,737.0,food_in_front_but_not_accessible,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,843.0,873.0,753.0,second_light_on,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,873.0,889.0,783.0,light_sequence_initiates_again,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,889.0,929.0,799.0,screw_removed,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,929.0,951.0,839.0,food_pulled,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,951.0,960.0,861.0,food_removed_and_light_turned,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,960.0,986.0,870.0,occluder_placed,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,5.0,non-social_experimenter,15.0,0.0,986.0,1008.0,896.0,post_trial_pupil_measured,0.0,1.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1008.0,1014.0,918.0,first_light_on,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1014.0,1019.0,924.0,remove_occluder,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1019.0,1036.0,929.0,food_in_front_but_not_accessible,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1036.0,1065.0,946.0,second_light_on,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1065.0,1079.0,975.0,light_sequence_initiates_again,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1079.0,1119.0,989.0,screw_removed,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1119.0,1135.0,1029.0,food_pulled,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1135.0,1144.0,1045.0,food_removed_and_light_turned,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1144.0,1164.0,1054.0,occluder_placed,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,1,6.0,non-social_experimenter,15.0,0.0,1164.0,1664.0,1074.0,post_trial_pupil_measured,0.0,1.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,27.0,34.0,0.0,first_light_on,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,34.0,41.0,7.0,remove_occluder,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,41.0,53.0,14.0,food_in_front_but_not_accessible,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,53.0,79.0,26.0,second_light_on,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,79.0,95.0,52.0,light_sequence_initiates_again,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,95.0,137.0,68.0,screw_removed,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,137.0,169.0,110.0,food_pulled,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,169.0,177.0,142.0,food_removed_and_light_turned,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,177.0,197.0,150.0,occluder_placed,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,1.0,non-social_chimpanzee,7.0,0.0,197.0,225.0,170.0,post_trial_pupil_measured,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,225.0,231.0,198.0,first_light_on,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,231.0,239.0,204.0,remove_occluder,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,239.0,249.0,212.0,food_in_front_but_not_accessible,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,249.0,277.0,222.0,second_light_on,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,277.0,291.0,250.0,light_sequence_initiates_again,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,291.0,334.0,264.0,screw_removed,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,334.0,345.0,307.0,food_pulled,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,345.0,354.0,318.0,food_removed_and_light_turned,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,354.0,375.0,327.0,occluder_placed,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,2.0,non-social_chimpanzee,7.0,0.0,375.0,409.0,348.0,post_trial_pupil_measured,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,409.0,416.0,382.0,first_light_on,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,416.0,424.0,389.0,remove_occluder,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,424.0,446.0,397.0,food_in_front_but_not_accessible,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,446.0,475.0,419.0,second_light_on,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,475.0,489.0,448.0,light_sequence_initiates_again,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,489.0,516.0,462.0,screw_removed,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,516.0,532.0,489.0,food_pulled,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,532.0,540.0,505.0,food_removed_and_light_turned,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,540.0,563.0,513.0,occluder_placed,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,3.0,non-social_chimpanzee,15.0,0.0,563.0,591.0,536.0,post_trial_pupil_measured,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,591.0,598.0,564.0,first_light_on,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,598.0,606.0,571.0,remove_occluder,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,606.0,623.0,579.0,food_in_front_but_not_accessible,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,623.0,654.0,596.0,second_light_on,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,654.0,667.0,627.0,light_sequence_initiates_again,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,667.0,709.0,640.0,screw_removed,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,709.0,721.0,682.0,food_pulled,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,721.0,730.0,694.0,food_removed_and_light_turned,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,730.0,753.0,703.0,occluder_placed,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,4.0,non-social_chimpanzee,15.0,0.0,753.0,780.0,726.0,post_trial_pupil_measured,0.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,780.0,787.0,753.0,first_light_on,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,787.0,795.0,760.0,remove_occluder,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,795.0,808.0,768.0,food_in_front_but_not_accessible,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,808.0,838.0,781.0,second_light_on,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,838.0,852.0,811.0,light_sequence_initiates_again,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,852.0,858.0,825.0,screw_removed,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,858.0,880.0,831.0,food_pulled,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,880.0,891.0,853.0,food_removed_and_light_turned,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,891.0,914.0,864.0,occluder_placed,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,5.0,non-social_chimpanzee,7.0,0.0,914.0,941.0,887.0,post_trial_pupil_measured,1.0,2.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,941.0,947.0,914.0,first_light_on,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,947.0,957.0,920.0,remove_occluder,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,957.0,966.0,930.0,food_in_front_but_not_accessible,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,966.0,994.0,939.0,second_light_on,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,994.0,1012.0,967.0,light_sequence_initiates_again,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,1012.0,1045.0,985.0,screw_removed,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,1045.0,1059.0,1018.0,food_pulled,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,1059.0,1067.0,1032.0,food_removed_and_light_turned,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,1067.0,1091.0,1040.0,occluder_placed,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,2,6.0,non-social_chimpanzee,7.0,0.0,1091.0,1591.0,1064.0,post_trial_pupil_measured,1.0,2.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,72.0,78.0,0.0,first_light_on,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,78.0,87.0,6.0,remove_occluder,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,87.0,113.0,15.0,food_in_front_but_not_accessible,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,113.0,142.0,41.0,second_light_on,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,142.0,156.0,70.0,light_sequence_initiates_again,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,156.0,180.0,84.0,screw_removed,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,180.0,199.0,108.0,food_pulled,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,199.0,209.0,127.0,food_removed_and_light_turned,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,209.0,234.0,137.0,occluder_placed,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,1.0,social_experimenter,15.0,1.0,234.0,263.0,162.0,post_trial_pupil_measured,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,263.0,269.0,191.0,first_light_on,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,269.0,278.0,197.0,remove_occluder,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,278.0,295.0,206.0,food_in_front_but_not_accessible,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,295.0,322.0,223.0,second_light_on,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,322.0,336.0,250.0,light_sequence_initiates_again,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,336.0,357.0,264.0,screw_removed,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,357.0,388.0,285.0,food_pulled,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,388.0,398.0,316.0,food_removed_and_light_turned,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,398.0,433.0,326.0,occluder_placed,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,2.0,social_experimenter,15.0,1.0,433.0,461.0,361.0,post_trial_pupil_measured,0.0,8.0,grape
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,3.0,social_experimenter,7.0,1.0,461.0,467.0,389.0,first_light_on,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,3.0,social_experimenter,7.0,1.0,467.0,471.0,395.0,remove_occluder,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,3.0,social_experimenter,7.0,1.0,471.0,481.0,399.0,food_in_front_but_not_accessible,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,3.0,social_experimenter,7.0,1.0,481.0,511.0,409.0,second_light_on,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,3.0,social_experimenter,7.0,1.0,511.0,524.0,439.0,light_sequence_initiates_again,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,3.0,social_experimenter,7.0,1.0,524.0,562.0,452.0,screw_removed,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,3.0,social_experimenter,7.0,1.0,562.0,577.0,490.0,food_pulled,0.0,8.0,pellet
hepach2021chimpanzees,2,cpd2_time_locked_all,alex,m,chimpanzee,3,3.0,social_experimenter,7.0,1.0,577.0,587.0,505.0,food_removed_and_light_turned,0.0,8.0,pellet
