study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,species,session,trial,quality_allocation_test,option_on_the_right_experimenter_view ,option_on_the_left_experimenter_view ,apparatus_presented,choice,food_inside_apparatus,profitable_option 
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,3.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,4.0,qat,ball,banana_pellet,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,5.0,qat,apple,ball,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,6.0,qat,banana_pellet,stick,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,7.0,qat,stick,apple,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,8.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,9.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,10.0,qat,ball,banana_pellet,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,11.0,qat,apple,ball,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,1,padana,17,f,orangutan,3.0,12.0,qat,banana_pellet,stick,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,1.0,qat,apple,ball,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,2.0,qat,banana_pellet,stick,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,3.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,4.0,qat,stick,apple,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,5.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,6.0,qat,ball,banana_pellet,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,7.0,qat,apple,ball,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,8.0,qat,banana_pellet,stick,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,9.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,10.0,qat,ball,banana_pellet,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,11.0,qat,stick,apple,stick,apple,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,14,suaq,5,m,orangutan,3.0,12.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,1.0,qat,stick,grape,stick,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,2.0,qat,banana_pellet,ball,ball,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,3.0,qat,ball,banana_pellet,ball,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,4.0,qat,grape,ball,ball,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,5.0,qat,grape,ball,ball,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,6.0,qat,banana_pellet,stick,stick,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,7.0,qat,stick,grape,stick,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,8.0,qat,ball,grape,ball,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,9.0,qat,ball,banana_pellet,ball,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,10.0,qat,grape,stick,stick,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,11.0,qat,banana_pellet,stick,stick,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,27,bimbo,34,m,orangutan,3.0,12.0,qat,stick,banana_pellet,stick,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,1.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,2.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,3.0,qat,banana_pellet,stick,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,4.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,5.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,6.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,7.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,8.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,9.0,qat,ball,banana_pellet,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,10.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,11.0,qat,apple,ball,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,18,pini,26,f,orangutan,4.0,12.0,qat,stick,apple,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,1.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,2.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,3.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,4.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,5.0,qat,banana_pellet,stick,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,6.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,7.0,qat,apple,ball,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,8.0,qat,stick,apple,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,9.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,10.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,11.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,5,raja,11,f,orangutan,4.0,12.0,qat,ball,banana_pellet,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,1.0,qat,stick,apple,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,2.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,3.0,qat,stick,banana_pellet,stick,apple,apple,no
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,4.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,5.0,qat,apple,ball,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,6.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,7.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,8.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,9.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,10.0,qat,banana_pellet,stick,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,11.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,12,dokana,26,f,orangutan,4.0,12.0,qat,ball,banana_pellet,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,1.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,2.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,3.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,4.0,qat,apple,ball,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,5.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,6.0,qat,stick,apple,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,7.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,8.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,9.0,qat,banana_pellet,stick,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,10.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,11.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,2,padana,17,f,orangutan,4.0,12.0,qat,ball,banana_pellet,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,1.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,2.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,3.0,qat,apple,ball,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,4.0,qat,banana_pellet,ball,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,5.0,qat,banana_pellet,ball,ball,apple,apple,no
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,6.0,qat,stick,apple,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,7.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,8.0,qat,banana_pellet,stick,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,9.0,qat,ball,apple,ball,ball,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,10.0,qat,stick,banana_pellet,stick,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,11.0,qat,apple,stick,stick,stick,banana_pellet,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,17,suaq,5,m,orangutan,4.0,12.0,qat,ball,banana_pellet,ball,banana_pellet,apple,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,1.0,qat,stick,banana_pellet,stick,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,2.0,qat,banana_pellet,stick,stick,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,3.0,qat,ball,grape,ball,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,4.0,qat,stick,banana_pellet,stick,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,5.0,qat,grape,stick,stick,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,6.0,qat,grape,ball,ball,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,7.0,qat,banana_pellet,ball,ball,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,8.0,qat,banana_pellet,ball,ball,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,9.0,qat,stick,grape,stick,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,10.0,qat,ball,banana_pellet,ball,banana_pellet,grape,yes
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,11.0,qat,grape,stick,stick,grape,banana_pellet,no
laumer2019orangutans,2,quality_allocation_test,2015,4,28,bimbo,34,m,orangutan,4.0,12.0,qat,ball,grape,ball,grape,banana_pellet,no
