study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,species,session,trial,tool_selection_test,option_on_the_right_experimenter_view ,option_on_the_left_experimenter_view ,apparatus_presented,chosen_option ,correct_tool 
laumer2019orangutans,1,tool_selection_test,2015,4,18,bimbo,34,m,orangutan,4.0,7.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,18,bimbo,34,m,orangutan,4.0,8.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,18,bimbo,34,m,orangutan,4.0,9.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,18,bimbo,34,m,orangutan,4.0,10.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,18,bimbo,34,m,orangutan,4.0,11.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,18,bimbo,34,m,orangutan,4.0,12.0,tst,ball,stick,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,1.0,tst,stick,ball,stick,ball,no
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,2.0,tst,ball,stick,ball,stick,no
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,3.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,4.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,5.0,tst,stick,ball,ball,stick,no
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,6.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,7.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,8.0,tst,ball,stick,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,9.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,10.0,tst,ball,stick,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,11.0,tst,ball,stick,stick,ball,no
laumer2019orangutans,1,tool_selection_test,2015,4,5,suaq,5,m,orangutan,5.0,12.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,1.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,2.0,tst,stick,ball,ball,stick,no
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,3.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,4.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,5.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,6.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,7.0,tst,ball,stick,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,8.0,tst,ball,stick,ball,stick,no
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,9.0,tst,ball,stick,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,10.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,11.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,19,bimbo,34,m,orangutan,5.0,12.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,1.0,tst,ball,stick,stick,ball,no
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,2.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,3.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,4.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,5.0,tst,ball,stick,ball,stick,no
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,6.0,tst,ball,stick,ball,stick,no
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,7.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,8.0,tst,ball,stick,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,9.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,10.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,11.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,6,suaq,5,m,orangutan,6.0,12.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,1.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,2.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,3.0,tst,ball,stick,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,4.0,tst,ball,stick,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,5.0,tst,ball,stick,stick,ball,no
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,6.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,7.0,tst,ball,stick,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,8.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,9.0,tst,ball,stick,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,10.0,tst,stick,ball,ball,ball,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,11.0,tst,stick,ball,stick,stick,yes
laumer2019orangutans,1,tool_selection_test,2015,4,10,suaq,5,m,orangutan,7.0,12.0,tst,stick,ball,stick,stick,yes
