study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,species,session,trial,food_preference_test_1-4,option_on_the_right_experimenter_view ,option_on_the_left_experimenter_view ,chosen_food 
laumer2019orangutans,6,food_preference_tests,2015,3,8,suaq,5,m,orangutan,3.0,4.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,8,suaq,5,m,orangutan,3.0,5.0,fpt1,banana_pellet,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,8,suaq,5,m,orangutan,3.0,6.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,8,suaq,5,m,orangutan,3.0,7.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,8,suaq,5,m,orangutan,3.0,8.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,8,suaq,5,m,orangutan,3.0,9.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,8,suaq,5,m,orangutan,3.0,10.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,8,suaq,5,m,orangutan,3.0,11.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,8,suaq,5,m,orangutan,3.0,12.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,1.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,2.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,3.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,4.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,5.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,6.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,7.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,8.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,9.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,10.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,11.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,pini,26,f,orangutan,4.0,12.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,1.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,2.0,fpt1,grape,banana_pellet,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,3.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,4.0,fpt1,grape,banana_pellet,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,5.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,6.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,7.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,8.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,9.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,10.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,11.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,raja,11,f,orangutan,4.0,12.0,fpt1,apple,banana_pellet,apple
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,1.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,2.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,3.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,4.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,5.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,6.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,7.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,8.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,9.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,10.0,fpt1,banana_pellet,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,11.0,fpt1,apple,grape,apple
laumer2019orangutans,6,food_preference_tests,2015,3,9,dokana,26,f,orangutan,4.0,12.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,1.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,2.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,3.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,4.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,5.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,6.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,7.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,8.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,9.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,10.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,11.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,tanah,5,f,orangutan,4.0,12.0,fpt1,grape,apple,apple
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,1.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,2.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,3.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,4.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,5.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,6.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,7.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,8.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,9.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,10.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,11.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,padana,17,f,orangutan,4.0,12.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,1.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,2.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,3.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,4.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,5.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,6.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,7.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,8.0,fpt1,grape,banana_pellet,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,9.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,10.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,11.0,fpt1,banana_pellet,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,9,suaq,5,m,orangutan,4.0,12.0,fpt1,grape,banana_pellet,grape
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,1.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,2.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,3.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,4.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,5.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,6.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,7.0,fpt1,banana_pellet,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,8.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,9.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,10.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,11.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,19,bimbo,34,m,orangutan,1.0,12.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,1.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,2.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,3.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,4.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,5.0,fpt1,grape,banana_pellet,grape
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,6.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,7.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,8.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,9.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,10.0,fpt1,banana_pellet,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,11.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,20,bimbo,34,m,orangutan,2.0,12.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,1.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,2.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,3.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,4.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,5.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,6.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,7.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,8.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,9.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,10.0,fpt1,banana_pellet,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,11.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,21,bimbo,34,m,orangutan,3.0,12.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,1.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,2.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,3.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,4.0,fpt1,grape,apple,grape
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,5.0,fpt1,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,6.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,7.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,8.0,fpt1,apple,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,9.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,10.0,fpt1,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,11.0,fpt1,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,3,22,bimbo,34,m,orangutan,4.0,12.0,fpt1,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,1.0,fpt2,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,2.0,fpt2,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,3.0,fpt2,rusk,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,4.0,fpt2,banana_pellet,rusk,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,5.0,fpt2,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,6.0,fpt2,grape,rusk,grape
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,7.0,fpt2,rusk,grape,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,8.0,fpt2,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,9.0,fpt2,rusk,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,10.0,fpt2,banana_pellet,rusk,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,11.0,fpt2,grape,rusk,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,6,bimbo,34,m,orangutan,1.0,12.0,fpt2,rusk,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,1.0,fpt2,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,2.0,fpt2,banana_pellet,rusk,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,3.0,fpt2,rusk,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,4.0,fpt2,grape,rusk,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,5.0,fpt2,grape,rusk,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,6.0,fpt2,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,7.0,fpt2,rusk,grape,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,8.0,fpt2,rusk,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,9.0,fpt2,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,10.0,fpt2,rusk,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,11.0,fpt2,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,10,bimbo,34,m,orangutan,2.0,12.0,fpt2,banana_pellet,rusk,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,1.0,fpt2,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,2.0,fpt2,rusk,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,3.0,fpt2,rusk,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,4.0,fpt2,banana_pellet,rusk,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,5.0,fpt2,grape,rusk,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,6.0,fpt2,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,7.0,fpt2,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,8.0,fpt2,banana_pellet,rusk,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,9.0,fpt2,rusk,grape,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,10.0,fpt2,grape,rusk,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,11.0,fpt2,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,12,bimbo,34,m,orangutan,3.0,12.0,fpt2,rusk,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,1.0,fpt2,banana_pellet,grape,grape
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,2.0,fpt2,rusk,grape,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,3.0,fpt2,banana_pellet,rusk,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,4.0,fpt2,banana_pellet,rusk,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,5.0,fpt2,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,6.0,fpt2,grape,rusk,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,7.0,fpt2,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,8.0,fpt2,grape,rusk,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,9.0,fpt2,rusk,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,10.0,fpt2,rusk,grape,rusk
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,11.0,fpt2,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,13,bimbo,34,m,orangutan,4.0,12.0,fpt2,rusk,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,28,bimbo,34,m,orangutan,1.0,1.0,fpt3,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,28,bimbo,34,m,orangutan,1.0,2.0,fpt3,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,28,bimbo,34,m,orangutan,1.0,3.0,fpt3,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,28,bimbo,34,m,orangutan,1.0,4.0,fpt3,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,28,bimbo,34,m,orangutan,1.0,5.0,fpt3,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,28,bimbo,34,m,orangutan,1.0,6.0,fpt3,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,1.0,fpt3,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,2.0,fpt3,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,3.0,fpt3,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,4.0,fpt3,grape,banana_pellet,grape
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,5.0,fpt3,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,6.0,fpt3,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,7.0,fpt3,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,8.0,fpt3,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,9.0,fpt3,grape,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,4,29,bimbo,34,m,orangutan,2.0,10.0,fpt3,banana_pellet,grape,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,8,pini,26,f,orangutan,1.0,1.0,fpt2,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,8,pini,26,f,orangutan,1.0,2.0,fpt2,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,8,pini,26,f,orangutan,1.0,3.0,fpt2,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,8,pini,26,f,orangutan,1.0,4.0,fpt2,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,8,pini,26,f,orangutan,1.0,5.0,fpt2,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,8,pini,26,f,orangutan,1.0,6.0,fpt2,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,8,pini,26,f,orangutan,1.0,7.0,fpt2,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,8,pini,26,f,orangutan,1.0,8.0,fpt2,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,9,pini,26,f,orangutan,2.0,1.0,fpt2,apple,banana_pellet,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,9,pini,26,f,orangutan,2.0,2.0,fpt2,banana_pellet,apple,pellet_banana
laumer2019orangutans,6,food_preference_tests,2015,5,9,pini,26,f,orangutan,2.0,3.0,fpt2,banana_pellet,apple,pellet_banana
