study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,tooltype,suitability,modify,getsjuice,technic,modifiable,success,modif_cab,modif_lid
manrique2011spontaneous,1,2009,1,12,kila,8,f,orangutan,1.0,3.0,cable,functional,partial,yes,strawlike,,empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,1,14,kila,8,f,orangutan,2.0,1.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,14,kila,8,f,orangutan,2.0,2.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,14,kila,8,f,orangutan,2.0,3.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,16,kila,8,f,orangutan,3.0,1.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,16,kila,8,f,orangutan,3.0,2.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,16,kila,8,f,orangutan,3.0,3.0,cable,functional,partial,yes,strawlike,,empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,1,19,kila,8,f,orangutan,4.0,1.0,cable,nofunctional,partial,yes,dipplick,,not_empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,1,19,kila,8,f,orangutan,4.0,2.0,cable,nofunctional,partial,yes,dipplick,,not_empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,1,19,kila,8,f,orangutan,4.0,3.0,cable,nofunctional,partial,yes,dipplick,,not_empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,1,22,kila,8,f,orangutan,5.0,1.0,cable,nofunctional,partial,yes,dipplick,,not_empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,1,22,kila,8,f,orangutan,5.0,2.0,cable,nofunctional,partial,yes,dipplick,,not_empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,1,22,kila,8,f,orangutan,5.0,3.0,cable,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,23,kila,8,f,orangutan,6.0,1.0,cable,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,23,kila,8,f,orangutan,6.0,2.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,23,kila,8,f,orangutan,6.0,3.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,24,kila,8,f,orangutan,7.0,1.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,24,kila,8,f,orangutan,7.0,2.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,24,kila,8,f,orangutan,7.0,3.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,25,kila,8,f,orangutan,8.0,1.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,25,kila,8,f,orangutan,8.0,2.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,25,kila,8,f,orangutan,8.0,3.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,27,kila,8,f,orangutan,9.0,1.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,27,kila,8,f,orangutan,9.0,2.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,1,27,kila,8,f,orangutan,9.0,3.0,cable,nofunctional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,10,kila,8,f,orangutan,10.0,1.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,10,kila,8,f,orangutan,10.0,2.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,10,kila,8,f,orangutan,10.0,3.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,12,kila,8,f,orangutan,11.0,1.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,12,kila,8,f,orangutan,11.0,2.0,cable,functional,partial,yes,strawlike,,empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,2,12,kila,8,f,orangutan,11.0,3.0,cable,functional,partial,yes,strawlike,,empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,2,14,kila,8,f,orangutan,12.0,1.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,14,kila,8,f,orangutan,12.0,2.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,14,kila,8,f,orangutan,12.0,3.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,15,kila,8,f,orangutan,13.0,1.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,15,kila,8,f,orangutan,13.0,2.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,15,kila,8,f,orangutan,13.0,3.0,cable,functional,partial,yes,strawlike,,empties_the_apparatus,destroys_tool,
manrique2011spontaneous,1,2009,2,16,kila,8,f,orangutan,14.0,1.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,16,kila,8,f,orangutan,14.0,2.0,cable,functional,straw,yes,strawlike,,empties_the_apparatus,straw,
manrique2011spontaneous,1,2009,2,16,kila,8,f,orangutan,14.0,3.0,cable,functional,straw,yes,strawlike,,empties_the_apparatus,straw,
manrique2011spontaneous,1,2009,2,18,kila,8,f,orangutan,15.0,1.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,18,kila,8,f,orangutan,15.0,2.0,cable,functional,no,yes,strawlike,,empties_the_apparatus,no,
manrique2011spontaneous,1,2009,2,18,kila,8,f,orangutan,15.0,3.0,cable,functional,partial,yes,strawlike,,empties_the_apparatus,destroys_tool,
