study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,tooltype,suitability,modify,getsjuice,technic,modifiable,success,modif_lid,modif_bar
manrique2011spontaneous,2,2009,6,3,jahaga,16,f,chimpanzee,3.0,3.0,dowel,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,4,jahaga,16,f,chimpanzee,4.0,1.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,4,jahaga,16,f,chimpanzee,4.0,2.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,4,jahaga,16,f,chimpanzee,4.0,3.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,5,jahaga,16,f,chimpanzee,5.0,1.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,5,jahaga,16,f,chimpanzee,5.0,2.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,5,jahaga,16,f,chimpanzee,5.0,3.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,6,jahaga,16,f,chimpanzee,6.0,1.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,6,jahaga,16,f,chimpanzee,6.0,2.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,6,jahaga,16,f,chimpanzee,6.0,3.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,7,jahaga,16,f,chimpanzee,22.0,1.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,7,jahaga,16,f,chimpanzee,22.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,7,jahaga,16,f,chimpanzee,22.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,8,jahaga,16,f,chimpanzee,23.0,1.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,8,jahaga,16,f,chimpanzee,23.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,8,jahaga,16,f,chimpanzee,23.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,9,jahaga,16,f,chimpanzee,24.0,1.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,9,jahaga,16,f,chimpanzee,24.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,9,jahaga,16,f,chimpanzee,24.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,10,jahaga,16,f,chimpanzee,25.0,1.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,10,jahaga,16,f,chimpanzee,25.0,2.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,10,jahaga,16,f,chimpanzee,25.0,3.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,11,jahaga,16,f,chimpanzee,26.0,1.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,11,jahaga,16,f,chimpanzee,26.0,2.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,11,jahaga,16,f,chimpanzee,26.0,3.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,12,jahaga,16,f,chimpanzee,27.0,1.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,12,jahaga,16,f,chimpanzee,27.0,2.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,12,jahaga,16,f,chimpanzee,27.0,3.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,1,fifi,16,f,chimpanzee,1.0,1.0,dowel,functional,partial,yes,dipplick,,not_empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,6,1,fifi,16,f,chimpanzee,1.0,2.0,dowel,functional,partial,yes,dipplick,,not_empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,6,1,fifi,16,f,chimpanzee,1.0,3.0,dowel,functional,partial,yes,dipplick,,not_empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,6,2,fifi,16,f,chimpanzee,2.0,1.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,2,fifi,16,f,chimpanzee,2.0,2.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,2,fifi,16,f,chimpanzee,2.0,3.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,3,fifi,16,f,chimpanzee,3.0,1.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,3,fifi,16,f,chimpanzee,3.0,2.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,3,fifi,16,f,chimpanzee,3.0,3.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,4,fifi,16,f,chimpanzee,4.0,1.0,dowel,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,4,fifi,16,f,chimpanzee,4.0,2.0,dowel,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,4,fifi,16,f,chimpanzee,4.0,3.0,dowel,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,5,fifi,16,f,chimpanzee,5.0,1.0,dowel,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,5,fifi,16,f,chimpanzee,5.0,2.0,dowel,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,5,fifi,16,f,chimpanzee,5.0,3.0,dowel,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,6,fifi,16,f,chimpanzee,6.0,1.0,dowel,nofunctional,partial,yes,dipplick,,not_empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,6,6,fifi,16,f,chimpanzee,6.0,2.0,dowel,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,6,fifi,16,f,chimpanzee,6.0,3.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,7,fifi,16,f,chimpanzee,22.0,1.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,7,fifi,16,f,chimpanzee,22.0,2.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,7,fifi,16,f,chimpanzee,22.0,3.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,8,fifi,16,f,chimpanzee,23.0,1.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,8,fifi,16,f,chimpanzee,23.0,2.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,8,fifi,16,f,chimpanzee,23.0,3.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,9,fifi,16,f,chimpanzee,24.0,1.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,9,fifi,16,f,chimpanzee,24.0,2.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,9,fifi,16,f,chimpanzee,24.0,3.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,10,fifi,16,f,chimpanzee,25.0,1.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,10,fifi,16,f,chimpanzee,25.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,10,fifi,16,f,chimpanzee,25.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,11,fifi,16,f,chimpanzee,26.0,1.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,11,fifi,16,f,chimpanzee,26.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,11,fifi,16,f,chimpanzee,26.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,12,fifi,16,f,chimpanzee,27.0,1.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,12,fifi,16,f,chimpanzee,27.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,12,fifi,16,f,chimpanzee,27.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,3,alexandra,9,f,chimpanzee,1.0,1.0,dowel,nofunctional,partial,yes,dipplick,,not_empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,6,3,alexandra,9,f,chimpanzee,1.0,2.0,dowel,nofunctional,partial,yes,dipplick,,not_empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,6,3,alexandra,9,f,chimpanzee,1.0,3.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,4,alexandra,9,f,chimpanzee,2.0,1.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,4,alexandra,9,f,chimpanzee,2.0,2.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,4,alexandra,9,f,chimpanzee,2.0,3.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,5,alexandra,9,f,chimpanzee,3.0,1.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,5,alexandra,9,f,chimpanzee,3.0,2.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,5,alexandra,9,f,chimpanzee,3.0,3.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,6,alexandra,9,f,chimpanzee,4.0,1.0,dowel,functional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,6,alexandra,9,f,chimpanzee,4.0,2.0,dowel,functional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,6,alexandra,9,f,chimpanzee,4.0,3.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,7,alexandra,9,f,chimpanzee,5.0,1.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,7,alexandra,9,f,chimpanzee,5.0,2.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,7,alexandra,9,f,chimpanzee,5.0,3.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,8,alexandra,9,f,chimpanzee,6.0,1.0,dowel,functional,no,yes,dipplick,,not_empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,6,8,alexandra,9,f,chimpanzee,6.0,2.0,dowel,functional,partial,yes,dipplick,,not_empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,6,8,alexandra,9,f,chimpanzee,6.0,3.0,dowel,functional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,6,9,alexandra,9,f,chimpanzee,22.0,1.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,9,alexandra,9,f,chimpanzee,22.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,9,alexandra,9,f,chimpanzee,22.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,10,alexandra,9,f,chimpanzee,23.0,1.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,10,alexandra,9,f,chimpanzee,23.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,10,alexandra,9,f,chimpanzee,23.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,11,alexandra,9,f,chimpanzee,24.0,1.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,11,alexandra,9,f,chimpanzee,24.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,11,alexandra,9,f,chimpanzee,24.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,12,alexandra,9,f,chimpanzee,25.0,1.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,12,alexandra,9,f,chimpanzee,25.0,2.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,12,alexandra,9,f,chimpanzee,25.0,3.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,13,alexandra,9,f,chimpanzee,26.0,1.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,13,alexandra,9,f,chimpanzee,26.0,2.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,13,alexandra,9,f,chimpanzee,26.0,3.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,14,alexandra,9,f,chimpanzee,27.0,1.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,14,alexandra,9,f,chimpanzee,27.0,2.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,6,14,alexandra,9,f,chimpanzee,27.0,3.0,metalbar,functional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,2,10,bimbo,28,m,orangutan,1.0,1.0,dowel,functional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,10,bimbo,28,m,orangutan,1.0,2.0,dowel,functional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,10,bimbo,28,m,orangutan,1.0,3.0,dowel,functional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,12,bimbo,28,m,orangutan,2.0,1.0,dowel,functional,partial,yes,dipplick,,not_empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,2,12,bimbo,28,m,orangutan,2.0,2.0,dowel,functional,partial,yes,dipplick,,not_empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,2,12,bimbo,28,m,orangutan,2.0,3.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,14,bimbo,28,m,orangutan,3.0,1.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,14,bimbo,28,m,orangutan,3.0,2.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,14,bimbo,28,m,orangutan,3.0,3.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,15,bimbo,28,m,orangutan,4.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,15,bimbo,28,m,orangutan,4.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,15,bimbo,28,m,orangutan,4.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,16,bimbo,28,m,orangutan,5.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,16,bimbo,28,m,orangutan,5.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,16,bimbo,28,m,orangutan,5.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,18,bimbo,28,m,orangutan,6.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,18,bimbo,28,m,orangutan,6.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,18,bimbo,28,m,orangutan,6.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,20,bimbo,28,m,orangutan,22.0,1.0,metalbar,functional,partial,no,notry,,not_empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,2,20,bimbo,28,m,orangutan,22.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,2,20,bimbo,28,m,orangutan,22.0,3.0,metalbar,functional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,3,bimbo,28,m,orangutan,23.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,3,bimbo,28,m,orangutan,23.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,3,bimbo,28,m,orangutan,23.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,4,bimbo,28,m,orangutan,24.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,4,bimbo,28,m,orangutan,24.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,4,bimbo,28,m,orangutan,24.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,5,bimbo,28,m,orangutan,25.0,1.0,metalbar,nofunctional,partial,no,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,5,bimbo,28,m,orangutan,25.0,2.0,metalbar,nofunctional,partial,no,strawlike,,not_empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,5,bimbo,28,m,orangutan,25.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,7,bimbo,28,m,orangutan,26.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,7,bimbo,28,m,orangutan,26.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,7,bimbo,28,m,orangutan,26.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,8,bimbo,28,m,orangutan,27.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,8,bimbo,28,m,orangutan,27.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,8,bimbo,28,m,orangutan,27.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,2,10,padana,11,f,orangutan,1.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,10,padana,11,f,orangutan,1.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,10,padana,11,f,orangutan,1.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,12,padana,11,f,orangutan,2.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,12,padana,11,f,orangutan,2.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,12,padana,11,f,orangutan,2.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,14,padana,11,f,orangutan,3.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,14,padana,11,f,orangutan,3.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,14,padana,11,f,orangutan,3.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,15,padana,11,f,orangutan,4.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,15,padana,11,f,orangutan,4.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,15,padana,11,f,orangutan,4.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,16,padana,11,f,orangutan,5.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,16,padana,11,f,orangutan,5.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,16,padana,11,f,orangutan,5.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,18,padana,11,f,orangutan,6.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,18,padana,11,f,orangutan,6.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,18,padana,11,f,orangutan,6.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,20,padana,11,f,orangutan,22.0,1.0,metalbar,nofunctional,no,no,strawlike,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,2,20,padana,11,f,orangutan,22.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,2,20,padana,11,f,orangutan,22.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,3,padana,11,f,orangutan,23.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,3,padana,11,f,orangutan,23.0,2.0,metalbar,nofunctional,no,no,strawlike,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,3,padana,11,f,orangutan,23.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,4,padana,11,f,orangutan,24.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,4,padana,11,f,orangutan,24.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,4,padana,11,f,orangutan,24.0,3.0,metalbar,nofunctional,no,no,strawlike,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,5,padana,11,f,orangutan,25.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,5,padana,11,f,orangutan,25.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,5,padana,11,f,orangutan,25.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,7,padana,11,f,orangutan,26.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,7,padana,11,f,orangutan,26.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,7,padana,11,f,orangutan,26.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,8,padana,11,f,orangutan,27.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,8,padana,11,f,orangutan,27.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,8,padana,11,f,orangutan,27.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,2,10,pini,20,f,orangutan,1.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
