study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,tooltype,suitability,modify,getsjuice,technic,modifiable,success,modif_lid,modif_bar
manrique2011spontaneous,2,2009,2,10,pini,20,f,orangutan,1.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,10,pini,20,f,orangutan,1.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,12,pini,20,f,orangutan,2.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,12,pini,20,f,orangutan,2.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,12,pini,20,f,orangutan,2.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,14,pini,20,f,orangutan,3.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,14,pini,20,f,orangutan,3.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,14,pini,20,f,orangutan,3.0,3.0,dowel,functional,partial,yes,strawlike,,empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,2,15,pini,20,f,orangutan,4.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,15,pini,20,f,orangutan,4.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,15,pini,20,f,orangutan,4.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,16,pini,20,f,orangutan,5.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,16,pini,20,f,orangutan,5.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,16,pini,20,f,orangutan,5.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,18,pini,20,f,orangutan,6.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,18,pini,20,f,orangutan,6.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,18,pini,20,f,orangutan,6.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,20,pini,20,f,orangutan,22.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,2,20,pini,20,f,orangutan,22.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,2,20,pini,20,f,orangutan,22.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,3,pini,20,f,orangutan,23.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,3,pini,20,f,orangutan,23.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,3,pini,20,f,orangutan,23.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,4,pini,20,f,orangutan,24.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,4,pini,20,f,orangutan,24.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,4,pini,20,f,orangutan,24.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,5,pini,20,f,orangutan,25.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,5,pini,20,f,orangutan,25.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,5,pini,20,f,orangutan,25.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,7,pini,20,f,orangutan,26.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,7,pini,20,f,orangutan,26.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,7,pini,20,f,orangutan,26.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,8,pini,20,f,orangutan,27.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,8,pini,20,f,orangutan,27.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,8,pini,20,f,orangutan,27.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,2,10,dokana,20,f,orangutan,1.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,10,dokana,20,f,orangutan,1.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,10,dokana,20,f,orangutan,1.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,12,dokana,20,f,orangutan,2.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,12,dokana,20,f,orangutan,2.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,12,dokana,20,f,orangutan,2.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,14,dokana,20,f,orangutan,3.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,14,dokana,20,f,orangutan,3.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,14,dokana,20,f,orangutan,3.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,2,15,dokana,20,f,orangutan,4.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,15,dokana,20,f,orangutan,4.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,15,dokana,20,f,orangutan,4.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,16,dokana,20,f,orangutan,5.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,16,dokana,20,f,orangutan,5.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,16,dokana,20,f,orangutan,5.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,18,dokana,20,f,orangutan,6.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,18,dokana,20,f,orangutan,6.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,18,dokana,20,f,orangutan,6.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,20,dokana,20,f,orangutan,22.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,2,20,dokana,20,f,orangutan,22.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,2,20,dokana,20,f,orangutan,22.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,3,dokana,20,f,orangutan,23.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,3,dokana,20,f,orangutan,23.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,3,dokana,20,f,orangutan,23.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,4,dokana,20,f,orangutan,24.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,4,dokana,20,f,orangutan,24.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,4,dokana,20,f,orangutan,24.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,7,dokana,20,f,orangutan,25.0,1.0,metalbar,nofunctional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,7,dokana,20,f,orangutan,25.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,5,dokana,20,f,orangutan,25.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,7,dokana,20,f,orangutan,26.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,7,dokana,20,f,orangutan,26.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,7,dokana,20,f,orangutan,26.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,8,dokana,20,f,orangutan,27.0,1.0,metalbar,nofunctional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,8,dokana,20,f,orangutan,27.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,8,dokana,20,f,orangutan,27.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,3,dunja,35,f,orangutan,1.0,1.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,3,dunja,35,f,orangutan,1.0,2.0,dowel,nofunctional,straw,no,notry,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,3,dunja,35,f,orangutan,1.0,3.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,4,dunja,35,f,orangutan,2.0,1.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,4,dunja,35,f,orangutan,2.0,2.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,4,dunja,35,f,orangutan,2.0,3.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,5,dunja,35,f,orangutan,3.0,1.0,dowel,nofunctional,straw,no,notry,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,5,dunja,35,f,orangutan,3.0,2.0,dowel,nofunctional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,5,dunja,35,f,orangutan,3.0,3.0,dowel,nofunctional,straw,no,notry,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,7,dunja,35,f,orangutan,4.0,1.0,dowel,functional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,7,dunja,35,f,orangutan,4.0,2.0,dowel,functional,straw,yes,dipplick,,not_empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,7,dunja,35,f,orangutan,4.0,3.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,8,dunja,35,f,orangutan,5.0,1.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,8,dunja,35,f,orangutan,5.0,2.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,8,dunja,35,f,orangutan,5.0,3.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,9,dunja,35,f,orangutan,6.0,1.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,9,dunja,35,f,orangutan,6.0,2.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,9,dunja,35,f,orangutan,6.0,3.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,11,dunja,35,f,orangutan,22.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,11,dunja,35,f,orangutan,22.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,11,dunja,35,f,orangutan,22.0,3.0,metalbar,nofunctional,straw,no,strawlike,,not_empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,14,dunja,35,f,orangutan,23.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,14,dunja,35,f,orangutan,23.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,14,dunja,35,f,orangutan,23.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,15,dunja,35,f,orangutan,24.0,1.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,15,dunja,35,f,orangutan,24.0,2.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,15,dunja,35,f,orangutan,24.0,3.0,metalbar,nofunctional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,16,dunja,35,f,orangutan,25.0,1.0,metalbar,functional,no,no,notry,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,16,dunja,35,f,orangutan,25.0,2.0,metalbar,functional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,16,dunja,35,f,orangutan,25.0,3.0,metalbar,functional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,17,dunja,35,f,orangutan,26.0,1.0,metalbar,functional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,17,dunja,35,f,orangutan,26.0,2.0,metalbar,functional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,17,dunja,35,f,orangutan,26.0,3.0,metalbar,functional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,18,dunja,35,f,orangutan,27.0,1.0,metalbar,functional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,18,dunja,35,f,orangutan,27.0,2.0,metalbar,functional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,3,18,dunja,35,f,orangutan,27.0,3.0,metalbar,functional,straw,yes,strawlike,,empties_the_apparatus,,removes metalbar
manrique2011spontaneous,2,2009,2,20,kila,8,f,orangutan,1.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,20,kila,8,f,orangutan,1.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,2,20,kila,8,f,orangutan,1.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,3,kila,8,f,orangutan,2.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,3,kila,8,f,orangutan,2.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,3,kila,8,f,orangutan,2.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,4,kila,8,f,orangutan,3.0,1.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,4,kila,8,f,orangutan,3.0,2.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,4,kila,8,f,orangutan,3.0,3.0,dowel,nofunctional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,5,kila,8,f,orangutan,4.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,3,5,kila,8,f,orangutan,4.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,3,5,kila,8,f,orangutan,4.0,3.0,dowel,functional,partial,yes,strawlike,,empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,3,7,kila,8,f,orangutan,5.0,1.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,3,7,kila,8,f,orangutan,5.0,2.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,3,7,kila,8,f,orangutan,5.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,3,8,kila,8,f,orangutan,6.0,1.0,dowel,functional,partial,yes,strawlike,,empties_the_apparatus,one_lid_off,
manrique2011spontaneous,2,2009,3,8,kila,8,f,orangutan,6.0,2.0,dowel,functional,straw,yes,strawlike,,empties_the_apparatus,two_lids_off,
manrique2011spontaneous,2,2009,3,8,kila,8,f,orangutan,6.0,3.0,dowel,functional,no,yes,strawlike,,empties_the_apparatus,no_modify,
manrique2011spontaneous,2,2009,3,9,kila,8,f,orangutan,22.0,1.0,metalbar,nofunctional,partial,no,strawlike,,not_empties_the_apparatus,,destroys
manrique2011spontaneous,2,2009,3,9,kila,8,f,orangutan,22.0,2.0,metalbar,nofunctional,partial,no,strawlike,,not_empties_the_apparatus,,destroys
manrique2011spontaneous,2,2009,3,9,kila,8,f,orangutan,22.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,11,kila,8,f,orangutan,23.0,1.0,metalbar,nofunctional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,11,kila,8,f,orangutan,23.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,11,kila,8,f,orangutan,23.0,3.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,14,kila,8,f,orangutan,24.0,1.0,metalbar,nofunctional,partial,yes,dipplick,,not_empties_the_apparatus,,destroys
manrique2011spontaneous,2,2009,3,14,kila,8,f,orangutan,24.0,2.0,metalbar,nofunctional,no,yes,dipplick,,not_empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,14,kila,8,f,orangutan,24.0,3.0,metalbar,nofunctional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,15,kila,8,f,orangutan,25.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,15,kila,8,f,orangutan,25.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,15,kila,8,f,orangutan,25.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,16,kila,8,f,orangutan,26.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,16,kila,8,f,orangutan,26.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,16,kila,8,f,orangutan,26.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,17,kila,8,f,orangutan,27.0,1.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,17,kila,8,f,orangutan,27.0,2.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
manrique2011spontaneous,2,2009,3,17,kila,8,f,orangutan,27.0,3.0,metalbar,functional,no,yes,strawlike,,empties_the_apparatus,,no modify
