study_id,participant,sex,role,participant_2,sex_2,role_2,species,dyad,condition,point,latency,away,scratch,rock_lip_bang,eat,touch,ignore,time,latency_percentage,scratch_yes,point_yes
brauer2006apes,patrick,m,focal_participant,riet,f,competitor,chimpanzee,patrick_riet,nosoc-sam,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,74.0,0.0,0.0,1.0
brauer2006apes,patrick,m,focal_participant,riet,f,competitor,chimpanzee,patrick_riet,nosoc-dif,3.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,69.0,0.057971014492753624,0.0,1.0
brauer2006apes,riet,f,focal_participant,patrick,m,competitor,chimpanzee,riet_patrick,nosoc-sam,1.0,58.0,1.0,0.0,0.0,0.0,5.0,3.0,86.0,0.6744186046511628,0.0,1.0
brauer2006apes,riet,f,focal_participant,patrick,m,competitor,chimpanzee,riet_patrick,nosoc-dif,1.0,85.0,1.0,0.0,0.0,1.0,1.0,6.0,91.0,0.9340659340659341,0.0,1.0
brauer2006apes,patrick,m,focal_participant,riet,f,competitor,chimpanzee,patrick_riet,soc-dif,4.0,3.0,1.0,2.0,1.0,7.0,1.0,0.0,79.0,0.0379746835443038,1.0,1.0
brauer2006apes,patrick,m,focal_participant,riet,f,competitor,chimpanzee,patrick_riet,soc-sam,10.0,4.0,1.0,2.0,0.0,7.0,1.0,0.0,80.0,0.05,1.0,1.0
brauer2006apes,riet,f,focal_participant,patrick,m,competitor,chimpanzee,riet_patrick,soc-dif,4.0,34.0,1.0,0.0,0.0,4.0,3.0,1.0,81.0,0.41975308641975306,0.0,1.0
brauer2006apes,riet,f,focal_participant,patrick,m,competitor,chimpanzee,riet_patrick,soc-sam,10.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,76.0,0.0,0.0,1.0
brauer2006apes,corry,f,focal_participant,gertrudia,f,competitor,chimpanzee,corry_gertrudia,soc-sam,0.0,80.0,1.0,0.0,0.0,0.0,0.0,8.0,82.0,0.975609756097561,0.0,0.0
brauer2006apes,corry,f,focal_participant,gertrudia,f,competitor,chimpanzee,corry_gertrudia,soc-dif,0.0,91.0,1.0,0.0,0.0,0.0,0.0,8.0,91.0,1.0,0.0,0.0
brauer2006apes,gertrudia,f,focal_participant,corry,f,competitor,chimpanzee,gertrudia_corry,soc-dif,9.0,6.0,1.0,0.0,1.0,8.0,0.0,0.0,76.0,0.07894736842105263,0.0,1.0
brauer2006apes,gertrudia,f,focal_participant,corry,f,competitor,chimpanzee,gertrudia_corry,soc-sam,11.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,76.0,0.0,1.0,1.0
brauer2006apes,gertrudia,f,focal_participant,corry,f,competitor,chimpanzee,gertrudia_corry,nosoc-dif,1.0,16.0,1.0,0.0,0.0,8.0,0.0,0.0,72.0,0.2222222222222222,0.0,1.0
brauer2006apes,gertrudia,f,focal_participant,corry,f,competitor,chimpanzee,gertrudia_corry,nosoc-sam,7.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,62.0,0.0,0.0,1.0
brauer2006apes,corry,f,focal_participant,gertrudia,f,competitor,chimpanzee,corry_gertrudia,nosoc-sam,0.0,73.0,1.0,0.0,0.0,0.0,0.0,8.0,73.0,1.0,0.0,0.0
brauer2006apes,corry,f,focal_participant,gertrudia,f,competitor,chimpanzee,corry_gertrudia,nosoc-dif,0.0,69.0,1.0,0.0,0.0,0.0,0.0,8.0,69.0,1.0,0.0,0.0
brauer2006apes,sandra,f,focal_participant,fraukje,f,competitor,chimpanzee,sandra_fraukje,nosoc-dif,7.0,4.0,1.0,0.0,1.0,8.0,0.0,0.0,68.0,0.058823529411764705,0.0,1.0
brauer2006apes,sandra,f,focal_participant,fraukje,f,competitor,chimpanzee,sandra_fraukje,nosoc-sam,6.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,64.0,0.0,0.0,1.0
brauer2006apes,fraukje,f,focal_participant,sandra,f,competitor,chimpanzee,fraukje_sandra,soc-sam,0.0,60.0,1.0,0.0,0.0,0.0,2.0,6.0,75.0,0.8,0.0,0.0
brauer2006apes,sandra,f,focal_participant,fraukje,f,competitor,chimpanzee,sandra_fraukje,soc-sam,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,70.0,0.0,0.0,1.0
brauer2006apes,fraukje,f,focal_participant,sandra,f,competitor,chimpanzee,fraukje_sandra,soc-dif,5.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,63.0,0.0,0.0,1.0
brauer2006apes,sandra,f,focal_participant,fraukje,f,competitor,chimpanzee,sandra_fraukje,soc-dif,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,62.0,0.0,0.0,1.0
brauer2006apes,fraukje,f,focal_participant,sandra,f,competitor,chimpanzee,fraukje_sandra,nosoc-dif,2.0,33.0,1.0,1.0,1.0,0.0,2.0,6.0,62.0,0.532258064516129,1.0,1.0
brauer2006apes,fraukje,f,focal_participant,sandra,f,competitor,chimpanzee,fraukje_sandra,nosoc-sam,2.0,10.0,1.0,2.0,1.0,2.0,0.0,6.0,56.0,0.17857142857142858,1.0,1.0
brauer2006apes,riet,f,focal_participant,frodo,m,competitor,chimpanzee,riet_frodo,nosoc-sam,2.0,62.0,1.0,0.0,0.0,3.0,0.0,5.0,76.0,0.8157894736842105,0.0,1.0
brauer2006apes,riet,f,focal_participant,frodo,m,competitor,chimpanzee,riet_frodo,nosoc-dif,3.0,41.0,1.0,0.0,0.0,2.0,1.0,5.0,68.0,0.6029411764705882,0.0,1.0
brauer2006apes,riet,f,focal_participant,frodo,m,competitor,chimpanzee,riet_frodo,soc-dif,0.0,82.0,1.0,0.0,0.0,0.0,0.0,8.0,82.0,1.0,0.0,0.0
brauer2006apes,riet,f,focal_participant,frodo,m,competitor,chimpanzee,riet_frodo,soc-sam,0.0,68.0,1.0,0.0,0.0,0.0,0.0,8.0,68.0,1.0,0.0,0.0
brauer2006apes,frodo,m,focal_participant,riet,f,competitor,chimpanzee,frodo_riet,soc-sam,7.0,7.0,1.0,1.0,1.0,8.0,0.0,0.0,68.0,0.10294117647058823,1.0,1.0
brauer2006apes,frodo,m,focal_participant,riet,f,competitor,chimpanzee,frodo_riet,soc-dif,5.0,9.0,1.0,0.0,1.0,8.0,0.0,0.0,79.0,0.11392405063291139,0.0,1.0
brauer2006apes,frodo,m,focal_participant,riet,f,competitor,chimpanzee,frodo_riet,nosoc-dif,2.0,33.0,1.0,0.0,1.0,7.0,1.0,0.0,70.0,0.4714285714285714,0.0,1.0
brauer2006apes,frodo,m,focal_participant,riet,f,competitor,chimpanzee,frodo_riet,nosoc-sam,3.0,18.0,1.0,1.0,1.0,8.0,0.0,0.0,69.0,0.2608695652173913,1.0,1.0
brauer2006apes,jahaga,f,focal_participant,dorien,f,competitor,chimpanzee,jahaga_dorien,nosoc-sam,5.0,22.0,1.0,0.0,0.0,2.0,5.0,1.0,61.0,0.36065573770491804,0.0,1.0
brauer2006apes,jahaga,f,focal_participant,dorien,f,competitor,chimpanzee,jahaga_dorien,nosoc-dif,8.0,24.0,1.0,0.0,0.0,2.0,5.0,1.0,72.0,0.3333333333333333,0.0,1.0
brauer2006apes,jahaga,f,focal_participant,dorien,f,competitor,chimpanzee,jahaga_dorien,soc-sam,8.0,10.0,1.0,0.0,1.0,8.0,0.0,0.0,69.0,0.14492753623188406,0.0,1.0
brauer2006apes,dorien,f,focal_participant,jahaga,f,competitor,chimpanzee,dorien_jahaga,soc-dif,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,62.0,0.0,0.0,0.0
brauer2006apes,jahaga,f,focal_participant,dorien,f,competitor,chimpanzee,jahaga_dorien,soc-dif,9.0,16.0,1.0,0.0,0.0,5.0,3.0,0.0,78.0,0.20512820512820512,0.0,1.0
brauer2006apes,dorien,f,focal_participant,jahaga,f,competitor,chimpanzee,dorien_jahaga,soc-sam,4.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,69.0,0.0,0.0,1.0
brauer2006apes,dorien,f,focal_participant,jahaga,f,competitor,chimpanzee,dorien_jahaga,nosoc-dif,3.0,4.0,1.0,0.0,1.0,8.0,0.0,0.0,63.0,0.06349206349206349,0.0,1.0
brauer2006apes,dorien,f,focal_participant,jahaga,f,competitor,chimpanzee,dorien_jahaga,nosoc-sam,5.0,13.0,1.0,0.0,1.0,7.0,1.0,0.0,79.0,0.16455696202531644,0.0,1.0
brauer2006apes,fifi,f,focal_participant,brent,m,competitor,chimpanzee,fifi_brent,soc-dif,0.0,59.0,1.0,0.0,0.0,0.0,3.0,5.0,61.0,0.9672131147540983,0.0,0.0
brauer2006apes,brent,m,focal_participant,fifi,f,competitor,chimpanzee,brent_fifi,soc-sam,7.0,9.0,1.0,0.0,0.0,7.0,1.0,0.0,95.0,0.09473684210526316,0.0,1.0
brauer2006apes,brent,m,focal_participant,fifi,f,competitor,chimpanzee,brent_fifi,soc-dif,8.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,59.0,0.0,0.0,1.0
brauer2006apes,fifi,f,focal_participant,brent,m,competitor,chimpanzee,fifi_brent,soc-sam,0.0,93.0,1.0,0.0,0.0,0.0,0.0,8.0,93.0,1.0,0.0,0.0
brauer2006apes,brent,m,focal_participant,fifi,f,competitor,chimpanzee,brent_fifi,nosoc-sam,0.0,60.0,1.0,0.0,0.0,3.0,4.0,1.0,73.0,0.821917808219178,0.0,0.0
brauer2006apes,brent,m,focal_participant,fifi,f,competitor,chimpanzee,brent_fifi,nosoc-dif,2.0,71.0,1.0,0.0,0.0,0.0,5.0,3.0,76.0,0.9342105263157895,0.0,1.0
brauer2006apes,fifi,f,focal_participant,brent,m,competitor,chimpanzee,fifi_brent,nosoc-sam,0.0,65.0,1.0,2.0,0.0,0.0,7.0,1.0,68.0,0.9558823529411765,1.0,0.0
brauer2006apes,fifi,f,focal_participant,brent,m,competitor,chimpanzee,fifi_brent,nosoc-dif,0.0,55.0,1.0,1.0,0.0,0.0,1.0,7.0,67.0,0.8208955223880597,1.0,0.0
brauer2006apes,gertrudia,f,focal_participant,frodo,m,competitor,chimpanzee,gertrudia_frodo,soc-sam,10.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,72.0,0.0,0.0,1.0
brauer2006apes,frodo,m,focal_participant,gertrudia,f,competitor,chimpanzee,frodo_gertrudia,soc-sam,7.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,73.0,0.0,0.0,1.0
brauer2006apes,gertrudia,f,focal_participant,frodo,m,competitor,chimpanzee,gertrudia_frodo,soc-dif,8.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,76.0,0.0,0.0,1.0
brauer2006apes,frodo,m,focal_participant,gertrudia,f,competitor,chimpanzee,frodo_gertrudia,soc-dif,7.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,72.0,0.0,0.0,1.0
brauer2006apes,frodo,m,focal_participant,gertrudia,f,competitor,chimpanzee,frodo_gertrudia,nosoc-sam,7.0,7.0,1.0,3.0,1.0,8.0,0.0,0.0,71.0,0.09859154929577464,1.0,1.0
brauer2006apes,frodo,m,focal_participant,gertrudia,f,competitor,chimpanzee,frodo_gertrudia,nosoc-dif,1.0,26.0,1.0,2.0,1.0,8.0,0.0,0.0,69.0,0.37681159420289856,1.0,1.0
brauer2006apes,gertrudia,f,focal_participant,frodo,m,competitor,chimpanzee,gertrudia_frodo,nosoc-sam,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,72.0,0.0,1.0,1.0
brauer2006apes,gertrudia,f,focal_participant,frodo,m,competitor,chimpanzee,gertrudia_frodo,nosoc-dif,5.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,68.0,0.0,0.0,1.0
brauer2006apes,patrick,m,focal_participant,dorien,f,competitor,chimpanzee,patrick_dorien,nosoc-dif,6.0,11.0,1.0,0.0,0.0,8.0,0.0,0.0,69.0,0.15942028985507245,0.0,1.0
brauer2006apes,patrick,m,focal_participant,dorien,f,competitor,chimpanzee,patrick_dorien,nosoc-sam,6.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,73.0,0.0,1.0,1.0
brauer2006apes,dorien,f,focal_participant,patrick,m,competitor,chimpanzee,dorien_patrick,soc-dif,0.0,27.0,1.0,0.0,1.0,2.0,4.0,2.0,69.0,0.391304347826087,0.0,0.0
brauer2006apes,dorien,f,focal_participant,patrick,m,competitor,chimpanzee,dorien_patrick,soc-sam,0.0,42.0,1.0,0.0,1.0,0.0,0.0,8.0,76.0,0.5526315789473685,0.0,0.0
brauer2006apes,patrick,m,focal_participant,dorien,f,competitor,chimpanzee,patrick_dorien,soc-sam,10.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,70.0,0.0,1.0,1.0
brauer2006apes,dorien,f,focal_participant,patrick,m,competitor,chimpanzee,dorien_patrick,nosoc-sam,0.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,67.0,0.0,1.0,0.0
brauer2006apes,dorien,f,focal_participant,patrick,m,competitor,chimpanzee,dorien_patrick,nosoc-dif,0.0,26.0,1.0,0.0,1.0,0.0,0.0,8.0,60.0,0.43333333333333335,0.0,0.0
brauer2006apes,sandra,f,focal_participant,corry,f,competitor,chimpanzee,sandra_corry,nosoc-sam,10.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,67.0,0.0,0.0,1.0
brauer2006apes,sandra,f,focal_participant,corry,f,competitor,chimpanzee,sandra_corry,nosoc-dif,6.0,4.0,1.0,0.0,1.0,8.0,0.0,0.0,63.0,0.06349206349206349,0.0,1.0
brauer2006apes,corry,f,focal_participant,sandra,f,competitor,chimpanzee,corry_sandra,soc-sam,0.0,68.0,1.0,0.0,0.0,0.0,0.0,8.0,68.0,1.0,0.0,0.0
brauer2006apes,sandra,f,focal_participant,corry,f,competitor,chimpanzee,sandra_corry,soc-dif,9.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,69.0,0.0,0.0,1.0
brauer2006apes,sandra,f,focal_participant,corry,f,competitor,chimpanzee,sandra_corry,soc-sam,8.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,71.0,0.0,0.0,1.0
brauer2006apes,corry,f,focal_participant,sandra,f,competitor,chimpanzee,corry_sandra,soc-dif,0.0,73.0,1.0,0.0,0.0,0.0,0.0,8.0,73.0,1.0,0.0,0.0
brauer2006apes,corry,f,focal_participant,sandra,f,competitor,chimpanzee,corry_sandra,nosoc-sam,0.0,69.0,1.0,0.0,0.0,0.0,0.0,8.0,69.0,1.0,0.0,0.0
brauer2006apes,corry,f,focal_participant,sandra,f,competitor,chimpanzee,corry_sandra,nosoc-dif,0.0,48.0,1.0,0.0,0.0,0.0,1.0,7.0,60.0,0.8,0.0,0.0
brauer2006apes,riet,f,focal_participant,gertrudia,f,competitor,chimpanzee,riet_gertrudia,nosoc-dif,0.0,62.0,1.0,0.0,0.0,0.0,1.0,7.0,64.0,0.96875,0.0,0.0
brauer2006apes,riet,f,focal_participant,gertrudia,f,competitor,chimpanzee,riet_gertrudia,nosoc-sam,0.0,62.0,1.0,0.0,0.0,0.0,0.0,8.0,62.0,1.0,0.0,0.0
brauer2006apes,gertrudia,f,focal_participant,riet,f,competitor,chimpanzee,gertrudia_riet,soc-sam,7.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,73.0,0.0,0.0,1.0
brauer2006apes,riet,f,focal_participant,gertrudia,f,competitor,chimpanzee,riet_gertrudia,soc-sam,3.0,33.0,1.0,0.0,0.0,5.0,0.0,3.0,65.0,0.5076923076923077,0.0,1.0
brauer2006apes,riet,f,focal_participant,gertrudia,f,competitor,chimpanzee,riet_gertrudia,soc-dif,4.0,35.0,1.0,0.0,0.0,3.0,1.0,4.0,67.0,0.5223880597014925,0.0,1.0
brauer2006apes,gertrudia,f,focal_participant,riet,f,competitor,chimpanzee,gertrudia_riet,soc-dif,10.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,78.0,0.0,0.0,1.0
brauer2006apes,gertrudia,f,focal_participant,riet,f,competitor,chimpanzee,gertrudia_riet,nosoc-sam,6.0,17.0,1.0,0.0,1.0,5.0,2.0,1.0,62.0,0.27419354838709675,0.0,1.0
brauer2006apes,gertrudia,f,focal_participant,riet,f,competitor,chimpanzee,gertrudia_riet,nosoc-dif,8.0,3.0,1.0,0.0,1.0,7.0,1.0,0.0,60.0,0.05,0.0,1.0
brauer2006apes,fifi,f,focal_participant,fraukje,f,competitor,chimpanzee,fifi_fraukje,soc-sam,0.0,65.0,1.0,0.0,0.0,0.0,1.0,7.0,65.0,1.0,0.0,0.0
brauer2006apes,fraukje,f,focal_participant,fifi,f,competitor,chimpanzee,fraukje_fifi,soc-sam,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,63.0,0.0,0.0,0.0
brauer2006apes,fraukje,f,focal_participant,fifi,f,competitor,chimpanzee,fraukje_fifi,soc-dif,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,91.0,0.0,0.0,1.0
brauer2006apes,fifi,f,focal_participant,fraukje,f,competitor,chimpanzee,fifi_fraukje,soc-dif,0.0,65.0,1.0,0.0,0.0,0.0,0.0,8.0,65.0,1.0,0.0,0.0
brauer2006apes,fifi,f,focal_participant,fraukje,f,competitor,chimpanzee,fifi_fraukje,nosoc-sam,0.0,49.0,1.0,0.0,1.0,0.0,0.0,8.0,61.0,0.8032786885245902,0.0,0.0
brauer2006apes,fifi,f,focal_participant,fraukje,f,competitor,chimpanzee,fifi_fraukje,nosoc-dif,0.0,58.0,1.0,0.0,0.0,0.0,1.0,7.0,58.0,1.0,0.0,0.0
brauer2006apes,fraukje,f,focal_participant,fifi,f,competitor,chimpanzee,fraukje_fifi,nosoc-sam,2.0,43.0,1.0,1.0,1.0,1.0,0.0,7.0,59.0,0.7288135593220338,1.0,1.0
brauer2006apes,fraukje,f,focal_participant,fifi,f,competitor,chimpanzee,fraukje_fifi,nosoc-dif,4.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,64.0,0.0,0.0,1.0
brauer2006apes,patrick,m,focal_participant,brent,m,competitor,chimpanzee,patrick_brent,nosoc-sam,2.0,23.0,1.0,0.0,0.0,6.0,1.0,1.0,65.0,0.35384615384615387,0.0,1.0
brauer2006apes,patrick,m,focal_participant,brent,m,competitor,chimpanzee,patrick_brent,nosoc-dif,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,66.0,0.0,0.0,1.0
brauer2006apes,brent,m,focal_participant,patrick,m,competitor,chimpanzee,brent_patrick,soc-dif,2.0,32.0,1.0,0.0,0.0,1.0,7.0,0.0,78.0,0.41025641025641024,0.0,1.0
brauer2006apes,brent,m,focal_participant,patrick,m,competitor,chimpanzee,brent_patrick,soc-sam,0.0,65.0,1.0,0.0,0.0,1.0,0.0,7.0,70.0,0.9285714285714286,0.0,0.0
brauer2006apes,patrick,m,focal_participant,brent,m,competitor,chimpanzee,patrick_brent,soc-dif,7.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,59.0,0.06779661016949153,0.0,1.0
brauer2006apes,patrick,m,focal_participant,brent,m,competitor,chimpanzee,patrick_brent,soc-sam,7.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,61.0,0.0,1.0,1.0
brauer2006apes,brent,m,focal_participant,patrick,m,competitor,chimpanzee,brent_patrick,nosoc-sam,0.0,63.0,1.0,0.0,0.0,0.0,0.0,8.0,64.0,0.984375,0.0,0.0
brauer2006apes,brent,m,focal_participant,patrick,m,competitor,chimpanzee,brent_patrick,nosoc-dif,3.0,50.0,1.0,0.0,0.0,0.0,8.0,0.0,63.0,0.7936507936507936,0.0,1.0
brauer2006apes,jahaga,f,focal_participant,sandra,f,competitor,chimpanzee,jahaga_sandra,nosoc-dif,4.0,41.0,1.0,0.0,0.0,4.0,1.0,3.0,75.0,0.5466666666666666,0.0,1.0
brauer2006apes,jahaga,f,focal_participant,sandra,f,competitor,chimpanzee,jahaga_sandra,nosoc-sam,3.0,32.0,1.0,0.0,0.0,2.0,6.0,0.0,64.0,0.5,0.0,1.0
brauer2006apes,sandra,f,focal_participant,jahaga,f,competitor,chimpanzee,sandra_jahaga,nosoc-dif,5.0,14.0,1.0,0.0,0.0,8.0,0.0,0.0,69.0,0.2028985507246377,0.0,1.0
brauer2006apes,sandra,f,focal_participant,jahaga,f,competitor,chimpanzee,sandra_jahaga,nosoc-sam,9.0,7.0,1.0,0.0,1.0,8.0,0.0,0.0,73.0,0.0958904109589041,0.0,1.0
brauer2006apes,jahaga,f,focal_participant,sandra,f,competitor,chimpanzee,jahaga_sandra,soc-dif,3.0,33.0,1.0,0.0,0.0,0.0,5.0,3.0,60.0,0.55,0.0,1.0
brauer2006apes,jahaga,f,focal_participant,sandra,f,competitor,chimpanzee,jahaga_sandra,soc-sam,5.0,23.0,1.0,0.0,1.0,5.0,3.0,0.0,70.0,0.32857142857142857,0.0,1.0
brauer2006apes,sandra,f,focal_participant,jahaga,f,competitor,chimpanzee,sandra_jahaga,soc-sam,9.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,76.0,0.0,0.0,1.0
brauer2006apes,riet,f,focal_participant,dorien,f,competitor,chimpanzee,riet_dorien,nosoc-dif,1.0,60.0,1.0,0.0,0.0,0.0,3.0,5.0,74.0,0.8108108108108109,0.0,1.0
brauer2006apes,riet,f,focal_participant,dorien,f,competitor,chimpanzee,riet_dorien,nosoc-sam,4.0,47.0,1.0,0.0,0.0,0.0,4.0,4.0,69.0,0.6811594202898551,0.0,1.0
brauer2006apes,dorien,f,focal_participant,riet,f,competitor,chimpanzee,dorien_riet,soc-sam,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,72.0,0.0,1.0,0.0
brauer2006apes,riet,f,focal_participant,dorien,f,competitor,chimpanzee,riet_dorien,soc-dif,10.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,84.0,0.0,0.0,1.0
brauer2006apes,riet,f,focal_participant,dorien,f,competitor,chimpanzee,riet_dorien,soc-sam,8.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,79.0,0.0,0.0,1.0
brauer2006apes,dorien,f,focal_participant,riet,f,competitor,chimpanzee,dorien_riet,soc-dif,1.0,0.0,0.0,3.0,1.0,0.0,7.0,1.0,81.0,0.0,1.0,1.0
brauer2006apes,dorien,f,focal_participant,riet,f,competitor,chimpanzee,dorien_riet,nosoc-sam,0.0,16.0,1.0,0.0,1.0,0.0,0.0,8.0,69.0,0.2318840579710145,0.0,0.0
brauer2006apes,dorien,f,focal_participant,riet,f,competitor,chimpanzee,dorien_riet,nosoc-dif,0.0,33.0,0.0,0.0,1.0,0.0,0.0,8.0,64.0,0.515625,0.0,0.0
brauer2006apes,riet,f,focal_participant,natascha,f,competitor,chimpanzee,riet_natascha,nosoc-sam,1.0,31.0,1.0,0.0,0.0,1.0,2.0,5.0,73.0,0.4246575342465753,0.0,1.0
brauer2006apes,riet,f,focal_participant,natascha,f,competitor,chimpanzee,riet_natascha,nosoc-dif,10.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,64.0,0.0,0.0,1.0
brauer2006apes,natascha,f,focal_participant,riet,f,competitor,chimpanzee,natascha_riet,nosoc-sam,0.0,54.0,1.0,0.0,0.0,0.0,0.0,8.0,59.0,0.9152542372881356,0.0,0.0
brauer2006apes,natascha,f,focal_participant,riet,f,competitor,chimpanzee,natascha_riet,nosoc-dif,0.0,36.0,1.0,2.0,0.0,0.0,0.0,8.0,65.0,0.5538461538461539,1.0,0.0
brauer2006apes,riet,f,focal_participant,natascha,f,competitor,chimpanzee,riet_natascha,soc-dif,4.0,58.0,1.0,0.0,0.0,5.0,1.0,2.0,85.0,0.6823529411764706,0.0,1.0
brauer2006apes,natascha,f,focal_participant,riet,f,competitor,chimpanzee,natascha_riet,soc-dif,0.0,67.0,1.0,1.0,0.0,0.0,0.0,8.0,91.0,0.7362637362637363,1.0,0.0
brauer2006apes,natascha,f,focal_participant,riet,f,competitor,chimpanzee,natascha_riet,soc-sam,0.0,34.0,1.0,3.0,0.0,0.0,0.0,8.0,67.0,0.5074626865671642,1.0,0.0
brauer2006apes,riet,f,focal_participant,natascha,f,competitor,chimpanzee,riet_natascha,soc-sam,0.0,63.0,1.0,0.0,0.0,0.0,1.0,7.0,67.0,0.9402985074626866,0.0,0.0
brauer2006apes,jahaga,f,focal_participant,frodo,m,competitor,chimpanzee,jahaga_frodo,nosoc-sam,0.0,55.0,1.0,0.0,0.0,0.0,2.0,6.0,61.0,0.9016393442622951,0.0,0.0
brauer2006apes,jahaga,f,focal_participant,frodo,m,competitor,chimpanzee,jahaga_frodo,nosoc-dif,9.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,57.0,0.0,0.0,1.0
brauer2006apes,jahaga,f,focal_participant,frodo,m,competitor,chimpanzee,jahaga_frodo,soc-sam,6.0,3.0,1.0,1.0,0.0,3.0,5.0,0.0,73.0,0.0410958904109589,1.0,1.0
brauer2006apes,frodo,m,focal_participant,jahaga,f,competitor,chimpanzee,frodo_jahaga,soc-dif,0.0,22.0,1.0,1.0,1.0,6.0,2.0,0.0,73.0,0.3013698630136986,1.0,0.0
brauer2006apes,frodo,m,focal_participant,jahaga,f,competitor,chimpanzee,frodo_jahaga,soc-sam,1.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,62.0,0.0,1.0,1.0
brauer2006apes,jahaga,f,focal_participant,frodo,m,competitor,chimpanzee,jahaga_frodo,soc-dif,8.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,67.0,0.0,1.0,1.0
brauer2006apes,frodo,m,focal_participant,jahaga,f,competitor,chimpanzee,frodo_jahaga,nosoc-dif,0.0,43.0,1.0,0.0,0.0,1.0,7.0,0.0,58.0,0.7413793103448276,0.0,0.0
brauer2006apes,frodo,m,focal_participant,jahaga,f,competitor,chimpanzee,frodo_jahaga,nosoc-sam,0.0,41.0,0.0,0.0,0.0,0.0,8.0,0.0,55.0,0.7454545454545455,0.0,0.0
brauer2006apes,sandra,f,focal_participant,gertrudia,f,competitor,chimpanzee,sandra_gertrudia,nosoc-dif,0.0,42.0,1.0,0.0,0.0,2.0,2.0,4.0,62.0,0.6774193548387096,0.0,0.0
brauer2006apes,sandra,f,focal_participant,gertrudia,f,competitor,chimpanzee,sandra_gertrudia,nosoc-sam,0.0,60.0,1.0,0.0,0.0,2.0,3.0,3.0,72.0,0.8333333333333334,0.0,0.0
brauer2006apes,sandra,f,focal_participant,gertrudia,f,competitor,chimpanzee,sandra_gertrudia,soc-dif,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,70.0,0.0,0.0,1.0
brauer2006apes,gertrudia,f,focal_participant,sandra,f,competitor,chimpanzee,gertrudia_sandra,soc-dif,5.0,13.0,1.0,1.0,1.0,6.0,1.0,1.0,73.0,0.1780821917808219,1.0,1.0
brauer2006apes,gertrudia,f,focal_participant,sandra,f,competitor,chimpanzee,gertrudia_sandra,soc-sam,3.0,35.0,1.0,0.0,0.0,4.0,4.0,0.0,70.0,0.5,0.0,1.0
brauer2006apes,sandra,f,focal_participant,gertrudia,f,competitor,chimpanzee,sandra_gertrudia,soc-sam,2.0,35.0,0.0,0.0,0.0,5.0,3.0,0.0,70.0,0.5,0.0,1.0
brauer2006apes,gertrudia,f,focal_participant,sandra,f,competitor,chimpanzee,gertrudia_sandra,nosoc-sam,0.0,8.0,1.0,0.0,0.0,3.0,5.0,0.0,72.0,0.1111111111111111,0.0,0.0
brauer2006apes,gertrudia,f,focal_participant,sandra,f,competitor,chimpanzee,gertrudia_sandra,nosoc-dif,1.0,12.0,1.0,0.0,0.0,6.0,1.0,1.0,59.0,0.2033898305084746,0.0,1.0
brauer2006apes,sandra,f,focal_participant,brent,m,competitor,chimpanzee,sandra_brent,nosoc-sam,4.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,68.0,0.0,0.0,1.0
