study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,species,trial,condition,food,number_tubes,location,choice,trade,trade_number,tested_fully,returned_empty_tubes,comments
kanngiesser2011limits,3,scarcity,2004,8,14,ulindi,10,f,bonobo,6.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,8,14,ulindi,10,f,bonobo,7.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,8,14,ulindi,10,f,bonobo,8.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,8,14,ulindi,10,f,bonobo,9.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,8,14,ulindi,10,f,bonobo,10.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,8,14,ulindi,10,f,bonobo,11.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,8,14,ulindi,10,f,bonobo,12.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,8,26,ulindi,10,f,bonobo,1.0,endowment,grape,12,,,,0,yes,12,"luiza_got_some_tubes,_resupplied_two_tubes,_probably_only_got_7_tubes"
kanngiesser2011limits,3,scarcity,2004,8,30,ulindi,10,f,bonobo,1.0,endowment,plum,12,,,,0,yes,13,"luiza_got_some_tubes,_resupplied_four_tubes,_probably_only_got_11_tubes"
kanngiesser2011limits,3,scarcity,2004,8,31,ulindi,10,f,bonobo,1.0,endowment,grape,1,,,,0,yes,1,
kanngiesser2011limits,3,scarcity,2004,9,1,ulindi,10,f,bonobo,1.0,endowment,plum,1,,,,0,yes,1,
kanngiesser2011limits,3,scarcity,2004,9,2,ulindi,10,f,bonobo,1.0,trading_control_2,grape,,,,no_trade,,yes,,did_not_eat_carrot
kanngiesser2011limits,3,scarcity,2004,9,2,ulindi,10,f,bonobo,2.0,trading_control_2,plum,,,,no_trade,,yes,,did_not_eat_carrot
kanngiesser2011limits,3,scarcity,2004,9,9,fraukje,28,f,chimpanzee,1.0,trading_control_1,grape,,,,trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,9,fraukje,28,f,chimpanzee,2.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,9,fraukje,28,f,chimpanzee,3.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,9,fraukje,28,f,chimpanzee,4.0,trading_control_1,grape,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,10,fraukje,28,f,chimpanzee,5.0,trading_control_1,grape,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,10,fraukje,28,f,chimpanzee,6.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,10,fraukje,28,f,chimpanzee,7.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,10,fraukje,28,f,chimpanzee,8.0,trading_control_1,grape,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,fraukje,28,f,chimpanzee,9.0,trading_control_1,grape,,,,trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,fraukje,28,f,chimpanzee,10.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,fraukje,28,f,chimpanzee,11.0,trading_control_1,plum,,,,trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,fraukje,28,f,chimpanzee,12.0,trading_control_1,grape,,,,no_trade,,no,,"kara_got_one_tube,_trial_repeated"
kanngiesser2011limits,3,scarcity,2004,9,11,fraukje,28,f,chimpanzee,13.0,trading_control_1,grape,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,fraukje,28,f,chimpanzee,14.0,trading_control_1,plum,,,,trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,fraukje,28,f,chimpanzee,15.0,trading_control_1,plum,,,,trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,fraukje,28,f,chimpanzee,16.0,trading_control_1,grape,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,9,pia,4,f,chimpanzee,1.0,trading_control_1,grape,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,9,pia,4,f,chimpanzee,2.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,9,pia,4,f,chimpanzee,3.0,trading_control_1,plum,,,,trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,9,pia,4,f,chimpanzee,4.0,trading_control_1,grape,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,10,pia,4,f,chimpanzee,5.0,trading_control_1,grape,,,,trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,10,pia,4,f,chimpanzee,6.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,10,pia,4,f,chimpanzee,7.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,10,pia,4,f,chimpanzee,8.0,trading_control_1,grape,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,pia,4,f,chimpanzee,9.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,pia,4,f,chimpanzee,10.0,trading_control_1,grape,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,pia,4,f,chimpanzee,11.0,trading_control_1,grape,,,,trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,11,pia,4,f,chimpanzee,12.0,trading_control_1,plum,,,,no_trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,15,natascha,24,f,chimpanzee,1.0,trading_control_1,grape,,,,trade,,no,,"throws_tubes_with_grape_and_plum_out_of_the_cage_a_couple_of_times,_demonstrated_use_of_the_stick_and_tube_technique_2x"
kanngiesser2011limits,3,scarcity,2004,9,15,natascha,24,f,chimpanzee,2.0,trading_control_1,plum,,,,trade,,no,,
kanngiesser2011limits,3,scarcity,2004,9,15,natascha,24,f,chimpanzee,1.0,initial_choice,grape,,left,plum,,,no,,
kanngiesser2011limits,3,scarcity,2004,9,15,natascha,24,f,chimpanzee,2.0,initial_choice,grape,,left,grape,,,no,,
kanngiesser2011limits,3,scarcity,2004,9,15,natascha,24,f,chimpanzee,3.0,initial_choice,grape,,right,grape,,,no,,
kanngiesser2011limits,3,scarcity,2004,9,15,natascha,24,f,chimpanzee,4.0,initial_choice,grape,,left,plum,,,no,,stopped_because_did_not_eat_the_food
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,1.0,trading_control_1,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,2.0,trading_control_1,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,1.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,2.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,3.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,4.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,5.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,6.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,7.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,8.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,9.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,10.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,11.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,sandra,11,f,chimpanzee,12.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,sandra,11,f,chimpanzee,1.0,endowment,plum,1,,,,0,yes,,doesn't_give_tube_back
kanngiesser2011limits,3,scarcity,2004,9,11,sandra,11,f,chimpanzee,2.0,endowment,grape,12,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,sandra,11,f,chimpanzee,3.0,endowment,grape,1,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,17,sandra,11,f,chimpanzee,4.0,endowment,plum,12,,,,9,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,sandra,11,f,chimpanzee,1.0,trading_control_2,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,sandra,11,f,chimpanzee,2.0,trading_control_2,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,1.0,trading_control_1,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,2.0,trading_control_1,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,1.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,2.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,3.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,4.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,5.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,6.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,7.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,8.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,9.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,10.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,11.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,frodo,10,m,chimpanzee,12.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,frodo,10,m,chimpanzee,1.0,endowment,plum,12,,,,4,yes,,
kanngiesser2011limits,3,scarcity,2004,9,11,frodo,10,m,chimpanzee,2.0,endowment,grape,1,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,frodo,10,m,chimpanzee,3.0,endowment,grape,12,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,17,frodo,10,m,chimpanzee,4.0,endowment,plum,1,,,,1,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,frodo,10,m,chimpanzee,1.0,trading_control_2,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,frodo,10,m,chimpanzee,2.0,trading_control_2,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,lome,3,m,chimpanzee,1.0,trading_control_1,plum,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,lome,3,m,chimpanzee,2.0,trading_control_1,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,lome,3,m,chimpanzee,3.0,trading_control_1,grape,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,9,lome,3,m,chimpanzee,4.0,trading_control_1,plum,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,5.0,trading_control_1,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,6.0,trading_control_1,plum,,,,no_trade,,yes,,"traded,_carrot_was_gone,_but_didn't_eat_the_carrot"
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,7.0,trading_control_1,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,8.0,trading_control_1,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,1.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,2.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,3.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,4.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,5.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,6.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,7.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,8.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,9.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,10.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,11.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,10,lome,3,m,chimpanzee,12.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,11,lome,3,m,chimpanzee,1.0,endowment,grape,12,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,lome,3,m,chimpanzee,1.0,endowment,plum,12,,,,5,yes,,
kanngiesser2011limits,3,scarcity,2004,9,17,lome,3,m,chimpanzee,1.0,endowment,grape,1,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,lome,3,m,chimpanzee,1.0,endowment,plum,1,,,,1,yes,,
kanngiesser2011limits,3,scarcity,2004,9,20,lome,3,m,chimpanzee,1.0,trading_control_2,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,20,lome,3,m,chimpanzee,2.0,trading_control_2,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,tai,2,f,chimpanzee,1.0,trading_control_1,grape,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,tai,2,f,chimpanzee,2.0,trading_control_1,plum,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,tai,2,f,chimpanzee,3.0,trading_control_1,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,tai,2,f,chimpanzee,4.0,trading_control_1,grape,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,17,tai,2,f,chimpanzee,5.0,trading_control_1,grape,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,17,tai,2,f,chimpanzee,6.0,trading_control_1,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,17,tai,2,f,chimpanzee,7.0,trading_control_1,plum,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,17,tai,2,f,chimpanzee,8.0,trading_control_1,grape,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,9.0,trading_control_1,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,10.0,trading_control_1,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,1.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,2.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,3.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,4.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,5.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,6.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,7.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,8.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,9.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,10.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,11.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,tai,2,f,chimpanzee,12.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,20,tai,2,f,chimpanzee,1.0,endowment,plum,1,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,21,tai,2,f,chimpanzee,1.0,endowment,grape,12,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,22,tai,2,f,chimpanzee,1.0,endowment,plum,12,,,,0,yes,,doesn't_give_tubes_back
kanngiesser2011limits,3,scarcity,2004,9,23,tai,2,f,chimpanzee,1.0,endowment,grape,1,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,24,tai,2,f,chimpanzee,1.0,trading_control_2,plum,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,24,tai,2,f,chimpanzee,2.0,trading_control_2,grape,,,,no_trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,1.0,trading_control_1,plum,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,2.0,trading_control_1,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,1.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,2.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,3.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,4.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,5.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,6.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,7.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,8.0,initial_choice,grape,,left,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,9.0,initial_choice,grape,,right,grape,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,10.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,11.0,initial_choice,grape,,right,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,15,robert,28,m,chimpanzee,12.0,initial_choice,grape,,left,plum,,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,17,robert,28,m,chimpanzee,1.0,endowment,grape,1,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,18,robert,28,m,chimpanzee,1.0,endowment,plum,1,,,,1,yes,,
kanngiesser2011limits,3,scarcity,2004,9,20,robert,28,m,chimpanzee,1.0,endowment,plum,12,,,,8,yes,,
kanngiesser2011limits,3,scarcity,2004,9,21,robert,28,m,chimpanzee,1.0,endowment,grape,12,,,,0,yes,,
kanngiesser2011limits,3,scarcity,2004,9,22,robert,28,m,chimpanzee,1.0,trading_control_2,grape,,,,trade,,yes,,
kanngiesser2011limits,3,scarcity,2004,9,22,robert,28,m,chimpanzee,2.0,trading_control_2,plum,,,,trade,,yes,,
