study_id,experiment,model_name,participant,age_in_years,z_age,sex,species,species_subgroup,phase,phase_temp,session_within_number_of_boxes,session_within_phase,session_overall,trial_number,z_trial_number,trial_id,choice_nr_within_trial,order,number_boxes,choice_where,choice_correct,last_choice,any_error_earlier,cup_id,choice_id,error_ny,number_cups,cup_is_edge,cup_is_edge_code,z_lag_from_last_choice,any_code,z_number_boxes,lag_from_last_choice,trial_correct,number_redundant_searched,first_choice_feature,first_choice,second_choice_feature,second_choice,second_choice_correct,third_choice_feature,third_choice,third_choice_correct,fourth_choice_feature,fourth_choice,fourth_choice_correct,fifth_choice_feature,fifth_choice,fifth_choice_correct,sixth_choice_feature,sixth_choice,sixth_choice_correct,choice_latency,absence_latency
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,2,-0.902637003544621,104.0,6.0,1,6,4.0,1.0,4.0,0.0,2.0,415.0,0.0,5.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,2,-0.902637003544621,104.0,6.0,1,6,4.0,1.0,2.0,0.0,3.0,415.0,0.0,5.0,no,-0.38655886811521,1.38807317345731,-0.0732693279434058,0.174595730882979,4.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,2,-0.902637003544621,104.0,6.0,1,6,4.0,1.0,5.0,0.0,5.0,415.0,0.0,5.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,2,-0.902637003544621,104.0,6.0,1,6,4.0,1.0,1.0,0.0,6.0,415.0,0.0,5.0,no,-0.38655886811521,2.16780545000343,-0.0732693279434058,0.174595730882979,5.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,2,-0.902637003544621,104.0,6.0,1,6,4.0,1.0,3.0,0.0,7.0,415.0,0.0,5.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,2.0,1,6,3.0,1.0,1.0,0.0,6.0,416.0,0.0,1.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,3.0,1,6,5.0,1.0,2.0,0.0,3.0,417.0,0.0,2.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,3.0,1,6,5.0,1.0,1.0,0.0,6.0,417.0,0.0,2.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,4.0,1,6,7.0,1.0,2.0,0.0,3.0,418.0,0.0,3.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,4.0,1,6,7.0,1.0,3.0,0.0,5.0,418.0,0.0,3.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,4.0,1,6,7.0,1.0,1.0,0.0,6.0,418.0,0.0,3.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,5.0,1,6,2.0,1.0,2.0,0.0,3.0,419.0,0.0,4.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,5.0,1,6,2.0,1.0,3.0,0.0,5.0,419.0,0.0,4.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,5.0,1,6,2.0,1.0,1.0,0.0,6.0,419.0,0.0,4.0,no,-0.38655886811521,1.38807317345731,-0.0732693279434058,0.174595730882979,4.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,5.0,1,6,2.0,1.0,4.0,0.0,7.0,419.0,0.0,4.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,6.0,1,6,3.0,0.0,5.0,0.0,2.0,420.0,0.0,5.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,6.0,1,6,3.0,0.0,2.0,0.0,3.0,420.0,1.0,5.0,no,-0.38655886811521,1.38807317345731,-0.0732693279434058,0.174595730882979,4.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,6.0,1,6,3.0,0.0,3.0,0.0,5.0,420.0,0.0,5.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,6.0,1,6,3.0,0.0,1.0,0.0,6.0,420.0,0.0,5.0,no,-0.38655886811521,2.16780545000343,-0.0732693279434058,0.174595730882979,5.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,3,-0.529164574103934,105.0,6.0,1,6,3.0,0.0,4.0,0.0,7.0,420.0,0.0,5.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,2.0,1,6,5.0,1.0,1.0,0.0,7.0,421.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,3.0,1,6,4.0,1.0,2.0,0.0,5.0,422.0,0.0,2.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,3.0,1,6,4.0,1.0,1.0,0.0,7.0,422.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,4.0,1,6,2.0,1.0,3.0,0.0,4.0,423.0,0.0,3.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,4.0,1,6,2.0,1.0,2.0,0.0,5.0,423.0,0.0,3.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,4.0,1,6,2.0,1.0,1.0,0.0,7.0,423.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,5.0,1,6,4.0,0.0,4.0,0.0,2.0,424.0,0.0,4.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,5.0,1,6,4.0,0.0,3.0,0.0,4.0,424.0,1.0,4.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,5.0,1,6,4.0,0.0,2.0,0.0,5.0,424.0,0.0,4.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,5.0,1,6,4.0,0.0,1.0,0.0,7.0,424.0,0.0,4.0,yes,0.61344113188479,1.38807317345731,-0.0732693279434058,0.174595730882979,4.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,6.0,1,6,5.0,0.0,4.0,1.0,2.0,425.0,0.0,4.0,yes,0.61344113188479,-0.17139137963495,0.926730672056594,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,6.0,1,6,5.0,0.0,5.0,1.0,4.0,425.0,0.0,4.0,no,-0.38655886811521,-0.951123656181078,0.926730672056594,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,6.0,1,6,5.0,0.0,2.0,1.0,5.0,425.0,1.0,4.0,no,-0.38655886811521,1.38807317345731,0.926730672056594,0.174595730882979,4.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,1.0,,4,4,-0.155692144663247,106.0,6.0,1,6,5.0,0.0,1.0,1.0,7.0,425.0,0.0,4.0,yes,0.61344113188479,2.16780545000343,0.926730672056594,0.174595730882979,5.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,2.0,1,6,3.0,1.0,1.0,0.0,6.0,426.0,0.0,1.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,3.0,1,6,5.0,1.0,2.0,0.0,3.0,427.0,0.0,2.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,3.0,1,6,5.0,1.0,1.0,0.0,6.0,427.0,0.0,2.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,4.0,1,6,7.0,1.0,2.0,0.0,3.0,428.0,0.0,3.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,4.0,1,6,7.0,1.0,3.0,0.0,5.0,428.0,0.0,3.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,4.0,1,6,7.0,1.0,1.0,0.0,6.0,428.0,0.0,3.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,5.0,1,6,2.0,1.0,2.0,0.0,3.0,429.0,0.0,4.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,5.0,1,6,2.0,1.0,3.0,0.0,5.0,429.0,0.0,4.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,5.0,1,6,2.0,1.0,1.0,0.0,6.0,429.0,0.0,4.0,no,-0.38655886811521,1.38807317345731,-0.0732693279434058,0.174595730882979,4.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,5.0,1,6,2.0,1.0,4.0,0.0,7.0,429.0,0.0,4.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,6.0,1,6,4.0,1.0,5.0,0.0,2.0,430.0,0.0,5.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,6.0,1,6,4.0,1.0,2.0,0.0,3.0,430.0,0.0,5.0,no,-0.38655886811521,1.38807317345731,-0.0732693279434058,0.174595730882979,4.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,6.0,1,6,4.0,1.0,3.0,0.0,5.0,430.0,0.0,5.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,6.0,1,6,4.0,1.0,1.0,0.0,6.0,430.0,0.0,5.0,no,-0.38655886811521,2.16780545000343,-0.0732693279434058,0.174595730882979,5.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,5,0.21778028477744,107.0,6.0,1,6,4.0,1.0,4.0,0.0,7.0,430.0,0.0,5.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,2.0,1,6,3.0,1.0,1.0,0.0,2.0,431.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,3.0,1,6,7.0,1.0,1.0,0.0,2.0,432.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,3.0,1,6,7.0,1.0,2.0,0.0,3.0,432.0,0.0,2.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,4.0,1,6,5.0,1.0,1.0,0.0,2.0,433.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,4.0,1,6,5.0,1.0,2.0,0.0,3.0,433.0,0.0,3.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,4.0,1,6,5.0,1.0,3.0,0.0,7.0,433.0,0.0,3.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,5.0,1,6,4.0,1.0,1.0,0.0,2.0,434.0,0.0,4.0,yes,0.61344113188479,1.38807317345731,-0.0732693279434058,0.174595730882979,4.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,5.0,1,6,4.0,1.0,2.0,0.0,3.0,434.0,0.0,4.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,5.0,1,6,4.0,1.0,4.0,0.0,5.0,434.0,0.0,4.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,5.0,1,6,4.0,1.0,3.0,0.0,7.0,434.0,0.0,4.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,6.0,1,6,3.0,0.0,1.0,0.0,2.0,435.0,0.0,5.0,yes,0.61344113188479,2.16780545000343,-0.0732693279434058,0.174595730882979,5.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,6.0,1,6,3.0,0.0,2.0,0.0,3.0,435.0,1.0,5.0,no,-0.38655886811521,1.38807317345731,-0.0732693279434058,0.174595730882979,4.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,6.0,1,6,3.0,0.0,5.0,0.0,4.0,435.0,0.0,5.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,6.0,1,6,3.0,0.0,4.0,0.0,5.0,435.0,0.0,5.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,6,0.591252714218126,108.0,6.0,1,6,3.0,0.0,3.0,0.0,7.0,435.0,0.0,5.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,7,0.964725143658813,109.0,2.0,1,6,2.0,1.0,1.0,0.0,7.0,436.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,7,0.964725143658813,109.0,3.0,1,6,4.0,1.0,2.0,0.0,2.0,437.0,0.0,2.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,7,0.964725143658813,109.0,3.0,1,6,4.0,1.0,1.0,0.0,7.0,437.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,7,0.964725143658813,109.0,4.0,1,6,3.0,1.0,2.0,0.0,2.0,438.0,0.0,3.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,7,0.964725143658813,109.0,4.0,1,6,3.0,1.0,3.0,0.0,4.0,438.0,0.0,3.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,7,0.964725143658813,109.0,4.0,1,6,3.0,1.0,1.0,0.0,7.0,438.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,7,0.964725143658813,109.0,5.0,1,6,4.0,0.0,2.0,0.0,2.0,439.0,0.0,4.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,0.174595730882979,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,7,0.964725143658813,109.0,5.0,1,6,4.0,0.0,4.0,0.0,3.0,439.0,0.0,4.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,0.174595730882979,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,lome,15,-0.925785871976464,m,chimpanzee,a,feature_space,feature_space,2.0,,5,7,0.964725143658813,109.0,5.0,1,6,4.0,0.0,3.0,0.0,4.0,439.0,1.0,4.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,0.174595730882979,2.0,,,,,,,,,,,,,,,,,,,,,
