study_id,experiment,model_name,participant,age_in_years,z_age,sex,species,species_subgroup,phase,phase_temp,session_within_number_of_boxes,session_within_phase,session_overall,trial_number,z_trial_number,trial_id,choice_nr_within_trial,order,number_boxes,choice_where,choice_correct,last_choice,any_error_earlier,cup_id,choice_id,error_ny,number_cups,cup_is_edge,cup_is_edge_code,z_lag_from_last_choice,any_code,z_number_boxes,lag_from_last_choice,trial_correct,number_redundant_searched,first_choice_feature,first_choice,second_choice_feature,second_choice,second_choice_correct,third_choice_feature,third_choice,third_choice_correct,fourth_choice_feature,fourth_choice,fourth_choice_correct,fifth_choice_feature,fifth_choice,fifth_choice_correct,sixth_choice_feature,sixth_choice,sixth_choice_correct,choice_latency,absence_latency
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,3,-0.529164574103934,3.0,2.0,1,4,6.0,1.0,1.0,0.0,4.0,7.0,0.0,1.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,3,-0.529164574103934,3.0,3.0,1,4,4.0,0.0,1.0,0.0,4.0,8.0,1.0,2.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,3,-0.529164574103934,3.0,3.0,1,4,4.0,0.0,2.0,0.0,6.0,8.0,0.0,2.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,3,-0.529164574103934,3.0,4.0,1,4,3.0,1.0,3.0,1.0,4.0,9.0,0.0,2.0,no,-0.38655886811521,-0.951123656181078,0.926730672056594,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,3,-0.529164574103934,3.0,4.0,1,4,3.0,1.0,2.0,1.0,6.0,9.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,0.926730672056594,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,4,-0.155692144663247,4.0,2.0,1,4,4.0,1.0,1.0,0.0,3.0,10.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,4,-0.155692144663247,4.0,3.0,1,4,6.0,1.0,1.0,0.0,3.0,11.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,4,-0.155692144663247,4.0,3.0,1,4,6.0,1.0,2.0,0.0,4.0,11.0,0.0,2.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,4,-0.155692144663247,4.0,4.0,1,4,6.0,1.0,1.0,0.0,3.0,12.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,-1.33095961298376,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,4,-0.155692144663247,4.0,4.0,1,4,6.0,1.0,2.0,0.0,4.0,12.0,0.0,3.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,1.0,,1,4,-0.155692144663247,4.0,4.0,1,4,6.0,1.0,3.0,0.0,6.0,12.0,0.0,3.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,5,0.21778028477744,5.0,2.0,1,4,3.0,1.0,1.0,0.0,5.0,13.0,0.0,1.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,5,0.21778028477744,5.0,3.0,1,4,6.0,1.0,2.0,0.0,3.0,14.0,0.0,2.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,5,0.21778028477744,5.0,3.0,1,4,6.0,1.0,1.0,0.0,5.0,14.0,0.0,2.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,5,0.21778028477744,5.0,4.0,1,4,4.0,1.0,2.0,0.0,3.0,15.0,0.0,3.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,5,0.21778028477744,5.0,4.0,1,4,4.0,1.0,1.0,0.0,5.0,15.0,0.0,3.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,-1.33095961298376,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,5,0.21778028477744,5.0,4.0,1,4,4.0,1.0,3.0,0.0,6.0,15.0,0.0,3.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,6,0.591252714218126,6.0,2.0,1,4,4.0,1.0,1.0,0.0,6.0,16.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,6,0.591252714218126,6.0,3.0,1,4,3.0,1.0,2.0,0.0,4.0,17.0,0.0,2.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,6,0.591252714218126,6.0,3.0,1,4,3.0,1.0,1.0,0.0,6.0,17.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,6,0.591252714218126,6.0,4.0,1,4,4.0,0.0,3.0,0.0,3.0,18.0,0.0,3.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,6,0.591252714218126,6.0,4.0,1,4,4.0,0.0,2.0,0.0,4.0,18.0,1.0,3.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,6,0.591252714218126,6.0,4.0,1,4,4.0,0.0,1.0,0.0,6.0,18.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,-1.33095961298376,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,7,0.964725143658813,7.0,2.0,1,4,3.0,1.0,1.0,0.0,6.0,19.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,7,0.964725143658813,7.0,3.0,1,4,5.0,1.0,2.0,0.0,3.0,20.0,0.0,2.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,7,0.964725143658813,7.0,3.0,1,4,5.0,1.0,1.0,0.0,6.0,20.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,7,0.964725143658813,7.0,4.0,1,4,4.0,1.0,2.0,0.0,3.0,21.0,0.0,3.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,7,0.964725143658813,7.0,4.0,1,4,4.0,1.0,3.0,0.0,5.0,21.0,0.0,3.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,7,0.964725143658813,7.0,4.0,1,4,4.0,1.0,1.0,0.0,6.0,21.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,-1.33095961298376,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,8,1.3381975730995,8.0,2.0,1,4,6.0,1.0,1.0,0.0,4.0,22.0,0.0,1.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,8,1.3381975730995,8.0,3.0,1,4,5.0,1.0,1.0,0.0,4.0,23.0,0.0,2.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,8,1.3381975730995,8.0,3.0,1,4,5.0,1.0,2.0,0.0,6.0,23.0,0.0,2.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,8,1.3381975730995,8.0,4.0,1,4,4.0,0.0,1.0,0.0,4.0,24.0,1.0,3.0,no,-0.38655886811521,0.608340896911178,-0.0732693279434058,-1.33095961298376,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,8,1.3381975730995,8.0,4.0,1,4,4.0,0.0,3.0,0.0,5.0,24.0,0.0,3.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,2.0,,2,8,1.3381975730995,8.0,4.0,1,4,4.0,0.0,2.0,0.0,6.0,24.0,0.0,3.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,9,1.71167000254019,9.0,2.0,1,4,3.0,1.0,1.0,0.0,6.0,25.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,9,1.71167000254019,9.0,3.0,1,4,5.0,1.0,2.0,0.0,3.0,26.0,0.0,2.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,9,1.71167000254019,9.0,3.0,1,4,5.0,1.0,1.0,0.0,6.0,26.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,9,1.71167000254019,9.0,4.0,1,4,4.0,1.0,2.0,0.0,3.0,27.0,0.0,3.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,9,1.71167000254019,9.0,4.0,1,4,4.0,1.0,3.0,0.0,5.0,27.0,0.0,3.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,9,1.71167000254019,9.0,4.0,1,4,4.0,1.0,1.0,0.0,6.0,27.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,-1.33095961298376,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,10,2.08514243198087,10.0,2.0,1,4,5.0,1.0,1.0,0.0,3.0,28.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,10,2.08514243198087,10.0,3.0,1,4,6.0,1.0,1.0,0.0,3.0,29.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,10,2.08514243198087,10.0,3.0,1,4,6.0,1.0,2.0,0.0,5.0,29.0,0.0,2.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,10,2.08514243198087,10.0,4.0,1,4,5.0,0.0,1.0,0.0,3.0,30.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,-1.33095961298376,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,10,2.08514243198087,10.0,4.0,1,4,5.0,0.0,2.0,0.0,5.0,30.0,1.0,3.0,no,-0.38655886811521,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,10,2.08514243198087,10.0,4.0,1,4,5.0,0.0,3.0,0.0,6.0,30.0,0.0,3.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,11,2.45861486142156,11.0,2.0,1,4,3.0,1.0,1.0,0.0,6.0,31.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,11,2.45861486142156,11.0,3.0,1,4,4.0,1.0,2.0,0.0,3.0,32.0,0.0,2.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,11,2.45861486142156,11.0,3.0,1,4,4.0,1.0,1.0,0.0,6.0,32.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,11,2.45861486142156,11.0,4.0,1,4,5.0,1.0,2.0,0.0,3.0,33.0,0.0,3.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,11,2.45861486142156,11.0,4.0,1,4,5.0,1.0,3.0,0.0,4.0,33.0,0.0,3.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,11,2.45861486142156,11.0,4.0,1,4,5.0,1.0,1.0,0.0,6.0,33.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,-1.33095961298376,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,12,2.83208729086225,12.0,2.0,1,4,6.0,1.0,1.0,0.0,3.0,34.0,0.0,1.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,12,2.83208729086225,12.0,3.0,1,4,4.0,1.0,1.0,0.0,3.0,35.0,0.0,2.0,yes,0.61344113188479,-0.17139137963495,-0.0732693279434058,-1.33095961298376,2.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,12,2.83208729086225,12.0,3.0,1,4,4.0,1.0,2.0,0.0,6.0,35.0,0.0,2.0,yes,0.61344113188479,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,12,2.83208729086225,12.0,4.0,1,4,5.0,1.0,1.0,0.0,3.0,36.0,0.0,3.0,yes,0.61344113188479,0.608340896911178,-0.0732693279434058,-1.33095961298376,3.0,,,,,,,,,,,,,,,,,,,,,
volter2019chimpanzees,1,retest_error_data_glmm_s01,dorien,35,0.955058230930242,f,chimpanzee,a,feature_space,feature_space,3.0,,3,12,2.83208729086225,12.0,4.0,1,4,5.0,1.0,3.0,0.0,4.0,36.0,0.0,3.0,no,-0.38655886811521,-0.951123656181078,-0.0732693279434058,-1.33095961298376,1.0,,,,,,,,,,,,,,,,,,,,,
