study_id,experiment,participant,age_in_years,sex,species,present,condition,group,production,tools_prepared,grapes_eaten,success
brauer2015apes,1,ulindi,17,f,bonobo,luiza,all-grape,2,50_sec_2,1.0,1.0,0.125
brauer2015apes,1,ulindi,17,f,bonobo,luiza,all-grape,2,50_sec_2,1.0,1.0,0.125
brauer2015apes,1,ulindi,17,f,bonobo,luiza,all-grape,2,50_sec_2,2.0,1.0,0.125
brauer2015apes,1,ulindi,17,f,bonobo,luiza,all-grape,2,50_sec_2,0.0,1.0,0.125
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,1.0,1.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,5.0,1.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,7.0,1.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,0.0,0.0,0.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,0.0,0.0,0.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,all-grape,2,50_sec_2,0.0,0.0,0.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,all-grape,2,50_sec_2,1.0,0.0,0.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,all-grape,2,50_sec_2,2.0,1.0,0.125
brauer2015apes,1,ulindi,17,f,bonobo,luiza,all-grape,2,50_sec_2,6.0,2.0,0.25
brauer2015apes,1,ulindi,17,f,bonobo,luiza,all-grape,2,50_sec_2,2.0,1.0,0.125
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,1.0,1.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,2.0,1.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,0.0,1.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,0.0,1.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,one-grape,2,50_sec_2,1.0,1.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,no-apparatus,2,50_sec_2,2.0,8.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,no-apparatus,2,50_sec_2,0.0,8.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,no-apparatus,2,50_sec_2,1.0,8.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,no-apparatus,2,50_sec_2,2.0,8.0,1.0
brauer2015apes,1,ulindi,17,f,bonobo,luiza,no-apparatus,2,50_sec_2,0.0,8.0,1.0
