study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,housing,code_sticktransfer,condition,exp_contr,towexp_comm,towexpstress,towhelpcomm,towhelpstress
liebal2014does,fifi,16.0,f,helper,jahaga,16.0,f,victim,chimpanzee,fifi_jahaga,zoo,0,give,1,4.0,1.0,0.0,6.0
liebal2014does,fifi,16.0,f,helper,jahaga,16.0,f,victim,chimpanzee,fifi_jahaga,zoo,0,control_1_no_food,0,,,,
liebal2014does,fifi,16.0,f,helper,jahaga,16.0,f,victim,chimpanzee,fifi_jahaga,zoo,0,control_2_no_victim,0,,,,
liebal2014does,ikuru,16.0,f,helper,indi,12.0,m,victim,chimpanzee,ikuru_indi,sanctuary,0,take,1,1.0,0.0,0.0,0.0
liebal2014does,ikuru,16.0,f,helper,indi,12.0,m,victim,chimpanzee,ikuru_indi,sanctuary,0,give,1,0.0,0.0,0.0,0.0
liebal2014does,ikuru,16.0,f,helper,indi,12.0,m,victim,chimpanzee,ikuru_indi,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,ikuru,16.0,f,helper,indi,12.0,m,victim,chimpanzee,ikuru_indi,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,yoyo,12.0,f,helper,kazahukire,12.0,f,victim,chimpanzee,yoyo_kazahukire,sanctuary,0,take,1,2.0,1.0,0.0,0.0
liebal2014does,yoyo,12.0,f,helper,kazahukire,12.0,f,victim,chimpanzee,yoyo_kazahukire,sanctuary,0,give,1,0.0,1.0,0.0,0.0
liebal2014does,yoyo,12.0,f,helper,kazahukire,12.0,f,victim,chimpanzee,yoyo_kazahukire,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,yoyo,12.0,f,helper,kazahukire,12.0,f,victim,chimpanzee,yoyo_kazahukire,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,umutama,15.0,m,helper,kalema,15.0,m,victim,chimpanzee,umutama_kalema,sanctuary,0,take,1,0.0,1.0,0.0,0.0
liebal2014does,umutama,15.0,m,helper,kalema,15.0,m,victim,chimpanzee,umutama_kalema,sanctuary,0,give,1,0.0,0.0,0.0,0.0
liebal2014does,umutama,15.0,m,helper,kalema,15.0,m,victim,chimpanzee,umutama_kalema,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,umutama,15.0,m,helper,kalema,15.0,m,victim,chimpanzee,umutama_kalema,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,pasa,12.0,f,helper,mawa,15.0,m,victim,chimpanzee,pasa_mawa,sanctuary,0,take,1,0.0,0.0,0.0,0.0
liebal2014does,pasa,12.0,f,helper,mawa,15.0,m,victim,chimpanzee,pasa_mawa,sanctuary,0,give,1,0.0,0.0,1.0,0.0
liebal2014does,pasa,12.0,f,helper,mawa,15.0,m,victim,chimpanzee,pasa_mawa,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,pasa,12.0,f,helper,mawa,15.0,m,victim,chimpanzee,pasa_mawa,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,mawa,15.0,m,helper,kidogo,27.0,f,victim,chimpanzee,mawa_kidogo,sanctuary,0,take,1,0.0,3.0,1.0,1.0
liebal2014does,mawa,15.0,m,helper,kidogo,27.0,f,victim,chimpanzee,mawa_kidogo,sanctuary,0,give,1,1.0,1.0,0.0,0.0
liebal2014does,mawa,15.0,m,helper,kidogo,27.0,f,victim,chimpanzee,mawa_kidogo,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,mawa,15.0,m,helper,kidogo,27.0,f,victim,chimpanzee,mawa_kidogo,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,robbie,25.0,m,helper,okech,10.0,m,victim,chimpanzee,robbie_okech,sanctuary,0,take,1,1.0,1.0,4.0,0.0
liebal2014does,robbie,25.0,m,helper,okech,10.0,m,victim,chimpanzee,robbie_okech,sanctuary,0,give,1,1.0,0.0,1.0,0.0
liebal2014does,robbie,25.0,m,helper,okech,10.0,m,victim,chimpanzee,robbie_okech,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,robbie,25.0,m,helper,okech,10.0,m,victim,chimpanzee,robbie_okech,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,sophie,25.0,f,helper,namukisa,12.0,f,victim,chimpanzee,sophie_namukisa,sanctuary,0,take,1,0.0,0.0,0.0,0.0
liebal2014does,sophie,25.0,f,helper,namukisa,12.0,f,victim,chimpanzee,sophie_namukisa,sanctuary,0,give,1,0.0,0.0,0.0,0.0
liebal2014does,sophie,25.0,f,helper,namukisa,12.0,f,victim,chimpanzee,sophie_namukisa,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,sophie,25.0,f,helper,namukisa,12.0,f,victim,chimpanzee,sophie_namukisa,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,bwambal,12.0,m,helper,nkuumwa,15.0,f,victim,chimpanzee,bwambal_nkuumwa,sanctuary,1,take,1,0.0,0.0,0.0,0.0
liebal2014does,bwambal,12.0,m,helper,nkuumwa,15.0,f,victim,chimpanzee,bwambal_nkuumwa,sanctuary,1,give,1,2.0,1.0,0.0,0.0
liebal2014does,bwambal,12.0,m,helper,nkuumwa,15.0,f,victim,chimpanzee,bwambal_nkuumwa,sanctuary,1,control_1_no_food,0,,,,
liebal2014does,bwambal,12.0,m,helper,nkuumwa,15.0,f,victim,chimpanzee,bwambal_nkuumwa,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,nani,10.0,f,helper,umugenzi,14.0,m,victim,chimpanzee,nani_umugenzi,sanctuary,0,take,1,0.0,0.0,3.0,1.0
liebal2014does,nani,10.0,f,helper,umugenzi,14.0,m,victim,chimpanzee,nani_umugenzi,sanctuary,1,give,1,1.0,0.0,0.0,0.0
liebal2014does,nani,10.0,f,helper,umugenzi,14.0,m,victim,chimpanzee,nani_umugenzi,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,nani,10.0,f,helper,umugenzi,14.0,m,victim,chimpanzee,nani_umugenzi,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,becky,20.0,f,helper,sally,20.0,f,victim,chimpanzee,becky_sally,sanctuary,0,take,1,0.0,0.0,0.0,5.0
liebal2014does,becky,20.0,f,helper,sally,20.0,f,victim,chimpanzee,becky_sally,sanctuary,1,give,1,0.0,1.0,3.0,0.0
liebal2014does,becky,20.0,f,helper,sally,20.0,f,victim,chimpanzee,becky_sally,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,becky,20.0,f,helper,sally,20.0,f,victim,chimpanzee,becky_sally,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,baluku,13.0,m,helper,tumbo,22.0,m,victim,chimpanzee,baluku_tumbo,sanctuary,0,take,1,1.0,1.0,3.0,2.0
liebal2014does,baluku,13.0,m,helper,tumbo,22.0,m,victim,chimpanzee,baluku_tumbo,sanctuary,0,give,1,2.0,0.0,0.0,3.0
liebal2014does,baluku,13.0,m,helper,tumbo,22.0,m,victim,chimpanzee,baluku_tumbo,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,baluku,13.0,m,helper,tumbo,22.0,m,victim,chimpanzee,baluku_tumbo,sanctuary,1,control_2_no_victim,0,,,,
liebal2014does,asega,13.0,m,helper,bili,13.0,f,victim,chimpanzee,asega_bili,sanctuary,0,take,1,0.0,0.0,0.0,0.0
liebal2014does,asega,13.0,m,helper,bili,13.0,f,victim,chimpanzee,asega_bili,sanctuary,0,give,1,1.0,0.0,3.0,2.0
liebal2014does,asega,13.0,m,helper,bili,13.0,f,victim,chimpanzee,asega_bili,sanctuary,0,control_1_no_food,0,,,,
liebal2014does,asega,13.0,m,helper,bili,13.0,f,victim,chimpanzee,asega_bili,sanctuary,0,control_2_no_victim,0,,,,
liebal2014does,limbuko,14.0,m,helper,joey,27.0,m,victim,bonobo,limbuko_joey,zoo,0,take,1,1.0,1.0,0.0,2.0
liebal2014does,limbuko,14.0,m,helper,joey,27.0,m,victim,bonobo,limbuko_joey,zoo,0,give,1,1.0,0.0,0.0,1.0
liebal2014does,limbuko,14.0,m,helper,joey,27.0,m,victim,bonobo,limbuko_joey,zoo,0,control_1_no_food,0,,,,
liebal2014does,limbuko,14.0,m,helper,joey,27.0,m,victim,bonobo,limbuko_joey,zoo,0,control_2_no_victim,0,,,,
liebal2014does,yasa,12.0,f,helper,joey,27.0,m,victim,bonobo,yasa_joey,zoo,0,take,1,0.0,0.0,0.0,4.0
liebal2014does,yasa,12.0,f,helper,joey,27.0,m,victim,bonobo,yasa_joey,zoo,0,give,1,1.0,2.0,0.0,3.0
liebal2014does,yasa,12.0,f,helper,joey,27.0,m,victim,bonobo,yasa_joey,zoo,0,control_1_no_food,0,,,,
liebal2014does,yasa,12.0,f,helper,joey,27.0,m,victim,bonobo,yasa_joey,zoo,0,control_2_no_victim,0,,,,
liebal2014does,kuno,13.0,m,helper,joey,27.0,m,victim,bonobo,kuno_joey,zoo,0,take,1,1.0,2.0,0.0,5.0
liebal2014does,kuno,13.0,m,helper,joey,27.0,m,victim,bonobo,kuno_joey,zoo,0,give,1,1.0,0.0,0.0,0.0
liebal2014does,kuno,13.0,m,helper,joey,27.0,m,victim,bonobo,kuno_joey,zoo,0,control_1_no_food,0,,,,
liebal2014does,kuno,13.0,m,helper,joey,27.0,m,victim,bonobo,kuno_joey,zoo,0,control_2_no_victim,0,,,,
liebal2014does,kuno,13.0,m,helper,limbuko,14.0,m,victim,bonobo,kuno_limbuko,zoo,0,take,1,7.0,0.0,0.0,0.0
liebal2014does,kuno,13.0,m,helper,limbuko,14.0,m,victim,bonobo,kuno_limbuko,zoo,0,give,1,5.0,2.0,0.0,0.0
liebal2014does,kuno,13.0,m,helper,limbuko,14.0,m,victim,bonobo,kuno_limbuko,zoo,0,control_1_no_food,0,,,,
liebal2014does,kuno,13.0,m,helper,limbuko,14.0,m,victim,bonobo,kuno_limbuko,zoo,0,control_2_no_victim,0,,,,
liebal2014does,ulindi,16.0,f,helper,yasa,12.0,f,victim,bonobo,ulindi_yasa,zoo,0,take,1,2.0,2.0,0.0,0.0
liebal2014does,ulindi,16.0,f,helper,yasa,12.0,f,victim,bonobo,ulindi_yasa,zoo,0,give,1,1.0,0.0,0.0,1.0
liebal2014does,ulindi,16.0,f,helper,yasa,12.0,f,victim,bonobo,ulindi_yasa,zoo,0,control_1_no_food,0,,,,
liebal2014does,ulindi,16.0,f,helper,yasa,12.0,f,victim,bonobo,ulindi_yasa,zoo,0,control_2_no_victim,0,,,,
liebal2014does,luiza,4.0,f,helper,yasa,12.0,f,victim,bonobo,luiza_yasa,zoo,0,take,1,1.0,0.0,0.0,1.0
liebal2014does,luiza,4.0,f,helper,yasa,12.0,f,victim,bonobo,luiza_yasa,zoo,0,give,1,0.0,1.0,0.0,0.0
liebal2014does,luiza,4.0,f,helper,yasa,12.0,f,victim,bonobo,luiza_yasa,zoo,0,control_1_no_food,0,,,,
liebal2014does,luiza,4.0,f,helper,yasa,12.0,f,victim,bonobo,luiza_yasa,zoo,0,control_2_no_victim,0,,,,
liebal2014does,kuno,13.0,m,helper,yasa,12.0,f,victim,bonobo,kuno_yasa,zoo,0,take,1,4.0,0.0,0.0,1.0
liebal2014does,kuno,13.0,m,helper,yasa,12.0,f,victim,bonobo,kuno_yasa,zoo,0,give,1,0.0,1.0,0.0,1.0
liebal2014does,kuno,13.0,m,helper,yasa,12.0,f,victim,bonobo,kuno_yasa,zoo,0,control_1_no_food,0,,,,
liebal2014does,kuno,13.0,m,helper,yasa,12.0,f,victim,bonobo,kuno_yasa,zoo,0,control_2_no_victim,0,,,,
liebal2014does,joey,27.0,m,helper,ulindi,16.0,f,victim,bonobo,joey_ulindi,zoo,0,take,1,0.0,2.0,0.0,6.0
liebal2014does,joey,27.0,m,helper,ulindi,16.0,f,victim,bonobo,joey_ulindi,zoo,0,give,1,3.0,0.0,0.0,1.0
liebal2014does,joey,27.0,m,helper,ulindi,16.0,f,victim,bonobo,joey_ulindi,zoo,0,control_1_no_food,0,,,,
liebal2014does,joey,27.0,m,helper,ulindi,16.0,f,victim,bonobo,joey_ulindi,zoo,0,control_2_no_victim,0,,,,
liebal2014does,limbuko,14.0,m,helper,ulindi,16.0,f,victim,bonobo,limbuko_ulindi,zoo,0,take,1,3.0,0.0,0.0,0.0
liebal2014does,limbuko,14.0,m,helper,ulindi,16.0,f,victim,bonobo,limbuko_ulindi,zoo,0,give,1,3.0,0.0,0.0,0.0
liebal2014does,limbuko,14.0,m,helper,ulindi,16.0,f,victim,bonobo,limbuko_ulindi,zoo,0,control_1_no_food,0,,,,
liebal2014does,limbuko,14.0,m,helper,ulindi,16.0,f,victim,bonobo,limbuko_ulindi,zoo,0,control_2_no_victim,0,,,,
liebal2014does,kuno,13.0,m,helper,ulindi,16.0,f,victim,bonobo,kuno_ulindi,zoo,0,take,1,1.0,2.0,0.0,0.0
liebal2014does,kuno,13.0,m,helper,ulindi,16.0,f,victim,bonobo,kuno_ulindi,zoo,0,give,1,0.0,1.0,0.0,6.0
liebal2014does,kuno,13.0,m,helper,ulindi,16.0,f,victim,bonobo,kuno_ulindi,zoo,0,control_1_no_food,0,,,,
liebal2014does,kuno,13.0,m,helper,ulindi,16.0,f,victim,bonobo,kuno_ulindi,zoo,0,control_2_no_victim,0,,,,
liebal2014does,joey,27.0,m,helper,luiza,4.0,f,victim,bonobo,joey_luiza,zoo,0,take,1,4.0,1.0,1.0,0.0
liebal2014does,joey,27.0,m,helper,luiza,4.0,f,victim,bonobo,joey_luiza,zoo,0,give,1,2.0,2.0,0.0,0.0
liebal2014does,joey,27.0,m,helper,luiza,4.0,f,victim,bonobo,joey_luiza,zoo,0,control_1_no_food,0,,,,
liebal2014does,joey,27.0,m,helper,luiza,4.0,f,victim,bonobo,joey_luiza,zoo,0,control_2_no_victim,0,,,,
liebal2014does,ulindi,16.0,f,helper,luiza,4.0,f,victim,bonobo,ulindi_luiza,zoo,1,take,1,2.0,0.0,1.0,0.0
liebal2014does,ulindi,16.0,f,helper,luiza,4.0,f,victim,bonobo,ulindi_luiza,zoo,0,give,1,4.0,1.0,1.0,0.0
liebal2014does,ulindi,16.0,f,helper,luiza,4.0,f,victim,bonobo,ulindi_luiza,zoo,0,control_1_no_food,0,,,,
liebal2014does,ulindi,16.0,f,helper,luiza,4.0,f,victim,bonobo,ulindi_luiza,zoo,0,control_2_no_victim,0,,,,
