study_id,experiment,participant,sex,species,session,trial,condition,side_start,baited_egg,choice,correct
buttelmann2008behavioral,3,jahaga,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,jahaga,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,jahaga,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,jahaga,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,jahaga,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,jahaga,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,jahaga,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,jahaga,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,jahaga,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,jahaga,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,jahaga,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,pia,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,pia,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,pia,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,pia,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,pia,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,pia,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,pia,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,pia,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,pia,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,pia,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,pia,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,pia,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,gertrudia,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,patrick,m,chimpanzee,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,patrick,m,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,patrick,m,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,patrick,m,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,patrick,m,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,patrick,m,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,patrick,m,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,patrick,m,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,patrick,m,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,patrick,m,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,patrick,m,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,patrick,m,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,fifi,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,fifi,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,fifi,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,fifi,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,fifi,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,fifi,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,fifi,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,fifi,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,fifi,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,fifi,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,fifi,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,fifi,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,riet,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,riet,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,riet,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,riet,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,riet,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,riet,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,riet,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,riet,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,riet,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,riet,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,riet,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,riet,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,sandra,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,sandra,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,sandra,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,sandra,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,sandra,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,sandra,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,sandra,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,sandra,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,sandra,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,sandra,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,sandra,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,sandra,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,natascha,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,natascha,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,natascha,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,natascha,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,natascha,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,natascha,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,natascha,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,natascha,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,natascha,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,natascha,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,natascha,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,natascha,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,frodo,m,chimpanzee,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,frodo,m,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,frodo,m,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,frodo,m,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,frodo,m,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,frodo,m,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,frodo,m,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,frodo,m,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,frodo,m,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,frodo,m,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,frodo,m,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,frodo,m,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,brent,m,chimpanzee,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,brent,m,chimpanzee,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,brent,m,chimpanzee,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,brent,m,chimpanzee,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,brent,m,chimpanzee,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,brent,m,chimpanzee,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,brent,m,chimpanzee,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,brent,m,chimpanzee,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,brent,m,chimpanzee,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,brent,m,chimpanzee,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,brent,m,chimpanzee,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,brent,m,chimpanzee,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,ulindi,f,bonobo,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,ulindi,f,bonobo,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,ulindi,f,bonobo,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,ulindi,f,bonobo,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,ulindi,f,bonobo,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,ulindi,f,bonobo,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,ulindi,f,bonobo,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,ulindi,f,bonobo,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,ulindi,f,bonobo,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,ulindi,f,bonobo,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,ulindi,f,bonobo,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,ulindi,f,bonobo,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,joey,m,bonobo,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,joey,m,bonobo,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,joey,m,bonobo,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,joey,m,bonobo,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,joey,m,bonobo,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,joey,m,bonobo,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,joey,m,bonobo,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,joey,m,bonobo,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,joey,m,bonobo,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,joey,m,bonobo,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,joey,m,bonobo,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,joey,m,bonobo,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,limbuko,m,bonobo,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,limbuko,m,bonobo,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,limbuko,m,bonobo,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,limbuko,m,bonobo,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,limbuko,m,bonobo,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,limbuko,m,bonobo,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,limbuko,m,bonobo,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,limbuko,m,bonobo,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,limbuko,m,bonobo,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,limbuko,m,bonobo,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,limbuko,m,bonobo,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,limbuko,m,bonobo,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,kuno,m,bonobo,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,kuno,m,bonobo,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,kuno,m,bonobo,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,kuno,m,bonobo,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,kuno,m,bonobo,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,kuno,m,bonobo,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,kuno,m,bonobo,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,kuno,m,bonobo,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,kuno,m,bonobo,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,kuno,m,bonobo,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,kuno,m,bonobo,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,kuno,m,bonobo,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,n’diki,f,gorilla,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,n’diki,f,gorilla,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,n’diki,f,gorilla,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,n’diki,f,gorilla,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,n’diki,f,gorilla,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,n’diki,f,gorilla,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,n’diki,f,gorilla,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,n’diki,f,gorilla,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,right,right,left,no
buttelmann2008behavioral,3,n’diki,f,gorilla,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,left,left,left,yes
buttelmann2008behavioral,3,n’diki,f,gorilla,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,n’diki,f,gorilla,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,n’diki,f,gorilla,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,bebe,f,gorilla,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,bebe,f,gorilla,1.0,2.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,bebe,f,gorilla,1.0,3.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,bebe,f,gorilla,1.0,4.0,smell_vs_smell_and_bite_empty_eggs,left,right,right,yes
buttelmann2008behavioral,3,bebe,f,gorilla,1.0,5.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,bebe,f,gorilla,1.0,6.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,bebe,f,gorilla,2.0,7.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,bebe,f,gorilla,2.0,8.0,smell_vs_smell_and_bite_empty_eggs,right,right,right,yes
buttelmann2008behavioral,3,bebe,f,gorilla,2.0,9.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
buttelmann2008behavioral,3,bebe,f,gorilla,2.0,10.0,smell_vs_smell_and_bite_empty_eggs,right,left,left,yes
buttelmann2008behavioral,3,bebe,f,gorilla,2.0,11.0,smell_vs_smell_and_bite_empty_eggs,left,right,left,no
buttelmann2008behavioral,3,bebe,f,gorilla,2.0,12.0,smell_vs_smell_and_bite_empty_eggs,right,left,right,no
buttelmann2008behavioral,3,ruby_b'windi,f,gorilla,1.0,1.0,smell_vs_smell_and_bite_empty_eggs,left,left,right,no
