study_id,experiment,participant,sex,species,session,trial,condition,side_start,baited_egg,choice,correct
buttelmann2008behavioral,1,viringika,f,gorilla,1.0,1.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,viringika,f,gorilla,1.0,2.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,viringika,f,gorilla,1.0,3.0,baseline,neither,left,left,yes
buttelmann2008behavioral,1,viringika,f,gorilla,1.0,4.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,viringika,f,gorilla,1.0,5.0,baseline,neither,right,left,no
buttelmann2008behavioral,1,viringika,f,gorilla,1.0,6.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,bimbo,m,orangutan,1.0,1.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,bimbo,m,orangutan,1.0,2.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,bimbo,m,orangutan,1.0,3.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,bimbo,m,orangutan,1.0,4.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,bimbo,m,orangutan,1.0,5.0,baseline,neither,left,left,yes
buttelmann2008behavioral,1,bimbo,m,orangutan,1.0,6.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,walter,m,orangutan,1.0,1.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,walter,m,orangutan,1.0,2.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,walter,m,orangutan,1.0,3.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,walter,m,orangutan,1.0,4.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,walter,m,orangutan,1.0,5.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,walter,m,orangutan,1.0,6.0,baseline,neither,right,left,no
buttelmann2008behavioral,1,dunja,f,orangutan,1.0,1.0,baseline,neither,right,left,no
buttelmann2008behavioral,1,dunja,f,orangutan,1.0,2.0,baseline,neither,right,left,no
buttelmann2008behavioral,1,dunja,f,orangutan,1.0,3.0,baseline,neither,left,left,yes
buttelmann2008behavioral,1,dunja,f,orangutan,1.0,4.0,baseline,neither,left,left,yes
buttelmann2008behavioral,1,dunja,f,orangutan,1.0,5.0,baseline,neither,right,left,no
buttelmann2008behavioral,1,dunja,f,orangutan,1.0,6.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,toba,f,orangutan,1.0,1.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,toba,f,orangutan,1.0,2.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,toba,f,orangutan,1.0,3.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,toba,f,orangutan,1.0,4.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,toba,f,orangutan,1.0,5.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,toba,f,orangutan,1.0,6.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,pini,f,orangutan,1.0,1.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,pini,f,orangutan,1.0,2.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,pini,f,orangutan,1.0,3.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,pini,f,orangutan,1.0,4.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,pini,f,orangutan,1.0,5.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,pini,f,orangutan,1.0,6.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,padana,f,orangutan,1.0,1.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,padana,f,orangutan,1.0,2.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,padana,f,orangutan,1.0,3.0,baseline,neither,right,left,no
buttelmann2008behavioral,1,padana,f,orangutan,1.0,4.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,padana,f,orangutan,1.0,5.0,baseline,neither,left,left,yes
buttelmann2008behavioral,1,padana,f,orangutan,1.0,6.0,baseline,neither,right,left,no
buttelmann2008behavioral,1,dokana,f,orangutan,1.0,1.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,dokana,f,orangutan,1.0,2.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,dokana,f,orangutan,1.0,3.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,dokana,f,orangutan,1.0,4.0,baseline,neither,right,right,yes
buttelmann2008behavioral,1,dokana,f,orangutan,1.0,5.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,dokana,f,orangutan,1.0,6.0,baseline,neither,left,right,no
buttelmann2008behavioral,1,robert,m,chimpanzee,1.0,1.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,robert,m,chimpanzee,1.0,2.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,robert,m,chimpanzee,1.0,3.0,smell_vs_smell_and_bite,right,right,left,no
buttelmann2008behavioral,1,robert,m,chimpanzee,1.0,4.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,robert,m,chimpanzee,1.0,5.0,smell_vs_smell_and_bite,left,right,left,no
buttelmann2008behavioral,1,robert,m,chimpanzee,1.0,6.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,robert,m,chimpanzee,2.0,7.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,robert,m,chimpanzee,2.0,8.0,smell_vs_smell_and_bite,right,right,left,no
buttelmann2008behavioral,1,robert,m,chimpanzee,2.0,9.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,robert,m,chimpanzee,2.0,10.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,robert,m,chimpanzee,2.0,11.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,robert,m,chimpanzee,2.0,12.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,fraukje,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,fraukje,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,fraukje,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,fraukje,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,fraukje,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,fraukje,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,fraukje,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,fraukje,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,fraukje,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,fraukje,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,fraukje,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite,left,right,left,no
buttelmann2008behavioral,1,fraukje,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,jahaga,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,jahaga,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,jahaga,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,jahaga,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,jahaga,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,jahaga,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,jahaga,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,jahaga,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,jahaga,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,jahaga,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,jahaga,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,jahaga,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite,left,right,left,no
buttelmann2008behavioral,1,pia,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite,left,right,left,no
buttelmann2008behavioral,1,pia,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite,right,right,left,no
buttelmann2008behavioral,1,pia,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,pia,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,pia,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,pia,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,pia,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,pia,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,pia,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,pia,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,pia,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,pia,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite,left,right,left,no
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite,left,right,left,no
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite,left,right,left,no
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,gertrudia,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,patrick,m,chimpanzee,1.0,1.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,patrick,m,chimpanzee,1.0,2.0,smell_vs_smell_and_bite,left,right,left,no
buttelmann2008behavioral,1,patrick,m,chimpanzee,1.0,3.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,patrick,m,chimpanzee,1.0,4.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,patrick,m,chimpanzee,1.0,5.0,smell_vs_smell_and_bite,right,right,left,no
buttelmann2008behavioral,1,patrick,m,chimpanzee,1.0,6.0,smell_vs_smell_and_bite,right,right,left,no
buttelmann2008behavioral,1,patrick,m,chimpanzee,2.0,7.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,patrick,m,chimpanzee,2.0,8.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,patrick,m,chimpanzee,2.0,9.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,patrick,m,chimpanzee,2.0,10.0,smell_vs_smell_and_bite,right,right,left,no
buttelmann2008behavioral,1,patrick,m,chimpanzee,2.0,11.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,patrick,m,chimpanzee,2.0,12.0,smell_vs_smell_and_bite,right,right,left,no
buttelmann2008behavioral,1,fifi,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,fifi,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,fifi,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,fifi,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,fifi,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,fifi,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,fifi,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite,left,left,left,yes
buttelmann2008behavioral,1,fifi,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,fifi,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,fifi,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,fifi,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,fifi,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,riet,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,riet,f,chimpanzee,1.0,2.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,riet,f,chimpanzee,1.0,3.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,riet,f,chimpanzee,1.0,4.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,riet,f,chimpanzee,1.0,5.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,riet,f,chimpanzee,1.0,6.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,riet,f,chimpanzee,2.0,7.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,riet,f,chimpanzee,2.0,8.0,smell_vs_smell_and_bite,right,right,right,yes
buttelmann2008behavioral,1,riet,f,chimpanzee,2.0,9.0,smell_vs_smell_and_bite,left,left,right,no
buttelmann2008behavioral,1,riet,f,chimpanzee,2.0,10.0,smell_vs_smell_and_bite,right,left,right,no
buttelmann2008behavioral,1,riet,f,chimpanzee,2.0,11.0,smell_vs_smell_and_bite,left,right,right,yes
buttelmann2008behavioral,1,riet,f,chimpanzee,2.0,12.0,smell_vs_smell_and_bite,right,left,left,yes
buttelmann2008behavioral,1,sandra,f,chimpanzee,1.0,1.0,smell_vs_smell_and_bite,left,right,left,no
