study_id,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,partner_position,session,trial,condition,position_larger_food,choice_made,largerchoice_yes1_no0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,9,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,10,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,11,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,12,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,1,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,2,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,3,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,4,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,5,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,6,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,7,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,8,control_condition,left,right,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,9,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,10,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,11,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,12,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,1,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,2,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,3,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,4,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,5,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,6,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,7,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,8,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,9,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,10,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,11,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,12,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,1,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,2,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,3,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,4,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,5,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,6,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,7,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,8,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,9,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,10,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,11,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,5,12,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,1,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,2,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,3,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,4,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,5,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,6,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,7,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,8,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,9,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,10,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,11,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,padana,16.0,f,partner,orangutan,dokana_padana,right,6,12,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,1,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,2,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,3,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,4,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,5,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,6,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,7,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,8,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,9,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,10,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,11,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,9,dokana,24,f,focal_participant,pini,25.0,f,partner,orangutan,dokana_pini,right,6,12,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,1,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,2,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,3,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,4,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,5,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,6,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,7,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,8,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,9,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,10,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,11,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,12,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,1,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,2,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,3,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,4,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,5,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,6,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,7,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,8,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,9,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,10,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,11,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,28,dokana,24,f,focal_participant,bimbo,33.0,m,partner,orangutan,dokana_bimbo,right,1,12,experimental_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,1,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,2,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,3,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,4,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,5,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,6,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,7,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,8,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,9,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,10,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,11,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,12,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,1,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,2,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,3,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,4,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,5,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,6,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,7,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,8,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,9,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,10,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,11,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,3,fimi,5,f,focal_participant,luiza,8.0,f,partner,bonobo,fimi_luiza,right,5,12,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,1,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,2,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,3,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,4,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,5,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,6,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,7,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,8,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,9,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,10,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,11,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,12,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,1,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,2,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,3,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,4,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,5,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,6,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,7,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,8,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,9,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,10,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,11,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,7,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,3,12,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,1,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,2,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,3,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,4,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,5,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,6,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,7,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,8,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,9,control_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,10,control_condition,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,11,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,12,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,1,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,2,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,3,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,4,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,5,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,6,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,7,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,8,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,9,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,10,experimental_condition,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,11,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,17,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,5,12,experimental_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,20,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,1,1,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,20,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,1,2,control_condition,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,20,fimi,5,f,focal_participant,kuno,17.0,m,partner,bonobo,fimi_kuno,right,1,3,control_condition,right,right,1
