study_id,experiment,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,dyad,species,session,trial,condition,prosocial_option,focal_participant_choice,prosocial_choice
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,2,21,ra,b,b,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,2,22,ra,c,b,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,2,23,ra,b,b,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,2,24,ra,c,c,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,25,na ,c,b,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,26,na ,c,c,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,27,na ,b,b,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,28,na ,c,c,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,29,na ,b,b,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,30,na ,b,c,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,31,na ,c,b,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,32,na ,b,b,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,33,na ,c,c,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,34,na ,b,b,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,35,na ,b,c,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,3,36,na ,c,b,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,37,na ,b,c,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,38,na ,b,c,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,39,na ,c,b,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,40,na ,b,b,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,41,na ,c,b,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,42,na ,c,c,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,43,na ,b,b,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,44,na ,c,b,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,45,na ,b,b,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,46,na ,c,c,1
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,47,na ,c,b,0
schmelz2017chimpanzees,1,sandra,21,f,focal_participant,tai,12,f,partner,sandra_tai,chimpanzee,4,48,na ,b,c,0
