study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,species_subgroup,phase,session,trial,condition,pull_left,pull_right,success_left,success_right,efficiency_score,number_grapes_left,number_grapes_right,latency_pull_left,latency_pull_right,min_latency,coordination
sanchez2019chimpanzees,2016,11,5,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,8,6,bot,yes,no,no,yes,2,0,2,1.04,15.0,1.04,no
sanchez2019chimpanzees,2016,11,5,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,8,7,bot,yes,no,no,yes,2,0,2,2.88,15.0,2.88,no
sanchez2019chimpanzees,2016,11,5,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,8,8,bot,yes,no,no,yes,2,0,2,1.96,15.0,1.96,no
sanchez2019chimpanzees,2016,11,6,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,7,1,top,yes,yes,yes,no,2,2,0,0.36,1.04,0.36,no
sanchez2019chimpanzees,2016,11,6,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,7,2,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,6,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,7,3,top,yes,yes,yes,yes,2,1,1,0.0,0.32,0,yes
sanchez2019chimpanzees,2016,11,6,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,7,4,top,yes,yes,yes,yes,1,0,1,1.04,0.0,0,no
sanchez2019chimpanzees,2016,11,6,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,7,5,top,yes,yes,no,yes,2,1,1,0.92,1.12,0.92,yes
sanchez2019chimpanzees,2016,11,6,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,7,6,top,yes,yes,no,yes,2,0,2,1.36,0.0,0,no
sanchez2019chimpanzees,2016,11,6,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,7,7,top,yes,yes,yes,yes,1,0,1,0.68,0.04,0.04,no
sanchez2019chimpanzees,2016,11,6,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,7,8,top,yes,yes,yes,yes,2,1,1,0.64,0.56,0.56,yes
sanchez2019chimpanzees,2016,11,6,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,8,1,top,yes,no,yes,no,2,2,0,0.08,15.0,0.08,no
sanchez2019chimpanzees,2016,11,6,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,8,2,top,yes,no,yes,no,2,2,0,0.76,15.0,0.76,no
sanchez2019chimpanzees,2016,11,6,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,8,3,top,yes,no,yes,no,2,2,0,0.32,15.0,0.32,no
sanchez2019chimpanzees,2016,11,6,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,8,4,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,6,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,8,5,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,6,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,8,6,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,6,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,8,7,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,6,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,8,8,top,yes,no,yes,no,2,2,0,0.32,15.0,0.32,no
sanchez2019chimpanzees,2016,11,9,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,8,1,top,yes,yes,yes,yes,2,1,1,0.56,0.24,0.24,yes
sanchez2019chimpanzees,2016,11,9,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,8,2,top,yes,yes,yes,yes,2,1,1,0.4,0.04,0.04,yes
sanchez2019chimpanzees,2016,11,9,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,8,3,top,yes,no,yes,no,2,2,0,0.04,15.0,0.04,no
sanchez2019chimpanzees,2016,11,9,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,8,4,top,yes,yes,yes,yes,2,1,1,0.0,0.0,0,yes
sanchez2019chimpanzees,2016,11,9,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,8,5,top,yes,yes,yes,yes,2,1,1,0.0,0.28,0,yes
sanchez2019chimpanzees,2016,11,9,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,8,6,top,yes,yes,yes,yes,2,1,1,0.04,0.72,0.04,yes
sanchez2019chimpanzees,2016,11,9,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,8,7,top,yes,yes,yes,yes,2,1,1,0.04,0.12,0.04,yes
sanchez2019chimpanzees,2016,11,9,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,8,8,top,yes,yes,no,yes,2,0,2,0.4,0.0,0,no
sanchez2019chimpanzees,2016,11,13,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,5,1,bot,yes,no,no,yes,2,0,2,0.6,15.0,0.6,no
sanchez2019chimpanzees,2016,11,13,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,5,2,bot,yes,yes,no,yes,2,0,2,1.8,2.24,1.8,no
sanchez2019chimpanzees,2016,11,13,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,5,3,bot,yes,yes,yes,yes,2,2,0,2.8,4.36,2.8,no
sanchez2019chimpanzees,2016,11,13,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,5,4,bot,yes,no,no,yes,2,0,2,2.52,15.0,2.52,no
sanchez2019chimpanzees,2016,11,13,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,5,5,bot,yes,no,no,yes,2,0,2,1.36,15.0,1.36,no
sanchez2019chimpanzees,2016,11,13,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,5,6,bot,yes,no,no,yes,2,0,2,2.24,15.0,2.24,no
sanchez2019chimpanzees,2016,11,13,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,5,7,bot,yes,no,no,yes,2,0,2,1.44,15.0,1.44,no
sanchez2019chimpanzees,2016,11,13,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,5,8,bot,yes,yes,yes,no,2,2,0,1.72,7.92,1.72,no
sanchez2019chimpanzees,2016,11,13,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,1,1,bot,no,yes,yes,no,2,2,0,15.0,2.88,2.88,no
sanchez2019chimpanzees,2016,11,13,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,1,2,bot,no,yes,yes,no,2,2,0,15.0,1.76,1.76,no
sanchez2019chimpanzees,2016,11,13,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,1,3,bot,no,yes,yes,no,2,2,0,15.0,3.68,3.68,no
sanchez2019chimpanzees,2016,11,13,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,1,4,bot,no,yes,yes,no,2,2,0,15.0,1.96,1.96,no
sanchez2019chimpanzees,2016,11,13,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,1,5,bot,no,yes,yes,no,2,2,0,15.0,11.68,11.68,no
sanchez2019chimpanzees,2016,11,13,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,1,6,bot,no,yes,yes,no,2,2,0,15.0,7.72,7.72,no
sanchez2019chimpanzees,2016,11,13,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,1,7,bot,no,yes,yes,no,2,2,0,15.0,4.28,4.28,no
sanchez2019chimpanzees,2016,11,13,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,1,8,bot,no,yes,yes,no,2,2,0,15.0,3.32,3.32,no
sanchez2019chimpanzees,2016,11,14,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,2,1,bot,yes,no,no,yes,2,0,2,0.88,15.0,0.88,no
sanchez2019chimpanzees,2016,11,14,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,2,2,bot,yes,no,no,yes,2,0,2,0.52,15.0,0.52,no
sanchez2019chimpanzees,2016,11,14,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,2,3,bot,yes,no,no,yes,2,0,2,0.84,15.0,0.84,no
sanchez2019chimpanzees,2016,11,14,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,2,4,bot,yes,no,no,yes,2,0,2,10.16,15.0,10.16,no
sanchez2019chimpanzees,2016,11,14,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,2,5,bot,yes,no,no,yes,2,0,2,3.16,15.0,3.16,no
sanchez2019chimpanzees,2016,11,14,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,2,6,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,14,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,2,7,bot,yes,no,no,yes,2,0,2,3.64,15.0,3.64,no
sanchez2019chimpanzees,2016,11,14,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,2,8,bot,yes,no,no,yes,2,0,2,4.36,15.0,4.36,no
sanchez2019chimpanzees,2016,11,14,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,6,1,bot,no,yes,yes,no,2,2,0,15.0,1.48,1.48,no
sanchez2019chimpanzees,2016,11,14,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,6,2,bot,yes,yes,no,yes,2,0,2,3.84,5.28,3.84,no
sanchez2019chimpanzees,2016,11,14,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,6,3,bot,no,yes,yes,no,2,2,0,15.0,1.4,1.4,no
sanchez2019chimpanzees,2016,11,14,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,6,4,bot,no,yes,yes,yes,2,1,1,15.0,1.76,1.76,no
sanchez2019chimpanzees,2016,11,14,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,6,5,bot,yes,yes,no,no,0,0,0,4.8,1.8,1.8,no
sanchez2019chimpanzees,2016,11,14,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,6,6,bot,no,yes,yes,no,2,2,0,15.0,0.92,0.92,no
sanchez2019chimpanzees,2016,11,14,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,6,7,bot,no,yes,yes,no,2,2,0,15.0,4.84,4.84,no
sanchez2019chimpanzees,2016,11,14,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,6,8,bot,yes,yes,yes,no,2,2,0,2.24,8.88,2.24,no
sanchez2019chimpanzees,2016,11,15,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,7,1,bot,yes,no,no,yes,2,0,2,1.28,15.0,1.28,no
sanchez2019chimpanzees,2016,11,15,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,7,2,bot,yes,no,no,yes,2,0,2,1.0,15.0,1,no
sanchez2019chimpanzees,2016,11,15,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,7,3,bot,yes,no,no,yes,2,0,2,2.92,15.0,2.92,no
sanchez2019chimpanzees,2016,11,15,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,7,4,bot,yes,no,no,yes,2,0,2,1.52,15.0,1.52,no
sanchez2019chimpanzees,2016,11,15,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,7,5,bot,yes,no,no,yes,2,0,2,2.32,15.0,2.32,no
sanchez2019chimpanzees,2016,11,15,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,7,6,bot,yes,yes,no,yes,2,0,2,10.68,7.64,7.64,no
sanchez2019chimpanzees,2016,11,15,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,7,7,bot,yes,no,no,yes,2,0,2,0.84,15.0,0.84,no
sanchez2019chimpanzees,2016,11,15,frodo,22,m,focal_participant_right,corry,39,f,focal_participant_left,chimpanzee,frodo_corrie,mix,a,1,7,8,bot,yes,no,no,no,0,0,0,1.72,15.0,1.72,no
sanchez2019chimpanzees,2016,11,15,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,3,1,bot,no,yes,yes,no,1,1,0,15.0,1.0,1,no
sanchez2019chimpanzees,2016,11,15,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,3,2,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,15,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,3,3,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,15,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,3,4,bot,no,yes,yes,no,2,2,0,15.0,6.52,6.52,no
sanchez2019chimpanzees,2016,11,15,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,3,5,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,15,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,3,6,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,15,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,3,7,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,15,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,2,3,8,bot,no,yes,yes,no,2,2,0,15.0,6.56,6.56,no
sanchez2019chimpanzees,2016,11,15,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,2,1,1,top,yes,yes,yes,no,1,1,0,1.2,0.44,0.44,no
sanchez2019chimpanzees,2016,11,15,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,2,1,2,top,yes,yes,yes,yes,2,1,1,0.44,0.4,0.4,yes
sanchez2019chimpanzees,2016,11,15,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,2,1,3,top,yes,yes,yes,yes,2,1,1,0.68,0.48,0.48,yes
sanchez2019chimpanzees,2016,11,15,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,2,1,4,top,yes,yes,yes,yes,2,1,1,0.0,0.08,0,yes
sanchez2019chimpanzees,2016,11,15,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,2,1,5,top,yes,yes,yes,no,2,2,0,1.0,0.88,0.88,no
sanchez2019chimpanzees,2016,11,15,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,2,1,6,top,yes,yes,yes,yes,2,1,1,0.0,0.12,0,yes
sanchez2019chimpanzees,2016,11,15,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,2,1,7,top,yes,yes,yes,yes,2,1,1,2.32,0.24,0.24,yes
sanchez2019chimpanzees,2016,11,15,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,2,1,8,top,yes,yes,yes,yes,2,1,1,0.76,0.56,0.56,yes
sanchez2019chimpanzees,2016,11,15,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,2,1,1,top,yes,yes,no,yes,2,0,2,1.64,0.36,0.36,no
sanchez2019chimpanzees,2016,11,15,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,2,1,2,top,no,yes,no,yes,2,0,2,15.0,0.28,0.28,no
sanchez2019chimpanzees,2016,11,15,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,2,1,3,top,no,yes,no,yes,2,0,2,15.0,0.4,0.4,no
sanchez2019chimpanzees,2016,11,15,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,2,1,4,top,yes,yes,yes,yes,2,1,1,1.6,1.0,1,yes
sanchez2019chimpanzees,2016,11,15,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,2,1,5,top,yes,yes,no,yes,2,0,2,1.8,0.32,0.32,no
sanchez2019chimpanzees,2016,11,15,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,2,1,6,top,yes,yes,yes,yes,2,1,1,1.6,0.72,0.72,yes
sanchez2019chimpanzees,2016,11,15,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,2,1,7,top,no,yes,no,yes,2,0,2,15.0,0.04,0.04,no
sanchez2019chimpanzees,2016,11,15,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,2,1,8,top,yes,yes,no,yes,2,0,2,1.28,0.0,0,no
sanchez2019chimpanzees,2016,11,15,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,2,1,1,bot,yes,yes,no,yes,2,0,2,1.08,1.08,1.08,no
sanchez2019chimpanzees,2016,11,15,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,2,1,2,bot,yes,no,no,yes,2,0,2,0.12,15.0,0.12,no
sanchez2019chimpanzees,2016,11,15,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,2,1,3,bot,yes,yes,no,yes,2,0,2,2.36,1.36,1.36,no
sanchez2019chimpanzees,2016,11,15,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,2,1,4,bot,yes,yes,yes,yes,2,1,1,0.88,0.88,0.88,yes
sanchez2019chimpanzees,2016,11,15,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,2,1,5,bot,yes,no,no,yes,2,0,2,0.76,15.0,0.76,no
sanchez2019chimpanzees,2016,11,15,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,2,1,6,bot,yes,no,yes,yes,2,1,1,0.68,15.0,0.68,no
sanchez2019chimpanzees,2016,11,15,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,2,1,7,bot,yes,no,no,yes,2,0,2,1.36,15.0,1.36,no
sanchez2019chimpanzees,2016,11,15,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,2,1,8,bot,yes,yes,no,yes,2,0,2,2.16,1.2,1.2,no
sanchez2019chimpanzees,2016,11,16,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,8,1,bot,no,yes,yes,no,2,2,0,15.0,1.24,1.24,no
sanchez2019chimpanzees,2016,11,16,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,8,2,bot,no,yes,yes,no,2,2,0,15.0,7.8,7.8,no
sanchez2019chimpanzees,2016,11,16,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,8,3,bot,no,yes,no,no,0,0,0,15.0,10.04,10.04,no
sanchez2019chimpanzees,2016,11,16,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,8,4,bot,no,yes,no,no,0,0,0,15.0,4.32,4.32,no
sanchez2019chimpanzees,2016,11,16,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,8,5,bot,yes,no,no,no,0,0,0,6.52,15.0,6.52,no
sanchez2019chimpanzees,2016,11,16,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,8,6,bot,yes,no,no,no,0,0,0,8.72,15.0,8.72,no
sanchez2019chimpanzees,2016,11,16,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,8,7,bot,yes,no,no,yes,2,0,2,7.32,15.0,7.32,no
sanchez2019chimpanzees,2016,11,16,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,8,8,bot,yes,no,no,yes,2,0,2,6.44,15.0,6.44,no
sanchez2019chimpanzees,2016,11,16,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,4,1,bot,yes,no,no,yes,2,0,2,3.76,15.0,3.76,no
sanchez2019chimpanzees,2016,11,16,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,4,2,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,16,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,4,3,bot,yes,no,no,yes,2,0,2,3.72,15.0,3.72,no
sanchez2019chimpanzees,2016,11,16,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,4,4,bot,yes,no,no,no,0,0,0,15.08,15.0,15.08,no
sanchez2019chimpanzees,2016,11,16,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,4,5,bot,yes,no,no,yes,2,0,2,6.96,15.0,6.96,no
sanchez2019chimpanzees,2016,11,16,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,4,6,bot,yes,no,no,yes,2,0,2,12.76,15.0,12.76,no
sanchez2019chimpanzees,2016,11,16,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,4,7,bot,yes,no,no,yes,2,0,2,2.6,15.0,2.6,no
sanchez2019chimpanzees,2016,11,16,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,2,4,8,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,16,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,2,2,1,top,yes,yes,yes,yes,2,1,1,0.48,0.96,0.48,yes
sanchez2019chimpanzees,2016,11,16,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,2,2,2,top,yes,yes,yes,yes,2,1,1,0.0,0.52,0,yes
sanchez2019chimpanzees,2016,11,16,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,2,2,3,top,yes,yes,no,yes,2,0,2,0.56,0.0,0,no
sanchez2019chimpanzees,2016,11,16,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,2,2,4,top,yes,yes,yes,yes,2,1,1,0.0,0.0,0,yes
sanchez2019chimpanzees,2016,11,16,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,2,2,5,top,yes,yes,no,yes,2,0,2,0.28,0.0,0,no
sanchez2019chimpanzees,2016,11,16,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,2,2,6,top,yes,yes,yes,yes,2,1,1,0.0,0.0,0,yes
sanchez2019chimpanzees,2016,11,16,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,2,2,7,top,yes,yes,yes,yes,2,1,1,0.0,0.2,0,yes
sanchez2019chimpanzees,2016,11,16,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,2,2,8,top,yes,yes,yes,yes,2,1,1,0.0,0.0,0,yes
sanchez2019chimpanzees,2016,11,16,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,2,2,1,top,yes,no,yes,no,2,2,0,0.2,15.0,0.2,no
sanchez2019chimpanzees,2016,11,16,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,2,2,2,top,yes,yes,yes,no,2,2,0,0.64,1.68,0.64,no
sanchez2019chimpanzees,2016,11,16,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,2,2,3,top,yes,no,yes,no,2,2,0,0.04,15.0,0.04,no
