study_id,year,month,day,participant,age_in_years,sex,species,session,trial,condition,order,trained_token,stooge_token,demonstrations_observed,green_choice,blue_choice,grey_choice,trained,observed,random,choice
leeuwen2017conservatism,2015,11,5,lome,14,m,chimpanzee,1,3,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,5,lome,14,m,chimpanzee,1,4,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,5,lome,14,m,chimpanzee,1,5,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,5,lome,14,m,chimpanzee,1,6,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,5,lome,14,m,chimpanzee,1,7,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,5,lome,14,m,chimpanzee,1,8,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,5,lome,14,m,chimpanzee,1,9,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,5,lome,14,m,chimpanzee,1,10,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,11,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,12,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,13,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,14,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,15,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,16,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,17,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,18,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,19,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,lome,14,m,chimpanzee,2,20,test,1,grey,green,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,robert,39,m,chimpanzee,1,1,test,2,green,blue,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,11,1,robert,39,m,chimpanzee,1,9,test,2,green,blue,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,11,1,robert,39,m,chimpanzee,1,10,test,2,green,blue,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,11,2,robert,39,m,chimpanzee,2,11,test,2,green,blue,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,11,2,robert,39,m,chimpanzee,2,12,test,2,green,blue,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,11,2,robert,39,m,chimpanzee,2,13,test,2,green,blue,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,11,2,robert,39,m,chimpanzee,2,18,test,2,green,blue,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,11,2,robert,39,m,chimpanzee,2,19,test,2,green,blue,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,11,7,robert,39,m,chimpanzee,2,19,control,2,green,grey,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,11,7,robert,39,m,chimpanzee,2,20,control,2,green,grey,10,1,0,0,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,1,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,2,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,3,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,4,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,5,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,6,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,7,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,8,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,9,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,10,31,swela,20,f,chimpanzee,1,10,test,2,grey,green,6,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,11,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,12,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,13,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,14,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,15,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,16,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,17,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,18,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,19,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,1,swela,20,f,chimpanzee,2,20,test,2,grey,green,8,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,1,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,2,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,3,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,4,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,5,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,6,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,7,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,8,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,9,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,6,swela,20,f,chimpanzee,1,10,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,swela,20,f,chimpanzee,2,12,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,swela,20,f,chimpanzee,2,13,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,swela,20,f,chimpanzee,2,14,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,swela,20,f,chimpanzee,2,15,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,swela,20,f,chimpanzee,2,16,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,swela,20,f,chimpanzee,2,17,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,swela,20,f,chimpanzee,2,18,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,swela,20,f,chimpanzee,2,19,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,7,swela,20,f,chimpanzee,2,20,control,2,grey,blue,10,0,0,1,1,0,0,trained
leeuwen2017conservatism,2015,11,3,tai,13,f,chimpanzee,1,3,control,1,blue,grey,10,0,1,0,1,0,0,trained
leeuwen2017conservatism,2015,11,3,tai,13,f,chimpanzee,1,4,control,1,blue,grey,10,0,1,0,1,0,0,trained
leeuwen2017conservatism,2015,11,3,tai,13,f,chimpanzee,1,5,control,1,blue,grey,10,0,1,0,1,0,0,trained
leeuwen2017conservatism,2015,11,3,tai,13,f,chimpanzee,1,7,control,1,blue,grey,10,0,1,0,1,0,0,trained
leeuwen2017conservatism,2015,11,3,tai,13,f,chimpanzee,1,8,control,1,blue,grey,10,0,1,0,1,0,0,trained
leeuwen2017conservatism,2015,11,4,tai,13,f,chimpanzee,2,12,control,1,blue,grey,10,0,1,0,1,0,0,trained
leeuwen2017conservatism,2015,11,8,tai,13,f,chimpanzee,1,10,test,1,blue,green,10,0,1,0,1,0,0,trained
leeuwen2017conservatism,2015,11,9,tai,13,f,chimpanzee,2,17,test,1,blue,green,10,0,1,0,1,0,0,trained
leeuwen2017conservatism,2015,11,9,tai,13,f,chimpanzee,2,20,test,1,blue,green,10,0,1,0,1,0,0,trained
