study_id,experiment,experiment_name,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,condition,condition_group,order,choice,sum_correct,exp_order,feature,place,comments
kanngiesser2010bonobos,2,table_data,2007,6,21,yasa,9,9,f,bonobo,2,10,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,21,yasa,9,9,f,bonobo,2,11,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,21,yasa,9,9,f,bonobo,2,12,training,exp,e2_e1,incorrect_nonbaited_location,3.0,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,1,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,2,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,3,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,4,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,5,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,6,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,7,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,8,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,9,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,10,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,11,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,22,yasa,9,9,f,bonobo,3,12,training,exp,e2_e1,correct_baited_location,8.0,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,1,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,2,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,3,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,4,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,5,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,6,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,7,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,8,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,9,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,10,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,11,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,26,yasa,9,9,f,bonobo,4,12,training,exp,e2_e1,correct_baited_location,10.0,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,1,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,2,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,3,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,4,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,5,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,6,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,7,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,8,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,9,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,10,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,11,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,28,yasa,9,9,f,bonobo,5,12,training,exp,e2_e1,incorrect_nonbaited_location,7.0,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,1,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,2,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,3,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,4,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,5,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,6,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,7,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,8,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,9,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,10,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,11,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,3,yasa,9,9,f,bonobo,6,12,training,exp,e2_e1,correct_baited_location,11.0,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,1,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,2,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,3,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,4,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,5,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,6,training,exp,e2_e1,correct_baited_location,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,1,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,2,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,3,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,4,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,5,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,6,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,7,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,8,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,9,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,10,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,11,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,7,5,yasa,9,9,f,bonobo,7,12,test,exp,e2_e1,feature,,table_floor,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,1,training,ctrl,e2,incorrect_nonbaited_location,0.0,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,2,training,ctrl,e2,incorrect_nonbaited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,3,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,4,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,5,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,6,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,7,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,8,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,9,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,10,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,11,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,corry,30,30,f,chimpanzee,1,12,training,ctrl,e2,correct_baited_location,10.0,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,1,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,2,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,3,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,4,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,5,training,ctrl,e2,correct_baited_location,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,6,training,ctrl,e2,correct_baited_location,6.0,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,1,test,ctrl,e2,place,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,2,test,ctrl,e2,place,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,3,test,ctrl,e2,place,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,4,test,ctrl,e2,feature,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,5,test,ctrl,e2,place,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,6,test,ctrl,e2,place,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,7,test,ctrl,e2,place,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,8,test,ctrl,e2,place,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,9,test,ctrl,e2,feature,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,10,test,ctrl,e2,feature,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,11,test,ctrl,e2,feature,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,corry,30,30,f,chimpanzee,2,12,test,ctrl,e2,place,,table_only,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,1,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,2,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,3,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,4,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,5,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,6,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,7,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,8,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,9,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,10,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,11,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,20,dorien,26,26,f,chimpanzee,1,12,training,exp,e2,correct_baited_location,5.0,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,1,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,2,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,3,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,4,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,5,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,6,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,7,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,8,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,9,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,10,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,11,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,21,dorien,26,26,f,chimpanzee,2,12,training,exp,e2,incorrect_nonbaited_location,6.0,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,1,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,2,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,3,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,4,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,5,training,exp,e2,incorrect_nonbaited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,6,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,7,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,8,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,9,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,10,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,11,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,dorien,26,26,f,chimpanzee,3,12,training,exp,e2,correct_baited_location,11.0,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,1,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,2,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,3,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,4,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,5,training,exp,e2,correct_baited_location,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,6,training,exp,e2,correct_baited_location,12.0,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,1,test,exp,e2,place,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,2,test,exp,e2,feature,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,3,test,exp,e2,place,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,4,test,exp,e2,place,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,5,test,exp,e2,feature,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,6,test,exp,e2,place,0.0,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,7,test,exp,e2,feature,,table_floor,33,67*,finger_sometimes_in_place_hole_while_occluded_and_then_switches_to_feature_
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,8,test,exp,e2,feature,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,9,test,exp,e2,place,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,10,test,exp,e2,place,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,11,test,exp,e2,place,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,27,dorien,26,26,f,chimpanzee,4,12,test,exp,e2,place,,table_floor,33,67*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,1,training,ctrl,e2,no_choice,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,2,training,ctrl,e2,incorrect_nonbaited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,3,training,ctrl,e2,incorrect_nonbaited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,4,training,ctrl,e2,incorrect_nonbaited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,5,training,ctrl,e2,incorrect_nonbaited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,6,training,ctrl,e2,incorrect_nonbaited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,7,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,8,training,ctrl,e2,incorrect_nonbaited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,9,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,10,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,11,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,fraukje,31,31,f,chimpanzee,1,12,training,ctrl,e2,correct_baited_location,5.0,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,1,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,2,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,3,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,4,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,5,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,6,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,7,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,8,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,9,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,10,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,11,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,27,fraukje,31,31,f,chimpanzee,2,12,training,ctrl,e2,correct_baited_location,12.0,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,28,fraukje,31,31,f,chimpanzee,3,1,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,28,fraukje,31,31,f,chimpanzee,3,2,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,28,fraukje,31,31,f,chimpanzee,3,3,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,28,fraukje,31,31,f,chimpanzee,3,4,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
