study_id,experiment,experiment_name,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,condition,exp_group,order,choice,sum_correct,feature,place
kanngiesser2010bonobos,3,table_follow_up,2008,5,31,ulindi,13,14,f,bonobo,4,7,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,5,31,ulindi,13,14,f,bonobo,4,8,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,5,31,ulindi,13,14,f,bonobo,4,9,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,5,31,ulindi,13,14,f,bonobo,4,10,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,5,31,ulindi,13,14,f,bonobo,4,11,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,5,31,ulindi,13,14,f,bonobo,4,12,training,learn,e2,search_baited_location,11.0,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,1,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,2,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,3,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,4,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,5,training,learn,e2,search_baited_location,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,6,training,learn,e2,search_baited_location,6.0,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,1,test,learn,e2,feature,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,2,test,learn,e2,feature,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,3,test,learn,e2,place,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,4,test,learn,e2,feature,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,5,test,learn,e2,feature,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,6,test,learn,e2,place,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,7,test,learn,e2,feature,,58*,42*
kanngiesser2010bonobos,3,table_follow_up,2008,6,2,ulindi,13,14,f,bonobo,5,8,test,learn,e2,feature,,58*,42*
