study_id,experiment,experiment_name,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,condition,order,food,choices,search,sum_correct,feature,place,comments
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,1.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,2.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,3.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,4.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,5.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,6.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,7.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,8.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,9.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,10.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,11.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,12.0,6.0,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,13.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,14.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,15.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,16.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,17.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,18.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,19.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,20.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,21.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,22.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,23.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,24.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,25.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,26.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,27.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,28.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,29.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,30.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,baited_container,31.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,32.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,33.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,1,training,e1_e2,banana,nonbaited_container,34.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,1.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,2.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,3.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,4.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,5.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,6.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,7.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,8.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,9.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,10.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,11.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,12.0,5.0,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,13.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,14.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,15.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,16.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,17.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,18.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,19.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,20.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,21.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,22.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,23.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,24.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,25.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,26.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,27.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,28.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,29.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,30.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,31.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,nonbaited_container,32.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,2,training,e1_e2,banana,baited_container,33.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,1.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,2.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,3.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,4.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,5.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,6.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,7.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,8.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,9.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,10.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,11.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,12.0,5.0,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,13.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,14.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,15.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,16.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,17.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,18.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,19.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,20.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,na,21.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,22.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,23.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,24.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,25.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,26.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,27.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,28.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,29.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,30.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,31.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,32.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,baited_container,33.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,34.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,5,29,joey,24,24,m,bonobo,1,3,training,e1_e2,banana,nonbaited_container,35.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,1.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,2.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,3.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,4.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,5.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,6.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,7.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,8.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,9.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,10.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,11.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,12.0,6.0,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,na,13.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,14.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,15.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,16.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,17.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,18.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,19.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,20.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,21.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,22.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,23.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,24.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,25.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,26.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,baited_container,27.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,28.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,29.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,4,training,e1_e2,banana,nonbaited_container,30.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,1.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,2.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,3.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,4.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,5.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,6.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,7.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,8.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,9.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,10.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,11.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,12.0,6.0,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,13.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,14.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,15.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,16.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,17.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,18.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,19.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,20.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,21.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,22.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,23.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,24.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,25.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,26.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,baited_container,27.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,28.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,29.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,30.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,31.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,32.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,5,training,e1_e2,banana,nonbaited_container,33.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,1.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,2.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,3.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,4.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,5.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,6.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,7.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,8.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,9.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,10.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,11.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,12.0,7.0,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,13.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,14.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,15.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,16.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,17.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,18.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,19.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,20.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,baited_container,21.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,22.0,,58*,25,
kanngiesser2010bonobos,1,floor_data,2007,6,8,joey,24,24,m,bonobo,2,6,training,e1_e2,banana,nonbaited_container,23.0,,58*,25,
