study_id,experiment,preference_type,day,month,year,participant,age_original,age_in_years,sex,species,species_subgroup,session,trial,condition,order_of_conditions,preference,correct choice,position_pellet_pop,choice_pellet_or_carrot
eckert2017great,0,preference_single_item,29,8,2015,fimi,7,7.0,f,bonobo,,14,27,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,29,8,2015,fimi,7,7.0,f,bonobo,,14,28,,reverse,carrot,0.0,,
eckert2017great,0,preference_single_item,30,8,2015,kuno,18,18.0,m,bonobo,,15,29,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,kuno,18,18.0,m,bonobo,,15,30,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,gemena,9,9.0,f,bonobo,,15,29,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,gemena,9,9.0,f,bonobo,,15,30,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,fimi,7,7.0,f,bonobo,,15,29,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,fimi,7,7.0,f,bonobo,,15,30,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,luiza,10,10.0,f,bonobo,,13,25,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,luiza,10,10.0,f,bonobo,,13,26,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,yasa,18,18.0,f,bonobo,,13,25,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,yasa,18,18.0,f,bonobo,,13,26,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,lexi,15,16.0,f,bonobo,,13,25,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,lexi,15,16.0,f,bonobo,,13,26,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,luiza,10,10.0,f,bonobo,,14,27,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,luiza,10,10.0,f,bonobo,,14,28,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,yasa,18,18.0,f,bonobo,,14,27,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,yasa,18,18.0,f,bonobo,,14,28,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,lexi,15,16.0,f,bonobo,,14,27,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,lexi,15,16.0,f,bonobo,,14,28,,original,carrot,0.0,,
eckert2017great,0,preference_single_item,14,9,2015,luiza,10,10.0,f,bonobo,,15,29,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,luiza,10,10.0,f,bonobo,,15,30,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,yasa,18,18.0,f,bonobo,,15,29,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,yasa,18,18.0,f,bonobo,,15,30,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,lexi,15,16.0,f,bonobo,,15,29,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,lexi,15,16.0,f,bonobo,,15,30,,original,carrot,0.0,,
eckert2017great,0,preference_population,28,11,2014,sandra,21,21.0,f,chimpanzee,a,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,28,11,2014,sandra,21,21.0,f,chimpanzee,a,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,28,11,2014,sandra,21,21.0,f,chimpanzee,a,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,28,11,2014,sandra,21,21.0,f,chimpanzee,a,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,28,11,2014,lobo,10,10.0,m,chimpanzee,a,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,28,11,2014,lobo,10,10.0,m,chimpanzee,a,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,28,11,2014,lobo,10,10.0,m,chimpanzee,a,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,28,11,2014,lobo,10,10.0,m,chimpanzee,a,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,29,11,2014,kumili,10,10.0,f,gorilla,,1,1,open,original,,0.0,r,carrot
eckert2017great,0,preference_population,29,11,2014,kumili,10,10.0,f,gorilla,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,29,11,2014,kumili,10,10.0,f,gorilla,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,29,11,2014,kumili,10,10.0,f,gorilla,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,29,11,2014,kibara,10,10.0,f,gorilla,,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,29,11,2014,kibara,10,10.0,f,gorilla,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,29,11,2014,kibara,10,10.0,f,gorilla,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,29,11,2014,kibara,10,10.0,f,gorilla,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,29,11,2014,abeeku,15,15.0,m,gorilla,,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,29,11,2014,abeeku,15,15.0,m,gorilla,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,29,11,2014,abeeku,15,15.0,m,gorilla,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,29,11,2014,abeeku,15,15.0,m,gorilla,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,29,11,2014,viringika,19,19.0,f,gorilla,,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,29,11,2014,viringika,19,19.0,f,gorilla,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,29,11,2014,viringika,19,19.0,f,gorilla,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,29,11,2014,viringika,19,19.0,f,gorilla,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,12,1,2015,tai,12,12.0,f,chimpanzee,a,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,12,1,2015,tai,12,12.0,f,chimpanzee,a,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,12,1,2015,tai,12,12.0,f,chimpanzee,a,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,12,1,2015,tai,12,12.0,f,chimpanzee,a,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,10,2,2015,frodo,21,21.0,m,chimpanzee,a,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,10,2,2015,frodo,21,21.0,m,chimpanzee,a,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,10,2,2015,frodo,21,21.0,m,chimpanzee,a,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,10,2,2015,frodo,21,21.0,m,chimpanzee,a,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,25,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,25,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,25,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,25,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,27,3,2015,alexandra,15,15.0,f,chimpanzee,b,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,27,3,2015,alexandra,15,15.0,f,chimpanzee,b,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,27,3,2015,alexandra,15,15.0,f,chimpanzee,b,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,27,3,2015,alexandra,15,15.0,f,chimpanzee,b,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,27,3,2015,daza,28,29.0,f,chimpanzee,b,1,1,open,reverse,,0.0,r,carrot
eckert2017great,0,preference_population,27,3,2015,daza,28,29.0,f,chimpanzee,b,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,27,3,2015,daza,28,29.0,f,chimpanzee,b,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,27,3,2015,daza,28,29.0,f,chimpanzee,b,1,4,open,reverse,,0.0,r,carrot
eckert2017great,0,preference_population,6,4,2015,jeudi,48,,f,chimpanzee,b,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,6,4,2015,jeudi,48,,f,chimpanzee,b,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,6,4,2015,jeudi,48,,f,chimpanzee,b,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,6,4,2015,jeudi,48,,f,chimpanzee,b,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,12,5,2015,kara,9,9.0,f,chimpanzee,a,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,12,5,2015,kara,9,9.0,f,chimpanzee,a,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,12,5,2015,kara,9,9.0,f,chimpanzee,a,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,12,5,2015,kara,9,9.0,f,chimpanzee,a,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,12,5,2015,riet,37,37.0,f,chimpanzee,a,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,12,5,2015,riet,37,37.0,f,chimpanzee,a,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,12,5,2015,riet,37,37.0,f,chimpanzee,a,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,12,5,2015,riet,37,37.0,f,chimpanzee,a,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,18,6,2015,pini,27,26.0,f,orangutan,,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,18,6,2015,pini,27,26.0,f,orangutan,,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,18,6,2015,pini,27,26.0,f,orangutan,,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,18,6,2015,pini,27,26.0,f,orangutan,,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,18,6,2015,padana,17,17.0,f,orangutan,,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,18,6,2015,padana,17,17.0,f,orangutan,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,18,6,2015,padana,17,17.0,f,orangutan,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,18,6,2015,padana,17,17.0,f,orangutan,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,23,6,2015,dokana,26,26.0,f,orangutan,,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,23,6,2015,dokana,26,26.0,f,orangutan,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,23,6,2015,dokana,26,26.0,f,orangutan,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,23,6,2015,dokana,26,26.0,f,orangutan,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,23,6,2015,bimbo,34,34.0,m,orangutan,,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,23,6,2015,bimbo,34,34.0,m,orangutan,,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,23,6,2015,bimbo,34,34.0,m,orangutan,,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,23,6,2015,bimbo,34,34.0,m,orangutan,,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,2,7,2015,suaq,6,6.0,m,orangutan,,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,2,7,2015,suaq,6,6.0,m,orangutan,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,2,7,2015,suaq,6,6.0,m,orangutan,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,2,7,2015,suaq,6,6.0,m,orangutan,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,3,7,2015,raja,11,11.0,f,orangutan,,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,3,7,2015,raja,11,11.0,f,orangutan,,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,3,7,2015,raja,11,11.0,f,orangutan,,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,3,7,2015,raja,11,11.0,f,orangutan,,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,kuno,18,18.0,m,bonobo,,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,kuno,18,18.0,m,bonobo,,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,kuno,18,18.0,m,bonobo,,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,kuno,18,18.0,m,bonobo,,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,lexi,15,16.0,f,bonobo,,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,lexi,15,16.0,f,bonobo,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,lexi,15,16.0,f,bonobo,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,lexi,15,16.0,f,bonobo,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,yasa,18,18.0,f,bonobo,,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,yasa,18,18.0,f,bonobo,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,yasa,18,18.0,f,bonobo,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,yasa,18,18.0,f,bonobo,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,fimi,7,7.0,f,bonobo,,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,fimi,7,7.0,f,bonobo,,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,fimi,7,7.0,f,bonobo,,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,fimi,7,7.0,f,bonobo,,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,gemena,9,9.0,f,bonobo,,1,1,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,gemena,9,9.0,f,bonobo,,1,2,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,gemena,9,9.0,f,bonobo,,1,3,open,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,gemena,9,9.0,f,bonobo,,1,4,open,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,luiza,10,10.0,f,bonobo,,1,1,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,15,9,2015,luiza,10,10.0,f,bonobo,,1,2,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,luiza,10,10.0,f,bonobo,,1,3,open,original,,1.0,l,pellet
eckert2017great,0,preference_population,15,9,2015,luiza,10,10.0,f,bonobo,,1,4,open,original,,1.0,r,pellet
eckert2017great,0,preference_population,13,12,2014,viringika,19,19.0,f,gorilla,,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,13,12,2014,viringika,19,19.0,f,gorilla,,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,13,12,2014,viringika,19,19.0,f,gorilla,,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,13,12,2014,viringika,19,19.0,f,gorilla,,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,15,12,2014,abeeku,15,15.0,m,gorilla,,1,1,covered,original,,0.0,l,carrot
eckert2017great,0,preference_population,15,12,2014,abeeku,15,15.0,m,gorilla,,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,15,12,2014,abeeku,15,15.0,m,gorilla,,1,3,covered,original,,0.0,l,carrot
eckert2017great,0,preference_population,15,12,2014,abeeku,15,15.0,m,gorilla,,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,15,12,2014,kibara,10,10.0,f,gorilla,,1,1,covered,original,,0.0,l,carrot
eckert2017great,0,preference_population,15,12,2014,kibara,10,10.0,f,gorilla,,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,15,12,2014,kibara,10,10.0,f,gorilla,,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,15,12,2014,kibara,10,10.0,f,gorilla,,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,9,1,2015,kumili,10,10.0,f,gorilla,,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,9,1,2015,kumili,10,10.0,f,gorilla,,1,2,covered,original,,0.0,r,carrot
eckert2017great,0,preference_population,9,1,2015,kumili,10,10.0,f,gorilla,,1,3,covered,original,,0.0,l,carrot
eckert2017great,0,preference_population,9,1,2015,kumili,10,10.0,f,gorilla,,1,4,covered,original,,0.0,r,carrot
eckert2017great,0,preference_population,30,1,2015,lobo,10,10.0,m,chimpanzee,a,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,30,1,2015,lobo,10,10.0,m,chimpanzee,a,1,2,covered,original,,0.0,r,carrot
eckert2017great,0,preference_population,30,1,2015,lobo,10,10.0,m,chimpanzee,a,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,30,1,2015,lobo,10,10.0,m,chimpanzee,a,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,2,2,2015,tai,12,12.0,f,chimpanzee,a,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,2,2,2015,tai,12,12.0,f,chimpanzee,a,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,2,2,2015,tai,12,12.0,f,chimpanzee,a,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,2,2,2015,tai,12,12.0,f,chimpanzee,a,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,6,2,2015,sandra,21,21.0,f,chimpanzee,a,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,6,2,2015,sandra,21,21.0,f,chimpanzee,a,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,6,2,2015,sandra,21,21.0,f,chimpanzee,a,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,6,2,2015,sandra,21,21.0,f,chimpanzee,a,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,12,2,2015,frodo,21,21.0,m,chimpanzee,a,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,12,2,2015,frodo,21,21.0,m,chimpanzee,a,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,12,2,2015,frodo,21,21.0,m,chimpanzee,a,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,12,2,2015,frodo,21,21.0,m,chimpanzee,a,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,26,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,1,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,26,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,2,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,26,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,3,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,26,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,4,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,6,4,2015,alexandra,15,15.0,f,chimpanzee,b,1,1,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,6,4,2015,alexandra,15,15.0,f,chimpanzee,b,1,2,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,6,4,2015,alexandra,15,15.0,f,chimpanzee,b,1,3,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,6,4,2015,alexandra,15,15.0,f,chimpanzee,b,1,4,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,6,4,2015,daza,28,29.0,f,chimpanzee,b,1,1,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,6,4,2015,daza,28,29.0,f,chimpanzee,b,1,2,covered,reverse,,0.0,r,carrot
eckert2017great,0,preference_population,6,4,2015,daza,28,29.0,f,chimpanzee,b,1,3,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,6,4,2015,daza,28,29.0,f,chimpanzee,b,1,4,covered,reverse,,0.0,r,carrot
eckert2017great,0,preference_population,7,4,2015,jeudi,48,,f,chimpanzee,b,1,1,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,7,4,2015,jeudi,48,,f,chimpanzee,b,1,2,covered,reverse,,0.0,r,carrot
eckert2017great,0,preference_population,7,4,2015,jeudi,48,,f,chimpanzee,b,1,3,covered,reverse,,0.0,l,carrot
eckert2017great,0,preference_population,7,4,2015,jeudi,48,,f,chimpanzee,b,1,4,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,13,5,2015,kara,9,9.0,f,chimpanzee,a,1,1,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,13,5,2015,kara,9,9.0,f,chimpanzee,a,1,2,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,13,5,2015,kara,9,9.0,f,chimpanzee,a,1,3,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,13,5,2015,kara,9,9.0,f,chimpanzee,a,1,4,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,13,5,2015,riet,37,37.0,f,chimpanzee,a,1,1,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,13,5,2015,riet,37,37.0,f,chimpanzee,a,1,2,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,13,5,2015,riet,37,37.0,f,chimpanzee,a,1,3,covered,original,,0.0,l,carrot
eckert2017great,0,preference_population,13,5,2015,riet,37,37.0,f,chimpanzee,a,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,23,6,2015,pini,27,26.0,f,orangutan,,1,1,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,23,6,2015,pini,27,26.0,f,orangutan,,1,2,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,23,6,2015,pini,27,26.0,f,orangutan,,1,3,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,23,6,2015,pini,27,26.0,f,orangutan,,1,4,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,23,6,2015,padana,17,17.0,f,orangutan,,1,1,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,23,6,2015,padana,17,17.0,f,orangutan,,1,2,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,23,6,2015,padana,17,17.0,f,orangutan,,1,3,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,23,6,2015,padana,17,17.0,f,orangutan,,1,4,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,24,6,2015,dokana,26,26.0,f,orangutan,,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,24,6,2015,dokana,26,26.0,f,orangutan,,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,24,6,2015,dokana,26,26.0,f,orangutan,,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,24,6,2015,dokana,26,26.0,f,orangutan,,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,24,6,2015,bimbo,34,34.0,m,orangutan,,1,1,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,24,6,2015,bimbo,34,34.0,m,orangutan,,1,2,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,24,6,2015,bimbo,34,34.0,m,orangutan,,1,3,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,24,6,2015,bimbo,34,34.0,m,orangutan,,1,4,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,3,7,2015,suaq,6,6.0,m,orangutan,,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,3,7,2015,suaq,6,6.0,m,orangutan,,1,2,covered,original,,0.0,r,carrot
eckert2017great,0,preference_population,3,7,2015,suaq,6,6.0,m,orangutan,,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,3,7,2015,suaq,6,6.0,m,orangutan,,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,4,7,2015,raja,11,11.0,f,orangutan,,1,1,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,4,7,2015,raja,11,11.0,f,orangutan,,1,2,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,4,7,2015,raja,11,11.0,f,orangutan,,1,3,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,4,7,2015,raja,11,11.0,f,orangutan,,1,4,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,16,9,2015,kuno,18,18.0,m,bonobo,,1,1,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,16,9,2015,kuno,18,18.0,m,bonobo,,1,2,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,16,9,2015,kuno,18,18.0,m,bonobo,,1,3,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,16,9,2015,kuno,18,18.0,m,bonobo,,1,4,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,16,9,2015,lexi,15,16.0,f,bonobo,,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,16,9,2015,lexi,15,16.0,f,bonobo,,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,16,9,2015,lexi,15,16.0,f,bonobo,,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,16,9,2015,lexi,15,16.0,f,bonobo,,1,4,covered,original,,0.0,r,carrot
eckert2017great,0,preference_population,16,9,2015,yasa,18,18.0,f,bonobo,,1,1,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,16,9,2015,yasa,18,18.0,f,bonobo,,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,16,9,2015,yasa,18,18.0,f,bonobo,,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,16,9,2015,yasa,18,18.0,f,bonobo,,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,16,9,2015,luiza,10,10.0,f,bonobo,,1,1,covered,original,,0.0,l,carrot
eckert2017great,0,preference_population,16,9,2015,luiza,10,10.0,f,bonobo,,1,2,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,16,9,2015,luiza,10,10.0,f,bonobo,,1,3,covered,original,,1.0,l,pellet
eckert2017great,0,preference_population,16,9,2015,luiza,10,10.0,f,bonobo,,1,4,covered,original,,1.0,r,pellet
eckert2017great,0,preference_population,16,9,2015,gemena,9,9.0,f,bonobo,,1,1,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,16,9,2015,gemena,9,9.0,f,bonobo,,1,2,covered,reverse,,0.0,r,carrot
eckert2017great,0,preference_population,16,9,2015,gemena,9,9.0,f,bonobo,,1,3,covered,reverse,,1.0,l,pellet
eckert2017great,0,preference_population,16,9,2015,gemena,9,9.0,f,bonobo,,1,4,covered,reverse,,1.0,r,pellet
eckert2017great,0,preference_population,16,9,2015,fimi,7,7.0,f,bonobo,,1,1,covered,reverse,,0.0,l,carrot
