study_id,experiment,preference_type,day,month,year,participant,age_original,age_in_years,sex,species,species_subgroup,session,trial,condition,order_of_conditions,preference,correct choice,position_pellet_pop,choice_pellet_or_carrot
eckert2017great,0,preference_single_item,9,11,2014,kumili,10,10.0,f,gorilla,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,9,11,2014,kumili,10,10.0,f,gorilla,,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,9,11,2014,kibara,10,10.0,f,gorilla,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,9,11,2014,kibara,10,10.0,f,gorilla,,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,9,11,2014,abeeku,15,15.0,m,gorilla,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,9,11,2014,abeeku,15,15.0,m,gorilla,,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,9,11,2014,viringika,19,19.0,f,gorilla,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,9,11,2014,viringika,19,19.0,f,gorilla,,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,11,2014,kumili,10,10.0,f,gorilla,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,11,2014,kumili,10,10.0,f,gorilla,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,11,2014,abeeku,15,15.0,m,gorilla,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,11,2014,abeeku,15,15.0,m,gorilla,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,11,2014,kibara,10,10.0,f,gorilla,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,11,2014,kibara,10,10.0,f,gorilla,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,11,2014,viringika,19,19.0,f,gorilla,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,11,2014,viringika,19,19.0,f,gorilla,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,11,2014,kumili,10,10.0,f,gorilla,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,11,2014,kumili,10,10.0,f,gorilla,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,11,2014,kibara,10,10.0,f,gorilla,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,11,2014,kibara,10,10.0,f,gorilla,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,11,2014,abeeku,15,15.0,m,gorilla,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,11,2014,abeeku,15,15.0,m,gorilla,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,11,2014,viringika,19,19.0,f,gorilla,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,11,2014,viringika,19,19.0,f,gorilla,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,25,11,2014,sandra,21,21.0,f,chimpanzee,a,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,25,11,2014,sandra,21,21.0,f,chimpanzee,a,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,25,11,2014,tai,12,12.0,f,chimpanzee,a,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,25,11,2014,tai,12,12.0,f,chimpanzee,a,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,25,11,2014,lobo,10,10.0,m,chimpanzee,a,1,1,,original,carrot,0.0,,
eckert2017great,0,preference_single_item,25,11,2014,lobo,10,10.0,m,chimpanzee,a,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,26,11,2014,tai,12,12.0,f,chimpanzee,a,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,26,11,2014,tai,12,12.0,f,chimpanzee,a,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,26,11,2014,sandra,21,21.0,f,chimpanzee,a,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,26,11,2014,sandra,21,21.0,f,chimpanzee,a,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,26,11,2014,lobo,10,10.0,m,chimpanzee,a,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,26,11,2014,lobo,10,10.0,m,chimpanzee,a,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,27,11,2014,sandra,21,21.0,f,chimpanzee,a,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,27,11,2014,sandra,21,21.0,f,chimpanzee,a,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,27,11,2014,lobo,10,10.0,m,chimpanzee,a,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,27,11,2014,lobo,10,10.0,m,chimpanzee,a,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,28,11,2014,tai,12,12.0,f,chimpanzee,a,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,28,11,2014,tai,12,12.0,f,chimpanzee,a,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,1,2015,frodo,21,21.0,m,chimpanzee,a,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,1,2015,frodo,21,21.0,m,chimpanzee,a,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,1,2015,frodo,21,21.0,m,chimpanzee,a,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,1,2015,frodo,21,21.0,m,chimpanzee,a,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,18,1,2015,frodo,21,21.0,m,chimpanzee,a,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,18,1,2015,frodo,21,21.0,m,chimpanzee,a,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,19,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,19,3,2015,jahaga,22,22.0,f,chimpanzee,b,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,20,3,2015,jahaga,22,22.0,f,chimpanzee,b,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,20,3,2015,jahaga,22,22.0,f,chimpanzee,b,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,20,3,2015,jeudi,48,,f,chimpanzee,b,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,20,3,2015,jeudi,48,,f,chimpanzee,b,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,23,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,23,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,23,3,2015,alexandra,15,15.0,f,chimpanzee,b,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,23,3,2015,alexandra,15,15.0,f,chimpanzee,b,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,23,3,2015,daza,28,29.0,f,chimpanzee,b,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,23,3,2015,daza,28,29.0,f,chimpanzee,b,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,25,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,25,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,25,3,2015,daza,28,29.0,f,chimpanzee,b,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,25,3,2015,daza,28,29.0,f,chimpanzee,b,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,26,3,2015,daza,28,29.0,f,chimpanzee,b,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,26,3,2015,daza,28,29.0,f,chimpanzee,b,3,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,26,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,26,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,6,,reverse,carrot,0.0,,
eckert2017great,0,preference_single_item,26,3,2015,jeudi,48,,f,chimpanzee,b,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,26,3,2015,jeudi,48,,f,chimpanzee,b,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,27,3,2015,jeudi,48,,f,chimpanzee,b,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,27,3,2015,jeudi,48,,f,chimpanzee,b,3,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,10,4,2015,bangolo,5,5.0,m,chimpanzee,a,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,10,4,2015,bangolo,5,5.0,m,chimpanzee,a,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,10,4,2015,riet,37,37.0,f,chimpanzee,a,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,10,4,2015,riet,37,37.0,f,chimpanzee,a,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,4,2015,riet,37,37.0,f,chimpanzee,a,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,4,2015,riet,37,37.0,f,chimpanzee,a,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,4,2015,bangolo,5,5.0,m,chimpanzee,a,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,4,2015,bangolo,5,5.0,m,chimpanzee,a,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,4,2015,riet,37,37.0,f,chimpanzee,a,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,4,2015,riet,37,37.0,f,chimpanzee,a,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,24,4,2015,bangolo,5,5.0,m,chimpanzee,a,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,24,4,2015,bangolo,5,5.0,m,chimpanzee,a,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,6,5,2015,kara,9,9.0,f,chimpanzee,a,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,6,5,2015,kara,9,9.0,f,chimpanzee,a,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,10,5,2015,kara,9,9.0,f,chimpanzee,a,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,10,5,2015,kara,9,9.0,f,chimpanzee,a,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,11,5,2015,kara,9,9.0,f,chimpanzee,a,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,11,5,2015,kara,9,9.0,f,chimpanzee,a,3,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,22,5,2015,padana,17,17.0,f,orangutan,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,22,5,2015,padana,17,17.0,f,orangutan,,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,22,5,2015,dokana,26,26.0,f,orangutan,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,22,5,2015,dokana,26,26.0,f,orangutan,,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,23,5,2015,padana,17,17.0,f,orangutan,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,23,5,2015,padana,17,17.0,f,orangutan,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,23,5,2015,dokana,26,26.0,f,orangutan,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,23,5,2015,dokana,26,26.0,f,orangutan,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,24,5,2015,padana,17,17.0,f,orangutan,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,24,5,2015,padana,17,17.0,f,orangutan,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,24,5,2015,dokana,26,26.0,f,orangutan,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,24,5,2015,dokana,26,26.0,f,orangutan,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,29,5,2015,suaq,6,6.0,m,orangutan,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,29,5,2015,suaq,6,6.0,m,orangutan,,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,30,5,2015,suaq,6,6.0,m,orangutan,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,30,5,2015,suaq,6,6.0,m,orangutan,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,2,6,2015,suaq,6,6.0,m,orangutan,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,2,6,2015,suaq,6,6.0,m,orangutan,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,11,6,2015,pini,27,26.0,f,orangutan,,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,11,6,2015,pini,27,26.0,f,orangutan,,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,16,6,2015,pini,27,26.0,f,orangutan,,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,16,6,2015,pini,27,26.0,f,orangutan,,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,16,6,2015,bimbo,34,34.0,m,orangutan,,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,16,6,2015,bimbo,34,34.0,m,orangutan,,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,17,6,2015,pini,27,26.0,f,orangutan,,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,17,6,2015,pini,27,26.0,f,orangutan,,3,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,17,6,2015,bimbo,34,34.0,m,orangutan,,2,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,17,6,2015,bimbo,34,34.0,m,orangutan,,2,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,6,2015,bimbo,34,34.0,m,orangutan,,3,7,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,6,2015,bimbo,34,34.0,m,orangutan,,3,8,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,30,6,2015,raja,11,11.0,f,orangutan,,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,30,6,2015,raja,11,11.0,f,orangutan,,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,1,7,2015,raja,11,11.0,f,orangutan,,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,1,7,2015,raja,11,11.0,f,orangutan,,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,2,7,2015,raja,11,11.0,f,orangutan,,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,2,7,2015,raja,11,11.0,f,orangutan,,3,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,28,8,2015,luiza,10,10.0,f,bonobo,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,28,8,2015,luiza,10,10.0,f,bonobo,,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,28,8,2015,yasa,18,18.0,f,bonobo,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,28,8,2015,yasa,18,18.0,f,bonobo,,1,2,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,28,8,2015,lexi,15,15.0,f,bonobo,,1,1,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,28,8,2015,lexi,15,15.0,f,bonobo,,1,2,,original,carrot,0.0,,
eckert2017great,0,preference_single_item,29,8,2015,luiza,10,10.0,f,bonobo,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,29,8,2015,luiza,10,10.0,f,bonobo,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,29,8,2015,yasa,18,18.0,f,bonobo,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,29,8,2015,yasa,18,18.0,f,bonobo,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,29,8,2015,lexi,15,15.0,f,bonobo,,2,3,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,29,8,2015,lexi,15,15.0,f,bonobo,,2,4,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,yasa,18,18.0,f,bonobo,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,yasa,18,18.0,f,bonobo,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,lexi,15,15.0,f,bonobo,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,lexi,15,15.0,f,bonobo,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,luiza,10,10.0,f,bonobo,,3,5,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,30,8,2015,luiza,10,10.0,f,bonobo,,3,6,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,gemena,9,9.0,f,bonobo,,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,gemena,9,9.0,f,bonobo,,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,fimi,7,7.0,f,bonobo,,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,fimi,7,7.0,f,bonobo,,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,kuno,18,18.0,m,bonobo,,1,1,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,12,9,2015,kuno,18,18.0,m,bonobo,,1,2,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,gemena,9,9.0,f,bonobo,,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,gemena,9,9.0,f,bonobo,,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,fimi,7,7.0,f,bonobo,,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,fimi,7,7.0,f,bonobo,,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,kuno,18,18.0,m,bonobo,,2,3,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,13,9,2015,kuno,18,18.0,m,bonobo,,2,4,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,gemena,9,9.0,f,bonobo,,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,gemena,9,9.0,f,bonobo,,3,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,fimi,7,7.0,f,bonobo,,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,fimi,7,7.0,f,bonobo,,3,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,kuno,18,18.0,m,bonobo,,3,5,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,14,9,2015,kuno,18,18.0,m,bonobo,,3,6,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,2,12,2014,viringika,19,19.0,f,gorilla,,4,7,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,2,12,2014,viringika,19,19.0,f,gorilla,,4,8,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,3,12,2014,viringika,19,19.0,f,gorilla,,5,9,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,3,12,2014,viringika,19,19.0,f,gorilla,,5,10,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,4,12,2014,viringika,19,19.0,f,gorilla,,6,11,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,4,12,2014,viringika,19,19.0,f,gorilla,,6,12,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,4,12,2014,abeeku,15,15.0,m,gorilla,,12,23,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,4,12,2014,abeeku,15,15.0,m,gorilla,,12,24,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,4,12,2014,kumili,10,10.0,f,gorilla,,4,7,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,4,12,2014,kumili,10,10.0,f,gorilla,,4,8,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,4,12,2014,kibara,10,10.0,f,gorilla,,4,7,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,4,12,2014,kibara,10,10.0,f,gorilla,,4,8,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,5,12,2014,abeeku,15,15.0,m,gorilla,,15,29,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,5,12,2014,abeeku,15,15.0,m,gorilla,,15,30,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,5,12,2014,kibara,10,10.0,f,gorilla,,5,9,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,5,12,2014,kibara,10,10.0,f,gorilla,,5,10,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,8,12,2014,kumili,10,10.0,f,gorilla,,5,9,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,8,12,2014,kumili,10,10.0,f,gorilla,,5,10,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,8,12,2014,abeeku,15,15.0,m,gorilla,,6,11,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,8,12,2014,abeeku,15,15.0,m,gorilla,,6,12,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,8,12,2014,kibara,10,10.0,f,gorilla,,6,11,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,8,12,2014,kibara,10,10.0,f,gorilla,,6,12,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,11,12,2014,kumili,10,10.0,f,gorilla,,6,11,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,11,12,2014,kumili,10,10.0,f,gorilla,,6,12,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,1,2015,lobo,10,10.0,m,chimpanzee,a,4,7,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,1,2015,lobo,10,10.0,m,chimpanzee,a,4,8,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,1,2015,sandra,21,21.0,f,chimpanzee,a,4,7,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,12,1,2015,sandra,21,21.0,f,chimpanzee,a,4,8,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,1,2015,tai,12,12.0,f,chimpanzee,a,4,7,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,1,2015,tai,12,12.0,f,chimpanzee,a,4,8,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,1,2015,lobo,10,10.0,m,chimpanzee,a,5,9,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,13,1,2015,lobo,10,10.0,m,chimpanzee,a,5,10,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,1,2015,lobo,10,10.0,m,chimpanzee,a,6,11,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,1,2015,lobo,10,10.0,m,chimpanzee,a,6,12,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,1,2015,tai,12,12.0,f,chimpanzee,a,5,9,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,1,2015,tai,12,12.0,f,chimpanzee,a,5,10,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,1,2015,sandra,21,21.0,f,chimpanzee,a,5,9,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,14,1,2015,sandra,21,21.0,f,chimpanzee,a,5,10,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,18,1,2015,tai,12,12.0,f,chimpanzee,a,6,11,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,18,1,2015,tai,12,12.0,f,chimpanzee,a,6,12,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,18,1,2015,sandra,21,21.0,f,chimpanzee,a,6,11,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,18,1,2015,sandra,21,21.0,f,chimpanzee,a,6,12,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,19,1,2015,frodo,21,21.0,m,chimpanzee,a,4,7,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,19,1,2015,frodo,21,21.0,m,chimpanzee,a,4,8,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,23,1,2015,frodo,21,21.0,m,chimpanzee,a,5,9,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,23,1,2015,frodo,21,21.0,m,chimpanzee,a,5,10,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,24,1,2015,frodo,21,21.0,m,chimpanzee,a,6,11,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,24,1,2015,frodo,21,21.0,m,chimpanzee,a,6,12,,original,pellet,1.0,,
eckert2017great,0,preference_single_item,16,3,2015,jeudi,48,,f,chimpanzee,b,4,7,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,16,3,2015,jeudi,48,,f,chimpanzee,b,4,8,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,16,3,2015,jahaga,22,22.0,f,chimpanzee,b,4,7,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,16,3,2015,jahaga,22,22.0,f,chimpanzee,b,4,8,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,17,3,2015,alexandra,15,15.0,f,chimpanzee,b,4,7,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,17,3,2015,alexandra,15,15.0,f,chimpanzee,b,4,8,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,17,3,2015,jahaga,22,22.0,f,chimpanzee,b,5,9,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,17,3,2015,jahaga,22,22.0,f,chimpanzee,b,5,10,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,3,2015,daza,28,29.0,f,chimpanzee,b,1,7,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,3,2015,daza,28,29.0,f,chimpanzee,b,1,8,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,3,2015,jeudi,48,,f,chimpanzee,b,5,9,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,3,2015,jeudi,48,,f,chimpanzee,b,5,10,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,3,2015,alexandra,15,15.0,f,chimpanzee,b,5,9,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,3,2015,alexandra,15,15.0,f,chimpanzee,b,5,10,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,3,2015,jahaga,22,22.0,f,chimpanzee,b,6,11,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,18,3,2015,jahaga,22,22.0,f,chimpanzee,b,6,12,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,19,3,2015,daza,28,29.0,f,chimpanzee,b,2,9,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,19,3,2015,daza,28,29.0,f,chimpanzee,b,2,10,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,19,3,2015,jeudi,48,,f,chimpanzee,b,6,11,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,19,3,2015,jeudi,48,,f,chimpanzee,b,6,12,,reverse,pellet,1.0,,
eckert2017great,0,preference_single_item,19,3,2015,alexandra,15,15.0,f,chimpanzee,b,6,11,,reverse,pellet,1.0,,
