study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,session,trial,condition,3_6_side,options,choice
herrmann2019human,2018,1,22,sandra,24,f,focal_participant,corry,41,f,partner,chimpanzee,sandra_corry,4,191,test,left,2/1vs3/6,3
herrmann2019human,2018,1,22,sandra,24,f,focal_participant,corry,41,f,partner,chimpanzee,sandra_corry,4,192,test,right,2/1vs3/6,3
herrmann2019human,2018,1,19,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,1,193,test,right,2/1vs3/6,3
herrmann2019human,2018,1,19,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,1,194,test,left,2/1vs3/6,3
herrmann2019human,2018,1,19,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,1,195,test,right,2/1vs3/6,3
herrmann2019human,2018,1,19,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,1,196,test,left,2/1vs3/6,3
herrmann2019human,2018,1,19,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,1,197,test,left,2/1vs3/6,3
herrmann2019human,2018,1,19,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,1,198,test,right,2/1vs3/6,3
herrmann2019human,2018,1,20,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,2,199,test,left,2/1vs3/6,3
herrmann2019human,2018,1,20,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,2,200,test,right,2/1vs3/6,3
herrmann2019human,2018,1,20,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,2,201,test,left,2/1vs3/6,3
herrmann2019human,2018,1,20,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,2,202,test,left,2/1vs3/6,3
herrmann2019human,2018,1,20,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,2,203,test,right,2/1vs3/6,3
herrmann2019human,2018,1,20,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,2,204,test,right,2/1vs3/6,3
herrmann2019human,2018,1,21,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,3,205,control,right,2/5vs3/6,3
herrmann2019human,2018,1,21,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,3,206,control,left,2/5vs3/6,3
herrmann2019human,2018,1,21,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,3,207,control,right,2/5vs3/6,2
herrmann2019human,2018,1,21,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,3,208,control,left,2/5vs3/6,3
herrmann2019human,2018,1,21,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,3,209,control,left,2/5vs3/6,2
herrmann2019human,2018,1,21,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,3,210,control,right,2/5vs3/6,2
herrmann2019human,2018,1,22,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,4,211,control,left,2/5vs3/6,2
herrmann2019human,2018,1,22,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,4,212,control,right,2/5vs3/6,3
herrmann2019human,2018,1,22,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,4,213,control,left,2/5vs3/6,3
herrmann2019human,2018,1,22,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,4,214,control,left,2/5vs3/6,3
herrmann2019human,2018,1,22,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,4,215,control,right,2/5vs3/6,3
herrmann2019human,2018,1,22,dorien,37,f,focal_participant,natascha,37,f,partner,chimpanzee,dorien_natascha,4,216,control,right,2/5vs3/6,3
