cognitive_domain,general_domain,study_id,year,participant
social,competition_and_cooperation,hepach2020help,2020,tai
social,competition_and_cooperation,schmelz2020psychological,2020,tai
social,competition_and_cooperation,wolf2020human,2020,tai
social,competition_and_cooperation,hepach2021chimpanzees,2021,tai
social,competition_and_cooperation,sanchez2021chimpanzees,2021,tai
social,competition_and_cooperation,volter2015exploitation,2015,tanah
social,competition_and_cooperation,liebal2017give,2017,tanah
social,competition_and_cooperation,brauer2006apes,2006,toba
social,competition_and_cooperation,liebal2014does,2014,tumbo
social,competition_and_cooperation,liebal2014does,2014,ulin
social,competition_and_cooperation,brauer2006apes,2006,ulindi
social,competition_and_cooperation,russell2008image,2008,ulindi
social,competition_and_cooperation,brauer2009apes,2009,ulindi
social,competition_and_cooperation,amici2012aversion,2012,ulindi
social,competition_and_cooperation,amici2014lack,2014,ulindi
social,competition_and_cooperation,liebal2014does,2014,ulindi
social,competition_and_cooperation,amici2014calculated,2014,ulindi
social,competition_and_cooperation,russell2008image,2008,ulla
social,competition_and_cooperation,greenberg2010chimpanzee,2010,ulla
social,competition_and_cooperation,engelmann2012five,2012,ulla
social,competition_and_cooperation,duguid2014coordination,2014,ulla
social,competition_and_cooperation,sanchez2016chimpanzees,2016,ulla
social,competition_and_cooperation,liebal2017give,2017,ulla
social,competition_and_cooperation,bueno2020effects,2020,ulla
social,competition_and_cooperation,duguid2020strategies,2020,ulla
social,competition_and_cooperation,hepach2020help,2020,ulla
social,competition_and_cooperation,hepach2021chimpanzees,2021,ulla
social,competition_and_cooperation,liebal2014does,2014,umugenzi
social,competition_and_cooperation,amici2012aversion,2012,unyoro
social,competition_and_cooperation,amici2014response,2014,unyoro
social,competition_and_cooperation,brauer2006apes,2006,viringika
social,competition_and_cooperation,amici2012aversion,2012,viringika
social,competition_and_cooperation,amici2014lack,2014,viringika
social,competition_and_cooperation,amici2014response,2014,viringika
social,competition_and_cooperation,liebal2014does,2014,viringika
social,competition_and_cooperation,amici2014calculated,2014,viringika
social,competition_and_cooperation,amici2018social,2018,viringika
social,competition_and_cooperation,brauer2006apes,2006,walter
social,competition_and_cooperation,russell2008image,2008,yasa
social,competition_and_cooperation,brauer2009apes,2009,yasa
social,competition_and_cooperation,amici2012aversion,2012,yasa
social,competition_and_cooperation,amici2014calculated,2014,yasa
social,competition_and_cooperation,amici2014lack,2014,yasa
social,competition_and_cooperation,amici2014response,2014,yasa
social,competition_and_cooperation,liebal2014does,2014,yasa
social,competition_and_cooperation,grueneisen2017children,2017,yasa
social,competition_and_cooperation,sanchez2017chimpanzees,2017,yasa
social,competition_and_cooperation,amici2018social,2018,yasa
social,competition_and_cooperation,wolf2019visually,2019,yasa
social,competition_and_cooperation,nolte2021targeted,2021,yasa
social,competition_and_cooperation,sanchez2021chimpanzees,2021,yasa
social,competition_and_cooperation,liebal2014does,2014,yasmin
social,competition_and_cooperation,wolf2019visually,2019,zira
social,competition_and_cooperation,wolf2020human,2020,zira
social,social_learning_and_culture,tennie2009ratcheting,2009,alex
social,social_learning_and_culture,tennie2010evidence,2010,alex
social,social_learning_and_culture,tennie2010two,2010,alex
social,social_learning_and_culture,allritz2013food,2013,alex
social,social_learning_and_culture,tennie2009ratcheting,2009,alexandra
social,social_learning_and_culture,tennie2010two,2010,alexandra
social,social_learning_and_culture,allritz2013food,2013,alexandra
social,social_learning_and_culture,tennie2009ratcheting,2009,annett
social,social_learning_and_culture,tennie2010evidence,2010,annett
social,social_learning_and_culture,tennie2010two,2010,annett
social,social_learning_and_culture,allritz2013food,2013,annett
social,social_learning_and_culture,leeuwen2017conservatism,2017,bangolo
social,social_learning_and_culture,forss2016cognitive,2016,batak
social,social_learning_and_culture,tennie2006push,2006,bebe
social,social_learning_and_culture,tennie2009ratcheting,2009,bebe
social,social_learning_and_culture,tennie2010two,2010,bebe
social,social_learning_and_culture,allritz2013food,2013,bebe
social,social_learning_and_culture,tennie2006push,2006,bimbo
social,social_learning_and_culture,tennie2009ratcheting,2009,bimbo
social,social_learning_and_culture,tennie2010two,2010,bimbo
social,social_learning_and_culture,allritz2013food,2013,bimbo
social,social_learning_and_culture,tennie2006push,2006,brent
social,social_learning_and_culture,tennie2010two,2010,corry
social,social_learning_and_culture,allritz2013food,2013,corry
social,social_learning_and_culture,leeuwen2014human,2014,corry
social,social_learning_and_culture,tennie2006push,2006,dokana
social,social_learning_and_culture,tennie2009ratcheting,2009,dokana
social,social_learning_and_culture,tennie2010two,2010,dokana
social,social_learning_and_culture,allritz2013food,2013,dokana
social,social_learning_and_culture,forss2016cognitive,2016,dokana
social,social_learning_and_culture,bandini2021individually,2021,dokana
social,social_learning_and_culture,tennie2010two,2010,dorien
social,social_learning_and_culture,leeuwen2013total,2013,dorien
social,social_learning_and_culture,leeuwen2017conservatism,2017,dorien
social,social_learning_and_culture,tennie2006push,2006,dunja
social,social_learning_and_culture,tennie2009ratcheting,2009,dunja
social,social_learning_and_culture,tennie2010two,2010,dunja
social,social_learning_and_culture,bandini2021individually,2021,dunja
social,social_learning_and_culture,tennie2006push,2006,fifi
social,social_learning_and_culture,tennie2009ratcheting,2009,fifi
social,social_learning_and_culture,tennie2010two,2010,fifi
social,social_learning_and_culture,allritz2013food,2013,fifi
social,social_learning_and_culture,tennie2006push,2006,fraukje
social,social_learning_and_culture,tennie2010evidence,2010,fraukje
social,social_learning_and_culture,tennie2010two,2010,fraukje
social,social_learning_and_culture,leeuwen2013total,2013,fraukje
social,social_learning_and_culture,leeuwen2014human,2014,fraukje
social,social_learning_and_culture,tennie2006push,2006,frodo
social,social_learning_and_culture,tennie2010two,2010,frodo
social,social_learning_and_culture,allritz2013food,2013,frodo
social,social_learning_and_culture,leeuwen2014human,2014,frodo
social,social_learning_and_culture,leeuwen2017conservatism,2017,frodo
social,social_learning_and_culture,tennie2006push,2006,gertrudia
social,social_learning_and_culture,tennie2009ratcheting,2009,gertrudia
social,social_learning_and_culture,tennie2010evidence,2010,gertrudia
social,social_learning_and_culture,tennie2010two,2010,gertrudia
social,social_learning_and_culture,allritz2013food,2013,gertrudia
social,social_learning_and_culture,tennie2006push,2006,gorgo
social,social_learning_and_culture,tennie2009ratcheting,2009,gorgo
social,social_learning_and_culture,tennie2010two,2010,gorgo
social,social_learning_and_culture,allritz2013food,2013,gorgo
social,social_learning_and_culture,tennie2006push,2006,jahaga
social,social_learning_and_culture,tennie2009ratcheting,2009,jahaga
social,social_learning_and_culture,tennie2010two,2010,jahaga
social,social_learning_and_culture,allritz2013food,2013,jahaga
social,social_learning_and_culture,tennie2006push,2006,joey
social,social_learning_and_culture,tennie2009ratcheting,2009,joey
social,social_learning_and_culture,tennie2010two,2010,joey
social,social_learning_and_culture,allritz2013food,2013,joey
social,social_learning_and_culture,leeuwen2013total,2013,kara
social,social_learning_and_culture,leeuwen2014human,2014,kara
social,social_learning_and_culture,leeuwen2017conservatism,2017,kara
social,social_learning_and_culture,allritz2013food,2013,kibara
social,social_learning_and_culture,forss2016cognitive,2016,kila
social,social_learning_and_culture,leeuwen2013total,2013,kofi
social,social_learning_and_culture,leeuwen2014human,2014,kofi
social,social_learning_and_culture,leeuwen2017conservatism,2017,kofi
social,social_learning_and_culture,tennie2006push,2006,kuno
social,social_learning_and_culture,tennie2009ratcheting,2009,kuno
social,social_learning_and_culture,tennie2010two,2010,kuno
social,social_learning_and_culture,allritz2013food,2013,kuno
social,social_learning_and_culture,tennie2006push,2006,limbuko
social,social_learning_and_culture,tennie2009ratcheting,2009,limbuko
social,social_learning_and_culture,tennie2010two,2010,limbuko
social,social_learning_and_culture,allritz2013food,2013,limbuko
social,social_learning_and_culture,allritz2013food,2013,lobo
social,social_learning_and_culture,leeuwen2013total,2013,lobo
social,social_learning_and_culture,leeuwen2014human,2014,lobo
social,social_learning_and_culture,leeuwen2017conservatism,2017,lobo
social,social_learning_and_culture,tennie2010two,2010,lome
social,social_learning_and_culture,allritz2013food,2013,lome
social,social_learning_and_culture,leeuwen2013total,2013,lome
social,social_learning_and_culture,leeuwen2014human,2014,lome
social,social_learning_and_culture,leeuwen2017conservatism,2017,lome
social,social_learning_and_culture,allritz2013food,2013,louna
social,social_learning_and_culture,tennie2006push,2006,natascha
social,social_learning_and_culture,tennie2010two,2010,natascha
social,social_learning_and_culture,allritz2013food,2013,natascha
social,social_learning_and_culture,leeuwen2014human,2014,natascha
social,social_learning_and_culture,tennie2006push,2006,n’diki
social,social_learning_and_culture,tennie2009ratcheting,2009,n’diki
social,social_learning_and_culture,tennie2010two,2010,n’diki
social,social_learning_and_culture,tennie2006push,2006,n’kwango
social,social_learning_and_culture,tennie2006push,2006,padana
social,social_learning_and_culture,tennie2009ratcheting,2009,padana
social,social_learning_and_culture,tennie2010two,2010,padana
social,social_learning_and_culture,allritz2013food,2013,padana
social,social_learning_and_culture,forss2016cognitive,2016,padana
social,social_learning_and_culture,bandini2021individually,2021,padana
social,social_learning_and_culture,tennie2006push,2006,patrick
social,social_learning_and_culture,tennie2010evidence,2010,patrick
social,social_learning_and_culture,tennie2010two,2010,patrick
social,social_learning_and_culture,allritz2013food,2013,patrick
social,social_learning_and_culture,tennie2010evidence,2010,pia
social,social_learning_and_culture,tennie2010two,2010,pia
social,social_learning_and_culture,allritz2013food,2013,pia
social,social_learning_and_culture,leeuwen2013total,2013,pia
social,social_learning_and_culture,tennie2006push,2006,pini
social,social_learning_and_culture,tennie2009ratcheting,2009,pini
social,social_learning_and_culture,tennie2010two,2010,pini
social,social_learning_and_culture,allritz2013food,2013,pini
social,social_learning_and_culture,forss2016cognitive,2016,pini
social,social_learning_and_culture,bandini2021individually,2021,pini
social,social_learning_and_culture,allritz2013food,2013,raja
social,social_learning_and_culture,forss2016cognitive,2016,raja
social,social_learning_and_culture,tennie2006push,2006,riet
social,social_learning_and_culture,tennie2010two,2010,riet
social,social_learning_and_culture,allritz2013food,2013,riet
social,social_learning_and_culture,leeuwen2014human,2014,riet
social,social_learning_and_culture,leeuwen2017conservatism,2017,riet
social,social_learning_and_culture,tennie2006push,2006,robert
social,social_learning_and_culture,tennie2010two,2010,robert
social,social_learning_and_culture,allritz2013food,2013,robert
social,social_learning_and_culture,leeuwen2014human,2014,robert
social,social_learning_and_culture,leeuwen2017conservatism,2017,robert
social,social_learning_and_culture,tennie2006push,2006,ruby_b'windi
social,social_learning_and_culture,tennie2009ratcheting,2009,ruby_b'windi
social,social_learning_and_culture,tennie2010two,2010,ruby_b'windi
social,social_learning_and_culture,tennie2006push,2006,sandra
social,social_learning_and_culture,tennie2010evidence,2010,sandra
social,social_learning_and_culture,tennie2010two,2010,sandra
social,social_learning_and_culture,allritz2013food,2013,sandra
social,social_learning_and_culture,leeuwen2014human,2014,sandra
social,social_learning_and_culture,forss2016cognitive,2016,suaq
social,social_learning_and_culture,tennie2010evidence,2010,swela
social,social_learning_and_culture,tennie2010two,2010,swela
social,social_learning_and_culture,allritz2013food,2013,swela
social,social_learning_and_culture,leeuwen2013total,2013,swela
social,social_learning_and_culture,leeuwen2014human,2014,swela
social,social_learning_and_culture,leeuwen2017conservatism,2017,swela
social,social_learning_and_culture,tennie2010two,2010,tai
social,social_learning_and_culture,allritz2013food,2013,tai
social,social_learning_and_culture,leeuwen2013total,2013,tai
social,social_learning_and_culture,leeuwen2014human,2014,tai
social,social_learning_and_culture,leeuwen2017conservatism,2017,tai
social,social_learning_and_culture,forss2016cognitive,2016,tanah
social,social_learning_and_culture,forss2016cognitive,2016,tao
social,social_learning_and_culture,tennie2006push,2006,toba
social,social_learning_and_culture,tennie2009ratcheting,2009,toba
social,social_learning_and_culture,forss2016cognitive,2016,toba
social,social_learning_and_culture,tennie2006push,2006,ulindi
social,social_learning_and_culture,tennie2009ratcheting,2009,ulindi
social,social_learning_and_culture,tennie2010two,2010,ulindi
social,social_learning_and_culture,tennie2006push,2006,ulla
social,social_learning_and_culture,tennie2010two,2010,ulla
social,social_learning_and_culture,leeuwen2013total,2013,ulla
social,social_learning_and_culture,leeuwen2014human,2014,ulla
social,social_learning_and_culture,tennie2009ratcheting,2009,unyoro
social,social_learning_and_culture,tennie2010evidence,2010,unyoro
social,social_learning_and_culture,tennie2010two,2010,unyoro
social,social_learning_and_culture,tennie2009ratcheting,2009,viringika
social,social_learning_and_culture,tennie2010two,2010,viringika
social,social_learning_and_culture,allritz2013food,2013,viringika
social,social_learning_and_culture,tennie2006push,2006,walter
social,social_learning_and_culture,tennie2009ratcheting,2009,walter
social,social_learning_and_culture,forss2016cognitive,2016,walter
social,social_learning_and_culture,tennie2009ratcheting,2009,yasa
social,social_learning_and_culture,tennie2010two,2010,yasa
social,social_learning_and_culture,tennie2009ratcheting,2009,zora
social,social_strategies_and_communication,bohn2015communication,2015,abeeku
social,social_strategies_and_communication,bohn2016role,2016,abeeku
social,social_strategies_and_communication,bohn2020learning,2020,abeeku
social,social_strategies_and_communication,tauzin2020context,2020,abeeku
social,social_strategies_and_communication,tempelmann2013apes,2013,alex
social,social_strategies_and_communication,bohn2015communication,2015,alex
social,social_strategies_and_communication,bohn2016comprehension,2016,alex
social,social_strategies_and_communication,bohn2016role,2016,alex
social,social_strategies_and_communication,halina2018goal,2018,alex
social,social_strategies_and_communication,kano2018human,2018,alex
social,social_strategies_and_communication,bohn2019natural,2019,alex
social,social_strategies_and_communication,bohn2020learning,2020,alex
social,social_strategies_and_communication,tauzin2020context,2020,alex
social,social_strategies_and_communication,herrmann2006apes,2006,alexandra
social,social_strategies_and_communication,tempelmann2013apes,2013,alexandra
social,social_strategies_and_communication,bohn2016comprehension,2016,alexandra
social,social_strategies_and_communication,halina2018goal,2018,alexandra
social,social_strategies_and_communication,bohn2019natural,2019,alexandra
social,social_strategies_and_communication,tempelmann2013apes,2013,annett
social,social_strategies_and_communication,bohn2016comprehension,2016,annett
social,social_strategies_and_communication,halina2018goal,2018,annett
social,social_strategies_and_communication,bohn2020learning,2020,bambari
social,social_strategies_and_communication,tauzin2020context,2020,bambari
social,social_strategies_and_communication,kano2018human,2018,bangolo
social,social_strategies_and_communication,bohn2020learning,2020,bangolo
social,social_strategies_and_communication,kano2018human,2018,batak
social,social_strategies_and_communication,tauzin2020context,2020,batak
social,social_strategies_and_communication,tempelmann2013apes,2013,bimbo
social,social_strategies_and_communication,bohn2015communication,2015,bimbo
social,social_strategies_and_communication,moore2015production,2015,bimbo
social,social_strategies_and_communication,bohn2016role,2016,bimbo
social,social_strategies_and_communication,bohn2019natural,2019,bimbo
social,social_strategies_and_communication,bohn2020learning,2020,bimbo
social,social_strategies_and_communication,tauzin2020context,2020,bimbo
social,social_strategies_and_communication,herrmann2006apes,2006,brent
social,social_strategies_and_communication,bohn2015communication,2015,brigitta
social,social_strategies_and_communication,bohn2016role,2016,brigitta
social,social_strategies_and_communication,brauer2006making,2006,corry
social,social_strategies_and_communication,herrmann2006apes,2006,corry
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,corry
social,social_strategies_and_communication,bohn2015communication,2015,daza
social,social_strategies_and_communication,bohn2016role,2016,daza
social,social_strategies_and_communication,kano2018human,2018,daza
social,social_strategies_and_communication,bohn2019natural,2019,daza
social,social_strategies_and_communication,bohn2020learning,2020,daza
social,social_strategies_and_communication,tauzin2020context,2020,daza
social,social_strategies_and_communication,bohn2015communication,2015,dokana
social,social_strategies_and_communication,moore2015production,2015,dokana
social,social_strategies_and_communication,bohn2016role,2016,dokana
social,social_strategies_and_communication,kano2018human,2018,dokana
social,social_strategies_and_communication,bohn2019natural,2019,dokana
social,social_strategies_and_communication,bohn2020learning,2020,dokana
social,social_strategies_and_communication,tauzin2020context,2020,dokana
social,social_strategies_and_communication,brauer2006making,2006,dorien
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,dorien
social,social_strategies_and_communication,kirchhofer2012dogs,2012,dorien
social,social_strategies_and_communication,bohn2015communication,2015,dorien
social,social_strategies_and_communication,bohn2020learning,2020,dorien
social,social_strategies_and_communication,tempelmann2013apes,2013,dunja
social,social_strategies_and_communication,brauer2006making,2006,fifi
social,social_strategies_and_communication,herrmann2006apes,2006,fifi
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,fifi
social,social_strategies_and_communication,bohn2016comprehension,2016,fifi
social,social_strategies_and_communication,bohn2015communication,2015,fimi
social,social_strategies_and_communication,bohn2016role,2016,fimi
social,social_strategies_and_communication,halina2018goal,2018,fimi
social,social_strategies_and_communication,kano2018human,2018,fimi
social,social_strategies_and_communication,bohn2019natural,2019,fimi
social,social_strategies_and_communication,bohn2020learning,2020,fimi
social,social_strategies_and_communication,tauzin2020context,2020,fimi
social,social_strategies_and_communication,brauer2006making,2006,fraukje
social,social_strategies_and_communication,herrmann2006apes,2006,fraukje
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,fraukje
social,social_strategies_and_communication,kirchhofer2012dogs,2012,fraukje
social,social_strategies_and_communication,bohn2015communication,2015,fraukje
social,social_strategies_and_communication,bohn2016comprehension,2016,fraukje
social,social_strategies_and_communication,bohn2016role,2016,fraukje
social,social_strategies_and_communication,kano2018human,2018,fraukje
social,social_strategies_and_communication,bohn2020learning,2020,fraukje
social,social_strategies_and_communication,bohn2015communication,2015,frederike
social,social_strategies_and_communication,bohn2016role,2016,frederike
social,social_strategies_and_communication,kano2018human,2018,frederike
social,social_strategies_and_communication,bohn2019natural,2019,frederike
social,social_strategies_and_communication,bohn2020learning,2020,frederike
social,social_strategies_and_communication,tauzin2020context,2020,frederike
social,social_strategies_and_communication,brauer2006making,2006,frodo
social,social_strategies_and_communication,herrmann2006apes,2006,frodo
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,frodo
social,social_strategies_and_communication,kirchhofer2012dogs,2012,frodo
social,social_strategies_and_communication,bohn2015communication,2015,frodo
social,social_strategies_and_communication,bohn2016comprehension,2016,frodo
social,social_strategies_and_communication,bohn2016role,2016,frodo
social,social_strategies_and_communication,kano2018human,2018,frodo
social,social_strategies_and_communication,bohn2020learning,2020,frodo
social,social_strategies_and_communication,bohn2015communication,2015,gemena
social,social_strategies_and_communication,bohn2016role,2016,gemena
social,social_strategies_and_communication,kano2018human,2018,gemena
social,social_strategies_and_communication,bohn2020learning,2020,gemena
social,social_strategies_and_communication,tauzin2020context,2020,gemena
social,social_strategies_and_communication,brauer2006making,2006,gertrudia
social,social_strategies_and_communication,herrmann2006apes,2006,gertrudia
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,gertrudia
social,social_strategies_and_communication,tempelmann2013apes,2013,gertrudia
social,social_strategies_and_communication,bohn2016comprehension,2016,gertrudia
social,social_strategies_and_communication,bohn2020learning,2020,hope
social,social_strategies_and_communication,tauzin2020context,2020,hope
social,social_strategies_and_communication,brauer2006making,2006,jahaga
social,social_strategies_and_communication,herrmann2006apes,2006,jahaga
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,jahaga
social,social_strategies_and_communication,bohn2015communication,2015,jahaga
social,social_strategies_and_communication,bohn2016comprehension,2016,jahaga
social,social_strategies_and_communication,bohn2016role,2016,jahaga
social,social_strategies_and_communication,halina2018goal,2018,jahaga
social,social_strategies_and_communication,kano2018human,2018,jahaga
social,social_strategies_and_communication,bohn2019natural,2019,jahaga
social,social_strategies_and_communication,bohn2015communication,2015,jasongo
social,social_strategies_and_communication,bohn2016role,2016,jasongo
social,social_strategies_and_communication,kano2018human,2018,jasongo
social,social_strategies_and_communication,tauzin2020context,2020,jasongo
social,social_strategies_and_communication,bohn2015communication,2015,jeudi
social,social_strategies_and_communication,bohn2016role,2016,jeudi
social,social_strategies_and_communication,kano2018human,2018,jeudi
social,social_strategies_and_communication,bohn2020learning,2020,jeudi
social,social_strategies_and_communication,tauzin2020context,2020,jeudi
social,social_strategies_and_communication,brauer2006making,2006,joey
social,social_strategies_and_communication,herrmann2006apes,2006,joey
social,social_strategies_and_communication,tempelmann2013apes,2013,joey
social,social_strategies_and_communication,kano2018human,2018,joey
social,social_strategies_and_communication,bohn2020learning,2020,joey
social,social_strategies_and_communication,tauzin2020context,2020,joey
social,social_strategies_and_communication,bohn2015communication,2015,kara
social,social_strategies_and_communication,bohn2016comprehension,2016,kara
social,social_strategies_and_communication,bohn2016role,2016,kara
social,social_strategies_and_communication,halina2018goal,2018,kara
social,social_strategies_and_communication,kano2018human,2018,kara
social,social_strategies_and_communication,kano2018human,2018,kasai_II
social,social_strategies_and_communication,bohn2015communication,2015,kibara
social,social_strategies_and_communication,bohn2016role,2016,kibara
social,social_strategies_and_communication,bohn2020learning,2020,kibara
social,social_strategies_and_communication,tauzin2020context,2020,kibara
social,social_strategies_and_communication,moore2015production,2015,kila
social,social_strategies_and_communication,bohn2015communication,2015,kisha
social,social_strategies_and_communication,bohn2016role,2016,kisha
social,social_strategies_and_communication,bohn2020learning,2020,kisha
social,social_strategies_and_communication,bohn2015communication,2015,kofi
social,social_strategies_and_communication,bohn2016comprehension,2016,kofi
social,social_strategies_and_communication,bohn2016role,2016,kofi
social,social_strategies_and_communication,halina2018goal,2018,kofi
social,social_strategies_and_communication,kano2018human,2018,kofi
social,social_strategies_and_communication,bohn2020learning,2020,kofi
social,social_strategies_and_communication,bohn2015communication,2015,kumili
social,social_strategies_and_communication,bohn2016role,2016,kumili
social,social_strategies_and_communication,bohn2020learning,2020,kumili
social,social_strategies_and_communication,tauzin2020context,2020,kumili
social,social_strategies_and_communication,brauer2006making,2006,kuno
social,social_strategies_and_communication,herrmann2006apes,2006,kuno
social,social_strategies_and_communication,tempelmann2013apes,2013,kuno
social,social_strategies_and_communication,bohn2015communication,2015,kuno
social,social_strategies_and_communication,bohn2016role,2016,kuno
social,social_strategies_and_communication,kano2018human,2018,kuno
social,social_strategies_and_communication,bohn2019natural,2019,kuno
social,social_strategies_and_communication,bohn2020learning,2020,kuno
social,social_strategies_and_communication,bohn2015communication,2015,lexi
social,social_strategies_and_communication,bohn2016role,2016,lexi
social,social_strategies_and_communication,kano2018human,2018,lexi
social,social_strategies_and_communication,bohn2019natural,2019,lexi
social,social_strategies_and_communication,bohn2020learning,2020,lexi
social,social_strategies_and_communication,tauzin2020context,2020,lexi
social,social_strategies_and_communication,brauer2006making,2006,limbuko
social,social_strategies_and_communication,herrmann2006apes,2006,limbuko
social,social_strategies_and_communication,tempelmann2013apes,2013,limbuko
social,social_strategies_and_communication,halina2018goal,2018,limbuko
social,social_strategies_and_communication,bohn2015communication,2015,lobo
social,social_strategies_and_communication,bohn2016role,2016,lobo
social,social_strategies_and_communication,kano2018human,2018,lobo
social,social_strategies_and_communication,bohn2020learning,2020,lobo
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,lome
social,social_strategies_and_communication,kirchhofer2012dogs,2012,lome
social,social_strategies_and_communication,bohn2015communication,2015,lome
social,social_strategies_and_communication,bohn2016comprehension,2016,lome
social,social_strategies_and_communication,bohn2016role,2016,lome
social,social_strategies_and_communication,kano2018human,2018,lome
social,social_strategies_and_communication,bohn2020learning,2020,lome
social,social_strategies_and_communication,bohn2015communication,2015,luiza
social,social_strategies_and_communication,bohn2016role,2016,luiza
social,social_strategies_and_communication,halina2018goal,2018,luiza
social,social_strategies_and_communication,kano2018human,2018,luiza
social,social_strategies_and_communication,bohn2019natural,2019,luiza
social,social_strategies_and_communication,bohn2020learning,2020,luiza
social,social_strategies_and_communication,tauzin2020context,2020,luiza
social,social_strategies_and_communication,brauer2006making,2006,natascha
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,natascha
social,social_strategies_and_communication,kirchhofer2012dogs,2012,natascha
social,social_strategies_and_communication,bohn2016comprehension,2016,natascha
social,social_strategies_and_communication,halina2018goal,2018,natascha
social,social_strategies_and_communication,kano2018human,2018,natascha
social,social_strategies_and_communication,bohn2020learning,2020,natascha
social,social_strategies_and_communication,tempelmann2013apes,2013,padana
social,social_strategies_and_communication,bohn2015communication,2015,padana
social,social_strategies_and_communication,moore2015production,2015,padana
social,social_strategies_and_communication,bohn2016role,2016,padana
social,social_strategies_and_communication,kano2018human,2018,padana
social,social_strategies_and_communication,bohn2019natural,2019,padana
social,social_strategies_and_communication,bohn2020learning,2020,padana
social,social_strategies_and_communication,tauzin2020context,2020,padana
social,social_strategies_and_communication,herrmann2006apes,2006,patrick
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,patrick
social,social_strategies_and_communication,kirchhofer2012dogs,2012,patrick
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,pia
social,social_strategies_and_communication,kirchhofer2012dogs,2012,pia
social,social_strategies_and_communication,bohn2016comprehension,2016,pia
social,social_strategies_and_communication,halina2018goal,2018,pia
social,social_strategies_and_communication,tempelmann2013apes,2013,pini
social,social_strategies_and_communication,bohn2015communication,2015,pini
social,social_strategies_and_communication,moore2015production,2015,pini
social,social_strategies_and_communication,bohn2016role,2016,pini
social,social_strategies_and_communication,kano2018human,2018,pini
social,social_strategies_and_communication,bohn2019natural,2019,pini
social,social_strategies_and_communication,bohn2020learning,2020,pini
social,social_strategies_and_communication,tauzin2020context,2020,pini
social,social_strategies_and_communication,bohn2015communication,2015,raja
social,social_strategies_and_communication,moore2015production,2015,raja
social,social_strategies_and_communication,bohn2016role,2016,raja
social,social_strategies_and_communication,kano2018human,2018,raja
social,social_strategies_and_communication,bohn2020learning,2020,raja
social,social_strategies_and_communication,tauzin2020context,2020,raja
social,social_strategies_and_communication,brauer2006making,2006,riet
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,riet
social,social_strategies_and_communication,bohn2015communication,2015,riet
social,social_strategies_and_communication,bohn2016role,2016,riet
social,social_strategies_and_communication,kano2018human,2018,riet
social,social_strategies_and_communication,bohn2020learning,2020,riet
social,social_strategies_and_communication,brauer2006making,2006,robert
social,social_strategies_and_communication,herrmann2006apes,2006,robert
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,robert
social,social_strategies_and_communication,kirchhofer2012dogs,2012,robert
social,social_strategies_and_communication,bohn2015communication,2015,robert
social,social_strategies_and_communication,bohn2016comprehension,2016,robert
social,social_strategies_and_communication,bohn2016role,2016,robert
social,social_strategies_and_communication,kano2018human,2018,robert
social,social_strategies_and_communication,bohn2020learning,2020,robert
social,social_strategies_and_communication,brauer2006making,2006,sandra
social,social_strategies_and_communication,herrmann2006apes,2006,sandra
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,sandra
social,social_strategies_and_communication,kirchhofer2012dogs,2012,sandra
social,social_strategies_and_communication,bohn2015communication,2015,sandra
social,social_strategies_and_communication,bohn2016comprehension,2016,sandra
social,social_strategies_and_communication,bohn2016role,2016,sandra
social,social_strategies_and_communication,halina2018goal,2018,sandra
social,social_strategies_and_communication,kano2018human,2018,sandra
social,social_strategies_and_communication,bohn2020learning,2020,sandra
social,social_strategies_and_communication,bohn2015communication,2015,suaq
social,social_strategies_and_communication,bohn2016role,2016,suaq
social,social_strategies_and_communication,kano2018human,2018,suaq
social,social_strategies_and_communication,bohn2020learning,2020,suaq
social,social_strategies_and_communication,tauzin2020context,2020,suaq
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,swela
social,social_strategies_and_communication,bohn2015communication,2015,swela
social,social_strategies_and_communication,bohn2016role,2016,swela
social,social_strategies_and_communication,bohn2020learning,2020,swela
social,social_strategies_and_communication,kirchhofer2012dogs,2012,tai
social,social_strategies_and_communication,bohn2015communication,2015,tai
social,social_strategies_and_communication,bohn2016role,2016,tai
social,social_strategies_and_communication,kano2018human,2018,tai
social,social_strategies_and_communication,bohn2020learning,2020,tai
social,social_strategies_and_communication,kano2018human,2018,tanah
social,social_strategies_and_communication,tauzin2020context,2020,tanah
social,social_strategies_and_communication,brauer2006making,2006,ulindi
social,social_strategies_and_communication,tempelmann2013apes,2013,ulindi
social,social_strategies_and_communication,brauer2006making,2006,ulla
