cognitive_domain,general_domain,study_id,year,participant
social,social_strategies_and_communication,liszkowski2009prelinguistic,2009,ulla
social,social_strategies_and_communication,kirchhofer2012dogs,2012,ulla
social,social_strategies_and_communication,bohn2015communication,2015,viringika
social,social_strategies_and_communication,bohn2016role,2016,viringika
social,social_strategies_and_communication,kano2018human,2018,yaro
social,social_strategies_and_communication,bohn2015communication,2015,yasa
social,social_strategies_and_communication,bohn2016role,2016,yasa
social,social_strategies_and_communication,kano2018human,2018,yasa
social,social_strategies_and_communication,bohn2019natural,2019,yasa
social,social_strategies_and_communication,bohn2020learning,2020,yasa
social,social_strategies_and_communication,tauzin2020context,2020,yasa
social,social_strategies_and_communication,tauzin2020context,2020,zira
social,theory_of_mind_and_metacognition,schmid2017great,2017,abeeku
social,theory_of_mind_and_metacognition,russell2008image,2008,alex
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,alex
social,theory_of_mind_and_metacognition,kano2014cross,2014,alex
social,theory_of_mind_and_metacognition,kano2014great,2014,alex
social,theory_of_mind_and_metacognition,kano2015social,2015,alex
social,theory_of_mind_and_metacognition,karg2016differing,2016,alex
social,theory_of_mind_and_metacognition,krupenye2016great,2016,alex
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,alex
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,alex
social,theory_of_mind_and_metacognition,krupenye2017test,2017,alex
social,theory_of_mind_and_metacognition,schmid2017great,2017,alex
social,theory_of_mind_and_metacognition,kano2018human,2018,alex
social,theory_of_mind_and_metacognition,kano2019great,2019,alex
social,theory_of_mind_and_metacognition,allritz2021chimpanzees,2021,alex
social,theory_of_mind_and_metacognition,kopp2021small,2021,alex
social,theory_of_mind_and_metacognition,brauer2005all,2005,alexandra
social,theory_of_mind_and_metacognition,russell2008image,2008,alexandra
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,alexandra
social,theory_of_mind_and_metacognition,karg2016differing,2016,alexandra
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,alexandra
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,alexandra
social,theory_of_mind_and_metacognition,schmid2017great,2017,alexandra
social,theory_of_mind_and_metacognition,brauer2005all,2005,annett
social,theory_of_mind_and_metacognition,russell2008image,2008,annett
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,annett
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,annett
social,theory_of_mind_and_metacognition,krupenye2017test,2017,azibo
social,theory_of_mind_and_metacognition,kano2019great,2019,azibo
social,theory_of_mind_and_metacognition,kopp2021small,2021,azibo
social,theory_of_mind_and_metacognition,krupenye2017test,2017,bambari
social,theory_of_mind_and_metacognition,kopp2021small,2021,bambari
social,theory_of_mind_and_metacognition,kano2014cross,2014,bangolo
social,theory_of_mind_and_metacognition,kano2014great,2014,bangolo
social,theory_of_mind_and_metacognition,kano2015social,2015,bangolo
social,theory_of_mind_and_metacognition,krupenye2016great,2016,bangolo
social,theory_of_mind_and_metacognition,bohn2017information,2017,bangolo
social,theory_of_mind_and_metacognition,krupenye2017test,2017,bangolo
social,theory_of_mind_and_metacognition,schmid2017great,2017,bangolo
social,theory_of_mind_and_metacognition,kano2018human,2018,bangolo
social,theory_of_mind_and_metacognition,kopp2021small,2021,bangolo
social,theory_of_mind_and_metacognition,kano2014cross,2014,batak
social,theory_of_mind_and_metacognition,kano2014great,2014,batak
social,theory_of_mind_and_metacognition,krupenye2016great,2016,batak
social,theory_of_mind_and_metacognition,bohn2017information,2017,batak
social,theory_of_mind_and_metacognition,krupenye2017test,2017,batak
social,theory_of_mind_and_metacognition,kano2018human,2018,batak
social,theory_of_mind_and_metacognition,brauer2005all,2005,bebe
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,bebe
social,theory_of_mind_and_metacognition,russell2008image,2008,bebe
social,theory_of_mind_and_metacognition,brauer2005all,2005,bimbo
social,theory_of_mind_and_metacognition,suda2006what,2006,bimbo
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,bimbo
social,theory_of_mind_and_metacognition,russell2008image,2008,bimbo
social,theory_of_mind_and_metacognition,bohn2017information,2017,bimbo
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,bimbo
social,theory_of_mind_and_metacognition,schmid2017great,2017,bimbo
social,theory_of_mind_and_metacognition,brauer2005all,2005,brent
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,brent
social,theory_of_mind_and_metacognition,russell2008image,2008,brent
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,brigitta
social,theory_of_mind_and_metacognition,brauer2006making,2006,corry
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,corry
social,theory_of_mind_and_metacognition,russell2008image,2008,corry
social,theory_of_mind_and_metacognition,kopp2021small,2021,corry
social,theory_of_mind_and_metacognition,krupenye2016great,2016,daza
social,theory_of_mind_and_metacognition,krupenye2017test,2017,daza
social,theory_of_mind_and_metacognition,kano2018human,2018,daza
social,theory_of_mind_and_metacognition,kano2019great,2019,daza
social,theory_of_mind_and_metacognition,kopp2021small,2021,daza
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,dokana
social,theory_of_mind_and_metacognition,russell2008image,2008,dokana
social,theory_of_mind_and_metacognition,kano2014cross,2014,dokana
social,theory_of_mind_and_metacognition,kano2014great,2014,dokana
social,theory_of_mind_and_metacognition,krupenye2016great,2016,dokana
social,theory_of_mind_and_metacognition,bohn2017information,2017,dokana
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,dokana
social,theory_of_mind_and_metacognition,krupenye2017test,2017,dokana
social,theory_of_mind_and_metacognition,schmid2017great,2017,dokana
social,theory_of_mind_and_metacognition,kano2018human,2018,dokana
social,theory_of_mind_and_metacognition,kano2019great,2019,dokana
social,theory_of_mind_and_metacognition,brauer2006making,2006,dorien
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,dorien
social,theory_of_mind_and_metacognition,russell2008image,2008,dorien
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,dorien
social,theory_of_mind_and_metacognition,karg2016differing,2016,dorien
social,theory_of_mind_and_metacognition,bohn2017information,2017,dorien
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,dorien
social,theory_of_mind_and_metacognition,schmid2017great,2017,dorien
social,theory_of_mind_and_metacognition,kano2019great,2019,dorien
social,theory_of_mind_and_metacognition,kopp2021small,2021,dorien
social,theory_of_mind_and_metacognition,brauer2005all,2005,dunja
social,theory_of_mind_and_metacognition,suda2006what,2006,dunja
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,dunja
social,theory_of_mind_and_metacognition,russell2008image,2008,dunja
social,theory_of_mind_and_metacognition,brauer2006making,2006,fifi
social,theory_of_mind_and_metacognition,suda2006what,2006,fifi
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,fifi
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,fifi
social,theory_of_mind_and_metacognition,russell2008image,2008,fifi
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,fifi
social,theory_of_mind_and_metacognition,kano2014cross,2014,fifi
social,theory_of_mind_and_metacognition,kano2015social,2015,fifi
social,theory_of_mind_and_metacognition,karg2016differing,2016,fifi
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,fifi
social,theory_of_mind_and_metacognition,kano2014cross,2014,fimi
social,theory_of_mind_and_metacognition,kano2014great,2014,fimi
social,theory_of_mind_and_metacognition,kano2015social,2015,fimi
social,theory_of_mind_and_metacognition,krupenye2016great,2016,fimi
social,theory_of_mind_and_metacognition,krupenye2017test,2017,fimi
social,theory_of_mind_and_metacognition,schmid2017great,2017,fimi
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,fimi
social,theory_of_mind_and_metacognition,kano2018human,2018,fimi
social,theory_of_mind_and_metacognition,brauer2005all,2005,fraukje
social,theory_of_mind_and_metacognition,brauer2006making,2006,fraukje
social,theory_of_mind_and_metacognition,suda2006what,2006,fraukje
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,fraukje
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,fraukje
social,theory_of_mind_and_metacognition,russell2008image,2008,fraukje
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,fraukje
social,theory_of_mind_and_metacognition,kano2014cross,2014,fraukje
social,theory_of_mind_and_metacognition,kano2014great,2014,fraukje
social,theory_of_mind_and_metacognition,kano2015social,2015,fraukje
social,theory_of_mind_and_metacognition,karg2016differing,2016,fraukje
social,theory_of_mind_and_metacognition,krupenye2016great,2016,fraukje
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,fraukje
social,theory_of_mind_and_metacognition,krupenye2017test,2017,fraukje
social,theory_of_mind_and_metacognition,schmid2017great,2017,fraukje
social,theory_of_mind_and_metacognition,kano2018human,2018,fraukje
social,theory_of_mind_and_metacognition,kano2019great,2019,fraukje
social,theory_of_mind_and_metacognition,kopp2021small,2021,fraukje
social,theory_of_mind_and_metacognition,krupenye2016great,2016,frederike
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,frederike
social,theory_of_mind_and_metacognition,krupenye2017test,2017,frederike
social,theory_of_mind_and_metacognition,schmid2017great,2017,frederike
social,theory_of_mind_and_metacognition,kano2018human,2018,frederike
social,theory_of_mind_and_metacognition,kano2019great,2019,frederike
social,theory_of_mind_and_metacognition,kopp2021small,2021,frederike
social,theory_of_mind_and_metacognition,brauer2005all,2005,frodo
social,theory_of_mind_and_metacognition,brauer2006making,2006,frodo
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,frodo
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,frodo
social,theory_of_mind_and_metacognition,russell2008image,2008,frodo
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,frodo
social,theory_of_mind_and_metacognition,karg2016differing,2016,frodo
social,theory_of_mind_and_metacognition,bohn2017information,2017,frodo
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,frodo
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,frodo
social,theory_of_mind_and_metacognition,krupenye2017test,2017,frodo
social,theory_of_mind_and_metacognition,kano2018human,2018,frodo
social,theory_of_mind_and_metacognition,kano2019great,2019,frodo
social,theory_of_mind_and_metacognition,kopp2021small,2021,frodo
social,theory_of_mind_and_metacognition,krupenye2016great,2016,gemena
social,theory_of_mind_and_metacognition,krupenye2017test,2017,gemena
social,theory_of_mind_and_metacognition,kano2018human,2018,gemena
social,theory_of_mind_and_metacognition,kano2019great,2019,gemena
social,theory_of_mind_and_metacognition,brauer2006making,2006,gertrudia
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,gertrudia
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,gertrudia
social,theory_of_mind_and_metacognition,russell2008image,2008,gertrudia
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,gertrudia
social,theory_of_mind_and_metacognition,kano2014cross,2014,gertrudia
social,theory_of_mind_and_metacognition,kano2015social,2015,gertrudia
social,theory_of_mind_and_metacognition,karg2016differing,2016,gertrudia
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,gertrudia
social,theory_of_mind_and_metacognition,brauer2005all,2005,gorgo
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,gorgo
social,theory_of_mind_and_metacognition,russell2008image,2008,gorgo
social,theory_of_mind_and_metacognition,krupenye2017test,2017,hope
social,theory_of_mind_and_metacognition,kano2019great,2019,hope
social,theory_of_mind_and_metacognition,kopp2021small,2021,hope
social,theory_of_mind_and_metacognition,brauer2006making,2006,jahaga
social,theory_of_mind_and_metacognition,suda2006what,2006,jahaga
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,jahaga
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,jahaga
social,theory_of_mind_and_metacognition,russell2008image,2008,jahaga
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,jahaga
social,theory_of_mind_and_metacognition,kano2014cross,2014,jahaga
social,theory_of_mind_and_metacognition,kano2014great,2014,jahaga
social,theory_of_mind_and_metacognition,kano2015social,2015,jahaga
social,theory_of_mind_and_metacognition,karg2016differing,2016,jahaga
social,theory_of_mind_and_metacognition,krupenye2016great,2016,jahaga
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,jahaga
social,theory_of_mind_and_metacognition,krupenye2017test,2017,jahaga
social,theory_of_mind_and_metacognition,schmid2017great,2017,jahaga
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,jahaga
social,theory_of_mind_and_metacognition,kano2018human,2018,jahaga
social,theory_of_mind_and_metacognition,allritz2021chimpanzees,2021,jahaga
social,theory_of_mind_and_metacognition,kano2014cross,2014,jasongo
social,theory_of_mind_and_metacognition,kano2015social,2015,jasongo
social,theory_of_mind_and_metacognition,krupenye2016great,2016,jasongo
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,jasongo
social,theory_of_mind_and_metacognition,krupenye2017test,2017,jasongo
social,theory_of_mind_and_metacognition,schmid2017great,2017,jasongo
social,theory_of_mind_and_metacognition,kano2018human,2018,jasongo
social,theory_of_mind_and_metacognition,kano2019great,2019,jasongo
social,theory_of_mind_and_metacognition,krupenye2016great,2016,jeudi
social,theory_of_mind_and_metacognition,krupenye2017test,2017,jeudi
social,theory_of_mind_and_metacognition,schmid2017great,2017,jeudi
social,theory_of_mind_and_metacognition,kano2018human,2018,jeudi
social,theory_of_mind_and_metacognition,kano2019great,2019,jeudi
social,theory_of_mind_and_metacognition,kopp2021small,2021,jeudi
social,theory_of_mind_and_metacognition,brauer2005all,2005,joey
social,theory_of_mind_and_metacognition,brauer2006making,2006,joey
social,theory_of_mind_and_metacognition,suda2006what,2006,joey
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,joey
social,theory_of_mind_and_metacognition,russell2008image,2008,joey
social,theory_of_mind_and_metacognition,kano2014cross,2014,joey
social,theory_of_mind_and_metacognition,kano2015social,2015,joey
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,joey
social,theory_of_mind_and_metacognition,schmid2017great,2017,joey
social,theory_of_mind_and_metacognition,kano2018human,2018,joey
social,theory_of_mind_and_metacognition,kano2014cross,2014,kara
social,theory_of_mind_and_metacognition,kano2014great,2014,kara
social,theory_of_mind_and_metacognition,kano2015social,2015,kara
social,theory_of_mind_and_metacognition,krupenye2016great,2016,kara
social,theory_of_mind_and_metacognition,karg2016differing,2016,kara
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,kara
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,kara
social,theory_of_mind_and_metacognition,krupenye2017test,2017,kara
social,theory_of_mind_and_metacognition,schmid2017great,2017,kara
social,theory_of_mind_and_metacognition,kano2018human,2018,kara
social,theory_of_mind_and_metacognition,krupenye2016great,2016,kasai_II
social,theory_of_mind_and_metacognition,krupenye2017test,2017,kasai_II
social,theory_of_mind_and_metacognition,kano2018human,2018,kasai_II
social,theory_of_mind_and_metacognition,kano2019great,2019,kasai_II
social,theory_of_mind_and_metacognition,schmid2017great,2017,kibara
social,theory_of_mind_and_metacognition,krupenye2017test,2017,kisha
social,theory_of_mind_and_metacognition,kano2019great,2019,kisha
social,theory_of_mind_and_metacognition,kopp2021small,2021,kisha
social,theory_of_mind_and_metacognition,kano2014cross,2014,kofi
social,theory_of_mind_and_metacognition,kano2014great,2014,kofi
social,theory_of_mind_and_metacognition,kano2015social,2015,kofi
social,theory_of_mind_and_metacognition,krupenye2016great,2016,kofi
social,theory_of_mind_and_metacognition,bohn2017information,2017,kofi
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,kofi
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,kofi
social,theory_of_mind_and_metacognition,krupenye2017test,2017,kofi
social,theory_of_mind_and_metacognition,schmid2017great,2017,kofi
social,theory_of_mind_and_metacognition,kano2018human,2018,kofi
social,theory_of_mind_and_metacognition,allritz2021chimpanzees,2021,kofi
social,theory_of_mind_and_metacognition,kopp2021small,2021,kofi
social,theory_of_mind_and_metacognition,schmid2017great,2017,kumili
social,theory_of_mind_and_metacognition,brauer2005all,2005,kuno
social,theory_of_mind_and_metacognition,brauer2006making,2006,kuno
social,theory_of_mind_and_metacognition,suda2006what,2006,kuno
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,kuno
social,theory_of_mind_and_metacognition,russell2008image,2008,kuno
social,theory_of_mind_and_metacognition,kano2014cross,2014,kuno
social,theory_of_mind_and_metacognition,kano2014great,2014,kuno
social,theory_of_mind_and_metacognition,kano2015social,2015,kuno
social,theory_of_mind_and_metacognition,krupenye2016great,2016,kuno
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,kuno
social,theory_of_mind_and_metacognition,krupenye2017test,2017,kuno
social,theory_of_mind_and_metacognition,schmid2017great,2017,kuno
social,theory_of_mind_and_metacognition,kano2018human,2018,kuno
social,theory_of_mind_and_metacognition,kano2019great,2019,kuno
social,theory_of_mind_and_metacognition,krupenye2016great,2016,lexi
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,lexi
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,lexi
social,theory_of_mind_and_metacognition,krupenye2017test,2017,lexi
social,theory_of_mind_and_metacognition,schmid2017great,2017,lexi
social,theory_of_mind_and_metacognition,kano2018human,2018,lexi
social,theory_of_mind_and_metacognition,kano2019great,2019,lexi
social,theory_of_mind_and_metacognition,brauer2005all,2005,limbuko
social,theory_of_mind_and_metacognition,brauer2006making,2006,limbuko
social,theory_of_mind_and_metacognition,suda2006what,2006,limbuko
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,limbuko
social,theory_of_mind_and_metacognition,russell2008image,2008,limbuko
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,lobo
social,theory_of_mind_and_metacognition,kano2014cross,2014,lobo
social,theory_of_mind_and_metacognition,kano2014great,2014,lobo
social,theory_of_mind_and_metacognition,kano2015social,2015,lobo
social,theory_of_mind_and_metacognition,karg2016differing,2016,lobo
social,theory_of_mind_and_metacognition,krupenye2016great,2016,lobo
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,lobo
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,lobo
social,theory_of_mind_and_metacognition,krupenye2017test,2017,lobo
social,theory_of_mind_and_metacognition,schmid2017great,2017,lobo
social,theory_of_mind_and_metacognition,kano2018human,2018,lobo
social,theory_of_mind_and_metacognition,kano2019great,2019,lobo
social,theory_of_mind_and_metacognition,kopp2021small,2021,lobo
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,lome
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,lome
social,theory_of_mind_and_metacognition,kano2014cross,2014,lome
social,theory_of_mind_and_metacognition,kano2014great,2014,lome
social,theory_of_mind_and_metacognition,kano2015social,2015,lome
social,theory_of_mind_and_metacognition,karg2016differing,2016,lome
social,theory_of_mind_and_metacognition,krupenye2016great,2016,lome
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,lome
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,lome
social,theory_of_mind_and_metacognition,krupenye2017test,2017,lome
social,theory_of_mind_and_metacognition,schmid2017great,2017,lome
social,theory_of_mind_and_metacognition,kano2018human,2018,lome
social,theory_of_mind_and_metacognition,kano2019great,2019,lome
social,theory_of_mind_and_metacognition,kopp2021small,2021,lome
social,theory_of_mind_and_metacognition,kano2014cross,2014,loto
social,theory_of_mind_and_metacognition,kano2015social,2015,loto
social,theory_of_mind_and_metacognition,kano2014cross,2014,luiza
social,theory_of_mind_and_metacognition,kano2014great,2014,luiza
social,theory_of_mind_and_metacognition,kano2015social,2015,luiza
social,theory_of_mind_and_metacognition,krupenye2016great,2016,luiza
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,luiza
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,luiza
social,theory_of_mind_and_metacognition,krupenye2017test,2017,luiza
social,theory_of_mind_and_metacognition,schmid2017great,2017,luiza
social,theory_of_mind_and_metacognition,kano2018human,2018,luiza
social,theory_of_mind_and_metacognition,kano2019great,2019,luiza
social,theory_of_mind_and_metacognition,kopp2021small,2021,maja
social,theory_of_mind_and_metacognition,kopp2021small,2021,makeni
social,theory_of_mind_and_metacognition,brauer2005all,2005,natascha
social,theory_of_mind_and_metacognition,brauer2006making,2006,natascha
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,natascha
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,natascha
social,theory_of_mind_and_metacognition,russell2008image,2008,natascha
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,natascha
social,theory_of_mind_and_metacognition,karg2016differing,2016,natascha
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,natascha
social,theory_of_mind_and_metacognition,krupenye2017test,2017,natascha
social,theory_of_mind_and_metacognition,kano2018human,2018,natascha
social,theory_of_mind_and_metacognition,kopp2021small,2021,natascha
social,theory_of_mind_and_metacognition,brauer2005all,2005,n’diki
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,n’diki
social,theory_of_mind_and_metacognition,russell2008image,2008,n’diki
social,theory_of_mind_and_metacognition,brauer2005all,2005,n’kwango
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,n’kwango
social,theory_of_mind_and_metacognition,kopp2021small,2021,ohini
social,theory_of_mind_and_metacognition,brauer2005all,2005,padana
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,padana
social,theory_of_mind_and_metacognition,russell2008image,2008,padana
social,theory_of_mind_and_metacognition,kano2014cross,2014,padana
social,theory_of_mind_and_metacognition,kano2014great,2014,padana
social,theory_of_mind_and_metacognition,krupenye2016great,2016,padana
social,theory_of_mind_and_metacognition,bohn2017information,2017,padana
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,padana
social,theory_of_mind_and_metacognition,krupenye2017test,2017,padana
social,theory_of_mind_and_metacognition,schmid2017great,2017,padana
social,theory_of_mind_and_metacognition,kano2018human,2018,padana
social,theory_of_mind_and_metacognition,kano2019great,2019,padana
social,theory_of_mind_and_metacognition,brauer2005all,2005,patrick
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,patrick
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,patrick
social,theory_of_mind_and_metacognition,russell2008image,2008,patrick
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,patrick
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,patrick
social,theory_of_mind_and_metacognition,brauer2005all,2005,pia
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,pia
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,pia
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,pia
social,theory_of_mind_and_metacognition,karg2016differing,2016,pia
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,pia
social,theory_of_mind_and_metacognition,brauer2005all,2005,pini
social,theory_of_mind_and_metacognition,suda2006what,2006,pini
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,pini
social,theory_of_mind_and_metacognition,russell2008image,2008,pini
social,theory_of_mind_and_metacognition,kano2014cross,2014,pini
social,theory_of_mind_and_metacognition,krupenye2016great,2016,pini
social,theory_of_mind_and_metacognition,bohn2017information,2017,pini
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,pini
social,theory_of_mind_and_metacognition,krupenye2017test,2017,pini
social,theory_of_mind_and_metacognition,schmid2017great,2017,pini
social,theory_of_mind_and_metacognition,kano2018human,2018,pini
social,theory_of_mind_and_metacognition,kano2019great,2019,pini
social,theory_of_mind_and_metacognition,kano2014cross,2014,raja
social,theory_of_mind_and_metacognition,kano2014great,2014,raja
social,theory_of_mind_and_metacognition,krupenye2016great,2016,raja
social,theory_of_mind_and_metacognition,bohn2017information,2017,raja
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,raja
social,theory_of_mind_and_metacognition,krupenye2017test,2017,raja
social,theory_of_mind_and_metacognition,schmid2017great,2017,raja
social,theory_of_mind_and_metacognition,kano2018human,2018,raja
social,theory_of_mind_and_metacognition,kano2019great,2019,raja
social,theory_of_mind_and_metacognition,brauer2005all,2005,riet
social,theory_of_mind_and_metacognition,brauer2006making,2006,riet
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,riet
social,theory_of_mind_and_metacognition,russell2008image,2008,riet
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,riet
social,theory_of_mind_and_metacognition,kano2014cross,2014,riet
social,theory_of_mind_and_metacognition,kano2014great,2014,riet
social,theory_of_mind_and_metacognition,kano2015social,2015,riet
social,theory_of_mind_and_metacognition,karg2016differing,2016,riet
social,theory_of_mind_and_metacognition,krupenye2016great,2016,riet
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,riet
social,theory_of_mind_and_metacognition,krupenye2017test,2017,riet
social,theory_of_mind_and_metacognition,schmid2017great,2017,riet
social,theory_of_mind_and_metacognition,kano2018human,2018,riet
social,theory_of_mind_and_metacognition,kano2019great,2019,riet
social,theory_of_mind_and_metacognition,kopp2021small,2021,riet
social,theory_of_mind_and_metacognition,brauer2006making,2006,robert
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,robert
social,theory_of_mind_and_metacognition,russell2008image,2008,robert
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,robert
social,theory_of_mind_and_metacognition,kano2014cross,2014,robert
social,theory_of_mind_and_metacognition,kano2014great,2014,robert
social,theory_of_mind_and_metacognition,kano2015social,2015,robert
social,theory_of_mind_and_metacognition,karg2016differing,2016,robert
social,theory_of_mind_and_metacognition,krupenye2016great,2016,robert
social,theory_of_mind_and_metacognition,bohn2017information,2017,robert
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,robert
social,theory_of_mind_and_metacognition,krupenye2017test,2017,robert
social,theory_of_mind_and_metacognition,schmid2017great,2017,robert
social,theory_of_mind_and_metacognition,kano2018human,2018,robert
social,theory_of_mind_and_metacognition,kano2019great,2019,robert
social,theory_of_mind_and_metacognition,kopp2021small,2021,robert
social,theory_of_mind_and_metacognition,brauer2005all,2005,ruby_b'windi
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,ruby_b'windi
social,theory_of_mind_and_metacognition,russell2008image,2008,ruby_b'windi
social,theory_of_mind_and_metacognition,brauer2005all,2005,sandra
social,theory_of_mind_and_metacognition,brauer2006making,2006,sandra
social,theory_of_mind_and_metacognition,suda2006what,2006,sandra
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,sandra
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,sandra
social,theory_of_mind_and_metacognition,russell2008image,2008,sandra
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,sandra
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,sandra
social,theory_of_mind_and_metacognition,kano2014cross,2014,sandra
social,theory_of_mind_and_metacognition,kano2014great,2014,sandra
social,theory_of_mind_and_metacognition,kano2015social,2015,sandra
social,theory_of_mind_and_metacognition,karg2016differing,2016,sandra
social,theory_of_mind_and_metacognition,krupenye2016great,2016,sandra
social,theory_of_mind_and_metacognition,bohn2017information,2017,sandra
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,sandra
social,theory_of_mind_and_metacognition,krupenye2017test,2017,sandra
social,theory_of_mind_and_metacognition,schmid2017great,2017,sandra
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,sandra
social,theory_of_mind_and_metacognition,kano2018human,2018,sandra
social,theory_of_mind_and_metacognition,kopp2021small,2021,sandra
social,theory_of_mind_and_metacognition,kano2014cross,2014,suaq
social,theory_of_mind_and_metacognition,kano2014great,2014,suaq
social,theory_of_mind_and_metacognition,krupenye2016great,2016,suaq
