cognitive_domain,general_domain,study_id,year,participant
physical,tools_and_causality,ebel2021prior,2021,batak
physical,tools_and_causality,call2004inferences,2004,bebe
physical,tools_and_causality,cacchione2009gravity,2009,bebe
physical,tools_and_causality,amici2010monkeys,2010,bebe
physical,tools_and_causality,hanus2011comparing,2011,bebe
physical,tools_and_causality,albiach2012apes,2012,bebe
physical,tools_and_causality,amici2012modular,2012,bebe
physical,tools_and_causality,allritz2013food,2013,bebe
physical,tools_and_causality,call2004inferences,2004,bimbo
physical,tools_and_causality,martin2008tubes,2008,bimbo
physical,tools_and_causality,cacchione2009gravity,2009,bimbo
physical,tools_and_causality,amici2010monkeys,2010,bimbo
physical,tools_and_causality,manrique2010great,2010,bimbo
physical,tools_and_causality,manrique2011spontaneous,2011,bimbo
physical,tools_and_causality,albiach2012apes,2012,bimbo
physical,tools_and_causality,amici2012modular,2012,bimbo
physical,tools_and_causality,volter2012problem,2012,bimbo
physical,tools_and_causality,allritz2013food,2013,bimbo
physical,tools_and_causality,manrique2013repeated,2013,bimbo
physical,tools_and_causality,martin2013memory,2013,bimbo
physical,tools_and_causality,bourjade2014bonobos,2014,bimbo
physical,tools_and_causality,volter2014cognitive,2014,bimbo
physical,tools_and_causality,volter2014great,2014,bimbo
physical,tools_and_causality,albiach2015comparing,2015,bimbo
physical,tools_and_causality,brauer2015apes,2015,bimbo
physical,tools_and_causality,volter2016great,2016,bimbo
physical,tools_and_causality,laumer2018spontaneous,2018,bimbo
physical,tools_and_causality,volter2018intuitive,2018,bimbo
physical,tools_and_causality,laumer2019orangutans,2019,bimbo
physical,tools_and_causality,ebel2021prior,2021,bimbo
physical,tools_and_causality,amici2012modular,2012,brent
physical,tools_and_causality,manrique2015age,2015,brigitta
physical,tools_and_causality,brauer2006making,2006,corry
physical,tools_and_causality,amici2010monkeys,2010,corry
physical,tools_and_causality,hanus2011comparing,2011,corry
physical,tools_and_causality,amici2012modular,2012,corry
physical,tools_and_causality,seed2012chimpanzee,2012,corry
physical,tools_and_causality,volter2012problem,2012,corry
physical,tools_and_causality,allritz2013food,2013,corry
physical,tools_and_causality,martin2013memory,2013,corry
physical,tools_and_causality,albiach2014reversed,2014,corry
physical,tools_and_causality,volter2014cognitive,2014,corry
physical,tools_and_causality,albiach2015comparing,2015,corry
physical,tools_and_causality,manrique2015age,2015,corry
physical,tools_and_causality,ebel2019innovative,2019,corry
physical,tools_and_causality,tennie2019chimpanzees,2019,corry
physical,tools_and_causality,manrique2015age,2015,daza
physical,tools_and_causality,volter2018intuitive,2018,daza
physical,tools_and_causality,ebel2019innovative,2019,daza
physical,tools_and_causality,ebel2021prior,2021,daza
physical,tools_and_causality,martin2008tubes,2008,dokana
physical,tools_and_causality,cacchione2009gravity,2009,dokana
physical,tools_and_causality,martin2009assessing,2009,dokana
physical,tools_and_causality,amici2010monkeys,2010,dokana
physical,tools_and_causality,manrique2010great,2010,dokana
physical,tools_and_causality,manrique2011spontaneous,2011,dokana
physical,tools_and_causality,albiach2012apes,2012,dokana
physical,tools_and_causality,amici2012modular,2012,dokana
physical,tools_and_causality,volter2012problem,2012,dokana
physical,tools_and_causality,allritz2013food,2013,dokana
physical,tools_and_causality,manrique2013repeated,2013,dokana
physical,tools_and_causality,martin2013memory,2013,dokana
physical,tools_and_causality,bourjade2014bonobos,2014,dokana
physical,tools_and_causality,volter2014cognitive,2014,dokana
physical,tools_and_causality,volter2014great,2014,dokana
physical,tools_and_causality,albiach2015comparing,2015,dokana
physical,tools_and_causality,brauer2015apes,2015,dokana
physical,tools_and_causality,manrique2015age,2015,dokana
physical,tools_and_causality,forss2016cognitive,2016,dokana
physical,tools_and_causality,volter2016great,2016,dokana
physical,tools_and_causality,laumer2018spontaneous,2018,dokana
physical,tools_and_causality,volter2018intuitive,2018,dokana
physical,tools_and_causality,ebel2019innovative,2019,dokana
physical,tools_and_causality,laumer2019orangutans,2019,dokana
physical,tools_and_causality,bandini2021individually,2021,dokana
physical,tools_and_causality,ebel2021prior,2021,dokana
physical,tools_and_causality,call2004inferences,2004,dorien
physical,tools_and_causality,brauer2006making,2006,dorien
physical,tools_and_causality,amici2010monkeys,2010,dorien
physical,tools_and_causality,hanus2011chimpanzee,2011,dorien
physical,tools_and_causality,hanus2011comparing,2011,dorien
physical,tools_and_causality,amici2012modular,2012,dorien
physical,tools_and_causality,seed2012chimpanzee,2012,dorien
physical,tools_and_causality,volter2012problem,2012,dorien
physical,tools_and_causality,martin2013memory,2013,dorien
physical,tools_and_causality,albiach2014reversed,2014,dorien
physical,tools_and_causality,volter2014cognitive,2014,dorien
physical,tools_and_causality,volter2014great,2014,dorien
physical,tools_and_causality,manrique2015age,2015,dorien
physical,tools_and_causality,volter2016great,2016,dorien
physical,tools_and_causality,volter2018intuitive,2018,dorien
physical,tools_and_causality,ebel2021prior,2021,dorien
physical,tools_and_causality,call2004inferences,2004,dunja
physical,tools_and_causality,martin2008tubes,2008,dunja
physical,tools_and_causality,cacchione2009gravity,2009,dunja
physical,tools_and_causality,amici2010monkeys,2010,dunja
physical,tools_and_causality,manrique2010great,2010,dunja
physical,tools_and_causality,manrique2011spontaneous,2011,dunja
physical,tools_and_causality,albiach2012apes,2012,dunja
physical,tools_and_causality,amici2012modular,2012,dunja
physical,tools_and_causality,manrique2013repeated,2013,dunja
physical,tools_and_causality,albiach2015comparing,2015,dunja
physical,tools_and_causality,brauer2015apes,2015,dunja
physical,tools_and_causality,bandini2021individually,2021,dunja
physical,tools_and_causality,call2004inferences,2004,fifi
physical,tools_and_causality,brauer2006making,2006,fifi
physical,tools_and_causality,martin2008tubes,2008,fifi
physical,tools_and_causality,cacchione2009gravity,2009,fifi
physical,tools_and_causality,martin2009assessing,2009,fifi
physical,tools_and_causality,manrique2010great,2010,fifi
physical,tools_and_causality,hanus2011comparing,2011,fifi
physical,tools_and_causality,manrique2011spontaneous,2011,fifi
physical,tools_and_causality,albiach2012apes,2012,fifi
physical,tools_and_causality,amici2012modular,2012,fifi
physical,tools_and_causality,sabbatini2012understanding,2012,fifi
physical,tools_and_causality,volter2012problem,2012,fifi
physical,tools_and_causality,allritz2013food,2013,fifi
physical,tools_and_causality,manrique2013repeated,2013,fifi
physical,tools_and_causality,martin2013memory,2013,fifi
physical,tools_and_causality,albiach2014reversed,2014,fifi
physical,tools_and_causality,volter2014cognitive,2014,fifi
physical,tools_and_causality,volter2014great,2014,fifi
physical,tools_and_causality,albiach2015comparing,2015,fifi
physical,tools_and_causality,brauer2015apes,2015,fifi
physical,tools_and_causality,manrique2015age,2015,fifi
physical,tools_and_causality,volter2016great,2016,fifi
physical,tools_and_causality,tennie2019chimpanzees,2019,fifi
physical,tools_and_causality,manrique2015age,2015,fimi
physical,tools_and_causality,volter2016great,2016,fimi
physical,tools_and_causality,volter2018intuitive,2018,fimi
physical,tools_and_causality,ebel2019innovative,2019,fimi
physical,tools_and_causality,ebel2021prior,2021,fimi
physical,tools_and_causality,call2004inferences,2004,fraukje
physical,tools_and_causality,brauer2006making,2006,fraukje
physical,tools_and_causality,martin2008tubes,2008,fraukje
physical,tools_and_causality,amici2010monkeys,2010,fraukje
physical,tools_and_causality,manrique2010great,2010,fraukje
physical,tools_and_causality,hanus2011chimpanzee,2011,fraukje
physical,tools_and_causality,hanus2011comparing,2011,fraukje
physical,tools_and_causality,albiach2012apes,2012,fraukje
physical,tools_and_causality,amici2012modular,2012,fraukje
physical,tools_and_causality,seed2012chimpanzee,2012,fraukje
physical,tools_and_causality,volter2012problem,2012,fraukje
physical,tools_and_causality,martin2013memory,2013,fraukje
physical,tools_and_causality,albiach2014reversed,2014,fraukje
physical,tools_and_causality,volter2014cognitive,2014,fraukje
physical,tools_and_causality,volter2014great,2014,fraukje
physical,tools_and_causality,albiach2015comparing,2015,fraukje
physical,tools_and_causality,manrique2015age,2015,fraukje
physical,tools_and_causality,volter2016great,2016,fraukje
physical,tools_and_causality,volter2018intuitive,2018,fraukje
physical,tools_and_causality,ebel2019innovative,2019,fraukje
physical,tools_and_causality,tennie2019chimpanzees,2019,fraukje
physical,tools_and_causality,ebel2021prior,2021,fraukje
physical,tools_and_causality,manrique2015age,2015,frederike
physical,tools_and_causality,volter2018intuitive,2018,frederike
physical,tools_and_causality,ebel2019innovative,2019,frederike
physical,tools_and_causality,ebel2021prior,2021,frederike
physical,tools_and_causality,call2004inferences,2004,frodo
physical,tools_and_causality,brauer2006making,2006,frodo
physical,tools_and_causality,manrique2010great,2010,frodo
physical,tools_and_causality,hanus2011chimpanzee,2011,frodo
physical,tools_and_causality,hanus2011comparing,2011,frodo
physical,tools_and_causality,amici2012modular,2012,frodo
physical,tools_and_causality,seed2012chimpanzee,2012,frodo
physical,tools_and_causality,volter2012problem,2012,frodo
physical,tools_and_causality,allritz2013food,2013,frodo
physical,tools_and_causality,martin2013memory,2013,frodo
physical,tools_and_causality,albiach2014reversed,2014,frodo
physical,tools_and_causality,volter2014cognitive,2014,frodo
physical,tools_and_causality,volter2014great,2014,frodo
physical,tools_and_causality,manrique2015age,2015,frodo
physical,tools_and_causality,volter2016great,2016,frodo
physical,tools_and_causality,volter2018intuitive,2018,frodo
physical,tools_and_causality,ebel2019innovative,2019,frodo
physical,tools_and_causality,tennie2019chimpanzees,2019,frodo
physical,tools_and_causality,ebel2021prior,2021,frodo
physical,tools_and_causality,manrique2015age,2015,gemena
physical,tools_and_causality,volter2016great,2016,gemena
physical,tools_and_causality,volter2018intuitive,2018,gemena
physical,tools_and_causality,ebel2019innovative,2019,gemena
physical,tools_and_causality,ebel2021prior,2021,gemena
physical,tools_and_causality,call2004inferences,2004,gertrudia
physical,tools_and_causality,brauer2006making,2006,gertrudia
physical,tools_and_causality,martin2008tubes,2008,gertrudia
physical,tools_and_causality,cacchione2009gravity,2009,gertrudia
physical,tools_and_causality,manrique2010great,2010,gertrudia
physical,tools_and_causality,hanus2011comparing,2011,gertrudia
physical,tools_and_causality,manrique2011spontaneous,2011,gertrudia
physical,tools_and_causality,amici2012modular,2012,gertrudia
physical,tools_and_causality,volter2012problem,2012,gertrudia
physical,tools_and_causality,allritz2013food,2013,gertrudia
physical,tools_and_causality,manrique2013repeated,2013,gertrudia
physical,tools_and_causality,martin2013memory,2013,gertrudia
physical,tools_and_causality,albiach2014reversed,2014,gertrudia
physical,tools_and_causality,bourjade2014bonobos,2014,gertrudia
physical,tools_and_causality,volter2014cognitive,2014,gertrudia
physical,tools_and_causality,volter2014great,2014,gertrudia
physical,tools_and_causality,brauer2015apes,2015,gertrudia
physical,tools_and_causality,manrique2015age,2015,gertrudia
physical,tools_and_causality,volter2016great,2016,gertrudia
physical,tools_and_causality,tennie2019chimpanzees,2019,gertrudia
physical,tools_and_causality,call2004inferences,2004,gorgo
physical,tools_and_causality,martin2008tubes,2008,gorgo
physical,tools_and_causality,cacchione2009gravity,2009,gorgo
physical,tools_and_causality,amici2010monkeys,2010,gorgo
physical,tools_and_causality,hanus2011comparing,2011,gorgo
physical,tools_and_causality,albiach2012apes,2012,gorgo
physical,tools_and_causality,amici2012modular,2012,gorgo
physical,tools_and_causality,volter2012problem,2012,gorgo
physical,tools_and_causality,allritz2013food,2013,gorgo
physical,tools_and_causality,ebel2021prior,2021,hope
physical,tools_and_causality,call2004inferences,2004,jahaga
physical,tools_and_causality,brauer2006making,2006,jahaga
physical,tools_and_causality,martin2008tubes,2008,jahaga
physical,tools_and_causality,cacchione2009gravity,2009,jahaga
physical,tools_and_causality,manrique2010great,2010,jahaga
physical,tools_and_causality,hanus2011comparing,2011,jahaga
physical,tools_and_causality,manrique2011spontaneous,2011,jahaga
physical,tools_and_causality,amici2012modular,2012,jahaga
physical,tools_and_causality,sabbatini2012understanding,2012,jahaga
physical,tools_and_causality,volter2012problem,2012,jahaga
physical,tools_and_causality,allritz2013food,2013,jahaga
physical,tools_and_causality,manrique2013repeated,2013,jahaga
physical,tools_and_causality,martin2013memory,2013,jahaga
physical,tools_and_causality,albiach2014reversed,2014,jahaga
physical,tools_and_causality,bourjade2014bonobos,2014,jahaga
physical,tools_and_causality,volter2014cognitive,2014,jahaga
physical,tools_and_causality,volter2014great,2014,jahaga
physical,tools_and_causality,brauer2015apes,2015,jahaga
physical,tools_and_causality,manrique2015age,2015,jahaga
physical,tools_and_causality,volter2016great,2016,jahaga
physical,tools_and_causality,volter2018intuitive,2018,jahaga
physical,tools_and_causality,ebel2019innovative,2019,jahaga
physical,tools_and_causality,tennie2019chimpanzees,2019,jahaga
physical,tools_and_causality,volter2014cognitive,2014,jasongo
physical,tools_and_causality,volter2014great,2014,jasongo
physical,tools_and_causality,manrique2015age,2015,jasongo
physical,tools_and_causality,volter2016great,2016,jasongo
physical,tools_and_causality,volter2018intuitive,2018,jasongo
physical,tools_and_causality,ebel2021prior,2021,jasongo
physical,tools_and_causality,manrique2015age,2015,jeudi
physical,tools_and_causality,ebel2019innovative,2019,jeudi
physical,tools_and_causality,ebel2021prior,2021,jeudi
physical,tools_and_causality,call2004inferences,2004,joey
physical,tools_and_causality,brauer2006making,2006,joey
physical,tools_and_causality,martin2008tubes,2008,joey
physical,tools_and_causality,cacchione2009gravity,2009,joey
physical,tools_and_causality,amici2010monkeys,2010,joey
physical,tools_and_causality,manrique2010great,2010,joey
physical,tools_and_causality,manrique2011spontaneous,2011,joey
physical,tools_and_causality,albiach2012apes,2012,joey
physical,tools_and_causality,amici2012modular,2012,joey
physical,tools_and_causality,volter2012problem,2012,joey
physical,tools_and_causality,allritz2013food,2013,joey
physical,tools_and_causality,manrique2013repeated,2013,joey
physical,tools_and_causality,bourjade2014bonobos,2014,joey
physical,tools_and_causality,volter2014cognitive,2014,joey
physical,tools_and_causality,volter2014great,2014,joey
physical,tools_and_causality,brauer2015apes,2015,joey
physical,tools_and_causality,manrique2015age,2015,joey
physical,tools_and_causality,volter2016great,2016,joey
physical,tools_and_causality,volter2018intuitive,2018,joey
physical,tools_and_causality,hanus2011chimpanzee,2011,kara
physical,tools_and_causality,seed2012chimpanzee,2012,kara
physical,tools_and_causality,martin2013memory,2013,kara
physical,tools_and_causality,albiach2014reversed,2014,kara
physical,tools_and_causality,volter2014cognitive,2014,kara
physical,tools_and_causality,volter2014great,2014,kara
physical,tools_and_causality,brauer2015apes,2015,kara
physical,tools_and_causality,manrique2015age,2015,kara
physical,tools_and_causality,volter2016great,2016,kara
physical,tools_and_causality,volter2018intuitive,2018,kara
physical,tools_and_causality,ebel2019innovative,2019,kara
physical,tools_and_causality,tennie2019chimpanzees,2019,kara
physical,tools_and_causality,amici2010monkeys,2010,kibara
physical,tools_and_causality,albiach2012apes,2012,kibara
physical,tools_and_causality,amici2012modular,2012,kibara
physical,tools_and_causality,volter2012problem,2012,kibara
physical,tools_and_causality,allritz2013food,2013,kibara
physical,tools_and_causality,manrique2013repeated,2013,kibara
physical,tools_and_causality,volter2014great,2014,kibara
physical,tools_and_causality,manrique2015age,2015,kibara
physical,tools_and_causality,ebel2021prior,2021,kibara
physical,tools_and_causality,martin2008tubes,2008,kila
physical,tools_and_causality,amici2010monkeys,2010,kila
physical,tools_and_causality,manrique2010great,2010,kila
physical,tools_and_causality,manrique2011spontaneous,2011,kila
physical,tools_and_causality,albiach2012apes,2012,kila
physical,tools_and_causality,amici2012modular,2012,kila
physical,tools_and_causality,volter2012problem,2012,kila
physical,tools_and_causality,manrique2013repeated,2013,kila
physical,tools_and_causality,martin2013memory,2013,kila
physical,tools_and_causality,volter2014cognitive,2014,kila
physical,tools_and_causality,albiach2015comparing,2015,kila
physical,tools_and_causality,brauer2015apes,2015,kila
physical,tools_and_causality,manrique2015age,2015,kila
physical,tools_and_causality,forss2016cognitive,2016,kila
physical,tools_and_causality,seed2012chimpanzee,2012,kofi
physical,tools_and_causality,martin2013memory,2013,kofi
physical,tools_and_causality,albiach2014reversed,2014,kofi
physical,tools_and_causality,volter2014cognitive,2014,kofi
physical,tools_and_causality,volter2014great,2014,kofi
physical,tools_and_causality,manrique2015age,2015,kofi
physical,tools_and_causality,volter2016great,2016,kofi
physical,tools_and_causality,volter2018intuitive,2018,kofi
physical,tools_and_causality,ebel2019innovative,2019,kofi
physical,tools_and_causality,tennie2019chimpanzees,2019,kofi
physical,tools_and_causality,ebel2021prior,2021,kofi
physical,tools_and_causality,volter2014great,2014,kumili
physical,tools_and_causality,manrique2015age,2015,kumili
physical,tools_and_causality,ebel2021prior,2021,kumili
physical,tools_and_causality,call2004inferences,2004,kuno
physical,tools_and_causality,brauer2006making,2006,kuno
physical,tools_and_causality,martin2008tubes,2008,kuno
physical,tools_and_causality,cacchione2009gravity,2009,kuno
physical,tools_and_causality,martin2009assessing,2009,kuno
physical,tools_and_causality,amici2010monkeys,2010,kuno
physical,tools_and_causality,manrique2010great,2010,kuno
physical,tools_and_causality,manrique2011spontaneous,2011,kuno
physical,tools_and_causality,albiach2012apes,2012,kuno
physical,tools_and_causality,amici2012modular,2012,kuno
physical,tools_and_causality,volter2012problem,2012,kuno
physical,tools_and_causality,allritz2013food,2013,kuno
physical,tools_and_causality,manrique2013repeated,2013,kuno
physical,tools_and_causality,bourjade2014bonobos,2014,kuno
physical,tools_and_causality,volter2014cognitive,2014,kuno
physical,tools_and_causality,volter2014great,2014,kuno
physical,tools_and_causality,brauer2015apes,2015,kuno
physical,tools_and_causality,manrique2015age,2015,kuno
physical,tools_and_causality,volter2016great,2016,kuno
physical,tools_and_causality,volter2018intuitive,2018,kuno
physical,tools_and_causality,ebel2019innovative,2019,kuno
physical,tools_and_causality,ebel2021prior,2021,kuno
physical,tools_and_causality,volter2014cognitive,2014,lexi
physical,tools_and_causality,volter2014great,2014,lexi
physical,tools_and_causality,manrique2015age,2015,lexi
physical,tools_and_causality,volter2016great,2016,lexi
physical,tools_and_causality,volter2018intuitive,2018,lexi
physical,tools_and_causality,ebel2019innovative,2019,lexi
physical,tools_and_causality,ebel2021prior,2021,lexi
physical,tools_and_causality,call2004inferences,2004,limbuko
physical,tools_and_causality,brauer2006making,2006,limbuko
physical,tools_and_causality,martin2008tubes,2008,limbuko
physical,tools_and_causality,cacchione2009gravity,2009,limbuko
physical,tools_and_causality,amici2010monkeys,2010,limbuko
physical,tools_and_causality,manrique2010great,2010,limbuko
physical,tools_and_causality,manrique2011spontaneous,2011,limbuko
physical,tools_and_causality,albiach2012apes,2012,limbuko
physical,tools_and_causality,amici2012modular,2012,limbuko
physical,tools_and_causality,allritz2013food,2013,limbuko
physical,tools_and_causality,manrique2013repeated,2013,limbuko
physical,tools_and_causality,bourjade2014bonobos,2014,limbuko
physical,tools_and_causality,hanus2011comparing,2011,lobo
physical,tools_and_causality,seed2012chimpanzee,2012,lobo
physical,tools_and_causality,allritz2013food,2013,lobo
physical,tools_and_causality,martin2013memory,2013,lobo
physical,tools_and_causality,albiach2014reversed,2014,lobo
physical,tools_and_causality,volter2014cognitive,2014,lobo
physical,tools_and_causality,volter2014great,2014,lobo
physical,tools_and_causality,albiach2015comparing,2015,lobo
physical,tools_and_causality,brauer2015apes,2015,lobo
physical,tools_and_causality,volter2016great,2016,lobo
physical,tools_and_causality,volter2018intuitive,2018,lobo
physical,tools_and_causality,ebel2019innovative,2019,lobo
physical,tools_and_causality,tennie2019chimpanzees,2019,lobo
physical,tools_and_causality,ebel2021prior,2021,lobo
physical,tools_and_causality,amici2010monkeys,2010,lome
physical,tools_and_causality,hanus2011comparing,2011,lome
physical,tools_and_causality,albiach2012apes,2012,lome
physical,tools_and_causality,amici2012modular,2012,lome
physical,tools_and_causality,sabbatini2012understanding,2012,lome
physical,tools_and_causality,seed2012chimpanzee,2012,lome
physical,tools_and_causality,volter2012problem,2012,lome
physical,tools_and_causality,allritz2013food,2013,lome
physical,tools_and_causality,martin2013memory,2013,lome
physical,tools_and_causality,albiach2014reversed,2014,lome
physical,tools_and_causality,volter2014cognitive,2014,lome
physical,tools_and_causality,volter2014great,2014,lome
physical,tools_and_causality,brauer2015apes,2015,lome
physical,tools_and_causality,manrique2015age,2015,lome
physical,tools_and_causality,volter2016great,2016,lome
physical,tools_and_causality,volter2018intuitive,2018,lome
physical,tools_and_causality,ebel2019innovative,2019,lome
physical,tools_and_causality,tennie2019chimpanzees,2019,lome
physical,tools_and_causality,ebel2021prior,2021,lome
physical,tools_and_causality,allritz2013food,2013,louna
physical,tools_and_causality,manrique2013repeated,2013,louna
physical,tools_and_causality,manrique2013repeated,2013,luiza
physical,tools_and_causality,volter2014great,2014,luiza
physical,tools_and_causality,manrique2015age,2015,luiza
physical,tools_and_causality,volter2016great,2016,luiza
physical,tools_and_causality,volter2018intuitive,2018,luiza
physical,tools_and_causality,ebel2019innovative,2019,luiza
physical,tools_and_causality,ebel2021prior,2021,luiza
physical,tools_and_causality,call2004inferences,2004,natascha
physical,tools_and_causality,brauer2006making,2006,natascha
physical,tools_and_causality,hanus2011chimpanzee,2011,natascha
physical,tools_and_causality,hanus2011comparing,2011,natascha
physical,tools_and_causality,amici2012modular,2012,natascha
physical,tools_and_causality,seed2012chimpanzee,2012,natascha
physical,tools_and_causality,volter2012problem,2012,natascha
physical,tools_and_causality,allritz2013food,2013,natascha
physical,tools_and_causality,martin2013memory,2013,natascha
physical,tools_and_causality,albiach2014reversed,2014,natascha
physical,tools_and_causality,volter2014great,2014,natascha
physical,tools_and_causality,manrique2015age,2015,natascha
physical,tools_and_causality,volter2016great,2016,natascha
physical,tools_and_causality,volter2018intuitive,2018,natascha
physical,tools_and_causality,ebel2019innovative,2019,natascha
physical,tools_and_causality,ebel2021prior,2021,natascha
physical,tools_and_causality,call2004inferences,2004,n’diki
physical,tools_and_causality,martin2008tubes,2008,n’diki
physical,tools_and_causality,cacchione2009gravity,2009,n’diki
physical,tools_and_causality,manrique2010great,2010,n’diki
physical,tools_and_causality,hanus2011comparing,2011,n’diki
physical,tools_and_causality,amici2012modular,2012,n’diki
physical,tools_and_causality,call2004inferences,2004,n’kwango
physical,tools_and_causality,amici2012modular,2012,n’kwango
physical,tools_and_causality,call2004inferences,2004,padana
physical,tools_and_causality,martin2008tubes,2008,padana
physical,tools_and_causality,cacchione2009gravity,2009,padana
physical,tools_and_causality,amici2010monkeys,2010,padana
physical,tools_and_causality,manrique2010great,2010,padana
physical,tools_and_causality,manrique2011spontaneous,2011,padana
physical,tools_and_causality,albiach2012apes,2012,padana
physical,tools_and_causality,amici2012modular,2012,padana
physical,tools_and_causality,volter2012problem,2012,padana
physical,tools_and_causality,allritz2013food,2013,padana
physical,tools_and_causality,manrique2013repeated,2013,padana
physical,tools_and_causality,martin2013memory,2013,padana
physical,tools_and_causality,bourjade2014bonobos,2014,padana
physical,tools_and_causality,volter2014cognitive,2014,padana
physical,tools_and_causality,volter2014great,2014,padana
physical,tools_and_causality,albiach2015comparing,2015,padana
physical,tools_and_causality,brauer2015apes,2015,padana
physical,tools_and_causality,manrique2015age,2015,padana
physical,tools_and_causality,forss2016cognitive,2016,padana
physical,tools_and_causality,volter2016great,2016,padana
physical,tools_and_causality,laumer2018spontaneous,2018,padana
physical,tools_and_causality,volter2018intuitive,2018,padana
physical,tools_and_causality,ebel2019innovative,2019,padana
physical,tools_and_causality,laumer2019orangutans,2019,padana
physical,tools_and_causality,bandini2021individually,2021,padana
physical,tools_and_causality,ebel2021prior,2021,padana
physical,tools_and_causality,amici2010monkeys,2010,pagai
physical,tools_and_causality,albiach2012apes,2012,pagai
physical,tools_and_causality,amici2012modular,2012,pagai
physical,tools_and_causality,call2004inferences,2004,patrick
physical,tools_and_causality,manrique2010great,2010,patrick
physical,tools_and_causality,hanus2011chimpanzee,2011,patrick
physical,tools_and_causality,hanus2011comparing,2011,patrick
physical,tools_and_causality,amici2012modular,2012,patrick
physical,tools_and_causality,sabbatini2012understanding,2012,patrick
physical,tools_and_causality,seed2012chimpanzee,2012,patrick
physical,tools_and_causality,volter2012problem,2012,patrick
physical,tools_and_causality,allritz2013food,2013,patrick
physical,tools_and_causality,albiach2014reversed,2014,patrick
physical,tools_and_causality,albiach2015comparing,2015,patrick
physical,tools_and_causality,brauer2015apes,2015,patrick
physical,tools_and_causality,manrique2015age,2015,patrick
physical,tools_and_causality,martin2008tubes,2008,pia
physical,tools_and_causality,martin2009assessing,2009,pia
physical,tools_and_causality,hanus2011chimpanzee,2011,pia
physical,tools_and_causality,hanus2011comparing,2011,pia
physical,tools_and_causality,amici2012modular,2012,pia
physical,tools_and_causality,seed2012chimpanzee,2012,pia
physical,tools_and_causality,volter2012problem,2012,pia
physical,tools_and_causality,allritz2013food,2013,pia
physical,tools_and_causality,martin2013memory,2013,pia
physical,tools_and_causality,albiach2014reversed,2014,pia
physical,tools_and_causality,volter2014cognitive,2014,pia
physical,tools_and_causality,albiach2015comparing,2015,pia
physical,tools_and_causality,brauer2015apes,2015,pia
physical,tools_and_causality,manrique2015age,2015,pia
physical,tools_and_causality,tennie2019chimpanzees,2019,pia
physical,tools_and_causality,call2004inferences,2004,pini
physical,tools_and_causality,martin2008tubes,2008,pini
physical,tools_and_causality,cacchione2009gravity,2009,pini
physical,tools_and_causality,martin2009assessing,2009,pini
physical,tools_and_causality,amici2010monkeys,2010,pini
physical,tools_and_causality,manrique2010great,2010,pini
physical,tools_and_causality,manrique2011spontaneous,2011,pini
physical,tools_and_causality,albiach2012apes,2012,pini
physical,tools_and_causality,amici2012modular,2012,pini
physical,tools_and_causality,volter2012problem,2012,pini
physical,tools_and_causality,allritz2013food,2013,pini
physical,tools_and_causality,manrique2013repeated,2013,pini
physical,tools_and_causality,martin2013memory,2013,pini
physical,tools_and_causality,bourjade2014bonobos,2014,pini
physical,tools_and_causality,volter2014cognitive,2014,pini
physical,tools_and_causality,volter2014great,2014,pini
physical,tools_and_causality,albiach2015comparing,2015,pini
physical,tools_and_causality,brauer2015apes,2015,pini
physical,tools_and_causality,manrique2015age,2015,pini
physical,tools_and_causality,forss2016cognitive,2016,pini
physical,tools_and_causality,volter2016great,2016,pini
physical,tools_and_causality,laumer2018spontaneous,2018,pini
physical,tools_and_causality,volter2018intuitive,2018,pini
physical,tools_and_causality,laumer2019orangutans,2019,pini
physical,tools_and_causality,bandini2021individually,2021,pini
physical,tools_and_causality,ebel2021prior,2021,pini
physical,tools_and_causality,amici2010monkeys,2010,raja
physical,tools_and_causality,albiach2012apes,2012,raja
physical,tools_and_causality,amici2012modular,2012,raja
physical,tools_and_causality,volter2012problem,2012,raja
physical,tools_and_causality,allritz2013food,2013,raja
physical,tools_and_causality,manrique2013repeated,2013,raja
physical,tools_and_causality,martin2013memory,2013,raja
physical,tools_and_causality,volter2014great,2014,raja
physical,tools_and_causality,albiach2015comparing,2015,raja
physical,tools_and_causality,brauer2015apes,2015,raja
physical,tools_and_causality,manrique2015age,2015,raja
physical,tools_and_causality,forss2016cognitive,2016,raja
physical,tools_and_causality,volter2016great,2016,raja
physical,tools_and_causality,laumer2018spontaneous,2018,raja
physical,tools_and_causality,volter2018intuitive,2018,raja
physical,tools_and_causality,ebel2019innovative,2019,raja
physical,tools_and_causality,laumer2019orangutans,2019,raja
physical,tools_and_causality,call2004inferences,2004,riet
physical,tools_and_causality,brauer2006making,2006,riet
physical,tools_and_causality,amici2010monkeys,2010,riet
physical,tools_and_causality,hanus2011chimpanzee,2011,riet
physical,tools_and_causality,hanus2011comparing,2011,riet
physical,tools_and_causality,amici2012modular,2012,riet
physical,tools_and_causality,seed2012chimpanzee,2012,riet
physical,tools_and_causality,volter2012problem,2012,riet
physical,tools_and_causality,allritz2013food,2013,riet
physical,tools_and_causality,albiach2014reversed,2014,riet
physical,tools_and_causality,volter2014cognitive,2014,riet
physical,tools_and_causality,volter2014great,2014,riet
physical,tools_and_causality,brauer2015apes,2015,riet
physical,tools_and_causality,manrique2015age,2015,riet
physical,tools_and_causality,volter2016great,2016,riet
