study_id,participant,sex,species,session,trial,condition,start_time_in_seconds,end_time_in_seconds,point_duration_in_seconds,hand,eye_contact,point_direction,grape_position,correct,object_received,experimenter
halina2018goal,annett,f,chimpanzee,2,2,motivational,37,44,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,2,2,motivational,48,49,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,2,2,motivational,50,55,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,1,2,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,4,8,4,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,8,9,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,8,9,1,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,19,19,0,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,19,25,6,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,29,31,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,32,34,2,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,34,34,0,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,34,34,0,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,43,45,2,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,45,45,0,left_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,49,51,2,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,52,55,3,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,56,56,0,left_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,64,65,1,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,65,70,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,82,87,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,87,92,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,95,97,2,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,97,97,0,left_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,98,103,5,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,110,110,0,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,111,116,5,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,1,motivational,117,119,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,1,7,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,8,10,2,right_handed_point,no_eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,12,19,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,26,28,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,28,31,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,34,35,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,41,47,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,52,60,8,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,65,67,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,3,2,motivational,67,73,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,0,0,0,left_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,6,7,1,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,10,12,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,17,18,1,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,18,20,2,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,23,32,9,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,33,35,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,56,59,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,59,61,2,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,70,81,11,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,89,91,2,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,92,94,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,102,102,0,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,103,109,6,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,116,119,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,4,1,motivational,120,120,0,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,0,5,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,6,6,0,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,7,8,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,14,16,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,17,23,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,26,27,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,28,35,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,38,47,9,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,50,56,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,4,2,motivational,60,66,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,annett,f,chimpanzee,1,1,successful_look,1,2,1,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,2,4,2,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,5,5,0,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,23,25,2,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,26,36,10,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,39,42,3,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,42,46,4,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,47,49,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,60,65,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,67,68,1,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,79,79,0,left_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,79,86,7,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,92,96,4,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,97,99,2,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,1,successful_look,114,120,6,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,1,2,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,2,5,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,6,7,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,8,12,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,13,14,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,24,28,4,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,50,51,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,53,54,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,54,56,2,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,67,72,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,72,76,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,92,99,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,1,2,successful_look,100,102,2,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,2,1,successful_look,0,4,4,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,2,1,successful_look,5,12,7,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,2,1,successful_look,93,97,4,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,2,1,successful_look,98,101,3,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,annett,f,chimpanzee,2,2,successful_look,0,5,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,1,failed_look,1,3,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,1,failed_look,6,9,3,left_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,1,failed_look,10,11,1,left_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,1,failed_look,14,23,9,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,1,failed_look,32,35,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,1,failed_look,119,120,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,2,failed_look,1,2,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,2,failed_look,12,16,4,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,2,failed_look,116,117,1,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,2,failed_look,117,120,3,left_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,2,1,failed_look,0,9,9,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,2,2,failed_look,0,3,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,fimi,f,bonobo,1,1,motivational,4,16,12,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,1,motivational,28,32,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,1,motivational,38,40,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,1,motivational,54,61,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,1,motivational,68,74,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,1,motivational,106,110,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grapeless_grapevine_received,3
halina2018goal,fimi,f,bonobo,1,2,motivational,2,12,10,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,2,motivational,25,28,3,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,1,2,motivational,30,33,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,2,motivational,41,46,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,2,motivational,52,57,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,2,motivational,63,66,3,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,1,2,motivational,67,68,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,1,motivational,1,6,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,1,motivational,16,19,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,1,motivational,26,44,18,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,1,motivational,54,62,8,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,1,motivational,69,76,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,2,motivational,0,6,6,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,2,motivational,15,19,4,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,2,motivational,26,27,1,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,2,2,motivational,30,31,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,2,motivational,40,44,4,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,2,2,motivational,52,53,1,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,2,2,motivational,55,60,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,1,motivational,0,2,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,1,motivational,12,16,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,1,motivational,22,29,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,1,motivational,33,36,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,1,motivational,38,39,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,3,1,motivational,62,63,1,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,3,1,motivational,66,72,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,2,motivational,3,8,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,2,motivational,18,22,4,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,2,motivational,75,76,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,2,motivational,78,79,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,3,2,motivational,86,91,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,3,2,motivational,97,102,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,1,motivational,4,4,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,1,motivational,6,6,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,4,1,motivational,9,9,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,4,1,motivational,11,11,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,4,1,motivational,19,20,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,1,motivational,37,44,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,1,motivational,51,54,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,1,motivational,57,57,0,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,4,1,motivational,63,64,1,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,4,1,motivational,67,68,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,4,1,motivational,69,70,1,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,4,1,motivational,73,74,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,fimi,f,bonobo,4,1,motivational,75,77,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,2,motivational,1,4,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,2,motivational,18,24,6,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,2,motivational,32,38,6,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,2,motivational,44,51,7,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,4,2,motivational,57,62,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,fimi,f,bonobo,1,1,successful_look,0,7,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,1,1,successful_look,8,16,8,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,1,1,successful_look,73,80,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,1,1,successful_look,90,98,8,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,1,2,successful_look,0,7,7,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,1,2,successful_look,7,13,6,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,1,successful_look,2,3,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,1,successful_look,5,10,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,1,successful_look,12,17,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,1,successful_look,19,25,6,left_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,1,successful_look,101,110,9,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,1,successful_look,112,116,4,left_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,1,successful_look,119,120,1,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,1,successful_look,120,120,0,left_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,2,successful_look,0,0,0,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,2,successful_look,2,14,12,left_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,fimi,f,bonobo,2,2,successful_look,15,15,0,left_handed_point,no_eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,1
