study_id,participant,sex,species,session,trial,condition,start_time_in_seconds,end_time_in_seconds,point_duration_in_seconds,hand,eye_contact,point_direction,grape_position,correct,object_received,experimenter
halina2018goal,kara,f,chimpanzee,1,1,failed_look,46,48,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,failed_look,49,50,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,failed_look,51,52,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,failed_look,58,60,2,right_handed_point,eye_contact_during_point,point_directed_left,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,failed_look,61,63,2,right_handed_point,eye_contact_during_point,point_directed_left,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,failed_look,76,78,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,failed_look,79,82,3,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,failed_look,83,84,1,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,failed_look,84,90,6,left_handed_point,no_eye_contact_during_point,point_directed_left,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,failed_look,85,91,6,right_handed_point,no_eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,2,failed_look,1,1,0,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,2,failed_look,1,2,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,2,failed_look,18,20,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,2,failed_look,23,26,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,2,failed_look,27,28,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,2,failed_look,39,41,2,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,2,failed_look,113,115,2,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,2,failed_look,116,118,2,right_handed_point,eye_contact_during_point,point_directed_right,left,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,1,failed_look,1,6,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,1,failed_look,7,8,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,1,failed_look,15,18,3,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,1,failed_look,20,21,1,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,1,failed_look,26,28,2,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,1,failed_look,69,71,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,1,failed_look,87,89,2,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,2,9,7,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,10,13,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,58,58,0,right_handed_point,no_eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,59,61,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,61,63,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,66,67,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,68,69,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,74,74,0,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,76,76,0,right_handed_point,eye_contact_during_point,point_directed_right,left,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,2,2,failed_look,91,94,3,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,1
halina2018goal,kara,f,chimpanzee,1,1,motivational,2,6,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,12,16,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,23,26,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,27,31,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,35,35,0,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,36,36,0,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,37,38,1,right_handed_point,no_eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,38,41,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,51,52,1,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,52,55,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,56,57,1,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,58,59,1,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,1,motivational,65,67,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,2,motivational,2,6,4,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,2,motivational,13,18,5,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,2,motivational,23,27,4,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,2,motivational,36,36,0,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,2,motivational,37,40,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,2,motivational,48,49,1,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,1,2,motivational,50,53,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,1,motivational,2,3,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,1,motivational,12,15,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,1,motivational,25,30,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,1,motivational,38,38,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,2,1,motivational,40,40,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,1,motivational,47,47,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,2,1,motivational,48,49,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,2,motivational,1,5,4,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,2,motivational,9,12,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,2,motivational,13,15,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,2,2,motivational,23,25,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,2,motivational,26,28,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,2,2,motivational,47,48,1,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,2,2,motivational,49,50,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,2,2,motivational,65,66,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,1,motivational,1,4,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,1,motivational,10,12,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,1,motivational,19,21,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,1,motivational,30,30,0,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,3,1,motivational,31,32,1,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,3,1,motivational,33,35,2,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,3,1,motivational,36,37,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,1,motivational,53,53,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,2,motivational,2,5,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,2,motivational,15,16,1,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,3,2,motivational,16,17,1,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,3,2,motivational,18,19,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,2,motivational,21,22,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,3,2,motivational,34,42,8,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,2,motivational,48,60,12,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,3,2,motivational,64,70,6,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,1,4,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,14,16,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,17,18,1,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,19,20,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,31,34,3,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,35,35,0,right_handed_point,no_eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,37,39,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,58,64,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,85,89,4,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,89,91,2,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,4,1,motivational,92,94,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,2,motivational,0,1,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,2,motivational,4,5,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,4,2,motivational,12,14,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,2,motivational,17,19,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,4,2,motivational,27,34,7,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,2,motivational,48,48,0,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,3
halina2018goal,kara,f,chimpanzee,4,2,motivational,49,56,7,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,4,2,motivational,61,68,7,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,grape_received,3
halina2018goal,kara,f,chimpanzee,1,1,successful_look,1,4,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,5,8,3,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,9,11,2,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,12,16,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,44,47,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,47,50,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,51,52,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,53,56,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,58,61,3,right_handed_point,eye_contact_during_point,point_directed_left,right,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,69,73,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,74,77,3,right_handed_point,no_eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,78,81,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,90,96,6,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,98,100,2,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,101,104,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,106,108,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,1,successful_look,111,112,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,2,5,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,5,13,8,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,13,14,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,15,17,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,18,19,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,20,20,0,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,23,23,0,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,30,33,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,35,36,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,38,38,0,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,38,39,1,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,39,39,0,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,40,40,0,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,41,41,0,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,43,43,0,right_handed_point,no_eye_contact_during_point,point_directed_right,left,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,43,44,1,right_handed_point,eye_contact_during_point,point_directed_right,left,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,88,92,4,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,93,95,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,96,97,1,right_handed_point,no_eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,106,106,0,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,107,107,0,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,108,110,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,113,116,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,1,2,successful_look,117,120,3,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,2,4,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,7,7,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,12,13,1,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,17,24,7,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,31,33,2,right_handed_point,eye_contact_during_point,point_directed_left,right,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,34,36,2,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,94,97,3,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,99,101,2,right_handed_point,no_eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,108,110,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,1,successful_look,116,117,1,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,2,successful_look,1,3,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,2,successful_look,6,6,0,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,2,successful_look,7,8,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,2,successful_look,10,10,0,right_handed_point,no_eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,2,successful_look,14,16,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,2
halina2018goal,kara,f,chimpanzee,2,2,successful_look,118,119,1,right_handed_point,eye_contact_during_point,point_directed_to_center,left,point_not_directed_at_grape,no_reward,2
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,0,1,1,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,1,5,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,5,5,0,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,6,8,2,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,10,10,0,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,11,13,2,right_handed_point,eye_contact_during_point,point_directed_to_center,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,20,29,9,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,30,32,2,right_handed_point,eye_contact_during_point,point_directed_left,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,58,62,4,right_handed_point,eye_contact_during_point,point_directed_left,right,point_not_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,73,78,5,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,1,failed_look,80,84,4,right_handed_point,eye_contact_during_point,point_directed_right,right,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,2,failed_look,0,2,2,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,2,failed_look,2,8,6,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,2,failed_look,9,10,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,2,failed_look,11,12,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
halina2018goal,kofi,m,chimpanzee,1,2,failed_look,14,15,1,right_handed_point,eye_contact_during_point,point_directed_left,left,point_directed_at_grape,no_reward,1
