study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,chimp_dyad_stooge_focal,session,trial,trial_drop,trial_do_code,trial_do_code_explained,species_subgroup,test_session_date_sequence,session_day_stooge,session_day_focal_participant,condition,condition_type,tool_occlusion,help_option,stooges_first_reach,stooge_reaches_for_when_nail remove,position_focal_reach_stooge,focal_participant_gives,reach_stooge_when_focal_participant_push,latency_sec,session_abort,drop_criterion
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,2,0,,,a,14,17,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,gives_irr,,2.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,3,0,,,a,14,17,26,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,,gives_irr,,16.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,4,0,,,a,14,17,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,gives_rel,,3.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,1,0,,,a,14,17,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,gives_rel,,3.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,2,0,,,a,14,17,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,gives_irr,reach_for_irr,3.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,3,0,,,a,14,17,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,gives_irr,,2.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,4,0,,,a,14,17,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,gives_irr,,2.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,5,0,,,a,14,17,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,gives_irr,,2.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,6,0,,,a,14,17,26,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,,gives_rel,,1.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,7,0,,,a,14,17,26,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,,gives_irr,reach_for_rel,8.0,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,8,1,4.0,equipment_failure,a,14,17,26,weak_test,need,yes_weak,,,,,,,,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,1,1,4.0,equipment_failure,a,14,17,26,weak_cont,no_need,yes_weak,,,,,,,,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,2,1,4.0,equipment_failure,a,14,17,26,weak_cont,no_need,yes_weak,,,,,,,,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,3,1,4.0,equipment_failure,a,14,17,26,weak_cont,no_need,yes_weak,,,,,,,,no,
hepach2020help,2014,04,20,kara,12.0,f,focal_participant,robert,42,m,stooge,chimpanzee,kara_robert,robert_kara,2,4,1,4.0,equipment_failure,a,14,17,26,weak_cont,no_need,yes_weak,,,,,,,,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,1,0,,,a,13,16,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,2,0,,,a,13,16,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,3,0,,,a,13,16,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,6.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,4,0,,,a,13,16,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,4.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,1,0,,,a,13,16,25,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,reach_for_irr,3.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,2,0,,,a,13,16,25,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,3,0,,,a,13,16,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,while_walking,gives_rel,,20.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,4,0,,,a,13,16,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,54.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,5,0,,,a,13,16,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,11.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,6,0,,,a,13,16,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,5.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,7,0,,,a,13,16,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,while_walking,gives_rel,,3.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,8,0,,,a,13,16,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,4.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,1,0,,,a,13,16,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,gives_rel,,5.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,2,0,,,a,13,16,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,gives_rel,,6.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,3,0,,,a,13,16,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,4.0,no,
hepach2020help,2014,04,19,kofi,12.0,m,focal_participant,robert,42,m,stooge,chimpanzee,kofi_robert,robert_kofi,2,4,0,,,a,13,16,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,3.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,1,0,,,a,2,12,25,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,front_panel,gives_rel,,8.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,2,0,,,a,2,12,25,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,front_panel,no_response,,,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,3,0,,,a,2,12,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,65.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,4,0,,,a,2,12,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_rel,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,1,0,,,a,2,12,25,weak_test,need,yes_weak,helping,reach_for_irr,reach_for_rel,front_panel,gives_rel,,3.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,2,0,,,a,2,12,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,23.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,3,0,,,a,2,12,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,4.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,4,0,,,a,2,12,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,,,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,5,0,,,a,2,12,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,7.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,6,0,,,a,2,12,25,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_irr,reach_for_irr,17.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,7,0,,,a,2,12,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,,,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,8,0,,,a,2,12,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,3.0,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,1,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,2,12,25,weak_cont,no_need,yes_weak,,reach_for_irr,,,no_response,,,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,2,0,,,a,2,12,25,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_irr,front_panel,no_response,,,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,3,0,,,a,2,12,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,no_response,,,no,
hepach2020help,2014,04,04,lobo,13.0,m,focal_participant,robert,42,m,stooge,chimpanzee,lobo_robert,robert_lobo,2,4,0,,,a,2,12,25,weak_cont,no_need,yes_weak,,reach_for_irr,no_reach,front_panel,no_response,,,no,
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,1,1,1.0,stooge_did_not_reach,a,29,31,24,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,2,1,1.0,stooge_did_not_reach,a,29,31,24,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,3,1,1.0,stooge_did_not_reach,a,29,31,24,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,4,1,1.0,stooge_did_not_reach,a,29,31,24,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,1,1,1.0,stooge_did_not_reach,a,29,31,24,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,2,1,1.0,stooge_did_not_reach,a,29,31,24,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,3,1,1.0,stooge_did_not_reach,a,29,31,24,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,4,1,1.0,stooge_did_not_reach,a,29,31,24,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,5,1,1.0,stooge_did_not_reach,a,29,31,24,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,6,1,10.0,session_aborted,a,29,31,24,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,7,1,10.0,session_aborted,a,29,31,24,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,8,1,10.0,session_aborted,a,29,31,24,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,1,1,10.0,session_aborted,a,29,31,24,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,2,1,10.0,session_aborted,a,29,31,24,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,3,1,10.0,session_aborted,a,29,31,24,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,27,natascha,38.0,f,focal_participant,robert,42,m,stooge,chimpanzee,natascha_robert,robert_natascha,2,4,1,10.0,session_aborted,a,29,31,24,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,1,1,1.0,stooge_did_not_reach,a,27,29,29,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,2,1,1.0,stooge_did_not_reach,a,27,29,29,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,3,1,1.0,stooge_did_not_reach,a,27,29,29,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,4,1,1.0,stooge_did_not_reach,a,27,29,29,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,1,1,1.0,stooge_did_not_reach,a,27,29,29,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,2,1,1.0,stooge_did_not_reach,a,27,29,29,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,3,1,1.0,stooge_did_not_reach,a,27,29,29,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,4,1,1.0,stooge_did_not_reach,a,27,29,29,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,5,1,1.0,stooge_did_not_reach,a,27,29,29,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,6,1,10.0,session_aborted,a,27,29,29,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,7,1,10.0,session_aborted,a,27,29,29,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,8,1,10.0,session_aborted,a,27,29,29,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,1,1,10.0,session_aborted,a,27,29,29,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,2,1,10.0,session_aborted,a,27,29,29,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,3,1,10.0,session_aborted,a,27,29,29,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,24,riet,40.0,f,focal_participant,robert,42,m,stooge,chimpanzee,riet_robert,robert_riet,2,4,1,10.0,session_aborted,a,27,29,29,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,1,0,,,a,23,27,27,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,13.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,2,0,,,a,23,27,27,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,while_walking,gives_irr,,21.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,3,0,,,a,23,27,27,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,7.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,4,0,,,a,23,27,27,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,1,0,,,a,23,27,27,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,2,0,,,a,23,27,27,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,no_response,,,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,3,0,,,a,23,27,27,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,4,0,,,a,23,27,27,weak_test,need,yes_weak,helping,reach_for_irr,reach_for_rel,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,5,0,,,a,23,27,27,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,1.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,6,0,,,a,23,27,27,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,1.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,7,0,,,a,23,27,27,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,1.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,8,0,,,a,23,27,27,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,1,0,,,a,23,27,27,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,2,0,,,a,23,27,27,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,3,0,,,a,23,27,27,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,05,17,sandra,24.0,f,focal_participant,robert,42,m,stooge,chimpanzee,sandra_robert,robert_sandra,2,4,0,,,a,23,27,27,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,1,0,,,a,6,13,19,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,while_walking,no_response,,,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,2,0,,,a,6,13,19,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,while_walking,no_response,,,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,3,0,,,a,6,13,19,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,no_response,,,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,4,0,,,a,6,13,19,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,no_response,,,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,1,0,,,a,6,13,19,weak_test,need,yes_weak,paternalism,reach_for_rel,reach_for_irr,while_walking,no_response,,,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,2,0,,,a,6,13,19,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,3,0,,,a,6,13,19,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,4,0,,,a,6,13,19,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,1.0,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,5,0,,,a,6,13,19,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,1.0,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,6,0,,,a,6,13,19,weak_test,need,yes_weak,paternalism,reach_for_rel,reach_for_irr,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,7,0,,,a,6,13,19,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,8,0,,,a,6,13,19,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,4.0,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,1,0,,,a,6,13,19,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,04,10,tai,15.0,f,focal_participant,robert,42,m,stooge,chimpanzee,tai_robert,robert_tai,2,2,0,,,a,6,13,19,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,no_response,,,no,
