study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,chimp_dyad_stooge_focal,session,trial,trial_drop,trial_do_code,trial_do_code_explained,species_subgroup,test_session_date_sequence,session_day_stooge,session_day_focal_participant,condition,condition_type,tool_occlusion,help_option,stooges_first_reach,stooge_reaches_for_when_nail remove,position_focal_reach_stooge,focal_participant_gives,reach_stooge_when_focal_participant_push,latency_sec,session_abort,drop_criterion
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,1,0,,,a,17,29,17,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,not_front_panel,no_response,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,2,1,1.0,stooge_did_not_reach,a,17,29,17,weak_cont,no_need,yes_weak,,no_reach,no_reach,not_front_panel,no_response,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,3,1,1.0,stooge_did_not_reach,a,17,29,17,weak_cont,no_need,yes_weak,,no_reach,no_reach,not_front_panel,no_response,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,4,1,1.0,stooge_did_not_reach,a,17,29,17,weak_cont,no_need,yes_weak,,no_reach,no_reach,not_front_panel,no_response,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,1,1,1.0,stooge_did_not_reach,a,17,29,17,weak_test,need,yes_weak,,no_reach,no_reach,not_front_panel,no_response,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,2,0,,,a,17,29,17,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,not_front_panel,no_response,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,3,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,17,29,17,weak_test,need,yes_weak,,reach_for_rel,,not_front_panel,no_response,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,4,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,17,29,17,weak_test,need,yes_weak,,reach_for_irr,,not_front_panel,no_response,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,5,1,1.0,stooge_did_not_reach,a,17,29,17,weak_test,need,yes_weak,,no_reach,no_reach,not_front_panel,no_response,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,6,1,10.0,session_aborted,a,17,29,17,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,7,1,10.0,session_aborted,a,17,29,17,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,8,1,10.0,session_aborted,a,17,29,17,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,1,1,10.0,session_aborted,a,17,29,17,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,2,1,10.0,session_aborted,a,17,29,17,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,3,1,10.0,session_aborted,a,17,29,17,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,08,fraukje,42.0,f,focal_participant,lome,16,m,stooge,chimpanzee,fraukje_lome,lome_fraukje,1,4,1,10.0,session_aborted,a,17,29,17,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,1,0,,,a,3,15,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,4.0,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,2,0,,,a,3,15,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,3.0,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,3,0,,,a,3,15,23,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,front_panel,gives_rel,,33.0,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,4,0,,,a,3,15,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,33.0,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,1,0,,,a,3,15,23,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,2,0,,,a,3,15,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,3,0,,,a,3,15,23,weak_test,need,yes_weak,helping,reach_for_irr,reach_for_rel,front_panel,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,4,0,,,a,3,15,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,5,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,3,15,23,weak_test,need,yes_weak,,reach_for_irr,,,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,6,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,3,15,23,weak_test,need,yes_weak,,reach_for_rel,,,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,7,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,3,15,23,weak_test,need,yes_weak,,reach_for_rel,,,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,8,0,,,a,3,15,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,1,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,3,15,23,weak_cont,no_need,yes_weak,,reach_for_irr,,,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,2,1,1.0,stooge_did_not_reach,a,3,15,23,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,3,1,1.0,stooge_did_not_reach,a,3,15,23,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,no,
hepach2020help,2014,04,05,kara,12.0,f,focal_participant,lome,16,m,stooge,chimpanzee,kara_lome,lome_kara,1,4,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,3,15,23,weak_cont,no_need,yes_weak,,reach_for_rel,,,no_response,,,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,1,0,,,a,4,16,22,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,3.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,2,0,,,a,4,16,22,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_rel,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,3,0,,,a,4,16,22,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_rel,front_panel,gives_rel,,3.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,4,0,,,a,4,16,22,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,3.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,1,0,,,a,4,16,22,weak_test,need,yes_weak,helping,reach_for_irr,reach_for_rel,front_panel,gives_rel,,3.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,2,0,,,a,4,16,22,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,3.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,3,0,,,a,4,16,22,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,4,0,,,a,4,16,22,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,1.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,5,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,4,16,22,weak_test,need,yes_weak,,reach_for_irr,,,no_response,,,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,6,0,,,a,4,16,22,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,7,0,,,a,4,16,22,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,8,0,,,a,4,16,22,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,1,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,4,16,22,weak_cont,no_need,yes_weak,,reach_for_irr,,,no_response,,,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,2,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,4,16,22,weak_cont,no_need,yes_weak,,reach_for_irr,,,no_response,,,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,3,0,,,a,4,16,22,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,6.0,no,
hepach2020help,2014,04,07,kofi,12.0,m,focal_participant,lome,16,m,stooge,chimpanzee,kofi_lome,lome_kofi,1,4,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,4,16,22,weak_cont,no_need,yes_weak,,reach_for_irr,,,no_response,,,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,1,0,,,a,7,19,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,no_response,,,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,2,0,,,a,7,19,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,3.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,3,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,7,19,23,weak_cont,no_need,yes_weak,,reach_for_rel,,,no_response,,,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,4,0,,,a,7,19,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,8.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,1,0,,,a,7,19,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,4.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,2,0,,,a,7,19,23,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,3,0,,,a,7,19,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,gives_irr,,1.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,4,0,,,a,7,19,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,gives_irr,,6.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,5,0,,,a,7,19,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,6,0,,,a,7,19,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,7,0,,,a,7,19,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,no_response,,,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,8,0,,,a,7,19,23,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,,gives_rel,,4.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,1,0,,,a,7,19,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,3.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,2,0,,,a,7,19,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,gives_irr,,20.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,3,0,,,a,7,19,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,6.0,no,
hepach2020help,2014,04,11,lobo,13.0,m,focal_participant,lome,16,m,stooge,chimpanzee,lobo_lome,lome_lobo,1,4,0,,,a,7,19,23,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,gives_irr,,40.0,no,
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,1,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,25,40,21,weak_cont,no_need,yes_weak,,reach_for_rel,,,no_response,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,2,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,25,40,21,weak_cont,no_need,yes_weak,,reach_for_irr,,,no_response,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,3,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,25,40,21,weak_cont,no_need,yes_weak,,reach_for_irr,,,no_response,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,4,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,25,40,21,weak_cont,no_need,yes_weak,,reach_for_rel,,,no_response,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,1,1,1.0,stooge_did_not_reach,a,25,40,21,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,2,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,25,40,21,weak_test,need,yes_weak,,reach_for_rel,,,no_response,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,3,1,1.0,stooge_did_not_reach,a,25,40,21,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,4,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,25,40,21,weak_test,need,yes_weak,,reach_for_irr,,,no_response,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,5,1,2.0,stooge_reached_but_subject_did_not_approach_panel,a,25,40,21,weak_test,need,yes_weak,,reach_for_rel,,,no_response,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,6,1,10.0,session_aborted,a,25,40,21,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,7,1,10.0,session_aborted,a,25,40,21,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,8,1,10.0,session_aborted,a,25,40,21,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,1,1,10.0,session_aborted,a,25,40,21,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,2,1,10.0,session_aborted,a,25,40,21,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,3,1,10.0,session_aborted,a,25,40,21,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,21,natascha,38.0,f,focal_participant,lome,16,m,stooge,chimpanzee,natascha_lome,lome_natascha,1,4,1,10.0,session_aborted,a,25,40,21,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,1,1,1.0,stooge_did_not_reach,a,28,42,30,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,2,1,1.0,stooge_did_not_reach,a,28,42,30,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,3,1,1.0,stooge_did_not_reach,a,28,42,30,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,4,1,1.0,stooge_did_not_reach,a,28,42,30,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,1,1,1.0,stooge_did_not_reach,a,28,42,30,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,2,1,1.0,stooge_did_not_reach,a,28,42,30,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,3,1,1.0,stooge_did_not_reach,a,28,42,30,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,4,1,1.0,stooge_did_not_reach,a,28,42,30,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,5,1,1.0,stooge_did_not_reach,a,28,42,30,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,6,1,10.0,session_aborted,a,28,42,30,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,7,1,10.0,session_aborted,a,28,42,30,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,8,1,10.0,session_aborted,a,28,42,30,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,1,1,10.0,session_aborted,a,28,42,30,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,2,1,10.0,session_aborted,a,28,42,30,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,3,1,10.0,session_aborted,a,28,42,30,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,26,riet,40.0,f,focal_participant,lome,16,m,stooge,chimpanzee,riet_lome,lome_riet,1,4,1,10.0,session_aborted,a,28,42,30,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,1,1,1.0,stooge_did_not_reach,a,21,33,25,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,2,1,1.0,stooge_did_not_reach,a,21,33,25,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,3,0,,,a,21,33,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,no_response,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,4,0,,,a,21,33,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,,no_response,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,1,0,,,a,21,33,25,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,,no_response,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,2,1,1.0,stooge_did_not_reach,a,21,33,25,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,3,1,1.0,stooge_did_not_reach,a,21,33,25,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,4,1,1.0,stooge_did_not_reach,a,21,33,25,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,5,1,1.0,stooge_did_not_reach,a,21,33,25,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,6,1,10.0,session_aborted,a,21,33,25,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,7,1,10.0,session_aborted,a,21,33,25,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,05,13,sandra,24.0,f,focal_participant,lome,16,m,stooge,chimpanzee,sandra_lome,lome_sandra,1,8,1,10.0,session_aborted,a,21,33,25,weak_test,need,yes_weak,,,,,,,,yes,1.0
