study_id,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,phase,session,trial,food_in_non_social,position_5_rewards_in_social,position_1_reward_in_social,choice_focal_participant_right,choice_focal_participant_left,latency_open_door_right,latency_open_door_left,pull_latency_focal_participant_right,pull_latency_focal_participant_left,get_focal_participant_right,get_focal_participant_left
sanchez2017chimpanzees,2,2015,11,2,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,1,1,1.0,free_exterior_side,roped_interior_side,non_social,social,1.6,2.16,no_pull,5.28,1.0,1.0
sanchez2017chimpanzees,2,2015,11,2,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,1,2,1.0,free_exterior_side,roped_interior_side,social,non_social,0.2,0.96,5.84,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,11,2,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,1,3,1.0,roped_interior_side,free_exterior_side,social,social,0.4,0.88,4.44,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,11,2,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,1,4,1.0,free_exterior_side,roped_interior_side,social,non_social,0.32,1.8,1.88,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,11,2,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,1,5,1.0,free_exterior_side,roped_interior_side,social,non_social,0.92,1.28,2.92,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,11,2,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,1,6,1.0,roped_interior_side,free_exterior_side,social,social,0.36,0.96,1.24,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,11,2,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,1,7,1.0,roped_interior_side,free_exterior_side,social,social,1.4,1,no_pull,1.36,1.0,5.0
sanchez2017chimpanzees,2,2015,11,2,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,1,8,1.0,roped_interior_side,free_exterior_side,social,social,0.24,0.88,3.12,1.88,5.0,1.0
sanchez2017chimpanzees,2,2015,11,5,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,2,1,3.0,roped_interior_side,free_exterior_side,non_social,social,1.88,0.08,no_pull,12.16,3.0,5.0
sanchez2017chimpanzees,2,2015,11,5,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,2,2,3.0,roped_interior_side,free_exterior_side,non_social,social,0.8,0.16,no_pull,1.36,3.0,5.0
sanchez2017chimpanzees,2,2015,11,5,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,2,3,3.0,free_exterior_side,roped_interior_side,non_social,social,1.48,0.32,no_pull,1.64,3.0,5.0
sanchez2017chimpanzees,2,2015,11,5,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,2,4,3.0,free_exterior_side,roped_interior_side,non_social,non_social,1.32,0.92,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,11,5,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,2,5,3.0,roped_interior_side,free_exterior_side,social,social,0.72,0.08,no_pull,1.64,1.0,5.0
sanchez2017chimpanzees,2,2015,11,5,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,2,6,3.0,roped_interior_side,free_exterior_side,social,social,0.64,0.44,1.36,1.88,1.0,5.0
sanchez2017chimpanzees,2,2015,11,5,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,2,7,3.0,free_exterior_side,roped_interior_side,non_social,social,1.28,0.48,no_pull,3.16,3.0,0.0
sanchez2017chimpanzees,2,2015,11,5,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,2,8,3.0,free_exterior_side,roped_interior_side,non_social,non_social,1.16,1,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,11,6,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,3,1,3.0,free_exterior_side,roped_interior_side,social,non_social,0.36,1.76,no_pull,no_pull,0.0,3.0
sanchez2017chimpanzees,2,2015,11,6,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,3,2,3.0,roped_interior_side,free_exterior_side,social,non_social,0.4,2.76,5.28,no_pull,5.0,3.0
sanchez2017chimpanzees,2,2015,11,6,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,3,3,3.0,roped_interior_side,free_exterior_side,social,non_social,0.44,0.84,2.52,no_pull,5.0,3.0
sanchez2017chimpanzees,2,2015,11,6,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,3,4,3.0,roped_interior_side,free_exterior_side,social,non_social,0.2,5.52,2.56,no_pull,5.0,3.0
sanchez2017chimpanzees,2,2015,11,6,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,3,5,3.0,roped_interior_side,free_exterior_side,social,non_social,0.48,0.84,1.8,no_pull,5.0,3.0
sanchez2017chimpanzees,2,2015,11,6,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,3,6,3.0,free_exterior_side,roped_interior_side,social,non_social,1.6,1.64,1.48,no_pull,1.0,3.0
sanchez2017chimpanzees,2,2015,11,6,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,3,7,3.0,free_exterior_side,roped_interior_side,non_social,non_social,0.64,1.56,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,11,6,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,3,8,3.0,free_exterior_side,roped_interior_side,non_social,non_social,1.28,1.24,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,11,7,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,4,1,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.12,1.28,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,7,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,4,2,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.28,1.64,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,7,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,4,3,5.0,roped_interior_side,free_exterior_side,non_social,social,2.48,0.88,no_pull,4.6,5.0,5.0
sanchez2017chimpanzees,2,2015,11,7,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,4,4,5.0,roped_interior_side,free_exterior_side,non_social,social,2.24,0.84,no_pull,1.8,5.0,5.0
sanchez2017chimpanzees,2,2015,11,7,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,4,5,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1,2.48,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,7,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,4,6,5.0,roped_interior_side,free_exterior_side,non_social,social,4.4,0.76,no_pull,3.64,5.0,5.0
sanchez2017chimpanzees,2,2015,11,7,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,4,7,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.52,2.48,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,7,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,4,8,5.0,roped_interior_side,free_exterior_side,non_social,social,0.28,1.12,no_pull,3.6,5.0,5.0
sanchez2017chimpanzees,2,2015,11,11,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,5,1,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.92,2.6,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,11,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,5,2,5.0,roped_interior_side,free_exterior_side,social,non_social,0.48,1.68,5,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,11,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,5,3,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.52,2.12,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,11,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,5,4,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.04,3,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,11,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,5,5,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.8,0.76,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,11,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,5,6,5.0,roped_interior_side,free_exterior_side,social,non_social,0.64,1.76,2,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,11,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,5,7,5.0,roped_interior_side,free_exterior_side,social,non_social,0.36,1.28,2.44,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,11,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,5,8,5.0,roped_interior_side,free_exterior_side,non_social,non_social,0.96,1.48,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,11,12,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,6,1,0.0,free_exterior_side,roped_interior_side,social,social,5.76,0.12,no_pull,1.12,5.0,1.0
sanchez2017chimpanzees,2,2015,11,12,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,6,2,0.0,roped_interior_side,free_exterior_side,social,social,5.88,0.24,no_pull,0.96,1.0,5.0
sanchez2017chimpanzees,2,2015,11,12,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,6,3,0.0,roped_interior_side,free_exterior_side,social,social,4.68,0.16,no_pull,1.24,1.0,5.0
sanchez2017chimpanzees,2,2015,11,12,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,6,4,0.0,roped_interior_side,free_exterior_side,social,social,3.88,0.16,no_pull,1.28,1.0,5.0
sanchez2017chimpanzees,2,2015,11,12,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,6,5,0.0,roped_interior_side,free_exterior_side,social,social,7.36,1.24,no_pull,1.12,1.0,5.0
sanchez2017chimpanzees,2,2015,11,12,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,6,6,0.0,free_exterior_side,roped_interior_side,non_social,social,7.24,0.48,no_pull,1.88,0.0,0.0
sanchez2017chimpanzees,2,2015,11,12,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,6,7,0.0,free_exterior_side,roped_interior_side,no_choice,social,door_not_opened,0.4,no_pull,1.04,0.0,0.0
sanchez2017chimpanzees,2,2015,11,12,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,6,8,0.0,free_exterior_side,roped_interior_side,social,social,6.24,0.68,no_pull,1.24,5.0,1.0
sanchez2017chimpanzees,2,2015,11,13,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,7,1,1.0,roped_interior_side,free_exterior_side,social,social,0.36,2.52,4.96,2.6,5.0,1.0
sanchez2017chimpanzees,2,2015,11,13,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,7,2,1.0,roped_interior_side,free_exterior_side,social,non_social,0.08,0.8,1.92,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,11,13,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,7,3,1.0,free_exterior_side,roped_interior_side,social,non_social,0.48,1,no_pull,no_pull,0.0,1.0
sanchez2017chimpanzees,2,2015,11,13,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,7,4,1.0,roped_interior_side,free_exterior_side,social,non_social,0.48,0.56,1.4,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,11,13,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,7,5,1.0,free_exterior_side,roped_interior_side,non_social,non_social,2,1.44,no_pull,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,11,13,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,7,6,1.0,free_exterior_side,roped_interior_side,social,non_social,0.12,0.84,1.88,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,11,13,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,7,7,1.0,roped_interior_side,free_exterior_side,social,non_social,0.12,11.24,5.8,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,11,13,frodo,21,m,focal_participant_left,bangolo,6,m,focal_participant_right,chimpanzee,frodo_bangolo,1,7,8,1.0,free_exterior_side,roped_interior_side,social,non_social,0.44,0.6,2.44,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,11,21,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,8,1,0.0,roped_interior_side,free_exterior_side,social,social,7.16,1.52,no_pull,0.6,1.0,5.0
sanchez2017chimpanzees,2,2015,11,22,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,8,2,0.0,roped_interior_side,free_exterior_side,no_choice,social,door_not_opened,0.12,no_pull,1.68,0.0,5.0
sanchez2017chimpanzees,2,2015,11,22,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,8,3,0.0,free_exterior_side,roped_interior_side,social,social,11.56,1.4,no_pull,2.48,5.0,1.0
sanchez2017chimpanzees,2,2015,11,22,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,8,4,0.0,roped_interior_side,free_exterior_side,no_choice,social,door_not_opened,0.08,no_pull,1.84,0.0,5.0
sanchez2017chimpanzees,2,2015,11,22,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,8,5,0.0,roped_interior_side,free_exterior_side,social,social,10.28,0.68,no_pull,4.08,1.0,5.0
sanchez2017chimpanzees,2,2015,11,22,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,8,6,0.0,free_exterior_side,roped_interior_side,no_choice,social,door_not_opened,0.8,no_pull,3.72,0.0,1.0
sanchez2017chimpanzees,2,2015,11,22,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,8,7,0.0,free_exterior_side,roped_interior_side,social,social,7.84,0.16,no_pull,1.36,5.0,1.0
sanchez2017chimpanzees,2,2015,11,22,bangolo,6,m,focal_participant_left,frodo,21,m,focal_participant_right,chimpanzee,bangolo_frodo,1,8,8,0.0,free_exterior_side,roped_interior_side,no_choice,social,door_not_opened,1.36,no_pull,1.96,0.0,1.0
sanchez2017chimpanzees,2,2015,12,10,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,1,1,1.0,free_exterior_side,roped_interior_side,social,non_social,3.8,1.32,3.8,no_pull,0.0,1.0
sanchez2017chimpanzees,2,2015,12,10,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,1,2,1.0,roped_interior_side,free_exterior_side,no_choice,non_social,door_not_opened,0.6,no_pull,no_pull,0.0,1.0
sanchez2017chimpanzees,2,2015,12,10,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,1,3,1.0,free_exterior_side,roped_interior_side,no_choice,non_social,door_not_opened,1.12,no_pull,no_pull,0.0,1.0
sanchez2017chimpanzees,2,2015,12,10,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,1,4,1.0,roped_interior_side,free_exterior_side,social,social,1,1.24,1.24,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,10,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,1,5,1.0,free_exterior_side,roped_interior_side,social,non_social,3.12,1.6,no_pull,no_pull,0.0,1.0
sanchez2017chimpanzees,2,2015,12,10,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,1,6,1.0,roped_interior_side,free_exterior_side,social,non_social,0.92,0.88,1.08,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,10,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,1,7,1.0,free_exterior_side,roped_interior_side,social,non_social,1.04,1.88,no_pull,no_pull,0.0,1.0
sanchez2017chimpanzees,2,2015,12,10,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,1,8,1.0,roped_interior_side,free_exterior_side,social,social,0.52,0.92,1.2,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,11,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,2,1,0.0,roped_interior_side,free_exterior_side,social,social,4.28,12.6,5.68,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,11,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,2,2,0.0,roped_interior_side,free_exterior_side,social,social,2.16,5.44,1.68,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,11,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,2,3,0.0,free_exterior_side,roped_interior_side,social,no_choice,4.96,door_not_opened,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,12,11,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,2,4,0.0,roped_interior_side,free_exterior_side,social,social,0.24,6.4,4.28,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,11,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,2,5,0.0,free_exterior_side,roped_interior_side,social,social,0.12,1.4,1.84,no_pull,1.0,5.0
sanchez2017chimpanzees,2,2015,12,11,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,2,6,0.0,free_exterior_side,roped_interior_side,social,social,0.36,2.76,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,12,11,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,2,7,0.0,roped_interior_side,free_exterior_side,social,social,0.32,3.88,0.88,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,11,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,2,8,0.0,free_exterior_side,roped_interior_side,social,social,0.24,3.56,1.76,no_pull,1.0,5.0
sanchez2017chimpanzees,2,2015,12,13,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,3,1,1.0,free_exterior_side,roped_interior_side,non_social,non_social,7.28,1.64,no_pull,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,12,13,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,3,2,1.0,free_exterior_side,roped_interior_side,non_social,non_social,0.28,0.92,no_pull,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,12,13,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,3,3,1.0,roped_interior_side,free_exterior_side,social,social,2.12,1.44,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,12,13,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,3,4,1.0,roped_interior_side,free_exterior_side,social,social,0.36,0.32,1.24,1.6,5.0,1.0
sanchez2017chimpanzees,2,2015,12,13,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,3,5,1.0,free_exterior_side,roped_interior_side,social,social,0.44,0.32,no_pull,1.32,5.0,1.0
sanchez2017chimpanzees,2,2015,12,13,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,3,6,1.0,roped_interior_side,free_exterior_side,non_social,social,4.84,0.68,no_pull,1.28,1.0,5.0
sanchez2017chimpanzees,2,2015,12,13,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,3,7,1.0,free_exterior_side,roped_interior_side,social,non_social,0.28,0.64,no_pull,no_pull,0.0,1.0
sanchez2017chimpanzees,2,2015,12,13,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,3,8,1.0,roped_interior_side,free_exterior_side,social,social,0.84,0.12,2,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,14,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,4,1,5.0,roped_interior_side,free_exterior_side,social,non_social,0.48,1.88,1.44,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,14,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,4,2,5.0,roped_interior_side,free_exterior_side,social,non_social,1.68,4.04,0.96,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,14,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,4,3,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.52,3.48,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,14,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,4,4,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.76,3.12,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,14,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,4,5,5.0,roped_interior_side,free_exterior_side,social,non_social,2.4,1.16,8.6,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,14,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,4,6,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.32,3.08,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,14,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,4,7,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.24,1.12,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,14,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,4,8,5.0,roped_interior_side,free_exterior_side,social,non_social,0.88,6.12,2.4,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,15,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,5,1,0.0,free_exterior_side,roped_interior_side,no_choice,no_choice,door_not_opened,door_not_opened,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,12,15,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,5,2,0.0,free_exterior_side,roped_interior_side,no_choice,no_choice,door_not_opened,door_not_opened,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,12,15,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,5,3,0.0,roped_interior_side,free_exterior_side,social,social,1.28,0.52,no_pull,0.96,1.0,5.0
sanchez2017chimpanzees,2,2015,12,15,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,5,4,0.0,roped_interior_side,free_exterior_side,social,social,0.32,1.36,1.4,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,15,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,5,5,0.0,roped_interior_side,free_exterior_side,social,social,0.92,0.8,1.56,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,15,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,5,6,0.0,free_exterior_side,roped_interior_side,social,social,4.36,1.64,no_pull,1.84,5.0,1.0
sanchez2017chimpanzees,2,2015,12,15,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,5,7,0.0,roped_interior_side,free_exterior_side,social,social,0.08,0.24,5.36,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,15,frodo,22,m,focal_participant_left,sandra,22,f,focal_participant_right,chimpanzee,frodo_sandra,3,5,8,0.0,free_exterior_side,roped_interior_side,social,social,0.12,0.92,no_pull,9.88,5.0,1.0
sanchez2017chimpanzees,2,2015,12,16,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,6,1,3.0,roped_interior_side,free_exterior_side,no_choice,non_social,door_not_opened,1.28,no_pull,no_pull,0.0,3.0
sanchez2017chimpanzees,2,2015,12,16,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,6,2,3.0,roped_interior_side,free_exterior_side,non_social,non_social,1.28,0.88,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,16,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,6,3,3.0,free_exterior_side,roped_interior_side,non_social,non_social,1.84,3.36,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,16,sandra,22,f,focal_participant_left,frodo,22,m,focal_participant_right,chimpanzee,sandra_frodo,3,6,4,3.0,roped_interior_side,free_exterior_side,non_social,non_social,2.24,0.64,no_pull,no_pull,3.0,3.0
