study_id,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,phase,session,trial,condition,pull,focal_participant_left_pull_latency,focal_participant_right_pull_latency,get_4,get_1,minimum_latency_to_pull,pull_binomial
sanchez2017chimpanzees,1a,2015,12,3,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,2,2,competition,both,1.48,1.96,luisa,lexi,1.48,both_pull
sanchez2017chimpanzees,1a,2015,12,3,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,2,3,social_dilemma,luisa,no_pull,2.92,lexi,luisa,2.92,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,2,4,social_dilemma,luisa,no_pull,1.44,lexi,luisa,1.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,2,5,social_dilemma,luisa,no_pull,2.44,lexi,luisa,2.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,2,6,competition,both,1.4,1.72,lexi,luisa,1.4,both_pull
sanchez2017chimpanzees,1a,2015,12,3,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,2,7,social_dilemma,luisa,no_pull,1.32,lexi,luisa,1.32,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,2,8,competition,lexi,1.2,no_pull,lexi,luisa,1.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,3,1,social_dilemma,luisa,1.08,no_pull,lexi,luisa,1.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,3,2,social_dilemma,luisa,3.52,no_pull,lexi,luisa,3.52,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,3,3,competition,luisa,0.8,no_pull,luisa,lexi,0.8,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,3,4,competition,luisa,0.76,no_pull,luisa,lexi,0.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,3,5,competition,luisa,0.96,no_pull,nobody,nobody,0.96,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,3,6,competition,luisa,0.72,no_pull,luisa,lexi,0.72,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,3,7,social_dilemma,luisa,0.8,no_pull,lexi,luisa,0.8,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,3,8,social_dilemma,luisa,1.4,no_pull,lexi,luisa,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,4,1,social_dilemma,luisa,no_pull,1.08,lexi,luisa,1.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,4,2,competition,luisa,no_pull,0.96,luisa,lexi,0.96,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,4,3,competition,both,1.72,1.56,nobody,nobody,1.56,both_pull
sanchez2017chimpanzees,1a,2015,12,9,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,4,4,social_dilemma,lexi,7.44,no_pull,luisa,lexi,7.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,4,5,social_dilemma,lexi,5.72,no_pull,luisa,lexi,5.72,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,4,6,competition,luisa,no_pull,1.12,luisa,lexi,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,4,7,competition,both,1.92,1.56,luisa,lexi,1.56,both_pull
sanchez2017chimpanzees,1a,2015,12,9,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,4,8,social_dilemma,luisa,no_pull,1.4,lexi,luisa,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,5,1,social_dilemma,luisa,1.04,no_pull,lexi,luisa,1.04,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,5,2,social_dilemma,luisa,0.8,no_pull,lexi,luisa,0.8,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,5,3,competition,luisa,1.12,no_pull,luisa,lexi,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,5,4,social_dilemma,luisa,0.92,no_pull,lexi,luisa,0.92,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,5,5,social_dilemma,luisa,0.88,no_pull,lexi,luisa,0.88,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,5,6,competition,luisa,0.84,no_pull,luisa,lexi,0.84,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,5,7,competition,luisa,0.8,no_pull,luisa,lexi,0.8,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,5,8,competition,luisa,1.56,no_pull,luisa,lexi,1.56,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,6,1,social_dilemma,luisa,no_pull,no_pull,nobody,nobody,0,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,6,2,competition,both,1.56,1.56,lexi,luisa,1.56,both_pull
sanchez2017chimpanzees,1a,2015,12,12,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,6,3,social_dilemma,luisa,no_pull,1.52,lexi,luisa,1.52,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,6,4,social_dilemma,luisa,no_pull,1.92,lexi,luisa,1.92,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,6,5,competition,luisa,no_pull,1.04,luisa,lexi,1.04,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,6,6,competition,luisa,no_pull,0.56,luisa,lexi,0.56,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,6,7,competition,luisa,no_pull,0.96,luisa,lexi,0.96,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,6,8,social_dilemma,luisa,no_pull,1.24,lexi,luisa,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,7,1,social_dilemma,luisa,0.8,no_pull,lexi,luisa,0.8,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,7,2,competition,luisa,0.72,no_pull,nobody,nobody,0.72,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,7,3,competition,luisa,0.84,no_pull,luisa,lexi,0.84,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,7,4,competition,luisa,0.6,no_pull,luisa,lexi,0.6,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,7,5,social_dilemma,luisa,2.04,no_pull,lexi,luisa,2.04,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,7,6,social_dilemma,luisa,0.76,no_pull,lexi,luisa,0.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,7,7,social_dilemma,luisa,0.96,no_pull,lexi,luisa,0.96,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,luiza,10,f,focal_participant_left,lexi,16,f,focal_participant_right,bonobo,luiza_lexi,female,2,7,8,competition,luisa,0.8,no_pull,luisa,lexi,0.8,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,14,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,8,1,competition,luisa,no_pull,0.76,luisa,lexi,0.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,14,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,8,2,social_dilemma,luisa,no_pull,2.2,lexi,luisa,2.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,14,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,8,3,social_dilemma,luisa,no_pull,1.72,lexi,luisa,1.72,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,14,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,8,4,social_dilemma,luisa,no_pull,1.24,lexi,luisa,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,14,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,8,5,competition,both,1.36,0.84,luisa,lexi,0.84,both_pull
sanchez2017chimpanzees,1a,2015,12,14,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,8,6,competition,both,0.96,0.64,luisa,lexi,0.64,both_pull
sanchez2017chimpanzees,1a,2015,12,14,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,8,7,social_dilemma,luisa,no_pull,1.16,lexi,luisa,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,14,lexi,16,f,focal_participant_left,luiza,10,f,focal_participant_right,bonobo,lexi_luiza,female,2,8,8,competition,lexi,1.12,no_pull,lexi,luisa,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,1,1,competition,gemena,no_pull,5.76,gemena,yasa,5.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,1,2,competition,yasa,1.44,no_pull,yasa,gemena,1.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,1,3,competition,both,4,3.08,gemena,yasa,3.08,both_pull
sanchez2017chimpanzees,1a,2015,12,1,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,1,4,social_dilemma,yasa,1.2,no_pull,gemena,yasa,1.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,1,5,social_dilemma,yasa,1.96,no_pull,gemena,yasa,1.96,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,1,6,social_dilemma,yasa,2,no_pull,gemena,yasa,2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,1,7,competition,both,3.84,3.52,gemena,yasa,3.52,both_pull
sanchez2017chimpanzees,1a,2015,12,1,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,1,8,social_dilemma,yasa,1.76,no_pull,gemena,yasa,1.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,2,1,competition,yasa,no_pull,1.4,yasa,gemena,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,2,2,social_dilemma,yasa,no_pull,2.36,gemena,yasa,2.36,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,2,3,competition,both,1.6,1.36,gemena,yasa,1.36,both_pull
sanchez2017chimpanzees,1a,2015,12,2,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,2,4,social_dilemma,yasa,no_pull,1.16,gemena,yasa,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,2,5,social_dilemma,yasa,no_pull,1.8,gemena,yasa,1.8,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,2,6,competition,both,2.8,3,gemena,yasa,2.8,both_pull
sanchez2017chimpanzees,1a,2015,12,2,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,2,7,competition,yasa,no_pull,2.28,yasa,gemena,2.28,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,2,8,social_dilemma,yasa,no_pull,1.96,gemena,yasa,1.96,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,3,1,social_dilemma,yasa,1.56,no_pull,gemena,yasa,1.56,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,3,2,competition,yasa,1.36,no_pull,yasa,gemena,1.36,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,3,3,competition,yasa,1.08,no_pull,yasa,gemena,1.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,3,4,social_dilemma,yasa,1.36,no_pull,gemena,yasa,1.36,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,3,5,competition,both,1.32,1.72,gemena,yasa,1.32,both_pull
sanchez2017chimpanzees,1a,2015,12,3,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,3,6,competition,both,0.92,1.36,gemena,yasa,0.92,both_pull
sanchez2017chimpanzees,1a,2015,12,3,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,3,7,social_dilemma,yasa,1.4,no_pull,gemena,yasa,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,3,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,3,8,social_dilemma,yasa,1.16,no_pull,gemena,yasa,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,4,1,competition,yasa,no_pull,1.24,yasa,gemena,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,4,2,social_dilemma,both,1.6,1.32,gemena,yasa,1.32,both_pull
sanchez2017chimpanzees,1a,2015,12,4,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,4,3,competition,both,1.36,1.08,yasa,gemena,1.08,both_pull
sanchez2017chimpanzees,1a,2015,12,4,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,4,4,social_dilemma,both,1.4,1.28,gemena,yasa,1.28,both_pull
sanchez2017chimpanzees,1a,2015,12,4,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,4,5,social_dilemma,both,2.12,1.6,yasa,gemena,1.6,both_pull
sanchez2017chimpanzees,1a,2015,12,4,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,4,6,competition,both,3.04,3.32,yasa,gemena,3.04,both_pull
sanchez2017chimpanzees,1a,2015,12,4,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,4,7,competition,yasa,2.4,no_pull,gemena,yasa,2.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,4,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,4,8,social_dilemma,yasa,no_pull,1.96,gemena,yasa,1.96,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,5,1,social_dilemma,both,2.24,no_pull,gemena,yasa,2.24,both_pull
sanchez2017chimpanzees,1a,2015,12,9,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,5,2,social_dilemma,yasa,no_pull,8.6,yasa,gemena,8.6,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,5,3,competition,both,1.76,2.04,gemena,yasa,1.76,both_pull
sanchez2017chimpanzees,1a,2015,12,9,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,5,4,social_dilemma,yasa,1.92,no_pull,gemena,yasa,1.92,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,5,5,social_dilemma,yasa,2.4,no_pull,gemena,yasa,2.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,5,6,competition,yasa,1.44,no_pull,gemena,yasa,1.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,9,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,5,7,competition,both,1.48,1.72,gemena,yasa,1.48,both_pull
sanchez2017chimpanzees,1a,2015,12,9,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,5,8,competition,both,1.72,1.88,gemena,yasa,1.72,both_pull
sanchez2017chimpanzees,1a,2015,12,10,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,6,1,social_dilemma,yasa,no_pull,1.2,gemena,yasa,1.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,6,2,social_dilemma,yasa,no_pull,2,gemena,yasa,2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,6,3,social_dilemma,yasa,no_pull,1.88,gemena,yasa,1.88,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,6,4,competition,yasa,no_pull,1.04,yasa,gemena,1.04,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,6,5,competition,both,1.16,1.28,yasa,gemena,1.16,both_pull
sanchez2017chimpanzees,1a,2015,12,10,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,6,6,competition,both,2.32,1.8,yasa,gemena,1.8,both_pull
sanchez2017chimpanzees,1a,2015,12,10,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,6,7,competition,yasa,no_pull,1.8,yasa,gemena,1.8,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,10,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,6,8,social_dilemma,yasa,no_pull,1.4,gemena,yasa,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,7,1,competition,both,1.12,1.56,gemena,yasa,1.12,both_pull
sanchez2017chimpanzees,1a,2015,12,12,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,7,2,social_dilemma,both,1.6,1.64,yasa,gemena,1.6,both_pull
sanchez2017chimpanzees,1a,2015,12,12,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,7,3,competition,both,1.2,1.44,yasa,gemena,1.2,both_pull
sanchez2017chimpanzees,1a,2015,12,12,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,7,4,competition,both,1.08,1.44,yasa,gemena,1.08,both_pull
sanchez2017chimpanzees,1a,2015,12,12,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,7,5,social_dilemma,yasa,1.24,no_pull,gemena,yasa,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,7,6,competition,yasa,1.24,no_pull,yasa,gemena,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,7,7,social_dilemma,yasa,1.4,no_pull,gemena,yasa,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,12,yasa,18,f,focal_participant_left,gemena,10,f,focal_participant_right,bonobo,yasa_gemena,female,2,7,8,social_dilemma,yasa,1.24,no_pull,gemena,yasa,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,8,1,social_dilemma,yasa,no_pull,1.8,gemena,yasa,1.8,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,8,2,competition,yasa,no_pull,1.56,yasa,gemena,1.56,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,8,3,social_dilemma,yasa,no_pull,1.16,gemena,yasa,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,8,4,competition,gemena,1.68,no_pull,gemena,yasa,1.68,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,8,5,competition,yasa,no_pull,1.4,yasa,gemena,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,8,6,social_dilemma,yasa,no_pull,1.72,gemena,yasa,1.72,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,8,7,competition,gemena,1.08,no_pull,gemena,yasa,1.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,13,gemena,10,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,gemena_yasa,female,2,8,8,social_dilemma,yasa,no_pull,1.36,gemena,yasa,1.36,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,8,lome,13,m,focal_participant_left,frodo,20,m,focal_participant_right,chimpanzee,lome_frodo,male,1,1,1,competition,lome,1.16,no_pull,lome,frodo,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,8,lome,13,m,focal_participant_left,frodo,20,m,focal_participant_right,chimpanzee,lome_frodo,male,1,1,2,social_dilemma,lome,1.72,no_pull,frodo,lome,1.72,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,8,lome,13,m,focal_participant_left,frodo,20,m,focal_participant_right,chimpanzee,lome_frodo,male,1,1,3,competition,lome,1.76,no_pull,lome,frodo,1.76,both_did_not_pull
