study_id,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,phase,session,trial,condition,pull,focal_participant_left_pull_latency,focal_participant_right_pull_latency,get_4,get_1,minimum_latency_to_pull,pull_binomial
sanchez2017chimpanzees,1a,2015,11,22,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,1,1,competition,fimi,no_pull,1.48,fimi,kuno,1.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,22,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,1,2,social_dilemma,fimi,no_pull,18.4,kuno,fimi,18.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,22,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,1,3,competition,fimi,no_pull,12.36,fimi,kuno,12.36,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,22,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,1,4,social_dilemma,kuno,10.12,no_pull,fimi,kuno,10.12,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,22,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,1,5,competition,kuno,1.6,no_pull,kuno,fimi,1.6,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,22,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,1,6,competition,fimi,no_pull,2.24,fimi,kuno,2.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,22,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,1,7,social_dilemma,kuno,3.56,no_pull,fimi,kuno,3.56,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,22,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,1,8,social_dilemma,kuno,3.2,no_pull,fimi,kuno,3.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,28,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,2,1,competition,fimi,2.44,no_pull,fimi,nobody,2.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,28,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,2,2,social_dilemma,kuno,no_pull,5.04,fimi,kuno,5.04,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,28,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,2,3,competition,kuno,no_pull,3.48,kuno,fimi,3.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,28,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,2,4,social_dilemma,kuno,no_pull,9.36,fimi,kuno,9.36,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,28,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,2,5,competition,fimi,1.52,no_pull,fimi,kuno,1.52,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,28,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,2,6,competition,fimi,1.88,no_pull,fimi,nobody,1.88,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,28,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,2,7,social_dilemma,fimi,1.64,no_pull,kuno,fimi,1.64,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,28,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,2,8,social_dilemma,fimi,1.2,no_pull,kuno,fimi,1.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,29,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,3,1,social_dilemma,fimi,no_pull,1.76,kuno,fimi,1.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,29,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,3,2,social_dilemma,fimi,no_pull,1.48,kuno,fimi,1.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,29,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,3,3,social_dilemma,fimi,no_pull,1.44,kuno,fimi,1.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,29,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,3,4,competition,fimi,no_pull,1.88,fimi,kuno,1.88,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,29,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,3,5,competition,fimi,no_pull,1.32,fimi,kuno,1.32,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,29,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,3,6,competition,kuno,2.32,no_pull,kuno,fimi,2.32,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,29,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,3,7,competition,fimi,no_pull,1.96,fimi,kuno,1.96,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,29,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,3,8,social_dilemma,fimi,no_pull,1.76,kuno,fimi,1.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,30,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,4,1,competition,fimi,2,no_pull,fimi,kuno,2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,30,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,4,2,competition,fimi,1,no_pull,fimi,kuno,1,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,30,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,4,3,competition,fimi,10.6,no_pull,fimi,kuno,10.6,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,30,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,4,4,social_dilemma,fimi,1.56,no_pull,kuno,fimi,1.56,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,30,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,4,5,social_dilemma,fimi,0.92,no_pull,kuno,fimi,0.92,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,30,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,4,6,competition,kuno,no_pull,1.48,kuno,fimi,1.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,30,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,4,7,social_dilemma,fimi,2.08,no_pull,kuno,fimi,2.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,30,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,4,8,social_dilemma,fimi,3.2,no_pull,kuno,fimi,3.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,5,1,social_dilemma,fimi,no_pull,1.32,fimi,kuno,1.32,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,5,2,social_dilemma,fimi,no_pull,2.12,kuno,fimi,2.12,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,5,3,competition,fimi,no_pull,1.24,nobody,nobody,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,5,4,social_dilemma,fimi,no_pull,2.08,kuno,fimi,2.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,5,5,social_dilemma,fimi,no_pull,1.72,kuno,fimi,1.72,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,5,6,competition,fimi,no_pull,1.52,fimi,kuno,1.52,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,5,7,competition,fimi,no_pull,3.92,fimi,kuno,3.92,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,1,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,5,8,competition,fimi,no_pull,3.48,fimi,kuno,3.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,6,1,competition,fimi,1.04,no_pull,fimi,kuno,1.04,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,6,2,social_dilemma,fimi,2.68,no_pull,kuno,fimi,2.68,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,6,3,social_dilemma,fimi,1.04,no_pull,kuno,fimi,1.04,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,6,4,social_dilemma,fimi,1,no_pull,kuno,fimi,1,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,6,5,competition,fimi,1.44,no_pull,fimi,kuno,1.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,6,6,competition,fimi,1.36,no_pull,fimi,kuno,1.36,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,6,7,social_dilemma,fimi,0.84,no_pull,kuno,fimi,0.84,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,2,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,6,8,competition,fimi,1.08,no_pull,fimi,kuno,1.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,20,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,7,1,competition,fimi,no_pull,1.08,fimi,kuno,1.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,20,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,7,2,social_dilemma,fimi,no_pull,2.04,kuno,fimi,2.04,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,20,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,7,3,competition,fimi,no_pull,1.16,fimi,kuno,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,20,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,7,4,social_dilemma,fimi,no_pull,7.48,kuno,fimi,7.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,20,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,7,5,social_dilemma,fimi,no_pull,9.88,kuno,fimi,9.88,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,20,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,7,6,social_dilemma,fimi,no_pull,1.2,kuno,fimi,1.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,20,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,7,7,competition,fimi,no_pull,1.24,fimi,kuno,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,20,kuno,19,m,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,kuno_fimi,mix,2,7,8,competition,fimi,no_pull,1.24,fimi,kuno,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,21,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,8,1,social_dilemma,fimi,2.52,no_pull,kuno,fimi,2.52,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,21,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,8,2,social_dilemma,fimi,1.76,no_pull,kuno,fimi,1.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,21,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,8,3,competition,fimi,1.72,no_pull,fimi,kuno,1.72,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,21,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,8,4,social_dilemma,fimi,1.68,no_pull,kuno,fimi,1.68,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,21,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,8,5,competition,fimi,1.68,no_pull,fimi,kuno,1.68,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,21,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,8,6,competition,fimi,1.48,no_pull,fimi,kuno,1.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,21,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,8,7,social_dilemma,fimi,3.12,no_pull,kuno,fimi,3.12,both_did_not_pull
sanchez2017chimpanzees,1a,2015,12,21,fimi,7,f,focal_participant_left,kuno,19,m,focal_participant_right,bonobo,fimi_kuno,mix,2,8,8,social_dilemma,fimi,2.48,no_pull,kuno,fimi,2.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,7,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,1,1,competition,both,1.28,1.52,fimi,yasa,1.28,both_pull
sanchez2017chimpanzees,1a,2015,11,7,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,1,2,competition,both,1.28,1.72,yasa,fimi,1.28,both_pull
sanchez2017chimpanzees,1a,2015,11,7,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,1,3,competition,fimi,1.48,no_pull,nobody,nobody,1.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,7,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,1,4,social_dilemma,both,0.96,1.16,fimi,yasa,0.96,both_pull
sanchez2017chimpanzees,1a,2015,11,7,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,1,5,competition,yasa,no_pull,1.2,yasa,fimi,1.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,7,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,1,6,social_dilemma,both,1.28,1.88,yasa,fimi,1.28,both_pull
sanchez2017chimpanzees,1a,2015,11,7,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,1,7,social_dilemma,both,1.92,1.76,fimi,yasa,1.76,both_pull
sanchez2017chimpanzees,1a,2015,11,7,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,1,8,social_dilemma,yasa,no_pull,1.6,fimi,yasa,1.6,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,8,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,2,1,competition,both,1.28,1.28,yasa,fimi,1.28,both_pull
sanchez2017chimpanzees,1a,2015,11,8,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,2,2,social_dilemma,yasa,1.48,no_pull,fimi,yasa,1.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,8,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,2,3,social_dilemma,yasa,1.92,no_pull,fimi,yasa,1.92,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,8,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,2,4,social_dilemma,yasa,1.52,no_pull,fimi,yasa,1.52,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,8,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,2,5,competition,yasa,1.24,no_pull,yasa,fimi,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,8,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,2,6,competition,yasa,1.12,no_pull,yasa,fimi,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,8,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,2,7,social_dilemma,yasa,1.48,no_pull,fimi,yasa,1.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,8,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,2,8,competition,yasa,2.2,no_pull,yasa,fimi,2.2,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,9,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,3,1,social_dilemma,yasa,no_pull,4.94,fimi,yasa,4.94,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,9,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,3,2,social_dilemma,yasa,no_pull,1.56,yasa,fimi,1.56,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,9,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,3,3,competition,yasa,no_pull,2.36,yasa,fimi,2.36,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,9,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,3,4,competition,yasa,no_pull,1.1,yasa,fimi,1.1,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,9,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,3,5,competition,yasa,no_pull,3.08,fimi,yasa,3.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,9,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,3,6,competition,yasa,no_pull,2.6,fimi,yasa,2.6,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,9,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,3,7,social_dilemma,yasa,no_pull,1.1,yasa,fimi,1.1,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,9,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,3,8,social_dilemma,yasa,no_pull,2.56,fimi,yasa,2.56,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,16,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,4,1,competition,yasa,1.66,no_pull,yasa,fimi,1.66,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,16,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,4,2,competition,yasa,1.38,no_pull,yasa,fimi,1.38,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,16,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,4,3,competition,yasa,9.22,no_pull,yasa,fimi,9.22,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,16,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,4,4,social_dilemma,yasa,5.64,no_pull,fimi,yasa,5.64,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,16,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,4,5,competition,yasa,1.4,no_pull,yasa,fimi,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,16,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,4,6,social_dilemma,yasa,1.54,no_pull,fimi,yasa,1.54,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,16,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,4,7,social_dilemma,yasa,1,no_pull,fimi,yasa,1,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,16,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,4,8,social_dilemma,yasa,3.1,no_pull,fimi,yasa,3.1,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,18,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,5,1,competition,yasa,no_pull,1.48,fimi,yasa,1.48,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,18,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,5,2,competition,yasa,no_pull,2.08,fimi,yasa,2.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,18,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,5,3,competition,yasa,no_pull,1.16,yasa,fimi,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,18,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,5,4,social_dilemma,yasa,no_pull,1.32,fimi,yasa,1.32,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,18,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,5,5,competition,yasa,no_pull,7.08,fimi,yasa,7.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,18,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,5,6,social_dilemma,yasa,no_pull,3,yasa,fimi,3,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,18,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,5,7,social_dilemma,yasa,no_pull,3.76,yasa,fimi,3.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,18,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,5,8,social_dilemma,yasa,no_pull,1.44,yasa,fimi,1.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,19,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,6,1,social_dilemma,yasa,2.08,no_pull,fimi,yasa,2.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,19,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,6,2,competition,yasa,1.24,no_pull,yasa,fimi,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,19,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,6,3,competition,yasa,1.4,no_pull,yasa,fimi,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,19,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,6,4,social_dilemma,yasa,1.64,no_pull,fimi,yasa,1.64,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,19,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,6,5,social_dilemma,yasa,1.36,no_pull,fimi,yasa,1.36,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,19,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,6,6,competition,yasa,1.12,no_pull,yasa,fimi,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,19,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,6,7,competition,yasa,1.68,no_pull,yasa,fimi,1.68,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,19,yasa,18,f,focal_participant_left,fimi,7,f,focal_participant_right,bonobo,yasa_fimi,female,1,6,8,social_dilemma,yasa,1.44,no_pull,fimi,yasa,1.44,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,20,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,7,1,competition,yasa,no_pull,1.76,yasa,fimi,1.76,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,20,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,7,2,social_dilemma,yasa,no_pull,1.92,fimi,yasa,1.92,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,20,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,7,3,competition,yasa,no_pull,1.36,yasa,fimi,1.36,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,20,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,7,4,social_dilemma,yasa,no_pull,1.4,fimi,yasa,1.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,20,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,7,5,social_dilemma,yasa,no_pull,2.68,fimi,yasa,2.68,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,20,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,7,6,social_dilemma,yasa,no_pull,4.4,fimi,yasa,4.4,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,20,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,7,7,competition,yasa,no_pull,3.08,yasa,fimi,3.08,both_did_not_pull
sanchez2017chimpanzees,1a,2015,11,20,fimi,7,f,focal_participant_left,yasa,18,f,focal_participant_right,bonobo,fimi_yasa,female,1,7,8,competition,yasa,no_pull,1.48,yasa,fimi,1.48,both_did_not_pull
