study_id,year,month,day,participant,age_in_years,sex,species,session,trial,condition,left,center,right,choice,position_strictly_dominated_baseline
sanchez2019disentangling,2016,10,24,joey,33.0,m,bonobo,7,7,strictly_dominated_baseline,banana,grape,carrot,grape,end
sanchez2019disentangling,2016,10,24,joey,33.0,m,bonobo,7,8,strictly_dominated_baseline,grape,carrot,banana,grape,end
sanchez2019disentangling,2016,10,24,joey,33.0,m,bonobo,7,9,strictly_dominated_baseline,carrot,banana,grape,grape,end
sanchez2019disentangling,2016,10,24,joey,33.0,m,bonobo,7,10,strictly_dominated_baseline,banana,carrot,grape,grape,end
sanchez2019disentangling,2016,10,24,joey,33.0,m,bonobo,7,11,strictly_dominated_baseline,carrot,grape,banana,grape,end
sanchez2019disentangling,2016,10,24,joey,33.0,m,bonobo,7,12,strictly_dominated_baseline,banana,grape,carrot,grape,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,1,training_control_for_decoy_banana,small_banana,banana,empty,banana,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,2,training_baseline,banana,empty,grape,grape,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,3,training_control_for_decoy_grape,empty,small_grape,grape,grape,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,4,training_control_for_decoy_banana,empty,small_banana,banana,banana,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,5,training_baseline,grape,empty,banana,grape,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,6,training_control_for_decoy_grape,empty,grape,small_grape,grape,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,7,training_baseline,banana,grape,empty,banana,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,8,training_baseline,empty,grape,banana,banana,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,9,training_control_for_decoy_banana,banana,empty,small_banana,banana,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,10,training_control_for_decoy_grape,small_grape,empty,grape,grape,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,11,training_baseline,grape,banana,empty,banana,end
sanchez2019disentangling,2016,7,5,kibara,12.0,f,gorilla,1,12,training_control_for_decoy_banana,banana,small_banana,empty,banana,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,1,training_control_for_decoy_grape,small_grape,grape,empty,grape,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,2,training_control_for_decoy_grape,grape,empty,small_grape,grape,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,3,training_baseline,empty,banana,grape,grape,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,4,training_control_for_decoy_banana,small_banana,empty,banana,banana,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,5,training_control_for_decoy_banana,empty,banana,small_banana,banana,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,6,training_control_for_decoy_grape,grape,small_grape,empty,grape,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,7,training_control_for_decoy_grape,empty,grape,small_grape,grape,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,8,training_baseline,empty,banana,grape,banana,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,9,training_control_for_decoy_grape,small_grape,grape,empty,grape,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,10,training_control_for_decoy_grape,empty,small_grape,grape,grape,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,11,training_baseline,grape,empty,banana,banana,end
sanchez2019disentangling,2016,7,6,kibara,12.0,f,gorilla,2,12,training_control_for_decoy_banana,small_banana,empty,banana,banana,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,1,training_control_for_decoy_banana,empty,small_banana,banana,banana,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,2,training_control_for_decoy_grape,small_grape,empty,grape,grape,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,3,training_control_for_decoy_banana,small_banana,banana,empty,banana,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,4,training_control_for_decoy_grape,grape,small_grape,empty,grape,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,5,training_control_for_decoy_grape,grape,empty,small_grape,grape,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,6,training_control_for_decoy_banana,banana,small_banana,empty,banana,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,7,training_baseline,empty,grape,banana,banana,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,8,training_baseline,grape,banana,empty,banana,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,9,training_control_for_decoy_banana,banana,empty,small_banana,banana,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,10,training_baseline,banana,empty,grape,banana,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,11,training_control_for_decoy_banana,empty,banana,small_banana,small_banana,end
sanchez2019disentangling,2016,7,7,kibara,12.0,f,gorilla,3,12,training_baseline,banana,grape,empty,banana,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,1,test_decoy_small_banana,banana,small_banana,grape,grape,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,2,test_decoy_small_grape,small_grape,grape,banana,grape,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,3,control_for_preference_grape,grape,banana,grape,grape,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,4,test_decoy_small_banana,grape,small_banana,banana,banana,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,5,test_decoy_small_grape,small_grape,banana,grape,grape,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,6,control_for_preference_grape,grape,grape,banana,banana,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,7,test_decoy_small_grape,banana,grape,small_grape,banana,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,8,test_decoy_small_grape,grape,small_grape,banana,banana,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,9,test_decoy_small_banana,small_banana,banana,grape,banana,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,10,control_for_preference_grape,grape,banana,grape,banana,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,11,test_decoy_small_grape,banana,small_grape,grape,banana,end
sanchez2019disentangling,2016,7,11,kibara,12.0,f,gorilla,4,12,test_decoy_small_banana,banana,grape,small_banana,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,1,control_for_preference_grape,banana,grape,grape,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,2,control_for_preference_grape,grape,grape,banana,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,3,test_decoy_small_grape,grape,banana,small_grape,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,4,test_decoy_small_banana,small_banana,grape,banana,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,5,test_decoy_small_banana,grape,banana,small_banana,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,6,control_for_preference_grape,banana,grape,grape,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,7,control_for_preference_grape,grape,grape,banana,grape,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,8,test_decoy_small_grape,grape,banana,small_grape,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,9,control_for_preference_grape,banana,grape,grape,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,10,control_for_preference_grape,grape,banana,grape,banana,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,11,test_decoy_small_grape,small_grape,banana,grape,grape,end
sanchez2019disentangling,2016,7,14,kibara,12.0,f,gorilla,5,12,test_decoy_small_banana,small_banana,grape,banana,banana,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,1,test_decoy_small_banana,grape,small_banana,banana,banana,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,2,control_for_preference_grape,grape,banana,grape,banana,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,3,test_decoy_small_banana,banana,small_banana,grape,banana,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,4,control_for_preference_grape,grape,grape,banana,grape,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,5,control_for_preference_grape,banana,grape,grape,grape,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,6,test_decoy_small_banana,banana,grape,small_banana,banana,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,7,test_decoy_small_grape,grape,small_grape,banana,grape,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,8,test_decoy_small_grape,banana,small_grape,grape,banana,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,9,test_decoy_small_banana,small_banana,banana,grape,small_banana,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,10,test_decoy_small_grape,small_grape,grape,banana,banana,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,11,test_decoy_small_banana,grape,banana,small_banana,banana,end
sanchez2019disentangling,2016,7,17,kibara,12.0,f,gorilla,6,12,test_decoy_small_grape,banana,grape,small_grape,banana,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,1,strictly_dominated_baseline,grape,carrot,banana,banana,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,2,strictly_dominated_baseline,carrot,banana,grape,grape,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,3,strictly_dominated_baseline,banana,carrot,grape,grape,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,4,strictly_dominated_baseline,grape,banana,carrot,grape,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,5,strictly_dominated_baseline,carrot,grape,banana,banana,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,6,strictly_dominated_baseline,grape,banana,carrot,grape,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,7,strictly_dominated_baseline,banana,grape,carrot,grape,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,8,strictly_dominated_baseline,grape,carrot,banana,banana,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,9,strictly_dominated_baseline,carrot,banana,grape,banana,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,10,strictly_dominated_baseline,banana,carrot,grape,banana,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,11,strictly_dominated_baseline,carrot,grape,banana,banana,end
sanchez2019disentangling,2016,10,17,kibara,12.0,f,gorilla,7,12,strictly_dominated_baseline,banana,grape,carrot,grape,end
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,1,training_control_for_decoy_banana,empty,banana,small_banana,banana,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,2,training_baseline,banana,grape,empty,grape,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,3,training_control_for_decoy_grape,small_grape,empty,grape,grape,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,4,training_baseline,banana,empty,grape,grape,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,5,training_baseline,banana,grape,empty,grape,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,6,training_baseline,grape,empty,banana,grape,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,7,training_control_for_decoy_grape,small_grape,grape,empty,grape,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,8,training_baseline,empty,grape,banana,grape,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,9,training_control_for_decoy_banana,banana,empty,small_banana,banana,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,10,training_control_for_decoy_banana,small_banana,banana,empty,banana,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,11,training_control_for_decoy_grape,grape,empty,small_grape,grape,first
sanchez2019disentangling,2017,8,13,kofi,12.0,m,chimpanzee,1,12,training_control_for_decoy_grape,small_grape,empty,grape,grape,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,1,training_control_for_decoy_grape,empty,grape,small_grape,grape,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,2,training_control_for_decoy_grape,grape,small_grape,empty,grape,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,3,training_baseline,grape,banana,empty,grape,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,4,training_control_for_decoy_banana,small_banana,empty,banana,banana,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,5,training_control_for_decoy_banana,empty,small_banana,banana,banana,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,6,training_control_for_decoy_banana,empty,banana,small_banana,banana,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,7,training_control_for_decoy_banana,small_banana,banana,empty,banana,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,8,training_baseline,banana,grape,empty,grape,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,9,training_control_for_decoy_grape,grape,empty,small_grape,grape,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,10,training_control_for_decoy_grape,empty,grape,small_grape,grape,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,11,training_baseline,grape,banana,empty,banana,first
sanchez2019disentangling,2017,8,14,kofi,12.0,m,chimpanzee,2,12,training_control_for_decoy_banana,empty,banana,small_banana,banana,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,1,training_control_for_decoy_banana,banana,empty,small_banana,banana,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,2,training_control_for_decoy_grape,grape,small_grape,empty,small_grape,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,3,training_control_for_decoy_grape,small_grape,grape,empty,grape,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,4,training_control_for_decoy_banana,small_banana,empty,banana,banana,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,5,training_control_for_decoy_banana,banana,small_banana,empty,banana,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,6,training_baseline,empty,banana,grape,grape,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,7,training_baseline,grape,empty,banana,grape,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,8,training_control_for_decoy_grape,empty,small_grape,grape,grape,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,9,training_control_for_decoy_banana,empty,small_banana,banana,banana,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,10,training_baseline,banana,empty,grape,banana,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,11,training_baseline,empty,grape,banana,grape,first
sanchez2019disentangling,2017,8,20,kofi,12.0,m,chimpanzee,3,12,training_control_for_decoy_grape,small_grape,empty,grape,grape,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,1,strictly_dominated_baseline,banana,carrot,grape,banana,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,2,strictly_dominated_baseline,carrot,banana,grape,banana,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,3,strictly_dominated_baseline,banana,grape,carrot,banana,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,4,strictly_dominated_baseline,grape,carrot,banana,banana,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,5,strictly_dominated_baseline,grape,banana,carrot,banana,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,6,strictly_dominated_baseline,banana,grape,carrot,banana,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,7,strictly_dominated_baseline,banana,carrot,grape,grape,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,8,strictly_dominated_baseline,carrot,grape,banana,grape,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,9,strictly_dominated_baseline,grape,carrot,banana,grape,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,10,strictly_dominated_baseline,carrot,banana,grape,banana,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,11,strictly_dominated_baseline,grape,banana,carrot,banana,first
sanchez2019disentangling,2017,9,24,kofi,12.0,m,chimpanzee,4,12,strictly_dominated_baseline,carrot,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,1,control_for_preference_banana,banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,2,test_decoy_small_grape,banana,grape,small_grape,grape,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,3,test_decoy_small_banana,grape,small_banana,banana,grape,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,4,test_decoy_small_grape,small_grape,banana,grape,banana,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,5,test_decoy_small_grape,banana,small_grape,grape,banana,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,6,test_decoy_small_grape,small_grape,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,7,test_decoy_small_banana,small_banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,8,control_for_preference_banana,grape,banana,banana,banana,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,9,test_decoy_small_banana,small_banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,10,control_for_preference_banana,banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,11,test_decoy_small_grape,grape,small_grape,banana,grape,first
sanchez2019disentangling,2017,9,26,kofi,12.0,m,chimpanzee,5,12,control_for_preference_banana,banana,banana,grape,banana,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,1,control_for_preference_banana,grape,banana,banana,grape,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,2,test_decoy_small_banana,banana,small_banana,grape,grape,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,3,test_decoy_small_grape,grape,banana,small_grape,banana,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,4,control_for_preference_banana,banana,grape,banana,banana,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,5,test_decoy_small_grape,banana,small_grape,grape,banana,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,6,test_decoy_small_grape,banana,grape,small_grape,grape,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,7,test_decoy_small_banana,grape,small_banana,banana,small_banana,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,8,test_decoy_small_banana,grape,banana,small_banana,banana,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,9,control_for_preference_banana,grape,banana,banana,grape,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,10,control_for_preference_banana,banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,11,test_decoy_small_banana,banana,grape,small_banana,grape,first
sanchez2019disentangling,2017,9,27,kofi,12.0,m,chimpanzee,6,12,test_decoy_small_banana,grape,banana,small_banana,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,1,test_decoy_small_grape,grape,banana,small_grape,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,2,test_decoy_small_banana,banana,grape,small_banana,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,3,control_for_preference_banana,banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,4,test_decoy_small_banana,small_banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,5,control_for_preference_banana,banana,banana,grape,banana,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,6,control_for_preference_banana,grape,banana,banana,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,7,test_decoy_small_grape,small_grape,banana,grape,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,8,control_for_preference_banana,banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,9,test_decoy_small_banana,banana,small_banana,grape,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,10,test_decoy_small_banana,small_banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,11,test_decoy_small_grape,grape,small_grape,banana,grape,first
sanchez2019disentangling,2017,9,28,kofi,12.0,m,chimpanzee,7,12,test_decoy_small_grape,small_grape,grape,banana,grape,first
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,1,training_control_for_decoy_grape,grape,small_grape,empty,small_grape,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,2,training_baseline,grape,empty,banana,banana,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,3,training_control_for_decoy_grape,small_grape,empty,grape,grape,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,4,training_control_for_decoy_grape,grape,empty,small_grape,grape,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,5,training_control_for_decoy_banana,empty,small_banana,banana,small_banana,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,6,training_control_for_decoy_banana,banana,small_banana,empty,banana,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,7,training_control_for_decoy_grape,small_grape,grape,empty,grape,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,8,training_baseline,empty,grape,banana,grape,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,9,training_control_for_decoy_grape,empty,grape,small_grape,grape,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,10,training_baseline,empty,banana,grape,banana,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,11,training_baseline,grape,banana,empty,banana,end
sanchez2019disentangling,2016,7,5,kumili,12.0,f,gorilla,1,12,training_control_for_decoy_banana,banana,empty,small_banana,banana,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,1,training_control_for_decoy_banana,small_banana,empty,banana,banana,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,2,training_control_for_decoy_banana,small_banana,banana,empty,banana,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,3,training_control_for_decoy_banana,empty,banana,small_banana,banana,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,4,training_baseline,banana,grape,empty,banana,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,5,training_baseline,banana,empty,grape,banana,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,6,training_control_for_decoy_grape,empty,small_grape,grape,grape,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,7,training_control_for_decoy_grape,empty,grape,small_grape,grape,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,8,training_control_for_decoy_grape,grape,small_grape,empty,grape,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,9,training_baseline,banana,empty,grape,banana,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,10,training_control_for_decoy_banana,empty,banana,small_banana,banana,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,11,training_control_for_decoy_banana,banana,empty,small_banana,banana,end
sanchez2019disentangling,2016,7,6,kumili,12.0,f,gorilla,2,12,training_baseline,empty,grape,banana,banana,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,1,training_baseline,grape,empty,banana,banana,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,2,training_control_for_decoy_banana,empty,small_banana,banana,banana,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,3,training_baseline,banana,grape,empty,banana,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,4,training_control_for_decoy_grape,grape,empty,small_grape,grape,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,5,training_control_for_decoy_banana,banana,small_banana,empty,banana,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,6,training_control_for_decoy_grape,small_grape,empty,grape,grape,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,7,training_baseline,empty,banana,grape,banana,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,8,training_baseline,grape,banana,empty,banana,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,9,training_control_for_decoy_grape,empty,small_grape,grape,grape,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,10,training_control_for_decoy_banana,small_banana,empty,banana,banana,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,11,training_control_for_decoy_grape,small_grape,grape,empty,grape,end
sanchez2019disentangling,2016,7,7,kumili,12.0,f,gorilla,3,12,training_control_for_decoy_banana,small_banana,banana,empty,banana,end
sanchez2019disentangling,2016,7,11,kumili,12.0,f,gorilla,4,1,control_for_preference_grape,banana,grape,grape,grape,end
sanchez2019disentangling,2016,7,11,kumili,12.0,f,gorilla,4,2,test_decoy_small_grape,banana,small_grape,grape,banana,end
sanchez2019disentangling,2016,7,11,kumili,12.0,f,gorilla,4,3,control_for_preference_grape,grape,banana,grape,banana,end
sanchez2019disentangling,2016,7,11,kumili,12.0,f,gorilla,4,4,test_decoy_small_grape,banana,grape,small_grape,banana,end
sanchez2019disentangling,2016,7,11,kumili,12.0,f,gorilla,4,5,test_decoy_small_banana,small_banana,banana,grape,banana,end
sanchez2019disentangling,2016,7,11,kumili,12.0,f,gorilla,4,6,test_decoy_small_banana,grape,banana,small_banana,banana,end
sanchez2019disentangling,2016,7,11,kumili,12.0,f,gorilla,4,7,test_decoy_small_grape,small_grape,grape,banana,grape,end
sanchez2019disentangling,2016,7,11,kumili,12.0,f,gorilla,4,8,test_decoy_small_banana,banana,grape,small_banana,grape,end
