study_id,experiment,experiment_name,publication,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,trial,pair,cond_sid,app_side,app_what,app_time,condition,whath,whatv,whathn,whatvn,con_inde
brauer2007chimpanzees,1,basic_data,unpublished,2003,02,05,fifi,9,f,focal_participant,jahaga,10,f,against,chimpanzee,fifi_jahaga,8,11.0,v_noise_left,left,visible_noise,2.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,02,05,fifi,9,f,focal_participant,jahaga,10,f,against,chimpanzee,fifi_jahaga,9,11.0,v_noise_right,right,visible_noise,2.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,02,05,fifi,9,f,focal_participant,jahaga,10,f,against,chimpanzee,fifi_jahaga,10,11.0,h_v_left,left,visible,2.0,h_v,,1.0,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,02,05,fifi,9,f,focal_participant,jahaga,10,f,against,chimpanzee,fifi_jahaga,11,11.0,h_h_noise_right,left,hidden,2.0,h_h_noise,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,02,05,fifi,9,f,focal_participant,jahaga,10,f,against,chimpanzee,fifi_jahaga,12,11.0,h_right,right,hidden,1.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,1,12.0,h_h_noise_right,left,hidden,2.0,h_h_noise,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,2,12.0,h_noise_right,right,hidden_noise,1.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,3,12.0,v_right,right,visible,2.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,4,12.0,h_h_noise_left,left,hidden_noise,2.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,2007,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,5,12.0,v_left,left,visible,2.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,6,12.0,h_v_right,right,hidden,1.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,7,12.0,h_noise_left,left,hidden_noise,2.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,8,12.0,h_right,right,hidden,2.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,9,12.0,h_left,left,hidden,1.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,10,12.0,v_noise_left,left,visible_noise,2.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,11,12.0,v_noise_right,right,visible_noise,2.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,16,gertrudia,9,f,focal_participant,corry,26,f,against,chimpanzee,gertrudia_corry,12,12.0,h_v_left,left,visible,1.0,h_v,,1.0,,,
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,1,13.0,v_left,left,visible,3.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,2,13.0,h_right,right,hidden,3.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,3,13.0,h_h_noise_right,right,hidden_noise,3.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,4,13.0,v_noise_left,left,visible_noise,3.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,5,13.0,h_v_right,left,hidden,3.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,6,13.0,h_h_noise_left,right,hidden,6.0,h_h_noise,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,7,13.0,v_noise_right,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,8,13.0,h_noise_left,left,hidden_noise,4.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,9,13.0,h_v_left,left,visible,5.0,h_v,,1.0,,,
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,10,13.0,v_right,right,visible,4.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,11,13.0,h_noise_right,right,hidden_noise,5.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,ulla,25,f,focal_participant,fraukje,26,f,against,chimpanzee,ulla_fraukje,12,13.0,h_left,not,not,,h,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,1,14.0,h_v_left,right,visible,1.0,h_v,,1.0,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,2,14.0,h_noise_right,not,not,,h_noise,,,,,hidden_independent
