study_id,experiment,experiment_name,publication,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,trial,pair,cond_sid,app_side,app_what,app_time,condition,whath,whatv,whathn,whatvn,con_inde
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,3,14.0,v_left,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,4,14.0,h_h_noise_left,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,5,14.0,v_noise_right,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,6,14.0,h_noise_left,left,hidden_noise,2.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,7,14.0,h_left,left,hidden,1.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,8,14.0,h_v_right,left,hidden,1.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,9,14.0,h_right,not,not,,h,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,10,14.0,v_noise_left,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,11,14.0,v_right,right,visible,1.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,18,patrick,5,m,focal_participant,jahaga,10,f,against,chimpanzee,patrick_jahaga,12,14.0,h_h_noise_right,right,hidden_noise,2.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,2007,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,1,15.0,h_v_left,left,visible,1.0,h_v,,1.0,,,
brauer2007chimpanzees,1,basic_data,2007,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,2,15.0,v_left,left,visible,1.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,3,15.0,h_noise_right,right,hidden_noise,1.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,4,15.0,h_v_right,left,hidden,1.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,5,15.0,h_h_noise_left,left,hidden_noise,1.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,6,15.0,v_noise_right,right,visible_noise,2.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,7,15.0,h_noise_left,left,hidden_noise,2.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,8,15.0,h_right,right,hidden,1.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,9,15.0,v_noise_left,left,visible_noise,2.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,10,15.0,h_left,left,hidden,1.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,11,15.0,v_right,right,visible,3.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,02,28,fifi,9,f,focal_participant,dorien,22,f,against,chimpanzee,fifi_dorien,12,15.0,h_h_noise_right,left,hidden,1.0,h_h_noise,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,1,16.0,v_right,right,visible,1.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,2,16.0,h_h_noise_left,left,hidden_noise,1.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,3,16.0,h_noise_right,right,hidden_noise,1.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,4,16.0,v_noise_left,left,visible_noise,1.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,5,16.0,h_left,left,hidden,1.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,6,16.0,v_noise_right,right,visible_noise,1.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,7,16.0,h_v_left,right,hidden,1.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,8,16.0,h_h_noise_right,right,hidden_noise,1.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,2007,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,9,16.0,h_right,right,hidden,2.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,10,16.0,v_left,left,visible,2.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,11,16.0,h_noise_left,left,hidden_noise,1.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,03,26,jahaga,10,f,focal_participant,ulla,25,f,against,chimpanzee,jahaga_ulla,12,16.0,h_v_right,right,visible,1.0,h_v,,1.0,,,
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,1,17.0,v_left,left,visible,2.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,2,17.0,h_right,left,hidden,1.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,3,17.0,h_h_noise_right,left,hidden,1.0,h_h_noise,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,4,17.0,v_noise_left,left,visible_noise,1.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,5,17.0,h_v_left,left,visible,2.0,h_v,,1.0,,,
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,6,17.0,h_v_right,left,hidden,2.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,7,17.0,v_right,right,visible,2.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,8,17.0,h_noise_right,not,not,,h_noise,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,9,17.0,h_left,left,hidden,2.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,10,17.0,h_h_noise_left,left,hidden_noise,1.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,11,17.0,v_noise_right,right,visible_noise,1.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,fifi,9,f,focal_participant,frodo,9,m,against,chimpanzee,fifi_frodo,12,17.0,h_noise_left,left,hidden_noise,2.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,1,18.0,h_v_left,right,hidden,1.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,2,18.0,h_noise_right,right,hidden_noise,2.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,3,18.0,v_left,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,4,18.0,h_v_right,left,hidden,1.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,5,18.0,h_h_noise_left,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,6,18.0,v_noise_right,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,7,18.0,h_noise_left,not,not,,h_noise,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,8,18.0,h_left,not,not,,h,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,9,18.0,v_noise_left,left,visible_noise,2.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,10,18.0,h_right,right,hidden,3.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,11,18.0,v_right,right,visible,1.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,04,25,jahaga,10,f,focal_participant,dorien,22,f,against,chimpanzee,jahaga_dorien,12,18.0,h_h_noise_right,left,hidden,1.0,h_h_noise,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,1,19.0,v_left,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,2,19.0,h_right,not,not,,h,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,3,19.0,h_h_noise_right,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,4,19.0,v_noise_left,left,visible_noise,9.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,5,19.0,h_v_right,left,hidden,12.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,6,19.0,h_noise_right,right,hidden_noise,13.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,7,19.0,h_left,left,hidden,8.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,8,19.0,h_h_noise_left,left,hidden_noise,15.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,9,19.0,v_noise_right,right,visible_noise,27.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,10,19.0,h_v_left,right,hidden,6.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,11,19.0,v_right,right,visible,11.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,13,fraukje,27,f,focal_participant,natascha,23,f,against,chimpanzee,fraukje_natascha,12,19.0,h_noise_left,left,hidden_noise,8.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,1,20.0,v_right,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,2,20.0,h_h_noise_left,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,3,20.0,h_noise_right,not,not,,h_noise,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,4,20.0,v_noise_left,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,5,20.0,h_left,left,hidden,3.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,6,20.0,v_noise_right,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,7,20.0,h_v_left,left,visible,3.0,h_v,,1.0,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,8,20.0,h_h_noise_right,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,9,20.0,h_right,not,not,,h,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,10,20.0,v_left,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,11,20.0,h_noise_left,not,not,,h_noise,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,15,ulla,25,f,focal_participant,natascha,23,f,against,chimpanzee,ulla_natascha,12,20.0,h_v_right,left,hidden,3.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,1,21.0,h_left,not,not,,h,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,2,21.0,v_right,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,3,21.0,h_h_noise_left,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,4,21.0,v_noise_right,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,5,21.0,h_v_left,not,not,,h_v,,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,6,21.0,h_right,not,not,,h,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,7,21.0,h_noise_left,left,hidden_noise,2.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,8,21.0,h_v_right,not,not,,h_v,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,9,21.0,v_noise_left,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,10,21.0,v_left,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,11,21.0,h_noise_right,not,not,,h_noise,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,05,27,sandra,9,f,focal_participant,natascha,23,f,against,chimpanzee,sandra_natascha,12,21.0,h_h_noise_right,left,hidden,2.0,h_h_noise,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,1,22.0,v_left,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,2,22.0,h_h_noise_right,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,3,22.0,v_noise_right,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,4,22.0,h_noise_left,not,not,,h_noise,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,5,22.0,h_right,not,not,,h,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,6,22.0,h_h_noise_left,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,7,22.0,v_noise_left,left,visible_noise,2.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,8,22.0,h_v_right,left,hidden,3.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,9,22.0,h_v_left,not,not,,h_v,,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,10,22.0,v_right,right,visible,5.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,11,22.0,h_noise_right,not,not,,h_noise,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,01,sandra,9,f,focal_participant,ulla,25,f,against,chimpanzee,sandra_ulla,12,22.0,h_left,not,not,,h,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,1,23.0,h_h_noise_left,left,hidden_noise,2.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,2,23.0,v_noise_right,right,visible_noise,1.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,3,23.0,h_v_right,left,hidden,2.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,4,23.0,v_noise_left,left,visible_noise,3.0,v_noise,,,,1.0,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,5,23.0,v_right,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,6,23.0,h_noise_left,left,hidden_noise,2.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,7,23.0,h_left,left,hidden,2.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,8,23.0,h_v_left,left,visible,1.0,h_v,,1.0,,,
brauer2007chimpanzees,1,basic_data,2007,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,9,23.0,v_left,left,visible,1.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,10,23.0,h_noise_right,right,hidden_noise,2.0,h_noise,,,1.0,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,11,23.0,h_h_noise_right,right,hidden_noise,2.0,h_h_noise,,,1.0,,
brauer2007chimpanzees,1,basic_data,2007,2003,06,02,gertrudia,10,f,focal_participant,natascha,23,f,against,chimpanzee,gertrudia_natascha,12,23.0,h_right,right,hidden,2.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,1,24.0,v_left,left,visible,2.0,v,,1.0,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,2,24.0,h_h_noise_left,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,3,24.0,v_noise_right,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,4,24.0,h_noise_left,not,not,,h_noise,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,5,24.0,h_right,right,hidden,2.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,6,24.0,h_h_noise_right,not,not,,h_h_noise,,,,,
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,7,24.0,v_noise_left,not,not,,v_noise,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,8,24.0,h_v_right,left,hidden,3.0,h_v,1.0,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,9,24.0,h_v_left,not,not,,h_v,,,,,
brauer2007chimpanzees,1,basic_data,2007,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,10,24.0,v_right,not,not,,v,,,,,visible_independent
brauer2007chimpanzees,1,basic_data,unpublished,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,11,24.0,h_noise_right,not,not,,h_noise,,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,06,10,patrick,6,m,focal_participant,fifi,10,f,against,chimpanzee,patrick_fifi,12,24.0,h_left,left,hidden,2.0,h,1.0,,,,hidden_independent
brauer2007chimpanzees,1,basic_data,2007,2003,05,01,dorien,22,f,focal_participant,natascha,23,f,against,chimpanzee,dorien_natascha,1,25.0,v_left,not,not,,v,,,,,visible_independent
