study_id,participant,age_in_years,sex,species,session,trial,family,condition,order,pattern,bait,choice,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,4.0,hominidae,paint,first_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,5.0,hominidae,paint,first_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,6.0,hominidae,paint,first_condition,cross,left,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,6.0,7.0,hominidae,paint,first_condition,cross,right,right,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,6.0,8.0,hominidae,paint,first_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,9.0,hominidae,paint,first_condition,cross,right,right,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,6.0,10.0,hominidae,paint,first_condition,cross,left,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,6.0,11.0,hominidae,paint,first_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,12.0,hominidae,paint,first_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,1.0,1.0,hominidae,paper,second_condition,cross,left,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,1.0,2.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,1.0,3.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,1.0,4.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,1.0,5.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,1.0,6.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,1.0,7.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,1.0,8.0,hominidae,paper,second_condition,cross,left,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,1.0,9.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,1.0,10.0,hominidae,paper,second_condition,cross,right,right,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,1.0,11.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,1.0,12.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,2.0,1.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,2.0,2.0,hominidae,paper,second_condition,cross,right,right,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,2.0,3.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,2.0,4.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,2.0,5.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,2.0,6.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,2.0,7.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,2.0,8.0,hominidae,paper,second_condition,cross,left,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,2.0,9.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,2.0,10.0,hominidae,paper,second_condition,cross,left,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,2.0,11.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,2.0,12.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,1.0,hominidae,paper,second_condition,cross,left,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,3.0,2.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,3.0,hominidae,paper,second_condition,pseudocross,left,right,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,3.0,4.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,5.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,6.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,7.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,8.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,9.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,10.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,11.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,3.0,12.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,1.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,2.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,3.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,4.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,5.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,6.0,hominidae,paper,second_condition,cross,right,right,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,4.0,7.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,8.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,9.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,10.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,11.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,4.0,12.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,1.0,hominidae,paper,second_condition,cross,left,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,5.0,2.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,3.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,4.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,5.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,6.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,7.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,8.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,9.0,hominidae,paper,second_condition,pseudocross,right,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,5.0,10.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,11.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,5.0,12.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,1.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,2.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,3.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,4.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,5.0,hominidae,paper,second_condition,cross,left,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,6.0,6.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,7.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,8.0,hominidae,paper,second_condition,pseudocross,right,left,incorrect
albiach2012apes,bimbo,27.0,m,orangutan,6.0,9.0,hominidae,paper,second_condition,pseudocross,right,right,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,10.0,hominidae,paper,second_condition,pseudocross,left,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,11.0,hominidae,paper,second_condition,cross,right,left,correct
albiach2012apes,bimbo,27.0,m,orangutan,6.0,12.0,hominidae,paper,second_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,1.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,2.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,3.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,4.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,5.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,6.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,7.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,8.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,9.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,10.0,corvidae,paper,first_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,11.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,12.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,1.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,2.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,3.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,4.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,5.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,6.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,7.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,8.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,9.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,10.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,11.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,12.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,1.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,2.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,3.0,corvidae,paper,first_condition,cross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,4.0,corvidae,paper,first_condition,cross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,5.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,6.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,7.0,corvidae,paper,first_condition,cross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,8.0,corvidae,paper,first_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,9.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,10.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,11.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,12.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,1.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,2.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,3.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,4.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,5.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,6.0,corvidae,paper,first_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,7.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,8.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,9.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,10.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,11.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,12.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,1.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,2.0,corvidae,paper,first_condition,pseudocross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,3.0,corvidae,paper,first_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,4.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,5.0,corvidae,paper,first_condition,pseudocross,right,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,6.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,7.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,8.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,9.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,10.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,11.0,corvidae,paper,first_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,12.0,corvidae,paper,first_condition,pseudocross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,1.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,2.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,3.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,4.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,5.0,corvidae,paper,first_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,6.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,7.0,corvidae,paper,first_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,8.0,corvidae,paper,first_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,9.0,corvidae,paper,first_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,10.0,corvidae,paper,first_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,11.0,corvidae,paper,first_condition,pseudocross,right,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,12.0,corvidae,paper,first_condition,pseudocross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,1.0,corvidae,paint,second_condition,cross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,2.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,3.0,corvidae,paint,second_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,4.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,5.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,6.0,corvidae,paint,second_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,7.0,corvidae,paint,second_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,8.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,9.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,10.0,corvidae,paint,second_condition,cross,right,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,11.0,corvidae,paint,second_condition,cross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),1.0,12.0,corvidae,paint,second_condition,pseudocross,right,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,1.0,corvidae,paint,second_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,2.0,corvidae,paint,second_condition,pseudocross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,3.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,4.0,corvidae,paint,second_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,5.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,6.0,corvidae,paint,second_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,7.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,8.0,corvidae,paint,second_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,9.0,corvidae,paint,second_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,10.0,corvidae,paint,second_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,11.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),2.0,12.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,1.0,corvidae,paint,second_condition,pseudocross,right,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,2.0,corvidae,paint,second_condition,pseudocross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,3.0,corvidae,paint,second_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,4.0,corvidae,paint,second_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,5.0,corvidae,paint,second_condition,pseudocross,right,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,6.0,corvidae,paint,second_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,7.0,corvidae,paint,second_condition,pseudocross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,8.0,corvidae,paint,second_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,9.0,corvidae,paint,second_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,10.0,corvidae,paint,second_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,11.0,corvidae,paint,second_condition,pseudocross,right,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),3.0,12.0,corvidae,paint,second_condition,pseudocross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,1.0,corvidae,paint,second_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,2.0,corvidae,paint,second_condition,pseudocross,right,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,3.0,corvidae,paint,second_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,4.0,corvidae,paint,second_condition,pseudocross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,5.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,6.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,7.0,corvidae,paint,second_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,8.0,corvidae,paint,second_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,9.0,corvidae,paint,second_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,10.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,11.0,corvidae,paint,second_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),4.0,12.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,1.0,corvidae,paint,second_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,2.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,3.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,4.0,corvidae,paint,second_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,5.0,corvidae,paint,second_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,6.0,corvidae,paint,second_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,7.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,8.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,9.0,corvidae,paint,second_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,10.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,11.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),5.0,12.0,corvidae,paint,second_condition,cross,right,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,1.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,2.0,corvidae,paint,second_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,3.0,corvidae,paint,second_condition,pseudocross,right,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,4.0,corvidae,paint,second_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,5.0,corvidae,paint,second_condition,pseudocross,left,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,6.0,corvidae,paint,second_condition,cross,left,right,correct
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,7.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,8.0,corvidae,paint,second_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,9.0,corvidae,paint,second_condition,pseudocross,right,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,10.0,corvidae,paint,second_condition,cross,right,right,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,11.0,corvidae,paint,second_condition,cross,left,left,incorrect
albiach2012apes,hugin,14.0,,raven_(corvus_corax),6.0,12.0,corvidae,paint,second_condition,pseudocross,left,left,correct
albiach2012apes,columbo,5.0,,raven_(corvus_corax),1.0,1.0,corvidae,paper,first_condition,cross,right,right,incorrect
albiach2012apes,columbo,5.0,,raven_(corvus_corax),1.0,2.0,corvidae,paper,first_condition,pseudocross,right,right,correct
albiach2012apes,columbo,5.0,,raven_(corvus_corax),1.0,3.0,corvidae,paper,first_condition,pseudocross,left,right,incorrect
albiach2012apes,columbo,5.0,,raven_(corvus_corax),1.0,4.0,corvidae,paper,first_condition,cross,left,right,correct
albiach2012apes,columbo,5.0,,raven_(corvus_corax),1.0,5.0,corvidae,paper,first_condition,cross,right,right,incorrect
albiach2012apes,columbo,5.0,,raven_(corvus_corax),1.0,6.0,corvidae,paper,first_condition,cross,left,right,correct
albiach2012apes,columbo,5.0,,raven_(corvus_corax),1.0,7.0,corvidae,paper,first_condition,pseudocross,left,right,incorrect
