study_id,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,trial,condition,choice_prosocial1_selfish0,token_left,token_right,tokens_given,token_chosen_in_training_and_token_preference
amici2014lack,tokens_task,2013.0,3.0,21.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,7.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,21.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,8.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,21.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,9.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,21.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,10.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,21.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,11.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,21.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,12.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,13.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,14.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,15.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,16.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,17.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,18.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,19.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,20.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,21.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,22.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,23.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,24.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,25.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,26.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,27.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,28.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,29.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,3.0,29.0,gertrudia,19.0,f,focal_participant,fifi,19,f,partner,chimpanzee,gertrudia_fifi,30.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,1.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,2.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,3.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,4.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,5.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,6.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,7.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,8.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,9.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,10.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,11.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,12.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,13.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,14.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,15.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,16.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,17.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,18.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,19.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,20.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,21.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,22.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,23.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,24.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,25.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,26.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,27.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,28.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,29.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,13.0,yasa,16.0,f,focal_participant,fimi,5,f,partner,bonobo,yasa_fimi,30.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,1.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,2.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,3.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,4.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,5.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,6.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,7.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,8.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,9.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,10.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,11.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,12.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,13.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,14.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,15.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,16.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,17.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,18.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,19.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,20.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,21.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,22.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,23.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,24.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,25.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,26.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,27.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,28.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,29.0,control,0.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,16.0,yasa,16.0,f,focal_participant,kuno,17,m,partner,bonobo,yasa_kuno,30.0,control,1.0,,,15_grey+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,1.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,2.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,3.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,4.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,5.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,6.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,7.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,8.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,9.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,10.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,11.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,12.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,13.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,14.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,15.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,16.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,17.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,18.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,19.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,20.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,21.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,22.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,23.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,24.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,25.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,26.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,27.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,28.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,29.0,control,1.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,18.0,yasa,16.0,f,focal_participant,lexi,14,f,partner,bonobo,yasa_lexi,30.0,control,0.0,,,15_red+15_yellow,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,1.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,2.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,3.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,4.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,5.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,6.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,7.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,8.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,9.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,10.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,11.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,12.0,control,1.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,13.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,14.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,15.0,control,0.0,,,15_grey+15_red,
amici2014lack,tokens_task,2013.0,12.0,23.0,gemena,8.0,f,focal_participant,lexi,14,f,partner,bonobo,gemena_lexi,16.0,control,0.0,,,15_grey+15_red,
