study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,condition,together,related,first_pair,first_experience,token_soon,token_late,token_not,token_latency,w_token_soon,w_token_late,w_token_not,w_token_latency,eat_soon,eat_late,eat_soon_percent,eat_late_percent,point,point_pp,if_point,leave,leave_per,if_leave,trialduration,if_extra_beg,if_beg,eat_per_present_time
brauer2009apes,sandra,14,f,focal_participant,dorien,27,f,focal_participant,chimpanzee,sandra_dorien,same,long,no,,,22.0,3.0,1.0,38.33,20.0,5.0,1.0,26.6,24.0,0.0,1.0,0.0,38.0,0.10734463276836158,1.0,132.0,0.2716049382716049,1.0,486.0,1.0,1.0,0.06779661016949153
brauer2009apes,dorien,27,f,focal_participant,sandra,14,f,focal_participant,chimpanzee,dorien_sandra,same,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,48.0,0.10412147505422993,1.0,25.0,0.051440329218107,1.0,486.0,1.0,1.0,0.05422993492407809
brauer2009apes,patrick,10,m,focal_participant,sandra,14,f,competitor,chimpanzee,patrick_sandra,dif,long,no,,,19.0,6.0,0.0,24.83,18.0,7.0,0.0,22.14,25.0,0.0,1.0,0.0,35.0,0.09433962264150944,1.0,92.0,0.19870410367170627,1.0,463.0,0.0,1.0,0.0673854447439353
brauer2009apes,robert,32,m,focal_participant,patrick,10,m,competitor,chimpanzee,robert_patrick,dif,long,no,,,24.0,1.0,0.0,8.0,22.0,3.0,0.0,8.0,25.0,0.0,1.0,0.0,43.0,0.09033613445378151,1.0,9.0,0.018556701030927835,1.0,485.0,0.0,1.0,0.052521008403361345
brauer2009apes,tai,5,f,focal_participant,robert,32,m,competitor,chimpanzee,tai_robert,dif,short,no,1.0,,22.0,3.0,0.0,11.33,20.0,5.0,0.0,11.2,25.0,0.0,1.0,0.0,37.0,0.1167192429022082,1.0,62.0,0.16358839050131926,1.0,379.0,0.0,1.0,0.07886435331230283
brauer2009apes,dorien,27,f,focal_participant,patrick,10,m,focal_participant,chimpanzee,dorien_patrick,same,long,no,1.0,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,48.0,0.15,1.0,4.0,0.012345679012345678,1.0,324.0,1.0,1.0,0.078125
brauer2009apes,patrick,10,m,focal_participant,dorien,27,f,focal_participant,chimpanzee,patrick_dorien,same,long,no,1.0,,24.0,1.0,0.0,8.0,22.0,3.0,0.0,7.0,25.0,0.0,1.0,0.0,39.0,0.1638655462184874,1.0,86.0,0.2654320987654321,1.0,324.0,0.0,1.0,0.10504201680672269
brauer2009apes,robert,32,m,focal_participant,sandra,14,f,focal_participant,chimpanzee,robert_sandra,same,long,no,,,25.0,0.0,0.0,0.0,24.0,1.0,0.0,5.0,25.0,0.0,1.0,0.0,34.0,0.07112970711297072,1.0,0.0,0.0,0.0,478.0,0.0,1.0,0.05230125523012552
brauer2009apes,sandra,14,f,focal_participant,robert,32,m,focal_participant,chimpanzee,sandra_robert,same,long,no,,,21.0,4.0,1.0,37.25,21.0,4.0,1.0,38.0,23.0,1.0,0.9583333333333334,0.04166666666666663,49.0,0.13172043010752688,1.0,106.0,0.2217573221757322,1.0,478.0,1.0,1.0,0.06182795698924731
brauer2009apes,riet,30,f,focal_participant,tai,5,f,focal_participant,chimpanzee,riet_tai,same,short,yes,,1.0,24.0,1.0,0.0,11.0,24.0,1.0,0.0,11.0,25.0,0.0,1.0,0.0,96.0,0.24615384615384617,1.0,14.0,0.034653465346534656,1.0,404.0,0.0,1.0,0.0641025641025641
brauer2009apes,tai,5,f,focal_participant,riet,30,f,focal_participant,chimpanzee,tai_riet,same,short,yes,,,23.0,2.0,0.0,22.0,23.0,2.0,0.0,22.0,25.0,0.0,1.0,0.0,64.0,0.19161676646706588,1.0,70.0,0.17326732673267325,1.0,404.0,0.0,1.0,0.0748502994011976
brauer2009apes,sandra,14,f,focal_participant,tai,5,f,competitor,chimpanzee,sandra_tai,dif,short,yes,,,24.0,1.0,0.0,6.0,22.0,3.0,0.0,7.67,24.0,1.0,0.96,0.040000000000000036,27.0,0.08544303797468354,1.0,20.0,0.05952380952380952,1.0,336.0,0.0,1.0,0.0759493670886076
brauer2009apes,riet,30,f,focal_participant,sandra,14,f,competitor,chimpanzee,riet_sandra,dif,long,yes,1.0,1.0,24.0,1.0,1.0,60.0,24.0,1.0,1.0,60.0,24.0,0.0,1.0,0.0,88.0,0.20465116279069767,1.0,15.0,0.033707865168539325,1.0,445.0,0.0,1.0,0.05581395348837209
brauer2009apes,patrick,10,m,focal_participant,robert,32,m,competitor,chimpanzee,patrick_robert,dif,long,no,,,23.0,2.0,0.0,7.5,22.0,3.0,0.0,14.67,25.0,0.0,1.0,0.0,31.0,0.09117647058823529,1.0,35.0,0.09333333333333334,1.0,375.0,0.0,1.0,0.07352941176470588
brauer2009apes,dorien,27,f,focal_participant,patrick,10,m,competitor,chimpanzee,dorien_patrick,dif,long,no,1.0,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,35.0,0.10606060606060606,1.0,12.0,0.03508771929824561,1.0,342.0,1.0,1.0,0.07575757575757576
brauer2009apes,sandra,14,f,focal_participant,riet,30,f,focal_participant,chimpanzee,sandra_riet,same,long,yes,1.0,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,51.0,0.1559633027522936,1.0,0.0,0.0,0.0,327.0,0.0,1.0,0.0764525993883792
brauer2009apes,riet,30,f,focal_participant,sandra,14,f,focal_participant,chimpanzee,riet_sandra,same,long,yes,1.0,,25.0,0.0,0.0,0.0,24.0,1.0,0.0,6.0,25.0,0.0,1.0,0.0,61.0,0.22021660649819494,1.0,50.0,0.1529051987767584,1.0,327.0,0.0,1.0,0.09025270758122744
brauer2009apes,dorien,27,f,focal_participant,riet,30,f,competitor,chimpanzee,dorien_riet,dif,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,54.0,0.17940199335548174,1.0,0.0,0.0,0.0,301.0,1.0,1.0,0.08305647840531562
brauer2009apes,tai,5,f,focal_participant,dorien,27,f,competitor,chimpanzee,tai_dorien,dif,short,no,,,24.0,1.0,0.0,6.0,23.0,2.0,0.0,6.0,25.0,0.0,1.0,0.0,32.0,0.1285140562248996,1.0,62.0,0.19935691318327975,1.0,311.0,0.0,1.0,0.10040160642570281
brauer2009apes,robert,32,m,focal_participant,tai,5,f,competitor,chimpanzee,robert_tai,dif,short,no,1.0,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,41.0,0.14385964912280702,1.0,0.0,0.0,0.0,285.0,0.0,1.0,0.08771929824561403
brauer2009apes,patrick,10,m,focal_participant,riet,30,f,focal_participant,chimpanzee,patrick_riet,same,long,no,,,23.0,2.0,0.0,21.5,23.0,2.0,0.0,,25.0,0.0,1.0,0.0,52.0,0.15249266862170088,1.0,41.0,0.10732984293193717,1.0,382.0,1.0,1.0,0.07331378299120235
brauer2009apes,riet,30,f,focal_participant,patrick,10,m,focal_participant,chimpanzee,riet_patrick,same,long,no,,,25.0,0.0,0.0,0.0,24.0,1.0,0.0,6.0,24.0,1.0,0.96,0.040000000000000036,78.0,0.2468354430379747,1.0,66.0,0.17277486910994763,1.0,382.0,0.0,1.0,0.0759493670886076
brauer2009apes,dorien,27,f,focal_participant,robert,32,m,competitor,chimpanzee,dorien_robert,dif,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,50.0,0.18315018315018314,1.0,5.0,0.017985611510791366,1.0,278.0,1.0,1.0,0.09157509157509157
brauer2009apes,sandra,14,f,focal_participant,robert,32,m,competitor,chimpanzee,sandra_robert,dif,long,no,,,25.0,0.0,0.0,0.0,24.0,1.0,0.0,19.0,25.0,0.0,1.0,0.0,32.0,0.11347517730496454,1.0,35.0,0.11041009463722397,1.0,317.0,0.0,1.0,0.08865248226950355
brauer2009apes,dorien,27,f,focal_participant,sandra,14,f,competitor,chimpanzee,dorien_sandra,dif,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,40.0,0.16,1.0,7.0,0.027237354085603113,1.0,257.0,0.0,1.0,0.1
brauer2009apes,robert,32,m,focal_participant,dorien,27,f,competitor,chimpanzee,robert_dorien,dif,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,16.0,0.06060606060606061,1.0,0.0,0.0,0.0,264.0,0.0,1.0,0.0946969696969697
brauer2009apes,patrick,10,m,focal_participant,tai,5,f,focal_participant,chimpanzee,patrick_tai,same,short,no,,,22.0,3.0,1.0,44.0,20.0,5.0,2.0,39.6,23.0,1.0,0.9583333333333334,0.04166666666666663,34.0,0.11038961038961038,1.0,330.0,0.5172413793103449,1.0,638.0,0.0,1.0,0.07467532467532467
brauer2009apes,tai,5,f,focal_participant,patrick,10,m,focal_participant,chimpanzee,tai_patrick,same,short,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,54.0,0.1588235294117647,1.0,298.0,0.4670846394984326,1.0,638.0,1.0,1.0,0.07352941176470588
brauer2009apes,riet,30,f,focal_participant,tai,5,f,competitor,chimpanzee,riet_tai,dif,short,yes,,,25.0,0.0,0.0,0.0,24.0,1.0,0.0,6.0,25.0,0.0,1.0,0.0,50.0,0.17421602787456447,1.0,6.0,0.020477815699658702,1.0,293.0,0.0,1.0,0.08710801393728224
brauer2009apes,riet,30,f,focal_participant,robert,32,m,focal_participant,chimpanzee,riet_robert,same,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,43.0,0.1447811447811448,1.0,3.0,0.01,1.0,300.0,0.0,1.0,0.08417508417508418
brauer2009apes,robert,32,m,focal_participant,riet,30,f,focal_participant,chimpanzee,robert_riet,same,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,31.0,0.10333333333333333,1.0,0.0,0.0,0.0,300.0,0.0,1.0,0.08333333333333333
brauer2009apes,patrick,10,m,focal_participant,riet,30,f,competitor,chimpanzee,patrick_riet,dif,long,no,,,24.0,1.0,0.0,8.0,24.0,1.0,0.0,8.0,25.0,0.0,1.0,0.0,32.0,0.10847457627118644,1.0,7.0,0.023178807947019868,1.0,302.0,0.0,1.0,0.0847457627118644
brauer2009apes,tai,5,f,focal_participant,patrick,10,m,competitor,chimpanzee,tai_patrick,dif,short,no,,,24.0,1.0,0.0,8.0,24.0,1.0,1.0,60.0,25.0,0.0,1.0,0.0,42.0,0.14482758620689656,1.0,122.0,0.2961165048543689,1.0,412.0,0.0,1.0,0.08620689655172414
brauer2009apes,sandra,14,f,focal_participant,riet,30,f,competitor,chimpanzee,sandra_riet,dif,long,yes,1.0,,25.0,0.0,0.0,0.0,24.0,1.0,0.0,11.0,25.0,0.0,1.0,0.0,42.0,0.14634146341463414,1.0,21.0,0.06818181818181818,1.0,308.0,0.0,1.0,0.08710801393728224
brauer2009apes,robert,32,m,focal_participant,sandra,14,f,competitor,chimpanzee,robert_sandra,dif,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,36.0,0.11285266457680251,1.0,0.0,0.0,0.0,319.0,0.0,1.0,0.07836990595611286
brauer2009apes,patrick,10,m,focal_participant,tai,5,f,competitor,chimpanzee,patrick_tai,dif,short,no,,,24.0,1.0,0.0,18.0,24.0,1.0,0.0,18.0,25.0,0.0,1.0,0.0,34.0,0.09418282548476455,1.0,0.0,0.0,0.0,361.0,0.0,1.0,0.06925207756232687
brauer2009apes,riet,30,f,focal_participant,dorien,27,f,competitor,chimpanzee,riet_dorien,dif,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,40.0,0.12232415902140673,1.0,11.0,0.03254437869822485,1.0,338.0,0.0,1.0,0.0764525993883792
brauer2009apes,tai,5,f,focal_participant,riet,30,f,competitor,chimpanzee,tai_riet,dif,short,yes,,,24.0,1.0,0.0,6.0,22.0,3.0,0.0,5.67,25.0,0.0,1.0,0.0,45.0,0.16423357664233576,1.0,96.0,0.2594594594594595,1.0,370.0,1.0,1.0,0.09124087591240876
brauer2009apes,riet,30,f,focal_participant,dorien,27,f,focal_participant,chimpanzee,riet_dorien,same,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,47.0,0.16376306620209058,1.0,0.0,0.0,0.0,287.0,0.0,1.0,0.08710801393728224
brauer2009apes,dorien,27,f,focal_participant,riet,30,f,focal_participant,chimpanzee,dorien_riet,same,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,40.0,0.13937282229965156,1.0,0.0,0.0,0.0,287.0,0.0,1.0,0.08710801393728224
brauer2009apes,riet,30,f,focal_participant,robert,32,m,competitor,chimpanzee,riet_robert,dif,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,55.0,0.1632047477744807,1.0,0.0,0.0,0.0,337.0,0.0,1.0,0.07418397626112759
brauer2009apes,riet,30,f,focal_participant,patrick,10,m,competitor,chimpanzee,riet_patrick,dif,long,no,,,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,54.0,0.1534090909090909,1.0,3.0,0.008450704225352112,1.0,355.0,0.0,1.0,0.07102272727272728
