study_id,experiment,experiment_name,year,month,day,subject,participant,age_in_years,sex,species,session,trial,trial_id,session_time,block_order,block_order_codes,block,fixation_rt,image_left,image_right,mask_rt_incl_buffer,reward,selected_picture
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,2.0,,10:18:34,2.0,Block_2-Block_1,training,84.0,control_billiard.bmp,control_helm.bmp,354.0,1.0,right
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,2.0,,11:27:18,2.0,Block_2-Block_1,training,1284.0,control_acorn.bmp,control_chili.bmp,512.0,1.0,right
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,2.0,,10:57:42,2.0,Block_2-Block_1,training,2429.0,control_africanmask.bmp,control_feather.bmp,877.0,0.0,left
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,2.0,,10:29:51,1.0,Block_1-Block_2,training,4242.0,control_africanmask.bmp,control_feather.bmp,1466.0,0.0,left
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,2.0,,09:01:01,2.0,Block_2-Block_1,training,471.0,control_acordion.bmp,control_cherry.bmp,606.0,1.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,2.0,,09:21:47,2.0,Block_2-Block_1,training,242.0,control_acordion.bmp,control_cherry.bmp,407.0,1.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,3.0,,09:40:02,1.0,Block_1-Block_2,training,1462.0,control_acorn.bmp,control_chili.bmp,832.0,1.0,right
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,3.0,,09:58:48,1.0,Block_1-Block_2,training,267.0,control_billiard.bmp,control_helm.bmp,550.0,0.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,3.0,,10:18:34,2.0,Block_2-Block_1,training,641.0,control_acorn.bmp,control_chili.bmp,488.0,0.0,left
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,3.0,,11:27:18,2.0,Block_2-Block_1,training,5610.0,control_acordion.bmp,control_cherry.bmp,452.0,1.0,left
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,3.0,,10:57:42,2.0,Block_2-Block_1,training,808.0,control_billiard.bmp,control_helm.bmp,708.0,0.0,left
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,3.0,,10:29:51,1.0,Block_1-Block_2,training,541.0,control_anchor.bmp,control_fork.bmp,795.0,1.0,right
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,3.0,,09:01:01,2.0,Block_2-Block_1,training,911.0,control_anchor.bmp,control_fork.bmp,929.0,1.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,3.0,,09:21:47,2.0,Block_2-Block_1,training,629.0,control_barrell.bmp,control_harp.bmp,555.0,1.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,4.0,,09:40:02,1.0,Block_1-Block_2,training,1207.0,control_africanmask.bmp,control_feather.bmp,368.0,0.0,left
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,4.0,,09:58:48,1.0,Block_1-Block_2,training,165.0,control_acordion.bmp,control_cherry.bmp,508.0,1.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,4.0,,10:18:34,2.0,Block_2-Block_1,training,439.0,control_anchor.bmp,control_fork.bmp,1226.0,1.0,right
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,4.0,,11:27:18,2.0,Block_2-Block_1,training,6936.0,control_anchor.bmp,control_fork.bmp,855.0,0.0,right
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,4.0,,10:57:42,2.0,Block_2-Block_1,training,7933.0,control_bowtiepasta.bmp,control_icecream.bmp,722.0,1.0,right
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,4.0,,10:29:51,1.0,Block_1-Block_2,training,3863.0,control_cane.bmp,control_leaf.bmp,664.0,0.0,right
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,4.0,,09:01:01,2.0,Block_2-Block_1,training,1533.0,control_cane.bmp,control_leaf.bmp,633.0,0.0,right
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,4.0,,09:21:47,2.0,Block_2-Block_1,training,1307.0,control_acorn.bmp,control_chili.bmp,407.0,0.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,5.0,,09:40:02,1.0,Block_1-Block_2,training,1796.0,control_barrell.bmp,control_harp.bmp,323.0,0.0,left
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,5.0,,09:58:48,1.0,Block_1-Block_2,training,1064.0,control_anchor.bmp,control_fork.bmp,854.0,0.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,5.0,,10:18:34,2.0,Block_2-Block_1,training,1164.0,control_acordion.bmp,control_cherry.bmp,538.0,0.0,left
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,5.0,,11:27:18,2.0,Block_2-Block_1,training,2670.0,control_barrell.bmp,control_harp.bmp,2474.0,1.0,right
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,5.0,,10:57:42,2.0,Block_2-Block_1,training,1770.0,control_anchor.bmp,control_fork.bmp,1044.0,1.0,right
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,5.0,,10:29:51,1.0,Block_1-Block_2,training,599.0,control_acordion.bmp,control_cherry.bmp,622.0,0.0,left
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,5.0,,09:01:01,2.0,Block_2-Block_1,training,2222.0,control_africanmask.bmp,control_feather.bmp,428.0,1.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,5.0,,09:21:47,2.0,Block_2-Block_1,training,1870.0,control_cane.bmp,control_leaf.bmp,667.0,1.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,6.0,,09:40:02,1.0,Block_1-Block_2,training,458.0,control_acordion.bmp,control_cherry.bmp,308.0,1.0,right
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,6.0,,09:58:48,1.0,Block_1-Block_2,training,4108.0,control_cane.bmp,control_leaf.bmp,1159.0,1.0,right
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,6.0,,10:18:34,2.0,Block_2-Block_1,training,1359.0,control_barrell.bmp,control_harp.bmp,320.0,1.0,left
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,6.0,,11:27:18,2.0,Block_2-Block_1,training,5242.0,control_cane.bmp,control_leaf.bmp,621.0,0.0,right
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,6.0,,10:57:42,2.0,Block_2-Block_1,training,5369.0,control_acorn.bmp,control_chili.bmp,1124.0,0.0,left
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,6.0,,10:29:51,1.0,Block_1-Block_2,training,464.0,control_billiard.bmp,control_helm.bmp,804.0,1.0,right
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,6.0,,09:01:01,2.0,Block_2-Block_1,training,4905.0,control_barrell.bmp,control_harp.bmp,548.0,0.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,6.0,,09:21:47,2.0,Block_2-Block_1,training,2819.0,control_africanmask.bmp,control_feather.bmp,412.0,0.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,7.0,,09:40:02,1.0,Block_1-Block_2,training,588.0,control_billiard.bmp,control_helm.bmp,295.0,1.0,right
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,7.0,,09:58:48,1.0,Block_1-Block_2,training,15072.0,control_bowtiepasta.bmp,control_icecream.bmp,831.0,0.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,7.0,,10:18:34,2.0,Block_2-Block_1,training,1019.0,control_cane.bmp,control_leaf.bmp,461.0,0.0,right
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,7.0,,11:27:18,2.0,Block_2-Block_1,training,1369.0,control_africanmask.bmp,control_feather.bmp,482.0,1.0,left
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,7.0,,10:57:42,2.0,Block_2-Block_1,training,1372.0,control_barrell.bmp,control_harp.bmp,776.0,1.0,left
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,7.0,,10:29:51,1.0,Block_1-Block_2,training,3348.0,control_bowtiepasta.bmp,control_icecream.bmp,1256.0,0.0,right
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,7.0,,09:01:01,2.0,Block_2-Block_1,training,2465.0,control_acorn.bmp,control_chili.bmp,455.0,0.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,7.0,,09:21:47,2.0,Block_2-Block_1,training,2288.0,control_billiard.bmp,control_helm.bmp,423.0,1.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,8.0,,09:40:02,1.0,Block_1-Block_2,training,1948.0,control_bowtiepasta.bmp,control_icecream.bmp,818.0,0.0,right
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,8.0,,09:58:48,1.0,Block_1-Block_2,training,12.0,control_acorn.bmp,control_chili.bmp,692.0,1.0,right
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,8.0,,10:18:34,2.0,Block_2-Block_1,training,1296.0,control_bowtiepasta.bmp,control_icecream.bmp,653.0,1.0,left
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,8.0,,11:27:18,2.0,Block_2-Block_1,training,2704.0,control_bowtiepasta.bmp,control_icecream.bmp,1295.0,0.0,left
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,8.0,,10:57:42,2.0,Block_2-Block_1,training,10927.0,control_acordion.bmp,control_cherry.bmp,597.0,0.0,right
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,8.0,,10:29:51,1.0,Block_1-Block_2,training,144.0,control_acorn.bmp,control_chili.bmp,671.0,1.0,left
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,8.0,,09:01:01,2.0,Block_2-Block_1,training,1604.0,control_bowtiepasta.bmp,control_icecream.bmp,630.0,1.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,8.0,,09:21:47,2.0,Block_2-Block_1,training,3511.0,control_anchor.bmp,control_fork.bmp,521.0,0.0,right
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,9.0,36.0,09:40:02,1.0,Block_1-Block_2,block1,2826.0,sharneu_windchime.bmp,rouneu_windchime.bmp,310.0,0.0,right
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,9.0,64.0,09:58:48,1.0,Block_1-Block_2,block1,2587.0,sharneu_mailbox.bmp,sharneu_printer.bmp,825.0,0.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,9.0,139.0,10:18:34,2.0,Block_2-Block_1,block2,1619.0,sharneu_toaster.bmp,sharneu_radioantique.bmp,443.0,0.0,right
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,9.0,105.0,11:27:18,2.0,Block_2-Block_1,block2,1996.0,rouneu_tent.bmp,sharneu_tent.bmp,554.0,1.0,right
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,9.0,118.0,10:57:42,2.0,Block_2-Block_1,block2,1328.0,rouneu_printer.bmp,rouneu_mailbox.bmp,622.0,1.0,right
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,9.0,35.0,10:29:51,1.0,Block_1-Block_2,block1,4269.0,sharneu_vase.bmp,rouneu_vase.bmp,810.0,1.0,left
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,9.0,89.0,09:01:01,2.0,Block_2-Block_1,block2,4710.0,sharneu_cookie.bmp,rouneu_cookie.bmp,623.0,1.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,9.0,107.0,09:21:47,2.0,Block_2-Block_1,block2,143.0,rouneu_vase.bmp,sharneu_vase.bmp,399.0,0.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,10.0,61.0,09:40:02,1.0,Block_1-Block_2,block1,1385.0,sharneu_clockalarm.bmp,sharneu_vcr.bmp,792.0,1.0,right
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,10.0,9.0,09:58:48,1.0,Block_1-Block_2,block1,253.0,rouneu_bundtpan.bmp,sharneu_bundtpan.bmp,1063.0,1.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,10.0,85.0,10:18:34,2.0,Block_2-Block_1,block2,1234.0,sharneu_canister.bmp,rouneu_canister.bmp,1091.0,1.0,right
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,10.0,141.0,11:27:18,2.0,Block_2-Block_1,block2,3108.0,sharneu_sponge.bmp,sharneu_scrubbrush.bmp,1537.0,0.0,left
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,10.0,93.0,10:57:42,2.0,Block_2-Block_1,block2,9930.0,rouneu_figuretriangle.bmp,sharneu_figuretriangle.bmp,2899.0,0.0,right
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,10.0,20.0,10:29:51,1.0,Block_1-Block_2,block1,1556.0,sharneu_figureblock.bmp,rouneu_figureblock.bmp,632.0,0.0,right
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,10.0,100.0,09:01:01,2.0,Block_2-Block_1,block2,1686.0,rouneu_pan.bmp,sharneu_pan.bmp,570.0,0.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,10.0,132.0,09:21:47,2.0,Block_2-Block_1,block2,2046.0,sharneu_watch.bmp,sharneu_clock.bmp,373.0,1.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,11.0,23.0,09:40:02,1.0,Block_1-Block_2,block1,365.0,sharneu_flowerpot.bmp,rouneu_flowerpot.bmp,350.0,0.0,left
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,11.0,72.0,09:58:48,1.0,Block_1-Block_2,block1,1182.0,sharneu_television.bmp,sharneu_camera.bmp,699.0,1.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,11.0,112.0,10:18:34,2.0,Block_2-Block_1,block2,1727.0,rouneu_mirror.bmp,rouneu_boxlock.bmp,441.0,0.0,right
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,11.0,80.0,11:27:18,2.0,Block_2-Block_1,block2,7882.0,sharneu_bucket.bmp,rouneu_bucket.bmp,552.0,1.0,left
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,11.0,126.0,10:57:42,2.0,Block_2-Block_1,block2,74055.0,rouneu_camera.bmp,rouneu_television.bmp,893.0,1.0,left
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,11.0,42.0,10:29:51,1.0,Block_1-Block_2,block1,4954.0,rouneu_clock.bmp,rouneu_watch.bmp,992.0,1.0,right
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,11.0,120.0,09:01:01,2.0,Block_2-Block_1,block2,867.0,rouneu_remote.bmp,rouneu_phonecordless.bmp,512.0,1.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,11.0,130.0,09:21:47,2.0,Block_2-Block_1,block2,6146.0,sharneu_mirror.bmp,sharneu_boxlock.bmp,421.0,1.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,12.0,35.0,09:40:02,1.0,Block_1-Block_2,block1,1183.0,sharneu_vase.bmp,rouneu_vase.bmp,340.0,1.0,left
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,12.0,12.0,09:58:48,1.0,Block_1-Block_2,block1,17442.0,rouneu_candletray.bmp,sharneu_candletray.bmp,654.0,0.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,12.0,90.0,10:18:34,2.0,Block_2-Block_1,block2,682.0,sharneu_cushion.bmp,rouneu_cushion.bmp,619.0,1.0,left
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,12.0,90.0,11:27:18,2.0,Block_2-Block_1,block2,2885.0,sharneu_cushion.bmp,rouneu_cushion.bmp,622.0,0.0,left
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,12.0,121.0,10:57:42,2.0,Block_2-Block_1,block2,11037.0,rouneu_toaster.bmp,rouneu_radioantique.bmp,1408.0,0.0,left
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,12.0,11.0,10:29:51,1.0,Block_1-Block_2,block1,4133.0,rouneu_candle.bmp,sharneu_candle.bmp,798.0,0.0,left
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,12.0,123.0,09:01:01,2.0,Block_2-Block_1,block2,4941.0,rouneu_sponge.bmp,rouneu_scrubbrush.bmp,552.0,0.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,12.0,122.0,09:21:47,2.0,Block_2-Block_1,block2,4233.0,rouneu_speaker.bmp,rouneu_recycle.bmp,818.0,0.0,right
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,13.0,68.0,09:40:02,1.0,Block_1-Block_2,block1,843.0,sharneu_recyclebin.bmp,sharneu_speaker.bmp,370.0,1.0,left
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,13.0,29.0,09:58:48,1.0,Block_1-Block_2,block1,59.0,sharneu_pictureframe.bmp,rouneu_pictureframe.bmp,519.0,1.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,13.0,101.0,10:18:34,2.0,Block_2-Block_1,block2,2008.0,rouneu_pictureframe.bmp,sharneu_pictureframe.bmp,1249.0,1.0,left
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,13.0,73.0,11:27:18,2.0,Block_2-Block_1,block2,380.0,sharneu_basket.bmp,rouneu_basket.bmp,847.0,0.0,left
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,13.0,75.0,10:57:42,2.0,Block_2-Block_1,block2,1912.0,sharneu_bench.bmp,rouneu_bench.bmp,603.0,1.0,left
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,13.0,29.0,10:29:51,1.0,Block_1-Block_2,block1,313.0,sharneu_pictureframe.bmp,rouneu_pictureframe.bmp,783.0,0.0,left
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,13.0,77.0,09:01:01,2.0,Block_2-Block_1,block2,896.0,sharneu_briefcase.bmp,rouneu_briefcase.bmp,531.0,0.0,right
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,13.0,123.0,09:21:47,2.0,Block_2-Block_1,block2,1613.0,rouneu_sponge.bmp,rouneu_scrubbrush.bmp,450.0,1.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,14.0,51.0,09:40:02,1.0,Block_1-Block_2,block1,1105.0,rouneu_scrubbrush.bmp,rouneu_sponge.bmp,357.0,0.0,right
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,14.0,35.0,09:58:48,1.0,Block_1-Block_2,block1,1219.0,sharneu_vase.bmp,rouneu_vase.bmp,943.0,0.0,right
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,14.0,107.0,10:18:34,2.0,Block_2-Block_1,block2,3205.0,rouneu_vase.bmp,sharneu_vase.bmp,1035.0,0.0,right
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,14.0,78.0,11:27:18,2.0,Block_2-Block_1,block2,181.0,sharneu_brush.bmp,rouneu_brush.bmp,2428.0,1.0,right
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,14.0,79.0,10:57:42,2.0,Block_2-Block_1,block2,3488.0,sharneu_brushsmall.bmp,rouneu_brushsmall.bmp,1575.0,0.0,left
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,14.0,2.0,10:29:51,1.0,Block_1-Block_2,block1,12111.0,rouneu_basket2.bmp,sharneu_basket2.bmp,705.0,1.0,right
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,14.0,97.0,09:01:01,2.0,Block_2-Block_1,block2,929.0,rouneu_gem.bmp,sharneu_gem.bmp,547.0,1.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,14.0,89.0,09:21:47,2.0,Block_2-Block_1,block2,3849.0,sharneu_cookie.bmp,rouneu_cookie.bmp,1084.0,0.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,15.0,10.0,09:40:02,1.0,Block_1-Block_2,block1,820.0,rouneu_butterfly.bmp,sharneu_butterfly.bmp,284.0,1.0,right
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,15.0,11.0,09:58:48,1.0,Block_1-Block_2,block1,184.0,rouneu_candle.bmp,sharneu_candle.bmp,791.0,0.0,right
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,15.0,129.0,10:18:34,2.0,Block_2-Block_1,block2,866.0,sharneu_lantern.bmp,sharneu_battery.bmp,1840.0,1.0,left
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,15.0,96.0,11:27:18,2.0,Block_2-Block_1,block2,2870.0,rouneu_flowersandpot.bmp,sharneu_flowersandpot.bmp,904.0,1.0,left
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,15.0,109.0,10:57:42,2.0,Block_2-Block_1,block2,20125.0,rouneu_phone.bmp,rouneu_answering.bmp,487.0,1.0,right
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,15.0,32.0,10:29:51,1.0,Block_1-Block_2,block1,2072.0,sharneu_table.bmp,rouneu_table.bmp,3423.0,0.0,right
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,15.0,122.0,09:01:01,2.0,Block_2-Block_1,block2,4942.0,rouneu_speaker.bmp,rouneu_recycle.bmp,495.0,0.0,left
munar2015common,3,84ms,2013,09,06,9.0,viringika,18,f,gorilla,1.0,15.0,104.0,09:21:47,2.0,Block_2-Block_1,block2,3131.0,rouneu_table.bmp,sharneu_table.bmp,377.0,0.0,left
munar2015common,3,84ms,2013,06,09,2.0,jahaga,20,f,chimpanzee,1.0,16.0,1.0,09:40:02,1.0,Block_1-Block_2,block1,8263.0,rouneu_basket.bmp,sharneu_basket.bmp,299.0,0.0,right
munar2015common,3,84ms,2013,06,09,3.0,fifi,20,f,chimpanzee,1.0,16.0,67.0,09:58:48,1.0,Block_1-Block_2,block1,42.0,sharneu_radioantique.bmp,sharneu_toaster.bmp,499.0,1.0,left
munar2015common,3,84ms,2013,06,09,4.0,alex,12,m,chimpanzee,1.0,16.0,89.0,10:18:34,2.0,Block_2-Block_1,block2,1327.0,sharneu_cookie.bmp,rouneu_cookie.bmp,510.0,0.0,right
munar2015common,3,84ms,2013,08,02,5.0,lome,11,m,chimpanzee,1.0,16.0,81.0,11:27:18,2.0,Block_2-Block_1,block2,6969.0,sharneu_bundtpan.bmp,rouneu_bundtpan.bmp,1094.0,0.0,left
munar2015common,3,84ms,2013,08,02,6.0,kofi,8,m,chimpanzee,1.0,16.0,91.0,10:57:42,2.0,Block_2-Block_1,block2,14671.0,rouneu_cuttingboard.bmp,sharneu_cuttingboard.bmp,939.0,0.0,left
munar2015common,3,84ms,2013,08,02,7.0,lobo,9,m,chimpanzee,1.0,16.0,64.0,10:29:51,1.0,Block_1-Block_2,block1,722.0,sharneu_mailbox.bmp,sharneu_printer.bmp,6983.0,1.0,right
munar2015common,3,84ms,2013,09,06,8.0,kibara,9,f,gorilla,1.0,16.0,135.0,09:01:01,2.0,Block_2-Block_1,block2,1970.0,sharneu_nailpolish.bmp,sharneu_lipstick.bmp,498.0,1.0,right
