study_id,participant,age_in_years,sex,species,timestamp,fixationduration,aoiids,aoinames,fixmark,fixmarknew,stimuliname,picnumb,fixationpointx,fixationpointy
muhlenbeck2017cultural,dokana,24,f,orangutan,51233.0,250.0,23.0,aoi_48_m,True,True,48.jpg,48.0,360.0,279.0
muhlenbeck2017cultural,dokana,24,f,orangutan,51483.0,533.0,24.0,aoi_48,False,False,48.jpg,48.0,599.0,317.0
muhlenbeck2017cultural,dokana,24,f,orangutan,52016.0,183.0,0.0,content,,,48.jpg,48.0,1419.0,535.0
muhlenbeck2017cultural,dokana,24,f,orangutan,52199.0,233.0,0.0,content,,,48.jpg,48.0,1467.0,542.0
muhlenbeck2017cultural,dokana,24,f,orangutan,52432.0,483.0,0.0,content,,,48.jpg,48.0,1178.0,1032.0
muhlenbeck2017cultural,dokana,24,f,orangutan,52915.0,333.0,0.0,content,,,48.jpg,48.0,500.0,954.0
muhlenbeck2017cultural,dokana,24,f,orangutan,53248.0,300.0,0.0,content,,,48.jpg,48.0,-48.0,384.0
muhlenbeck2017cultural,dokana,24,f,orangutan,53548.0,100.0,23.0,aoi_48_m,True,,48.jpg,48.0,22.0,464.0
muhlenbeck2017cultural,dokana,24,f,orangutan,53914.0,83.0,0.0,content,,,48.jpg,48.0,862.0,960.0
muhlenbeck2017cultural,dokana,24,f,orangutan,53998.0,117.0,0.0,content,,,48.jpg,48.0,522.0,947.0
muhlenbeck2017cultural,dokana,24,f,orangutan,54464.0,200.0,0.0,content,,,fixation_weintrauben.jpg,,309.0,409.0
muhlenbeck2017cultural,dokana,24,f,orangutan,14.0,247.0,0.0,content,,,no media,,918.0,518.0
muhlenbeck2017cultural,dokana,24,f,orangutan,247.0,300.0,0.0,content,,,no media,,447.0,372.0
muhlenbeck2017cultural,dokana,24,f,orangutan,547.0,433.0,0.0,content,,,no media,,390.0,274.0
muhlenbeck2017cultural,dokana,24,f,orangutan,980.0,200.0,0.0,content,,,no media,,398.0,230.0
muhlenbeck2017cultural,dokana,24,f,orangutan,1296.0,483.0,0.0,content,,,fixation_weintrauben.jpg,,253.0,-68.0
muhlenbeck2017cultural,dokana,24,f,orangutan,1779.0,550.0,0.0,content,,,fixation_weintrauben.jpg,,469.0,113.0
muhlenbeck2017cultural,dokana,24,f,orangutan,5494.0,866.0,0.0,content,,,fixation_weintrauben.jpg,,490.0,111.0
muhlenbeck2017cultural,dokana,24,f,orangutan,8991.0,750.0,0.0,content,,,fixation_weintrauben.jpg,,493.0,120.0
muhlenbeck2017cultural,dokana,24,f,orangutan,12456.0,283.0,0.0,content,,,fixation_weintrauben.jpg,,534.0,158.0
muhlenbeck2017cultural,dokana,24,f,orangutan,19335.0,233.0,0.0,content,,,fixation_weintrauben.jpg,,664.0,104.0
muhlenbeck2017cultural,dokana,24,f,orangutan,19568.0,400.0,0.0,content,,,fixation_weintrauben.jpg,,600.0,146.0
muhlenbeck2017cultural,dokana,24,f,orangutan,23016.0,316.0,0.0,content,,,fixation_weintrauben.jpg,,596.0,196.0
muhlenbeck2017cultural,dokana,24,f,orangutan,23332.0,600.0,0.0,content,,,fixation_weintrauben.jpg,,485.0,131.0
muhlenbeck2017cultural,dokana,24,f,orangutan,26780.0,533.0,0.0,content,,,fixation_weintrauben.jpg,,479.0,113.0
muhlenbeck2017cultural,dokana,24,f,orangutan,30295.0,233.0,0.0,content,,,fixation_weintrauben.jpg,,584.0,192.0
muhlenbeck2017cultural,dokana,24,f,orangutan,30678.0,83.0,0.0,content,,,23.jpg,23.0,980.0,505.0
muhlenbeck2017cultural,dokana,24,f,orangutan,30761.0,216.0,0.0,content,,,23.jpg,23.0,1022.0,499.0
muhlenbeck2017cultural,dokana,24,f,orangutan,30977.0,283.0,14.0,aoi_23,False,False,23.jpg,23.0,682.0,202.0
muhlenbeck2017cultural,dokana,24,f,orangutan,31261.0,333.0,13.0,aoi_23_m,True,,23.jpg,23.0,433.0,146.0
muhlenbeck2017cultural,dokana,24,f,orangutan,31594.0,466.0,13.0,aoi_23_m,True,,23.jpg,23.0,368.0,93.0
muhlenbeck2017cultural,dokana,24,f,orangutan,32060.0,300.0,14.0,aoi_23,False,,23.jpg,23.0,492.0,94.0
muhlenbeck2017cultural,dokana,24,f,orangutan,32360.0,1532.0,14.0,aoi_23,False,False,23.jpg,23.0,654.0,125.0
muhlenbeck2017cultural,dokana,24,f,orangutan,33892.0,283.0,0.0,content,,,fixation_weintrauben.jpg,,590.0,146.0
muhlenbeck2017cultural,dokana,24,f,orangutan,34175.0,366.0,10.0,aoi_18,False,,18.jpg,18.0,488.0,144.0
muhlenbeck2017cultural,dokana,24,f,orangutan,34542.0,350.0,9.0,aoi_18_m,True,True,18.jpg,18.0,394.0,162.0
muhlenbeck2017cultural,dokana,24,f,orangutan,34892.0,750.0,10.0,aoi_18,False,False,18.jpg,18.0,619.0,178.0
muhlenbeck2017cultural,dokana,24,f,orangutan,35641.0,649.0,10.0,aoi_18,False,False,18.jpg,18.0,699.0,242.0
muhlenbeck2017cultural,dokana,24,f,orangutan,36291.0,983.0,9.0,aoi_18_m,True,True,18.jpg,18.0,365.0,183.0
muhlenbeck2017cultural,dokana,24,f,orangutan,37273.0,416.0,0.0,content,,,fixation_weintrauben.jpg,,476.0,172.0
muhlenbeck2017cultural,dokana,24,f,orangutan,37856.0,250.0,18.0,aoi_37_m,True,True,37.jpg,37.0,633.0,311.0
muhlenbeck2017cultural,dokana,24,f,orangutan,38106.0,450.0,18.0,aoi_37_m,True,True,37.jpg,37.0,499.0,164.0
muhlenbeck2017cultural,dokana,24,f,orangutan,38556.0,283.0,17.0,aoi_37,False,,37.jpg,37.0,403.0,153.0
muhlenbeck2017cultural,dokana,24,f,orangutan,38839.0,416.0,18.0,aoi_37_m,True,True,37.jpg,37.0,671.0,162.0
muhlenbeck2017cultural,dokana,24,f,orangutan,39255.0,683.0,18.0,aoi_37_m,True,True,37.jpg,37.0,723.0,192.0
muhlenbeck2017cultural,dokana,24,f,orangutan,39938.0,466.0,0.0,content,,,37.jpg,37.0,1388.0,264.0
muhlenbeck2017cultural,dokana,24,f,orangutan,40405.0,100.0,0.0,content,,,37.jpg,37.0,1614.0,282.0
muhlenbeck2017cultural,dokana,24,f,orangutan,40505.0,366.0,0.0,content,,,37.jpg,37.0,1077.0,463.0
muhlenbeck2017cultural,dokana,24,f,orangutan,40871.0,316.0,0.0,content,,,fixation_weintrauben.jpg,,1034.0,436.0
muhlenbeck2017cultural,dokana,24,f,orangutan,41188.0,333.0,0.0,content,,,fixation_weintrauben.jpg,,1016.0,363.0
muhlenbeck2017cultural,dokana,24,f,orangutan,48183.0,83.0,0.0,content,,,fixation_weintrauben.jpg,,548.0,584.0
muhlenbeck2017cultural,dokana,24,f,orangutan,48416.0,133.0,0.0,content,,,fixation_weintrauben.jpg,,598.0,732.0
muhlenbeck2017cultural,dokana,24,f,orangutan,51681.0,166.0,0.0,content,,,fixation_weintrauben.jpg,,504.0,474.0
muhlenbeck2017cultural,dokana,24,f,orangutan,51847.0,800.0,0.0,content,,,fixation_weintrauben.jpg,,549.0,637.0
muhlenbeck2017cultural,dokana,24,f,orangutan,16545.0,633.0,0.0,content,,,fixation_weintrauben.jpg,,825.0,527.0
muhlenbeck2017cultural,dokana,24,f,orangutan,19910.0,150.0,0.0,content,,,fixation_weintrauben.jpg,,879.0,520.0
muhlenbeck2017cultural,dokana,24,f,orangutan,20060.0,233.0,0.0,content,,,fixation_weintrauben.jpg,,667.0,371.0
muhlenbeck2017cultural,dokana,24,f,orangutan,55953.0,234.0,0.0,content,,,fixation_weintrauben.jpg,,634.0,420.0
muhlenbeck2017cultural,dokana,24,f,orangutan,56187.0,116.0,0.0,content,,,fixation_weintrauben.jpg,,577.0,501.0
muhlenbeck2017cultural,dokana,24,f,orangutan,61.0,83.0,0.0,content,,,no media,,767.0,578.0
muhlenbeck2017cultural,dokana,24,f,orangutan,144.0,117.0,0.0,content,,,no media,,732.0,579.0
muhlenbeck2017cultural,dokana,24,f,orangutan,261.0,250.0,0.0,content,,,no media,,434.0,454.0
muhlenbeck2017cultural,dokana,24,f,orangutan,511.0,133.0,0.0,content,,,no media,,449.0,487.0
muhlenbeck2017cultural,dokana,24,f,orangutan,644.0,300.0,0.0,content,,,no media,,646.0,565.0
muhlenbeck2017cultural,dokana,24,f,orangutan,944.0,333.0,0.0,content,,,no media,,380.0,404.0
muhlenbeck2017cultural,dokana,24,f,orangutan,1277.0,400.0,0.0,content,,,fixation_weintrauben.jpg,,281.0,199.0
muhlenbeck2017cultural,dokana,24,f,orangutan,1677.0,266.0,0.0,content,,,fixation_weintrauben.jpg,,471.0,205.0
muhlenbeck2017cultural,dokana,24,f,orangutan,8755.0,233.0,0.0,content,,,fixation_weintrauben.jpg,,603.0,230.0
muhlenbeck2017cultural,dokana,24,f,orangutan,8989.0,466.0,0.0,content,,,fixation_weintrauben.jpg,,484.0,166.0
muhlenbeck2017cultural,dokana,24,f,orangutan,12037.0,217.0,0.0,content,,,fixation_weintrauben.jpg,,563.0,134.0
muhlenbeck2017cultural,dokana,24,f,orangutan,12253.0,266.0,0.0,content,,,fixation_weintrauben.jpg,,532.0,117.0
muhlenbeck2017cultural,dokana,24,f,orangutan,12520.0,450.0,0.0,content,,,fixation_weintrauben.jpg,,453.0,132.0
muhlenbeck2017cultural,dokana,24,f,orangutan,15834.0,150.0,0.0,content,,,fixation_weintrauben.jpg,,487.0,168.0
muhlenbeck2017cultural,dokana,24,f,orangutan,15984.0,150.0,0.0,content,,,fixation_weintrauben.jpg,,492.0,204.0
muhlenbeck2017cultural,dokana,24,f,orangutan,16134.0,283.0,0.0,content,,,fixation_weintrauben.jpg,,1025.0,568.0
muhlenbeck2017cultural,dokana,24,f,orangutan,22763.0,50.0,0.0,content,,,fixation_weintrauben.jpg,,452.0,241.0
muhlenbeck2017cultural,dokana,24,f,orangutan,23213.0,100.0,0.0,content,,,fixation_weintrauben.jpg,,495.0,118.0
muhlenbeck2017cultural,dokana,24,f,orangutan,26511.0,266.0,0.0,content,,,fixation_weintrauben.jpg,,507.0,230.0
muhlenbeck2017cultural,dokana,24,f,orangutan,26777.0,500.0,0.0,content,,,fixation_weintrauben.jpg,,537.0,186.0
muhlenbeck2017cultural,dokana,24,f,orangutan,29975.0,250.0,0.0,content,,,fixation_weintrauben.jpg,,369.0,198.0
muhlenbeck2017cultural,dokana,24,f,orangutan,30225.0,583.0,0.0,content,,,fixation_weintrauben.jpg,,559.0,229.0
muhlenbeck2017cultural,dokana,24,f,orangutan,33440.0,100.0,0.0,content,,,fixation_weintrauben.jpg,,703.0,299.0
muhlenbeck2017cultural,dokana,24,f,orangutan,33540.0,133.0,0.0,content,,,fixation_weintrauben.jpg,,661.0,257.0
muhlenbeck2017cultural,dokana,24,f,orangutan,33673.0,216.0,0.0,content,,,fixation_weintrauben.jpg,,572.0,215.0
muhlenbeck2017cultural,dokana,24,f,orangutan,36887.0,300.0,0.0,content,,,fixation_weintrauben.jpg,,703.0,294.0
muhlenbeck2017cultural,dokana,24,f,orangutan,37187.0,250.0,0.0,content,,,fixation_weintrauben.jpg,,548.0,251.0
muhlenbeck2017cultural,dokana,24,f,orangutan,40718.0,366.0,0.0,content,,,fixation_weintrauben.jpg,,535.0,211.0
muhlenbeck2017cultural,dokana,24,f,orangutan,44449.0,200.0,0.0,content,,,fixation_weintrauben.jpg,,784.0,444.0
muhlenbeck2017cultural,dokana,24,f,orangutan,47564.0,200.0,0.0,content,,,fixation_weintrauben.jpg,,398.0,308.0
muhlenbeck2017cultural,dokana,24,f,orangutan,47764.0,550.0,0.0,content,,,fixation_weintrauben.jpg,,501.0,260.0
muhlenbeck2017cultural,dokana,24,f,orangutan,51195.0,167.0,0.0,content,,,fixation_weintrauben.jpg,,645.0,120.0
muhlenbeck2017cultural,dokana,24,f,orangutan,51361.0,267.0,0.0,content,,,fixation_weintrauben.jpg,,527.0,126.0
muhlenbeck2017cultural,dokana,24,f,orangutan,9.0,242.0,0.0,content,,,no media,,737.0,701.0
muhlenbeck2017cultural,dokana,24,f,orangutan,242.0,550.0,0.0,content,,,no media,,165.0,557.0
muhlenbeck2017cultural,dokana,24,f,orangutan,792.0,366.0,0.0,content,,,no media,,123.0,233.0
muhlenbeck2017cultural,dokana,24,f,orangutan,1158.0,450.0,0.0,content,,,fixation_weintrauben.jpg,,485.0,-158.0
muhlenbeck2017cultural,dokana,24,f,orangutan,1608.0,583.0,0.0,content,,,fixation_weintrauben.jpg,,466.0,294.0
muhlenbeck2017cultural,dokana,24,f,orangutan,5322.0,100.0,0.0,content,,,fixation_weintrauben.jpg,,481.0,366.0
muhlenbeck2017cultural,dokana,24,f,orangutan,8687.0,466.0,0.0,content,,,fixation_weintrauben.jpg,,446.0,287.0
muhlenbeck2017cultural,dokana,24,f,orangutan,11901.0,83.0,0.0,content,,,fixation_weintrauben.jpg,,516.0,890.0
muhlenbeck2017cultural,dokana,24,f,orangutan,11985.0,400.0,0.0,content,,,fixation_weintrauben.jpg,,572.0,1055.0
muhlenbeck2017cultural,dokana,24,f,orangutan,12384.0,366.0,0.0,content,,,fixation_weintrauben.jpg,,1566.0,851.0
muhlenbeck2017cultural,dokana,24,f,orangutan,15716.0,316.0,0.0,content,,,fixation_weintrauben.jpg,,1497.0,879.0
muhlenbeck2017cultural,dokana,24,f,orangutan,19080.0,266.0,0.0,content,,,fixation_weintrauben.jpg,,635.0,354.0
muhlenbeck2017cultural,dokana,24,f,orangutan,19347.0,450.0,0.0,content,,,fixation_weintrauben.jpg,,463.0,289.0
muhlenbeck2017cultural,dokana,24,f,orangutan,23011.0,383.0,0.0,content,,,fixation_weintrauben.jpg,,422.0,360.0
muhlenbeck2017cultural,dokana,24,f,orangutan,26192.0,183.0,0.0,content,,,fixation_weintrauben.jpg,,156.0,1048.0
muhlenbeck2017cultural,dokana,24,f,orangutan,26509.0,466.0,0.0,content,,,fixation_weintrauben.jpg,,405.0,295.0
muhlenbeck2017cultural,dokana,24,f,orangutan,29740.0,300.0,0.0,content,,,fixation_weintrauben.jpg,,1821.0,642.0
muhlenbeck2017cultural,dokana,24,f,orangutan,30040.0,233.0,0.0,content,,,fixation_weintrauben.jpg,,1355.0,410.0
muhlenbeck2017cultural,dokana,24,f,orangutan,33454.0,550.0,0.0,content,,,fixation_weintrauben.jpg,,451.0,268.0
muhlenbeck2017cultural,dokana,24,f,orangutan,37118.0,450.0,0.0,content,,,fixation_weintrauben.jpg,,539.0,384.0
muhlenbeck2017cultural,dokana,24,f,orangutan,40600.0,583.0,0.0,content,,,fixation_weintrauben.jpg,,437.0,325.0
muhlenbeck2017cultural,dokana,24,f,orangutan,47095.0,433.0,0.0,content,,,fixation_weintrauben.jpg,,396.0,262.0
muhlenbeck2017cultural,dokana,24,f,orangutan,50793.0,366.0,0.0,content,,,fixation_weintrauben.jpg,,370.0,1050.0
muhlenbeck2017cultural,dokana,24,f,orangutan,9.0,475.0,0.0,content,,,no media,,346.0,343.0
muhlenbeck2017cultural,dokana,24,f,orangutan,475.0,266.0,0.0,content,,,no media,,528.0,310.0
muhlenbeck2017cultural,dokana,24,f,orangutan,742.0,350.0,0.0,content,,,no media,,597.0,386.0
muhlenbeck2017cultural,dokana,24,f,orangutan,1092.0,500.0,0.0,content,,,fixation_weintrauben.jpg,,747.0,262.0
muhlenbeck2017cultural,dokana,24,f,orangutan,1591.0,316.0,0.0,content,,,fixation_weintrauben.jpg,,390.0,110.0
muhlenbeck2017cultural,dokana,24,f,orangutan,4873.0,416.0,0.0,content,,,fixation_weintrauben.jpg,,757.0,271.0
muhlenbeck2017cultural,dokana,24,f,orangutan,5289.0,383.0,0.0,content,,,fixation_weintrauben.jpg,,457.0,138.0
muhlenbeck2017cultural,dokana,24,f,orangutan,8520.0,183.0,0.0,content,,,fixation_weintrauben.jpg,,706.0,188.0
muhlenbeck2017cultural,dokana,24,f,orangutan,8703.0,566.0,0.0,content,,,fixation_weintrauben.jpg,,394.0,64.0
muhlenbeck2017cultural,dokana,24,f,orangutan,15732.0,616.0,0.0,content,,,fixation_weintrauben.jpg,,386.0,87.0
muhlenbeck2017cultural,dokana,24,f,orangutan,26092.0,400.0,0.0,content,,,fixation_weintrauben.jpg,,100.0,263.0
muhlenbeck2017cultural,dokana,24,f,orangutan,26492.0,117.0,0.0,content,,,fixation_weintrauben.jpg,,440.0,109.0
muhlenbeck2017cultural,dokana,24,f,orangutan,29923.0,300.0,0.0,content,,,fixation_weintrauben.jpg,,367.0,53.0
muhlenbeck2017cultural,dokana,24,f,orangutan,37052.0,533.0,0.0,content,,,fixation_weintrauben.jpg,,347.0,92.0
muhlenbeck2017cultural,dokana,24,f,orangutan,40450.0,250.0,0.0,content,,,fixation_weintrauben.jpg,,382.0,48.0
muhlenbeck2017cultural,dokana,24,f,orangutan,40700.0,100.0,0.0,content,,,fixation_weintrauben.jpg,,445.0,118.0
muhlenbeck2017cultural,dokana,24,f,orangutan,44081.0,400.0,0.0,content,,,fixation_weintrauben.jpg,,657.0,240.0
muhlenbeck2017cultural,dokana,24,f,orangutan,47695.0,133.0,0.0,content,,,fixation_weintrauben.jpg,,515.0,96.0
muhlenbeck2017cultural,padana,15,f,orangutan,1.0,118.0,0.0,content,,,no media,,907.0,1049.0
muhlenbeck2017cultural,padana,15,f,orangutan,118.0,349.0,0.0,content,,,no media,,410.0,452.0
muhlenbeck2017cultural,padana,15,f,orangutan,467.0,333.0,0.0,content,,,no media,,117.0,218.0
muhlenbeck2017cultural,padana,15,f,orangutan,800.0,233.0,0.0,content,,,no media,,485.0,448.0
muhlenbeck2017cultural,padana,15,f,orangutan,1033.0,400.0,0.0,content,,,fixation_weintrauben.jpg,,86.0,119.0
muhlenbeck2017cultural,padana,15,f,orangutan,1434.0,383.0,0.0,content,,,fixation_weintrauben.jpg,,350.0,309.0
muhlenbeck2017cultural,padana,15,f,orangutan,1817.0,233.0,29.0,aoi_6,False,,6.jpg,6.0,370.0,356.0
muhlenbeck2017cultural,padana,15,f,orangutan,2050.0,333.0,30.0,aoi_6_m,True,True,6.jpg,6.0,571.0,357.0
muhlenbeck2017cultural,padana,15,f,orangutan,2383.0,333.0,29.0,aoi_6,False,False,6.jpg,6.0,177.0,273.0
muhlenbeck2017cultural,padana,15,f,orangutan,2717.0,966.0,30.0,aoi_6_m,True,True,6.jpg,6.0,536.0,344.0
muhlenbeck2017cultural,padana,15,f,orangutan,3682.0,349.0,29.0,aoi_6,False,False,6.jpg,6.0,194.0,285.0
muhlenbeck2017cultural,padana,15,f,orangutan,4032.0,483.0,30.0,aoi_6_m,True,True,6.jpg,6.0,546.0,346.0
muhlenbeck2017cultural,padana,15,f,orangutan,4515.0,566.0,29.0,aoi_6,False,False,6.jpg,6.0,271.0,365.0
muhlenbeck2017cultural,padana,15,f,orangutan,5081.0,533.0,0.0,content,,,fixation_weintrauben.jpg,,332.0,302.0
muhlenbeck2017cultural,padana,15,f,orangutan,5614.0,200.0,28.0,aoi_59,False,False,59.jpg,59.0,568.0,323.0
muhlenbeck2017cultural,padana,15,f,orangutan,5814.0,133.0,28.0,aoi_59,False,False,59.jpg,59.0,594.0,298.0
muhlenbeck2017cultural,padana,15,f,orangutan,5947.0,333.0,27.0,aoi_59_m,True,True,59.jpg,59.0,178.0,329.0
muhlenbeck2017cultural,padana,15,f,orangutan,6280.0,416.0,27.0,aoi_59_m,True,True,59.jpg,59.0,308.0,399.0
muhlenbeck2017cultural,padana,15,f,orangutan,6696.0,316.0,28.0,aoi_59,False,False,59.jpg,59.0,594.0,367.0
muhlenbeck2017cultural,padana,15,f,orangutan,7013.0,317.0,27.0,aoi_59_m,True,True,59.jpg,59.0,236.0,309.0
muhlenbeck2017cultural,padana,15,f,orangutan,7330.0,266.0,27.0,aoi_59_m,True,True,59.jpg,59.0,254.0,428.0
muhlenbeck2017cultural,padana,15,f,orangutan,7596.0,133.0,27.0,aoi_59_m,True,True,59.jpg,59.0,206.0,340.0
muhlenbeck2017cultural,padana,15,f,orangutan,7729.0,233.0,27.0,aoi_59_m,True,True,59.jpg,59.0,171.0,346.0
muhlenbeck2017cultural,padana,15,f,orangutan,7963.0,183.0,27.0,aoi_59_m,True,True,59.jpg,59.0,233.0,492.0
muhlenbeck2017cultural,padana,15,f,orangutan,8146.0,366.0,27.0,aoi_59_m,True,True,59.jpg,59.0,270.0,463.0
muhlenbeck2017cultural,padana,15,f,orangutan,8512.0,583.0,0.0,content,,,fixation_weintrauben.jpg,,324.0,297.0
muhlenbeck2017cultural,padana,15,f,orangutan,9095.0,383.0,23.0,aoi_54_m,True,True,54.jpg,54.0,187.0,328.0
muhlenbeck2017cultural,padana,15,f,orangutan,9478.0,366.0,24.0,aoi_54,False,False,54.jpg,54.0,590.0,298.0
muhlenbeck2017cultural,padana,15,f,orangutan,9845.0,250.0,23.0,aoi_54_m,True,True,54.jpg,54.0,323.0,345.0
muhlenbeck2017cultural,padana,15,f,orangutan,10095.0,350.0,23.0,aoi_54_m,True,True,54.jpg,54.0,179.0,409.0
muhlenbeck2017cultural,padana,15,f,orangutan,13576.0,267.0,15.0,aoi_44,False,False,44.jpg,44.0,226.0,289.0
muhlenbeck2017cultural,padana,15,f,orangutan,13842.0,100.0,16.0,aoi_44_m,True,True,44.jpg,44.0,572.0,343.0
muhlenbeck2017cultural,padana,15,f,orangutan,14292.0,250.0,16.0,aoi_44_m,True,,44.jpg,44.0,466.0,467.0
muhlenbeck2017cultural,padana,15,f,orangutan,14725.0,100.0,15.0,aoi_44,False,False,44.jpg,44.0,206.0,492.0
muhlenbeck2017cultural,padana,15,f,orangutan,14942.0,216.0,15.0,aoi_44,False,False,44.jpg,44.0,199.0,490.0
muhlenbeck2017cultural,padana,15,f,orangutan,15158.0,100.0,15.0,aoi_44,False,,44.jpg,44.0,281.0,485.0
muhlenbeck2017cultural,padana,15,f,orangutan,16274.0,350.0,14.0,aoi_39_m,True,True,39.jpg,39.0,510.0,262.0
muhlenbeck2017cultural,padana,15,f,orangutan,16624.0,300.0,13.0,aoi_39,False,False,39.jpg,39.0,185.0,257.0
muhlenbeck2017cultural,padana,15,f,orangutan,16923.0,166.0,0.0,content,,,39.jpg,39.0,456.0,-101.0
muhlenbeck2017cultural,padana,15,f,orangutan,17090.0,316.0,0.0,content,,,39.jpg,39.0,511.0,-90.0
muhlenbeck2017cultural,padana,15,f,orangutan,17406.0,267.0,14.0,aoi_39_m,True,True,39.jpg,39.0,598.0,307.0
muhlenbeck2017cultural,padana,15,f,orangutan,17673.0,333.0,0.0,content,,,39.jpg,39.0,292.0,-186.0
muhlenbeck2017cultural,padana,15,f,orangutan,18006.0,250.0,0.0,content,,,39.jpg,39.0,-242.0,-197.0
muhlenbeck2017cultural,padana,15,f,orangutan,18255.0,283.0,0.0,content,,,39.jpg,39.0,-190.0,-212.0
muhlenbeck2017cultural,padana,15,f,orangutan,18539.0,283.0,0.0,content,,,39.jpg,39.0,-356.0,-90.0
muhlenbeck2017cultural,padana,15,f,orangutan,18822.0,317.0,0.0,content,,,39.jpg,39.0,-540.0,60.0
muhlenbeck2017cultural,padana,15,f,orangutan,19138.0,500.0,0.0,content,,,fixation_weintrauben.jpg,,319.0,340.0
muhlenbeck2017cultural,padana,15,f,orangutan,19638.0,350.0,10.0,aoi_32_m,True,True,32.jpg,32.0,539.0,332.0
muhlenbeck2017cultural,padana,15,f,orangutan,19988.0,300.0,9.0,aoi_32,False,False,32.jpg,32.0,150.0,362.0
muhlenbeck2017cultural,padana,15,f,orangutan,20288.0,250.0,10.0,aoi_32_m,True,,32.jpg,32.0,505.0,390.0
muhlenbeck2017cultural,padana,15,f,orangutan,20804.0,117.0,9.0,aoi_32,False,,32.jpg,32.0,405.0,361.0
muhlenbeck2017cultural,padana,15,f,orangutan,20920.0,166.0,9.0,aoi_32,False,False,32.jpg,32.0,232.0,393.0
muhlenbeck2017cultural,padana,15,f,orangutan,21087.0,450.0,9.0,aoi_32,False,False,32.jpg,32.0,127.0,402.0
muhlenbeck2017cultural,padana,15,f,orangutan,21537.0,500.0,10.0,aoi_32_m,True,True,32.jpg,32.0,556.0,360.0
muhlenbeck2017cultural,padana,15,f,orangutan,22036.0,333.0,10.0,aoi_32_m,True,,32.jpg,32.0,487.0,390.0
muhlenbeck2017cultural,padana,15,f,orangutan,22369.0,283.0,9.0,aoi_32,False,False,32.jpg,32.0,216.0,380.0
muhlenbeck2017cultural,padana,15,f,orangutan,22653.0,333.0,0.0,content,,,fixation_weintrauben.jpg,,312.0,306.0
muhlenbeck2017cultural,padana,15,f,orangutan,22986.0,183.0,17.0,aoi_49_m,True,,49.jpg,49.0,370.0,337.0
muhlenbeck2017cultural,padana,15,f,orangutan,23169.0,166.0,18.0,aoi_49,False,,49.jpg,49.0,460.0,327.0
muhlenbeck2017cultural,padana,15,f,orangutan,23535.0,100.0,17.0,aoi_49_m,True,True,49.jpg,49.0,227.0,320.0
muhlenbeck2017cultural,padana,15,f,orangutan,23785.0,84.0,17.0,aoi_49_m,True,True,49.jpg,49.0,235.0,314.0
muhlenbeck2017cultural,padana,15,f,orangutan,23869.0,100.0,18.0,aoi_49,False,False,49.jpg,49.0,614.0,288.0
muhlenbeck2017cultural,padana,15,f,orangutan,23968.0,216.0,18.0,aoi_49,False,False,49.jpg,49.0,568.0,292.0
muhlenbeck2017cultural,padana,15,f,orangutan,24185.0,283.0,17.0,aoi_49_m,True,True,49.jpg,49.0,229.0,305.0
muhlenbeck2017cultural,padana,15,f,orangutan,24468.0,566.0,0.0,content,,,49.jpg,49.0,953.0,343.0
muhlenbeck2017cultural,padana,15,f,orangutan,25034.0,100.0,0.0,content,,,49.jpg,49.0,1226.0,636.0
muhlenbeck2017cultural,padana,15,f,orangutan,25684.0,66.0,0.0,content,,,49.jpg,49.0,1576.0,859.0
muhlenbeck2017cultural,padana,15,f,orangutan,26051.0,17.0,0.0,content,,,fixation_weintrauben.jpg,,-96.0,499.0
muhlenbeck2017cultural,padana,15,f,orangutan,26384.0,200.0,0.0,content,,,fixation_weintrauben.jpg,,359.0,321.0
muhlenbeck2017cultural,padana,15,f,orangutan,26900.0,83.0,7.0,aoi_31,False,,31.jpg,31.0,421.0,358.0
muhlenbeck2017cultural,padana,15,f,orangutan,26983.0,117.0,8.0,aoi_31_m,True,,31.jpg,31.0,456.0,334.0
muhlenbeck2017cultural,padana,15,f,orangutan,27216.0,233.0,7.0,aoi_31,False,False,31.jpg,31.0,186.0,284.0
muhlenbeck2017cultural,padana,15,f,orangutan,27749.0,200.0,0.0,aoi_31_m,True,,31.jpg,31.0,441.0,405.0
muhlenbeck2017cultural,padana,15,f,orangutan,28316.0,366.0,7.0,aoi_31,False,False,31.jpg,31.0,211.0,401.0
muhlenbeck2017cultural,padana,15,f,orangutan,30764.0,17.0,12.0,aoi_34_m,True,True,34.jpg,34.0,579.0,201.0
muhlenbeck2017cultural,padana,15,f,orangutan,31131.0,17.0,11.0,aoi_34,False,False,34.jpg,34.0,183.0,342.0
muhlenbeck2017cultural,padana,15,f,orangutan,31830.0,150.0,12.0,aoi_34_m,True,True,34.jpg,34.0,571.0,258.0
muhlenbeck2017cultural,padana,15,f,orangutan,32696.0,67.0,12.0,aoi_34_m,True,True,34.jpg,34.0,513.0,320.0
muhlenbeck2017cultural,padana,15,f,orangutan,33746.0,17.0,19.0,aoi_52_m,True,,52.jpg,52.0,378.0,295.0
muhlenbeck2017cultural,padana,15,f,orangutan,34112.0,300.0,19.0,aoi_52_m,True,True,52.jpg,52.0,178.0,328.0
muhlenbeck2017cultural,padana,15,f,orangutan,34412.0,233.0,19.0,aoi_52_m,True,True,52.jpg,52.0,162.0,397.0
