study_id,year,month,day,participant,age_in_years,sex,species,session,trial,condition,left,right,chosen_side,correct_choice
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,1.0,experienced,5.0,3.0,right,correct
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,2.0,experienced,1.0,4.0,right,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,3.0,experienced,1.0,6.0,right,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,4.0,experienced,4.0,2.0,left,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,5.0,experienced,3.0,2.0,right,correct
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,6.0,experienced,0.0,2.0,right,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,7.0,experienced,1.0,3.0,right,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,8.0,experienced,6.0,0.0,left,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,9.0,experienced,5.0,0.0,left,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,10.0,experienced,0.0,4.0,right,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,11.0,experienced,0.0,1.0,right,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,12.0,experienced,2.0,1.0,right,correct
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,13.0,experienced,5.0,1.0,left,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,14.0,experienced,0.0,3.0,right,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,15.0,experienced,2.0,5.0,left,correct
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,16.0,experienced,5.0,4.0,right,correct
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,17.0,experienced,6.0,5.0,right,correct
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,18.0,experienced,2.0,6.0,right,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,19.0,experienced,4.0,6.0,right,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,20.0,experienced,4.0,3.0,left,incorrect
uher2008great,2004,5,13,n’kwango,7,m,gorilla,1.0,21.0,experienced,6.0,3.0,left,incorrect
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,1.0,experienced,5.0,3.0,left,incorrect
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,2.0,experienced,1.0,4.0,right,incorrect
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,3.0,experienced,1.0,6.0,right,incorrect
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,4.0,experienced,4.0,2.0,right,correct
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,5.0,experienced,3.0,2.0,right,correct
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,6.0,experienced,0.0,2.0,right,incorrect
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,7.0,experienced,1.0,3.0,left,correct
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,8.0,experienced,6.0,0.0,left,incorrect
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,9.0,experienced,5.0,0.0,right,correct
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,10.0,experienced,0.0,4.0,left,correct
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,11.0,experienced,0.0,1.0,left,correct
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,12.0,experienced,2.0,1.0,left,incorrect
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,13.0,experienced,5.0,1.0,left,incorrect
uher2008great,2004,5,14,viringika,9,f,gorilla,1.0,14.0,experienced,0.0,3.0,left,correct
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,1.0,experienced,2.0,4.0,right,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,2.0,experienced,4.0,1.0,left,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,3.0,experienced,2.0,3.0,right,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,4.0,experienced,1.0,0.0,left,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,5.0,experienced,4.0,5.0,right,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,6.0,experienced,4.0,0.0,left,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,7.0,experienced,5.0,2.0,right,correct
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,8.0,experienced,3.0,4.0,right,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,9.0,experienced,2.0,0.0,left,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,10.0,experienced,3.0,5.0,right,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,11.0,experienced,0.0,5.0,right,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,12.0,experienced,3.0,0.0,right,correct
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,13.0,experienced,5.0,6.0,left,correct
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,14.0,experienced,3.0,1.0,left,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,15.0,experienced,6.0,4.0,left,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,16.0,experienced,3.0,6.0,right,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,17.0,experienced,6.0,2.0,left,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,18.0,experienced,1.0,2.0,right,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,19.0,experienced,1.0,5.0,right,incorrect
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,20.0,experienced,6.0,1.0,right,correct
uher2008great,2004,5,14,n’kwango,7,m,gorilla,2.0,21.0,experienced,0.0,6.0,right,incorrect
uher2008great,2004,5,15,viringika,9,f,gorilla,1.0,15.0,experienced,2.0,5.0,left,correct
uher2008great,2004,5,15,viringika,9,f,gorilla,1.0,16.0,experienced,5.0,4.0,left,incorrect
uher2008great,2004,5,15,viringika,9,f,gorilla,1.0,17.0,experienced,6.0,5.0,right,correct
uher2008great,2004,5,15,viringika,9,f,gorilla,1.0,18.0,experienced,2.0,6.0,right,incorrect
uher2008great,2004,5,15,viringika,9,f,gorilla,1.0,19.0,experienced,4.0,6.0,right,incorrect
uher2008great,2004,5,15,viringika,9,f,gorilla,1.0,20.0,experienced,4.0,3.0,right,correct
uher2008great,2004,5,15,viringika,9,f,gorilla,1.0,21.0,experienced,6.0,3.0,right,correct
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,1.0,experienced,0.0,3.0,right,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,2.0,experienced,6.0,0.0,left,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,3.0,experienced,1.0,3.0,right,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,4.0,experienced,1.0,6.0,left,correct
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,5.0,experienced,5.0,1.0,right,correct
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,6.0,experienced,5.0,4.0,right,correct
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,7.0,experienced,2.0,6.0,right,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,8.0,experienced,3.0,2.0,right,correct
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,9.0,experienced,2.0,1.0,left,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,10.0,experienced,0.0,2.0,right,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,11.0,experienced,5.0,0.0,right,correct
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,12.0,experienced,5.0,3.0,right,correct
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,13.0,experienced,4.0,6.0,right,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,14.0,experienced,5.0,3.0,left,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,15.0,experienced,0.0,4.0,right,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,16.0,experienced,1.0,4.0,right,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,17.0,experienced,6.0,5.0,right,correct
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,18.0,experienced,2.0,5.0,right,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,19.0,experienced,0.0,1.0,right,incorrect
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,20.0,experienced,4.0,3.0,right,correct
uher2008great,2004,5,15,n’kwango,7,m,gorilla,3.0,21.0,experienced,4.0,2.0,left,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,1.0,experienced,2.0,4.0,left,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,2.0,experienced,4.0,1.0,left,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,3.0,experienced,2.0,3.0,left,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,4.0,experienced,1.0,0.0,right,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,5.0,experienced,4.0,5.0,right,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,6.0,experienced,4.0,0.0,right,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,7.0,experienced,5.0,2.0,right,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,8.0,experienced,3.0,4.0,right,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,9.0,experienced,2.0,0.0,right,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,10.0,experienced,3.0,5.0,right,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,11.0,experienced,0.0,5.0,right,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,12.0,experienced,3.0,0.0,right,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,13.0,experienced,5.0,6.0,right,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,14.0,experienced,3.0,1.0,right,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,15.0,experienced,6.0,4.0,right,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,16.0,experienced,3.0,6.0,right,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,17.0,experienced,6.0,2.0,right,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,18.0,experienced,1.0,2.0,right,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,19.0,experienced,1.0,5.0,right,incorrect
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,20.0,experienced,6.0,1.0,right,correct
uher2008great,2004,5,16,viringika,9,f,gorilla,2.0,21.0,experienced,0.0,6.0,left,correct
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,1.0,experienced,3.0,0.0,left,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,2.0,experienced,1.0,5.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,3.0,experienced,4.0,5.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,4.0,experienced,4.0,0.0,right,correct
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,5.0,experienced,1.0,2.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,6.0,experienced,2.0,3.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,7.0,experienced,4.0,1.0,right,correct
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,8.0,experienced,3.0,4.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,9.0,experienced,0.0,5.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,10.0,experienced,6.0,1.0,left,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,11.0,experienced,5.0,6.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,12.0,experienced,1.0,0.0,right,correct
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,13.0,experienced,2.0,0.0,right,correct
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,14.0,experienced,3.0,5.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,15.0,experienced,6.0,2.0,left,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,16.0,experienced,3.0,6.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,17.0,experienced,6.0,4.0,left,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,18.0,experienced,3.0,1.0,right,correct
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,19.0,experienced,2.0,4.0,right,incorrect
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,20.0,experienced,5.0,2.0,right,correct
uher2008great,2004,5,16,n’kwango,7,m,gorilla,4.0,21.0,experienced,0.0,6.0,right,incorrect
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,1.0,experienced,0.0,2.0,left,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,2.0,experienced,6.0,0.0,right,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,3.0,experienced,1.0,3.0,right,incorrect
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,4.0,experienced,1.0,6.0,right,incorrect
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,5.0,experienced,5.0,1.0,left,incorrect
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,6.0,experienced,5.0,4.0,left,incorrect
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,7.0,experienced,2.0,6.0,left,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,8.0,experienced,3.0,2.0,right,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,9.0,experienced,2.0,1.0,right,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,10.0,experienced,0.0,2.0,left,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,11.0,experienced,5.0,0.0,right,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,12.0,experienced,5.0,3.0,right,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,13.0,experienced,4.0,6.0,left,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,14.0,experienced,6.0,3.0,right,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,15.0,experienced,0.0,4.0,left,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,16.0,experienced,1.0,4.0,left,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,17.0,experienced,6.0,5.0,left,incorrect
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,18.0,experienced,2.0,5.0,left,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,19.0,experienced,0.0,1.0,left,correct
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,20.0,experienced,4.0,3.0,left,incorrect
uher2008great,2004,5,17,viringika,9,f,gorilla,3.0,21.0,experienced,4.0,2.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,1.0,experienced,6.0,3.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,2.0,experienced,5.0,1.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,3.0,experienced,0.0,1.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,4.0,experienced,1.0,3.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,5.0,experienced,5.0,0.0,left,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,6.0,experienced,5.0,4.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,7.0,experienced,0.0,3.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,8.0,experienced,2.0,6.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,9.0,experienced,6.0,5.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,10.0,experienced,1.0,6.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,11.0,experienced,6.0,0.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,12.0,experienced,5.0,3.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,13.0,experienced,2.0,5.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,14.0,experienced,3.0,2.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,15.0,experienced,2.0,1.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,16.0,experienced,1.0,4.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,17.0,experienced,4.0,6.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,18.0,experienced,4.0,2.0,right,correct
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,19.0,experienced,0.0,2.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,20.0,experienced,0.0,4.0,right,incorrect
uher2008great,2004,5,17,n’kwango,7,m,gorilla,5.0,21.0,experienced,4.0,3.0,right,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,1.0,experienced,3.0,0.0,right,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,2.0,experienced,1.0,5.0,right,incorrect
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,3.0,experienced,4.0,5.0,right,incorrect
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,4.0,experienced,4.0,0.0,right,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,5.0,experienced,1.0,2.0,left,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,6.0,experienced,2.0,3.0,left,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,7.0,experienced,4.0,1.0,right,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,8.0,experienced,3.0,4.0,right,incorrect
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,9.0,experienced,0.0,5.0,left,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,10.0,experienced,6.0,1.0,right,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,11.0,experienced,5.0,6.0,left,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,12.0,experienced,1.0,0.0,left,incorrect
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,13.0,experienced,2.0,0.0,left,incorrect
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,14.0,experienced,3.0,5.0,left,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,15.0,experienced,6.0,2.0,right,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,16.0,experienced,3.0,6.0,left,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,17.0,experienced,6.0,4.0,right,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,18.0,experienced,3.0,1.0,right,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,19.0,experienced,2.0,4.0,left,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,20.0,experienced,5.0,2.0,right,correct
uher2008great,2004,5,18,viringika,9,f,gorilla,4.0,21.0,experienced,0.0,6.0,left,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,1.0,experienced,3.0,4.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,2.0,experienced,1.0,2.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,3.0,experienced,6.0,4.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,4.0,experienced,0.0,6.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,5.0,experienced,3.0,6.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,6.0,experienced,4.0,1.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,7.0,experienced,2.0,0.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,8.0,experienced,5.0,6.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,9.0,experienced,4.0,0.0,left,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,10.0,experienced,1.0,5.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,11.0,experienced,3.0,5.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,12.0,experienced,6.0,1.0,left,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,13.0,experienced,2.0,4.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,14.0,experienced,3.0,1.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,15.0,experienced,1.0,0.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,16.0,experienced,2.0,3.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,17.0,experienced,6.0,2.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,18.0,experienced,5.0,2.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,19.0,experienced,4.0,5.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,20.0,experienced,3.0,0.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,6.0,21.0,experienced,0.0,5.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,1.0,experienced,4.0,3.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,2.0,experienced,0.0,4.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,3.0,experienced,5.0,3.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,4.0,experienced,1.0,3.0,left,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,5.0,experienced,5.0,4.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,6.0,experienced,5.0,1.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,7.0,experienced,2.0,5.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,8.0,experienced,4.0,6.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,9.0,experienced,5.0,0.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,10.0,experienced,1.0,4.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,11.0,experienced,6.0,5.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,12.0,experienced,4.0,2.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,13.0,experienced,0.0,3.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,14.0,experienced,0.0,2.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,15.0,experienced,6.0,3.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,16.0,experienced,0.0,1.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,17.0,experienced,1.0,6.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,18.0,experienced,3.0,2.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,19.0,experienced,2.0,6.0,right,incorrect
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,20.0,experienced,6.0,0.0,right,correct
uher2008great,2004,5,18,n’kwango,7,m,gorilla,7.0,21.0,experienced,2.0,1.0,right,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,1.0,experienced,6.0,3.0,right,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,2.0,experienced,5.0,1.0,right,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,3.0,experienced,0.0,1.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,4.0,experienced,1.0,3.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,5.0,experienced,5.0,0.0,right,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,6.0,experienced,5.0,4.0,left,incorrect
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,7.0,experienced,0.0,3.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,8.0,experienced,2.0,6.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,9.0,experienced,6.0,5.0,left,incorrect
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,10.0,experienced,1.0,6.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,11.0,experienced,6.0,0.0,right,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,12.0,experienced,5.0,3.0,right,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,13.0,experienced,2.0,5.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,14.0,experienced,3.0,2.0,right,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,15.0,experienced,2.0,1.0,right,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,16.0,experienced,1.0,4.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,17.0,experienced,4.0,6.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,18.0,experienced,4.0,2.0,right,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,19.0,experienced,0.0,2.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,20.0,experienced,0.0,4.0,left,correct
uher2008great,2004,5,19,viringika,9,f,gorilla,5.0,21.0,experienced,4.0,3.0,left,incorrect
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,1.0,experienced,3.0,5.0,right,incorrect
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,2.0,experienced,1.0,0.0,right,correct
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,3.0,experienced,6.0,2.0,right,correct
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,4.0,experienced,5.0,6.0,right,incorrect
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,5.0,experienced,2.0,0.0,right,correct
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,6.0,experienced,2.0,4.0,right,incorrect
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,7.0,experienced,3.0,0.0,right,correct
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,8.0,experienced,0.0,6.0,right,incorrect
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,9.0,experienced,0.0,5.0,right,incorrect
uher2008great,2004,5,19,n’kwango,7,m,gorilla,8.0,10.0,experienced,4.0,1.0,right,correct
