study_id,year,month,day,participant,age_in_years,sex,species,session,trial,condition,left,right,chosen_side,correct_choice
uher2008great,2004,8,2,dokana,16,f,orangutan,20.0,14.0,experienced,6.0,4.0,left,incorrect
uher2008great,2004,8,2,dokana,16,f,orangutan,20.0,15.0,experienced,3.0,4.0,left,correct
uher2008great,2004,8,2,dokana,16,f,orangutan,20.0,16.0,experienced,5.0,6.0,left,correct
uher2008great,2004,8,2,dokana,16,f,orangutan,20.0,17.0,experienced,6.0,1.0,left,incorrect
uher2008great,2004,8,2,dokana,16,f,orangutan,20.0,18.0,experienced,4.0,0.0,left,incorrect
uher2008great,2004,8,2,dokana,16,f,orangutan,20.0,19.0,experienced,2.0,3.0,left,correct
uher2008great,2004,8,2,dokana,16,f,orangutan,20.0,20.0,experienced,3.0,5.0,left,correct
uher2008great,2004,8,2,dokana,16,f,orangutan,20.0,21.0,experienced,4.0,1.0,left,incorrect
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,1.0,experienced,3.0,0.0,right,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,2.0,experienced,1.0,2.0,right,incorrect
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,3.0,experienced,1.0,3.0,left,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,4.0,experienced,2.0,0.0,right,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,5.0,experienced,1.0,0.0,right,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,6.0,experienced,4.0,5.0,right,incorrect
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,7.0,experienced,0.0,5.0,left,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,8.0,experienced,5.0,2.0,right,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,9.0,experienced,1.0,5.0,left,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,10.0,experienced,6.0,2.0,right,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,11.0,experienced,3.0,6.0,left,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,12.0,experienced,2.0,4.0,left,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,13.0,experienced,6.0,0.0,right,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,14.0,experienced,6.0,4.0,right,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,15.0,experienced,3.0,4.0,left,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,16.0,experienced,5.0,6.0,right,incorrect
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,17.0,experienced,6.0,1.0,right,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,18.0,experienced,4.0,0.0,right,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,19.0,experienced,2.0,3.0,left,correct
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,20.0,experienced,3.0,5.0,right,incorrect
uher2008great,2004,8,2,walter,7,m,orangutan,20.0,21.0,experienced,4.0,1.0,right,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,1.0,experienced,5.0,3.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,2.0,experienced,1.0,4.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,3.0,experienced,1.0,6.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,4.0,experienced,4.0,2.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,5.0,experienced,3.0,2.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,6.0,experienced,0.0,2.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,7.0,experienced,1.0,3.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,8.0,experienced,6.0,0.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,9.0,experienced,5.0,0.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,10.0,experienced,0.0,4.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,11.0,experienced,0.0,1.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,12.0,experienced,2.0,1.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,13.0,experienced,5.0,1.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,14.0,experienced,0.0,3.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,15.0,experienced,2.0,5.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,16.0,experienced,5.0,4.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,17.0,experienced,6.0,5.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,18.0,experienced,2.0,6.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,19.0,experienced,4.0,6.0,left,correct
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,20.0,experienced,4.0,3.0,left,incorrect
uher2008great,2004,8,3,dokana,16,f,orangutan,21.0,21.0,experienced,6.0,3.0,left,incorrect
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,1.0,experienced,5.0,3.0,right,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,2.0,experienced,1.0,4.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,3.0,experienced,1.0,6.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,4.0,experienced,4.0,2.0,right,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,5.0,experienced,3.0,2.0,right,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,6.0,experienced,0.0,2.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,7.0,experienced,1.0,3.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,8.0,experienced,6.0,0.0,right,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,9.0,experienced,5.0,0.0,right,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,10.0,experienced,0.0,4.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,11.0,experienced,0.0,1.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,12.0,experienced,2.0,1.0,right,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,13.0,experienced,5.0,1.0,right,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,14.0,experienced,0.0,3.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,15.0,experienced,2.0,5.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,16.0,experienced,5.0,4.0,right,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,17.0,experienced,6.0,5.0,left,incorrect
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,18.0,experienced,2.0,6.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,19.0,experienced,4.0,6.0,left,correct
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,20.0,experienced,4.0,3.0,left,incorrect
uher2008great,2004,8,3,walter,7,m,orangutan,21.0,21.0,experienced,6.0,3.0,right,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,1.0,experienced,2.0,4.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,2.0,experienced,4.0,1.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,3.0,experienced,2.0,3.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,4.0,experienced,1.0,0.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,5.0,experienced,4.0,5.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,6.0,experienced,4.0,0.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,7.0,experienced,5.0,2.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,8.0,experienced,3.0,4.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,9.0,experienced,2.0,0.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,10.0,experienced,3.0,5.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,11.0,experienced,0.0,5.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,12.0,experienced,3.0,0.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,13.0,experienced,5.0,6.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,14.0,experienced,3.0,1.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,15.0,experienced,5.0,4.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,16.0,experienced,3.0,6.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,17.0,experienced,6.0,2.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,18.0,experienced,1.0,2.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,19.0,experienced,1.0,5.0,left,correct
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,20.0,experienced,6.0,1.0,left,incorrect
uher2008great,2004,8,4,dokana,16,f,orangutan,22.0,21.0,experienced,0.0,6.0,left,correct
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,1.0,experienced,5.0,3.0,left,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,2.0,experienced,1.0,4.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,3.0,experienced,1.0,6.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,4.0,experienced,4.0,2.0,left,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,5.0,experienced,3.0,2.0,left,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,6.0,experienced,0.0,2.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,7.0,experienced,1.0,3.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,8.0,experienced,6.0,0.0,left,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,9.0,experienced,5.0,0.0,left,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,10.0,experienced,0.0,4.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,11.0,experienced,0.0,1.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,12.0,experienced,2.0,1.0,left,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,13.0,experienced,5.0,1.0,left,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,14.0,experienced,0.0,3.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,15.0,experienced,2.0,5.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,16.0,experienced,5.0,4.0,right,correct
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,17.0,experienced,6.0,5.0,right,correct
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,18.0,experienced,2.0,6.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,19.0,experienced,4.0,6.0,right,incorrect
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,20.0,experienced,4.0,3.0,right,correct
uher2008great,2004,9,20,kuno,8,m,bonobo,1.0,21.0,experienced,6.0,3.0,left,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,1.0,experienced,5.0,3.0,left,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,2.0,experienced,1.0,4.0,right,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,3.0,experienced,1.0,6.0,right,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,4.0,experienced,4.0,2.0,right,correct
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,5.0,experienced,3.0,2.0,right,correct
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,6.0,experienced,0.0,2.0,right,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,7.0,experienced,1.0,3.0,right,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,8.0,experienced,6.0,0.0,left,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,9.0,experienced,5.0,0.0,right,correct
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,10.0,experienced,0.0,4.0,right,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,11.0,experienced,0.0,1.0,right,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,12.0,experienced,2.0,1.0,right,correct
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,13.0,experienced,5.0,1.0,right,correct
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,14.0,experienced,0.0,3.0,right,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,15.0,experienced,2.0,5.0,right,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,16.0,experienced,5.0,4.0,right,correct
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,17.0,experienced,6.0,5.0,left,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,18.0,experienced,2.0,6.0,left,correct
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,19.0,experienced,4.0,6.0,left,correct
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,20.0,experienced,4.0,3.0,left,incorrect
uher2008great,2004,9,20,limbuko,9,m,bonobo,1.0,21.0,experienced,6.0,3.0,right,correct
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,1.0,experienced,5.0,3.0,right,correct
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,2.0,experienced,1.0,4.0,right,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,3.0,experienced,1.0,6.0,right,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,4.0,experienced,4.0,2.0,right,correct
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,5.0,experienced,3.0,2.0,left,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,6.0,experienced,0.0,2.0,right,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,7.0,experienced,1.0,3.0,right,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,8.0,experienced,6.0,0.0,left,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,9.0,experienced,5.0,0.0,left,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,10.0,experienced,0.0,4.0,right,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,11.0,experienced,0.0,1.0,right,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,12.0,experienced,2.0,1.0,right,correct
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,13.0,experienced,5.0,1.0,right,correct
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,14.0,experienced,0.0,3.0,right,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,15.0,experienced,2.0,5.0,left,correct
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,16.0,experienced,5.0,4.0,right,correct
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,17.0,experienced,6.0,5.0,left,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,18.0,experienced,2.0,6.0,right,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,19.0,experienced,4.0,6.0,right,incorrect
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,20.0,experienced,4.0,3.0,right,correct
uher2008great,2004,9,20,ulindi,11,f,bonobo,1.0,21.0,experienced,6.0,3.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,1.0,experienced,2.0,4.0,right,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,2.0,experienced,4.0,1.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,3.0,experienced,2.0,3.0,right,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,4.0,experienced,1.0,0.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,5.0,experienced,4.0,5.0,right,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,6.0,experienced,4.0,0.0,left,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,7.0,experienced,5.0,2.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,8.0,experienced,3.0,4.0,right,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,9.0,experienced,2.0,0.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,10.0,experienced,3.0,5.0,right,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,11.0,experienced,0.0,5.0,left,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,12.0,experienced,3.0,0.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,13.0,experienced,5.0,6.0,right,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,14.0,experienced,3.0,1.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,15.0,experienced,6.0,4.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,16.0,experienced,3.0,6.0,right,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,17.0,experienced,6.0,2.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,18.0,experienced,1.0,2.0,right,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,19.0,experienced,1.0,5.0,right,incorrect
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,20.0,experienced,6.0,1.0,right,correct
uher2008great,2004,9,22,kuno,8,m,bonobo,2.0,21.0,experienced,0.0,6.0,right,incorrect
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,1.0,experienced,2.0,4.0,right,incorrect
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,2.0,experienced,4.0,1.0,right,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,3.0,experienced,2.0,3.0,right,incorrect
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,4.0,experienced,1.0,0.0,left,incorrect
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,5.0,experienced,4.0,5.0,right,incorrect
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,6.0,experienced,4.0,0.0,right,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,7.0,experienced,5.0,2.0,right,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,8.0,experienced,3.0,4.0,left,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,9.0,experienced,2.0,0.0,right,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,10.0,experienced,3.0,5.0,left,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,11.0,experienced,0.0,5.0,left,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,12.0,experienced,3.0,0.0,right,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,13.0,experienced,5.0,6.0,left,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,14.0,experienced,3.0,1.0,right,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,15.0,experienced,6.0,4.0,right,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,16.0,experienced,3.0,6.0,left,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,17.0,experienced,6.0,2.0,right,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,18.0,experienced,1.0,2.0,left,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,19.0,experienced,1.0,5.0,left,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,20.0,experienced,6.0,1.0,right,correct
uher2008great,2004,9,22,limbuko,9,m,bonobo,2.0,21.0,experienced,0.0,6.0,left,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,1.0,experienced,2.0,4.0,right,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,2.0,experienced,4.0,1.0,right,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,3.0,experienced,2.0,3.0,right,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,4.0,experienced,1.0,0.0,left,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,5.0,experienced,4.0,5.0,right,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,6.0,experienced,4.0,0.0,right,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,7.0,experienced,5.0,2.0,right,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,8.0,experienced,3.0,4.0,right,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,9.0,experienced,2.0,0.0,right,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,10.0,experienced,3.0,5.0,right,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,11.0,experienced,0.0,5.0,right,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,12.0,experienced,3.0,0.0,right,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,13.0,experienced,5.0,6.0,right,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,14.0,experienced,3.0,1.0,right,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,15.0,experienced,6.0,4.0,right,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,16.0,experienced,3.0,6.0,right,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,17.0,experienced,6.0,2.0,right,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,18.0,experienced,1.0,2.0,right,incorrect
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,19.0,experienced,1.0,5.0,left,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,20.0,experienced,6.0,1.0,right,correct
uher2008great,2004,9,22,ulindi,11,f,bonobo,2.0,21.0,experienced,0.0,6.0,left,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,1.0,experienced,0.0,3.0,right,incorrect
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,2.0,experienced,6.0,0.0,right,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,3.0,experienced,1.0,3.0,right,incorrect
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,4.0,experienced,1.0,6.0,right,incorrect
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,5.0,experienced,5.0,1.0,right,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,6.0,experienced,5.0,4.0,right,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,7.0,experienced,2.0,6.0,right,incorrect
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,8.0,experienced,3.0,2.0,right,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,9.0,experienced,2.0,1.0,right,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,10.0,experienced,0.0,2.0,left,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,11.0,experienced,5.0,0.0,right,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,12.0,experienced,5.0,3.0,right,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,13.0,experienced,4.0,6.0,right,incorrect
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,14.0,experienced,6.0,3.0,right,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,15.0,experienced,0.0,4.0,left,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,16.0,experienced,1.0,4.0,right,incorrect
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,17.0,experienced,6.0,5.0,right,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,18.0,experienced,2.0,5.0,left,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,19.0,experienced,0.0,1.0,left,correct
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,20.0,experienced,4.0,3.0,left,incorrect
uher2008great,2004,9,24,kuno,8,m,bonobo,3.0,21.0,experienced,4.0,2.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,1.0,experienced,0.0,3.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,2.0,experienced,6.0,0.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,3.0,experienced,1.0,3.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,4.0,experienced,1.0,6.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,5.0,experienced,5.0,1.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,6.0,experienced,5.0,4.0,left,incorrect
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,7.0,experienced,2.0,6.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,8.0,experienced,3.0,2.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,9.0,experienced,2.0,1.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,10.0,experienced,0.0,2.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,11.0,experienced,5.0,0.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,12.0,experienced,5.0,3.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,13.0,experienced,4.0,6.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,14.0,experienced,6.0,3.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,15.0,experienced,0.0,4.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,16.0,experienced,1.0,4.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,17.0,experienced,6.0,5.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,18.0,experienced,2.0,5.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,19.0,experienced,0.0,1.0,left,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,20.0,experienced,4.0,3.0,right,correct
uher2008great,2004,9,24,limbuko,9,m,bonobo,3.0,21.0,experienced,4.0,2.0,right,correct
uher2008great,2004,9,24,ulindi,11,f,bonobo,3.0,1.0,experienced,0.0,3.0,left,correct
uher2008great,2004,9,24,ulindi,11,f,bonobo,3.0,2.0,experienced,6.0,0.0,right,correct
uher2008great,2004,9,24,ulindi,11,f,bonobo,3.0,3.0,experienced,1.0,3.0,left,correct
uher2008great,2004,9,24,ulindi,11,f,bonobo,3.0,4.0,experienced,1.0,6.0,left,correct
uher2008great,2004,9,24,ulindi,11,f,bonobo,3.0,5.0,experienced,5.0,1.0,right,correct
uher2008great,2004,9,24,ulindi,11,f,bonobo,3.0,6.0,experienced,5.0,4.0,right,correct
uher2008great,2004,9,24,ulindi,11,f,bonobo,3.0,7.0,experienced,2.0,6.0,left,correct
