study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,phase,session,trial,condition,leverage,side_focal_participant,side_partner,individual_left,individual_right,1st_access,focal_participant_decision,partner_decision,focal_participant_lat_opendoor,partner_lat_opendoor,focal_participant_lat_doortopull,partner_lat_doortopull,focal_participant_success,partner_success,lev_underst_full,lev_underst_gen,focal_participant_lat_doorandpull,parter_lat_doorandpull,focal_participant_latency_total,partner_latency_total,soc_choice,cox1_freechoice_focal,cox2_freechoicepull,cox3_freechoice
sanchez2018chimpanzees,2017,8,12,,,,,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,4,5,control,0,,l,kofi,,partner,,soc,,0.88,,2.88,,yes,,,,3.76,,3.76,,,,yes
sanchez2018chimpanzees,2017,8,12,,,,,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,4,6,control,2,,l,kofi,,partner,,soc,,1.36,,2.92,,yes,,,,4.28,,4.28,,,,yes
sanchez2018chimpanzees,2017,8,12,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,4,1,test,4,r,l,lome,frodo,partner,get_soc,soc,0.76,1.44,,1.2,yes,yes,,,,2.64,0.76,2.64,,,,yes
sanchez2018chimpanzees,2017,8,12,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,4,2,test,2,r,l,lome,frodo,partner,get_soc,soc,0.92,0.68,,1.4,yes,yes,,,,2.08,0.92,2.08,,,,yes
sanchez2018chimpanzees,2017,8,12,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,4,3,test,0,r,l,lome,frodo,partner,get_soc,soc,1.12,0.4,,3.12,yes,yes,,,,3.52,1.12,3.52,,,,yes
sanchez2018chimpanzees,2017,8,12,,,,,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,4,4,control,4,,l,lome,,partner,,soc,,0.76,,1.88,,yes,,,,2.64,,2.64,,,,yes
sanchez2018chimpanzees,2017,8,12,,,,,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,4,5,control,2,,l,lome,,partner,,soc,,0.8,,1.44,,yes,,,,2.24,,2.24,,,,yes
sanchez2018chimpanzees,2017,8,12,,,,,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,4,6,control,0,,l,lome,,partner,,soc,,0.24,,5.8,,yes,,,,6.04,,6.04,,,,yes
sanchez2018chimpanzees,2017,8,12,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,2,1,test,2,r,l,bangolo,tai,subject,nonsoc,soc,1.36,0.68,,1.28,yes,yes,no,no,,1.96,1.36,1.96,1.0,yes,,
sanchez2018chimpanzees,2017,8,12,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,2,2,test,4,r,l,bangolo,tai,subject,nonsoc,soc,1.6,1.28,,1.48,yes,yes,,,,2.76,1.6,2.76,1.0,yes,,
sanchez2018chimpanzees,2017,8,12,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,2,3,test,0,r,l,bangolo,tai,subject,soc,get_soc,0.88,0.12,1.16,,yes,yes,no,no,2.04,,2.04,0.12,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,12,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,2,4,control,4,r,,,tai,subject,nonsoc,,2.68,,,,yes,,,,,,2.68,,1.0,yes,,
sanchez2018chimpanzees,2017,8,12,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,2,5,control,2,r,,,tai,subject,nonsoc,,3.04,,,,yes,,,,,,3.04,,1.0,yes,,
sanchez2018chimpanzees,2017,8,12,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,2,6,control,0,r,,,tai,subject,soc,,1.8,,2.84,,yes,,,,4.64,,4.64,,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,13,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,5,1,test,0,r,l,lome,frodo,subject,no,soc,,0.88,,1.84,no,yes,no,no,,2.72,,2.72,1.0,no,,
sanchez2018chimpanzees,2017,8,13,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,5,2,test,4,r,l,lome,frodo,subject,nonsoc,soc,2.72,0.68,,2.64,yes,yes,,,,3.32,2.72,3.32,1.0,yes,,
sanchez2018chimpanzees,2017,8,13,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,5,3,test,2,r,l,lome,frodo,subject,nonsoc,soc,5.08,0.2,,6.92,yes,yes,no,no,,7.12,5.08,7.12,1.0,yes,,
sanchez2018chimpanzees,2017,8,13,frodo,23.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,5,4,control,0,r,,,frodo,subject,no,,,,,,no,,no,no,,,,,1.0,no,,
sanchez2018chimpanzees,2017,8,13,frodo,23.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,5,5,control,2,r,,,frodo,subject,nonsoc,,0.88,,,,yes,,,,,,0.88,,1.0,yes,,
sanchez2018chimpanzees,2017,8,13,frodo,23.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,5,6,control,4,r,,,frodo,subject,nonsoc,,2.48,,,,yes,,,,,,2.48,,1.0,yes,,
sanchez2018chimpanzees,2017,8,13,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,5,1,test,2,r,l,kofi,lobo,subject,nonsoc,soc,1.12,0.6,,2.4,yes,yes,no,no,,3,1.12,3,1.0,yes,,
sanchez2018chimpanzees,2017,8,13,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,5,2,test,4,r,l,kofi,lobo,subject,nonsoc,soc,1.08,1.24,,1.48,yes,yes,,,,2.72,1.08,2.72,1.0,yes,,
sanchez2018chimpanzees,2017,8,13,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,5,3,test,0,r,l,kofi,lobo,subject,get_soc,soc,2.16,2.44,,3.08,yes,yes,no,yes,,5.52,2.16,5.52,0.0,yes,no,
sanchez2018chimpanzees,2017,8,13,lobo,13.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,5,4,control,0,r,,,lobo,subject,soc,,0.6,,1.8,,yes,,,,2.4,,2.4,,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,13,lobo,13.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,5,5,control,4,r,,,lobo,subject,nonsoc,,2.36,,,,yes,,,,,,2.36,,1.0,yes,,
sanchez2018chimpanzees,2017,8,13,lobo,13.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,5,6,control,2,r,,,lobo,subject,nonsoc,,3,,,,yes,,,,,,3,,1.0,yes,,
sanchez2018chimpanzees,2017,8,13,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,3,1,test,2,l,r,tai,bangolo,partner,get_soc,soc,4.92,11.88,,1.32,yes,yes,,,,13.2,4.92,13.2,,,,yes
sanchez2018chimpanzees,2017,8,13,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,3,2,test,0,l,r,tai,bangolo,partner,get_soc,soc,0.4,1.4,,1.28,yes,yes,,,,2.68,0.4,2.68,,,,yes
sanchez2018chimpanzees,2017,8,13,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,3,3,test,4,l,r,tai,bangolo,partner,nonsoc,soc,2.72,2.12,,0.96,yes,yes,,,,3.08,2.72,3.08,,,,yes
sanchez2018chimpanzees,2017,8,13,,,,,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,3,4,control,4,,r,,bangolo,partner,,soc,,0.64,,0.96,,yes,,,,1.6,,1.6,,,,yes
sanchez2018chimpanzees,2017,8,13,,,,,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,3,5,control,2,,r,,bangolo,partner,,soc,,1.48,,1.72,,yes,,,,3.2,,3.2,,,,yes
sanchez2018chimpanzees,2017,8,13,,,,,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,3,6,control,0,,r,,bangolo,partner,,soc,,0.52,,3.84,,yes,,,,4.36,,4.36,,,,yes
sanchez2018chimpanzees,2017,8,14,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,4,1,control,2,r,,,tai,subject,nonsoc,,2.32,,,,yes,,,,,,2.32,,1.0,yes,,
sanchez2018chimpanzees,2017,8,14,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,4,2,control,0,r,,,tai,subject,soc,,0.84,,1.8,,yes,,,,2.64,,2.64,,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,14,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,4,3,control,4,r,,,tai,subject,nonsoc,,1.88,,,,yes,,,,,,1.88,,1.0,yes,,
sanchez2018chimpanzees,2017,8,14,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,4,4,test,0,r,l,bangolo,tai,subject,soc,get_soc,1.32,0.68,3.64,,yes,yes,no,no,4.96,,4.96,0.68,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,14,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,4,5,test,2,r,l,bangolo,tai,subject,soc,nonsoc,2.32,3.92,1.08,,yes,yes,no,no,3.4,,3.4,3.92,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,14,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,4,6,test,4,r,l,bangolo,tai,subject,soc,nonsoc,1.68,0.96,2.16,,yes,yes,,,3.84,,3.84,0.96,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,14,,,,,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,6,1,control,0,,r,,kofi,partner,,soc,,1.64,,1.08,,yes,,,,2.72,,2.72,,,,yes
sanchez2018chimpanzees,2017,8,14,,,,,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,6,2,control,2,,r,,kofi,partner,,soc,,1.24,,0.96,,yes,,,,2.2,,2.2,,,,yes
sanchez2018chimpanzees,2017,8,14,,,,,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,6,3,control,4,,r,,kofi,partner,,soc,,1.08,,1.16,,yes,,,,2.24,,2.24,,,,yes
sanchez2018chimpanzees,2017,8,14,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,6,4,test,2,l,r,lobo,kofi,partner,get_soc,soc,0.68,0.8,,1.08,yes,yes,,,,1.88,0.68,1.88,,,,yes
sanchez2018chimpanzees,2017,8,14,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,6,5,test,0,l,r,lobo,kofi,partner,soc,soc,3.32,9.24,,,no,no,,,,,3.32,9.24,,,,no
sanchez2018chimpanzees,2017,8,14,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,6,6,test,4,l,r,lobo,kofi,partner,nonsoc,soc,3.64,14.84,,3.04,yes,yes,,,,17.88,3.64,17.88,,,,no
sanchez2018chimpanzees,2017,8,14,,,,,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,6,1,control,4,,r,,lome,partner,,soc,,2.2,,1.16,,yes,,,,3.36,,3.36,,,,yes
sanchez2018chimpanzees,2017,8,14,,,,,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,6,2,control,0,,r,,lome,partner,,soc,,4.44,,1.28,,yes,,,,5.72,,5.72,,,,yes
sanchez2018chimpanzees,2017,8,14,,,,,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,6,3,control,2,,r,,lome,partner,,soc,,2.96,,1.24,,yes,,,,4.2,,4.2,,,,yes
sanchez2018chimpanzees,2017,8,14,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,6,4,test,0,l,r,frodo,lome,partner,get_soc,soc,1.04,4.44,,1.88,yes,yes,,,,6.32,1.04,6.32,,,,yes
sanchez2018chimpanzees,2017,8,14,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,6,5,test,2,l,r,frodo,lome,partner,get_soc,soc,1.6,4.12,,1.52,yes,yes,,,,5.64,1.6,5.64,,,,yes
sanchez2018chimpanzees,2017,8,14,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,6,6,test,4,l,r,frodo,lome,partner,get_soc,soc,0.96,3.36,,2.8,yes,yes,,,,6.16,0.96,6.16,,,,yes
sanchez2018chimpanzees,2017,8,16,,,,,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,5,1,control,2,,l,bangolo,,partner,,soc,,1.6,,2.28,,yes,,,,3.88,,3.88,,,,yes
sanchez2018chimpanzees,2017,8,16,,,,,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,5,2,control,4,,l,bangolo,,partner,,soc,,8.4,,1.56,,yes,,,,9.96,,9.96,,,,yes
sanchez2018chimpanzees,2017,8,16,,,,,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,5,3,control,0,,l,bangolo,,partner,,soc,,0.68,,1.32,,yes,,,,2,,2,,,,yes
sanchez2018chimpanzees,2017,8,16,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,5,4,test,0,r,l,bangolo,tai,partner,get_soc,soc,0.76,1.08,,3.84,yes,yes,,,,4.92,0.76,4.92,,,,yes
sanchez2018chimpanzees,2017,8,16,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,5,5,test,2,r,l,bangolo,tai,partner,nonsoc,soc,1.64,2.64,,2.72,yes,yes,,,,5.36,1.64,5.36,,,,yes
sanchez2018chimpanzees,2017,8,16,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,5,6,test,4,r,l,bangolo,tai,partner,nonsoc,soc,3.08,0.6,,2.32,yes,yes,,,,2.92,3.08,2.92,,,,yes
sanchez2018chimpanzees,2017,8,19,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,6,1,test,4,l,r,tai,bangolo,subject,nonsoc,soc,1,0.52,,1.68,yes,yes,,,,2.2,1,2.2,1.0,yes,,
sanchez2018chimpanzees,2017,8,19,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,6,2,test,2,l,r,tai,bangolo,subject,nonsoc,soc,5.88,0.92,,0.92,yes,yes,no,no,,1.84,5.88,1.84,1.0,yes,,
sanchez2018chimpanzees,2017,8,19,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,6,3,test,0,l,r,tai,bangolo,subject,soc,get_soc,1,0.88,3.24,,yes,yes,no,no,4.24,,4.24,0.88,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,19,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,6,4,control,2,l,,tai,,subject,nonsoc,,4.28,,,,yes,,,,,,4.28,,1.0,yes,,
sanchez2018chimpanzees,2017,8,19,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,6,5,control,4,l,,tai,,subject,nonsoc,,1.12,,,,yes,,,,,,1.12,,1.0,yes,,
sanchez2018chimpanzees,2017,8,19,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,6,6,control,0,l,,tai,,subject,soc,,1.2,,1.08,,yes,,,,2.28,,2.28,,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,16,frodo,23.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,7,1,control,4,r,,,frodo,subject,nonsoc,,2.36,,,,yes,,,,,,2.36,,1.0,yes,,
sanchez2018chimpanzees,2017,8,16,frodo,23.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,7,2,control,0,r,,,frodo,subject,no,,,,,,no,,,,,,,,1.0,no,,
sanchez2018chimpanzees,2017,8,16,frodo,23.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,7,3,control,2,r,,,frodo,subject,nonsoc,,2.24,,,,yes,,,,,,2.24,,1.0,yes,,
sanchez2018chimpanzees,2017,8,16,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,7,4,test,0,r,l,lome,frodo,subject,get_soc,soc,18.84,0.84,,4.24,yes,yes,yes,yes,,5.08,18.84,5.08,0.0,no,no,
sanchez2018chimpanzees,2017,8,16,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,7,5,test,4,r,l,lome,frodo,subject,nonsoc,no,1.28,,,,yes,no,,,,,1.28,,1.0,yes,,
sanchez2018chimpanzees,2017,8,16,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,7,6,test,2,r,l,lome,frodo,subject,nonsoc,soc,2.08,0.84,,2.2,yes,yes,no,no,,3.04,2.08,3.04,1.0,yes,,
sanchez2018chimpanzees,2017,8,16,lobo,13.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,7,1,control,4,r,,,lobo,subject,nonsoc,,0.92,,,,yes,,,,,,0.92,,1.0,yes,,
sanchez2018chimpanzees,2017,8,16,lobo,13.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,7,2,control,2,r,,,lobo,subject,nonsoc,,2.36,,,,yes,,,,,,2.36,,1.0,yes,,
sanchez2018chimpanzees,2017,8,16,lobo,13.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,7,3,control,0,r,,,lobo,subject,soc,,20.16,,1.48,,yes,,,,21.64,,21.64,,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,16,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,7,4,test,4,r,l,kofi,lobo,subject,nonsoc,soc,2.12,0.92,,1.8,yes,yes,,,,2.72,2.12,2.72,1.0,yes,,
sanchez2018chimpanzees,2017,8,16,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,7,5,test,0,r,l,kofi,lobo,subject,get_soc,soc,13.6,0.68,,4,yes,yes,yes,yes,,4.68,13.6,4.68,0.0,no,no,
sanchez2018chimpanzees,2017,8,16,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,7,6,test,2,r,l,kofi,lobo,subject,nonsoc,soc,1.44,0.88,,1.6,yes,yes,no,no,,2.48,1.44,2.48,1.0,yes,,
sanchez2018chimpanzees,2017,8,20,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,1,1,test,4,r,l,frodo,lome,partner,nonsoc,no,1.68,,,,yes,no,,,,,1.68,,,,,no
sanchez2018chimpanzees,2017,8,20,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,1,2,test,2,r,l,frodo,lome,partner,nonsoc,no,2.08,,,,yes,no,,,,,2.08,,,,,no
sanchez2018chimpanzees,2017,8,20,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,1,3,test,0,r,l,frodo,lome,partner,soc,no,4.08,,3.2,,yes,no,,,7.28,,7.28,,,,,no
sanchez2018chimpanzees,2017,8,20,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,1,4,control,0,,l,frodo,,partner,,no,,,,,,no,,,,,,,,,,no
sanchez2018chimpanzees,2017,8,20,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,1,5,control,2,,l,frodo,,partner,,no,,,,,,no,,,,,,,,,,no
sanchez2018chimpanzees,2017,8,20,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,1,6,control,4,,l,frodo,,partner,,no,,,,,,no,,,,,,,,,,no
sanchez2018chimpanzees,2017,8,27,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,2,1,control,4,l,,lome,,subject,nonsoc,,2.92,,,,yes,,,,,,2.92,,1.0,yes,,
sanchez2018chimpanzees,2017,8,27,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,2,2,control,2,l,,lome,,subject,nonsoc,,3.48,,,,yes,,,,,,3.48,,1.0,yes,,
sanchez2018chimpanzees,2017,8,27,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,2,3,control,0,l,,lome,,subject,soc,,1.12,,1,,yes,,,,2.12,,2.12,,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,27,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,2,4,test,0,l,r,lome,frodo,subject,soc,get_soc,0.8,2.8,1.16,,yes,yes,no,no,1.96,,1.96,2.8,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,27,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,2,5,test,2,l,r,lome,frodo,subject,nonsoc,no,2.6,,,,yes,no,no,no,,,2.6,,1.0,yes,,
sanchez2018chimpanzees,2017,8,27,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,2,6,test,4,l,r,lome,frodo,subject,nonsoc,no,2.48,,,,yes,no,,,,,2.48,,1.0,yes,,
sanchez2018chimpanzees,2017,8,20,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,1,1,test,0,r,l,lobo,kofi,partner,soc,get_soc,1.2,4.28,2.24,,yes,yes,,,3.44,,3.44,4.28,,,,no
sanchez2018chimpanzees,2017,8,20,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,1,2,test,4,r,l,lobo,kofi,partner,nonsoc,soc,0.68,0.56,,,yes,no,,,,,0.68,0.56,,,,no
sanchez2018chimpanzees,2017,8,20,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,1,3,test,2,r,l,lobo,kofi,partner,nonsoc,soc,0.92,8.88,,4.72,yes,yes,,,,13.6,0.92,13.6,,,,no
sanchez2018chimpanzees,2017,8,20,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,1,4,control,0,,l,lobo,,partner,,soc,,1.8,,1.36,,yes,,,,3.16,,3.16,,,,yes
sanchez2018chimpanzees,2017,8,20,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,1,5,control,4,,l,lobo,,partner,,soc,,0.8,,1.36,,yes,,,,2.16,,2.16,,,,yes
sanchez2018chimpanzees,2017,8,20,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,1,6,control,2,,l,lobo,,partner,,soc,,4.84,,1.24,,yes,,,,6.08,,6.08,,,,yes
sanchez2018chimpanzees,2017,8,27,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,2,1,control,4,,r,,lobo,partner,,soc,,1.04,,1.72,,yes,,,,2.76,,2.76,,,,yes
sanchez2018chimpanzees,2017,8,27,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,2,2,control,0,,r,,lobo,partner,,soc,,1.68,,10.12,,yes,,,,11.8,,11.8,,,,yes
sanchez2018chimpanzees,2017,8,27,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,2,3,control,2,,r,,lobo,partner,,soc,,0.12,,5.28,,yes,,,,5.4,,5.4,,,,yes
sanchez2018chimpanzees,2017,8,27,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,2,4,test,0,l,r,kofi,lobo,partner,soc,soc,8.84,14.52,,,no,no,,,,,8.84,14.52,,,,no
sanchez2018chimpanzees,2017,8,27,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,2,5,test,4,l,r,kofi,lobo,partner,nonsoc,soc,0.72,4.64,,3.88,yes,yes,,,,8.52,0.72,8.52,,,,yes
sanchez2018chimpanzees,2017,8,27,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,2,6,test,2,l,r,kofi,lobo,partner,nonsoc,soc,1.04,2.4,,11.44,yes,yes,,,,13.84,1.04,13.84,,,,no
sanchez2018chimpanzees,2017,8,19,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,8,1,test,4,l,r,lobo,kofi,partner,nonsoc,soc,0.88,14.8,,3.64,yes,yes,,,,18.44,0.88,18.44,,,,no
sanchez2018chimpanzees,2017,8,19,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,8,2,test,0,l,r,lobo,kofi,partner,get_soc,soc,1.52,1.92,,3.08,yes,yes,,,,5,1.52,5,,,,yes
sanchez2018chimpanzees,2017,8,19,lobo,13.0,m,focal_participant,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,8,3,test,2,l,r,lobo,kofi,partner,get_soc,soc,6.8,1,,15.96,yes,yes,,,,16.96,6.8,16.96,,,,yes
sanchez2018chimpanzees,2017,8,19,,,,,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,8,4,control,4,,r,,kofi,partner,,soc,,2.36,,12.12,,yes,,,,14.48,,14.48,,,,yes
sanchez2018chimpanzees,2017,8,19,,,,,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,8,5,control,0,,r,,kofi,partner,,soc,,2.12,,9.92,,yes,,,,12.04,,12.04,,,,yes
sanchez2018chimpanzees,2017,8,19,,,,,kofi,12.0,m,partner,chimpanzee,kofi_lobo,male,2,8,6,control,2,,r,,kofi,partner,,soc,,2.36,,1.8,,yes,,,,4.16,,4.16,,,,yes
sanchez2018chimpanzees,2017,8,19,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,8,1,test,4,l,r,frodo,lome,partner,get_soc,soc,0.8,0.56,,4.04,yes,yes,,,,4.6,0.8,4.6,,,,yes
sanchez2018chimpanzees,2017,8,19,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,8,2,test,2,l,r,frodo,lome,partner,nonsoc,soc,2.32,2.96,,8,yes,yes,,,,10.96,2.32,10.96,,,,yes
sanchez2018chimpanzees,2017,8,19,frodo,23.0,m,focal_participant,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,8,3,test,0,l,r,frodo,lome,partner,get_soc,soc,0.76,4.16,,2,yes,yes,,,,6.16,0.76,6.16,,,,yes
sanchez2018chimpanzees,2017,8,19,,,,,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,8,4,control,0,,r,,lome,partner,,soc,,1.24,,2.08,,yes,,,,3.32,,3.32,,,,yes
sanchez2018chimpanzees,2017,8,19,,,,,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,8,5,control,4,,r,,lome,partner,,soc,,2.16,,2.08,,yes,,,,4.24,,4.24,,,,yes
sanchez2018chimpanzees,2017,8,19,,,,,lome,16.0,m,partner,chimpanzee,frodo_lome,male,2,8,6,control,2,,r,,lome,partner,,soc,,1.52,,1.92,,yes,,,,3.44,,3.44,,,,yes
