study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,phase,session,trial,condition,leverage,side_focal_participant,side_partner,individual_left,individual_right,1st_access,focal_participant_decision,partner_decision,focal_participant_lat_opendoor,partner_lat_opendoor,focal_participant_lat_doortopull,partner_lat_doortopull,focal_participant_success,partner_success,lev_underst_full,lev_underst_gen,focal_participant_lat_doorandpull,parter_lat_doorandpull,focal_participant_latency_total,partner_latency_total,soc_choice,cox1_freechoice_focal,cox2_freechoicepull,cox3_freechoice
sanchez2018chimpanzees,2017,8,20,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,7,1,test,0,r,l,bangolo,tai,partner,get_soc,soc,1.72,0.76,,1.24,yes,yes,,,,2,1.72,2,,,,yes
sanchez2018chimpanzees,2017,8,20,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,7,2,test,4,r,l,bangolo,tai,partner,nonsoc,soc,1.52,1.76,,1.12,yes,yes,,,,2.88,1.52,2.88,,,,yes
sanchez2018chimpanzees,2017,8,20,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,7,3,test,2,r,l,bangolo,tai,partner,nonsoc,nonsoc,3.8,0.96,,,yes,no,,,,,3.8,0.96,,,,
sanchez2018chimpanzees,2017,8,20,,,,,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,7,4,control,2,,l,bangolo,,partner,,soc,,0.84,,0.92,,yes,,,,1.76,,1.76,,,,yes
sanchez2018chimpanzees,2017,8,20,,,,,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,7,5,control,0,,l,bangolo,,partner,,soc,,0.68,,1.52,,yes,,,,2.2,,2.2,,,,yes
sanchez2018chimpanzees,2017,8,20,,,,,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,7,6,control,4,,l,bangolo,,partner,,soc,,1.44,,1.16,,yes,,,,2.6,,2.6,,,,yes
sanchez2018chimpanzees,2017,8,27,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,8,1,control,2,l,,tai,,subject,nonsoc,,2.6,,,,yes,,,,,,2.6,,1.0,yes,,
sanchez2018chimpanzees,2017,8,27,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,8,2,control,4,l,,tai,,subject,nonsoc,,0.6,,,,yes,,,,,,0.6,,1.0,yes,,
sanchez2018chimpanzees,2017,8,27,tai,15.0,f,focal_participant,,,,,chimpanzee,bangolo_tai,mix,2,8,3,control,0,l,,tai,,subject,soc,,1,,1.16,,yes,,,,2.16,,2.16,,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,27,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,8,4,test,2,l,r,tai,bangolo,subject,nonsoc,soc,1,1.6,,5.24,yes,yes,no,no,,6.84,1,6.84,1.0,yes,,
sanchez2018chimpanzees,2017,8,27,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,8,5,test,0,l,r,tai,bangolo,subject,soc,get_soc,1.24,0.76,2.76,,yes,yes,no,no,4,,4,0.76,0.0,yes,yes,
sanchez2018chimpanzees,2017,8,27,tai,15.0,f,focal_participant,bangolo,8.0,m,partner,chimpanzee,bangolo_tai,mix,2,8,6,test,4,l,r,tai,bangolo,subject,nonsoc,soc,1.92,1.52,,1.88,yes,yes,,,,3.4,1.92,3.4,1.0,yes,,
sanchez2018chimpanzees,2017,9,15,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,3,1,control,4,,l,frodo,,partner,,no,,,,,,no,,,,,,,,,,no
sanchez2018chimpanzees,2017,9,15,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,3,2,control,2,,l,frodo,,partner,,no,,,,,,no,,,,,,,,,,no
sanchez2018chimpanzees,2017,9,15,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,3,3,control,0,,l,frodo,,partner,,no,,,,,,no,,,,,,,,,,no
sanchez2018chimpanzees,2017,9,15,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,3,4,test,2,r,l,frodo,lome,partner,nonsoc,no,1.16,,,,yes,no,,,,,1.16,,,,,no
sanchez2018chimpanzees,2017,9,15,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,3,5,test,4,r,l,frodo,lome,partner,nonsoc,no,1.6,,,,yes,no,,,,,1.6,,,,,no
sanchez2018chimpanzees,2017,9,15,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,3,6,test,0,r,l,frodo,lome,partner,soc,get_soc,1.44,18.08,1.36,,yes,yes,,,2.8,,2.8,18.08,,,,no
sanchez2018chimpanzees,2017,9,24,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,4,1,test,2,l,r,lome,frodo,subject,nonsoc,no,3.28,,,,yes,no,no,no,,,3.28,,1.0,yes,,
sanchez2018chimpanzees,2017,9,24,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,4,2,test,4,l,r,lome,frodo,subject,nonsoc,no,2.32,,,,yes,no,,,,,2.32,,1.0,yes,,
sanchez2018chimpanzees,2017,9,24,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,4,3,test,0,l,r,lome,frodo,subject,soc,get_soc,1.36,2.48,1.08,,yes,yes,no,no,2.44,,2.44,2.48,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,24,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,4,4,control,4,l,,lome,,subject,nonsoc,,1.84,,,,yes,,,,,,1.84,,1.0,yes,,
sanchez2018chimpanzees,2017,9,24,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,4,5,control,2,l,,lome,,subject,nonsoc,,2.6,,,,yes,,,,,,2.6,,1.0,yes,,
sanchez2018chimpanzees,2017,9,24,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,4,6,control,0,l,,lome,,subject,soc,,2.92,,1.2,,yes,,,,4.12,,4.12,,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,24,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,3,1,control,4,,l,lobo,,partner,,soc,,0.56,,1.96,,yes,,,,2.52,,2.52,,,,yes
sanchez2018chimpanzees,2017,9,24,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,3,2,control,0,,l,lobo,,partner,,soc,,1.88,,4.96,,yes,,,,6.84,,6.84,,,,yes
sanchez2018chimpanzees,2017,9,24,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,3,3,control,2,,l,lobo,,partner,,soc,,7.24,,1.44,,yes,,,,8.68,,8.68,,,,yes
sanchez2018chimpanzees,2017,9,24,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,3,4,test,0,r,l,lobo,kofi,partner,soc,get_soc,5,3.76,3.56,,yes,yes,,,8.56,,8.56,3.76,,,,no
sanchez2018chimpanzees,2017,9,24,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,3,5,test,2,r,l,lobo,kofi,partner,nonsoc,soc,1.6,8,,8.92,yes,yes,,,,16.92,1.6,16.92,,,,no
sanchez2018chimpanzees,2017,9,24,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,3,6,test,4,r,l,lobo,kofi,partner,nonsoc,soc,0.8,12.68,,5.12,yes,yes,,,,17.8,0.8,17.8,,,,no
sanchez2018chimpanzees,2017,9,26,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,4,1,test,2,l,r,kofi,lobo,subject,nonsoc,soc,0.92,5.16,,3.76,yes,yes,no,no,,8.92,0.92,8.92,1.0,yes,,
sanchez2018chimpanzees,2017,9,26,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,4,2,test,0,l,r,kofi,lobo,subject,soc,get_soc,0.6,0.84,3.4,,yes,yes,no,no,4,,4,0.84,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,26,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,4,3,test,4,l,r,kofi,lobo,subject,nonsoc,soc,1.16,1.68,,6.28,yes,yes,,,,7.96,1.16,7.96,1.0,yes,,
sanchez2018chimpanzees,2017,9,26,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,4,4,control,2,l,,kofi,,subject,nonsoc,,1.28,,,,yes,,,,,,1.28,,1.0,yes,,
sanchez2018chimpanzees,2017,9,26,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,4,5,control,0,l,,kofi,,subject,soc,,1.72,,2.2,,yes,,,,3.92,,3.92,,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,26,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,4,6,control,4,l,,kofi,,subject,nonsoc,,1.28,,,,yes,,,,,,1.28,,1.0,yes,,
sanchez2018chimpanzees,2017,9,27,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,5,1,test,2,l,r,kofi,lobo,partner,nonsoc,soc,2.56,6.2,,9,yes,yes,,,,15.2,2.56,15.2,,,,no
sanchez2018chimpanzees,2017,9,27,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,5,2,test,0,l,r,kofi,lobo,partner,get_soc,soc,0.12,0.92,,4.88,yes,yes,,,,5.8,0.12,5.8,,,,yes
sanchez2018chimpanzees,2017,9,27,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,5,3,test,4,l,r,kofi,lobo,partner,nonsoc,soc,2.16,4.72,,2,yes,yes,,,,6.72,2.16,6.72,,,,yes
sanchez2018chimpanzees,2017,9,27,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,5,4,control,2,,r,,lobo,partner,,soc,,1.32,,5.12,,yes,,,,6.44,,6.44,,,,yes
sanchez2018chimpanzees,2017,9,27,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,5,5,control,4,,r,,lobo,partner,,soc,,2.44,,2.6,,yes,,,,5.04,,5.04,,,,yes
sanchez2018chimpanzees,2017,9,27,,,,,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,5,6,control,0,,r,,lobo,partner,,soc,,1.28,,1.8,,yes,,,,3.08,,3.08,,,,yes
sanchez2018chimpanzees,2017,9,28,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,6,1,control,4,r,,,kofi,subject,nonsoc,,1.44,,,,yes,,,,,,1.44,,1.0,yes,,
sanchez2018chimpanzees,2017,9,28,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,6,2,control,2,r,,,kofi,subject,nonsoc,,1.68,,,,yes,,,,,,1.68,,1.0,yes,,
sanchez2018chimpanzees,2017,9,28,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,6,3,control,0,r,,,kofi,subject,soc,,0.44,,1.76,,yes,,,,2.2,,2.2,,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,28,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,6,4,test,2,r,l,lobo,kofi,subject,nonsoc,soc,1.84,3.56,,2.68,yes,yes,no,no,,6.24,1.84,6.24,1.0,yes,,
sanchez2018chimpanzees,2017,9,28,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,6,5,test,0,r,l,lobo,kofi,subject,soc,get_soc,0.56,1.36,1.56,,yes,yes,no,no,2.12,,2.12,1.36,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,28,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,6,6,test,4,r,l,lobo,kofi,subject,nonsoc,soc,2.72,0.96,,8.16,yes,yes,,,,9.12,2.72,9.12,1.0,yes,,
sanchez2018chimpanzees,2017,9,26,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,5,1,test,2,l,r,lome,frodo,partner,nonsoc,no,1.72,,,,yes,no,,,,,1.72,,,,,no
sanchez2018chimpanzees,2017,9,26,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,5,2,test,0,l,r,lome,frodo,partner,soc,get_soc,0.76,16.4,1.52,,yes,yes,,,2.28,,2.28,16.4,,,,no
sanchez2018chimpanzees,2017,9,26,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,5,3,test,4,l,r,lome,frodo,partner,nonsoc,no,5.8,,,,yes,no,,,,,5.8,,,,,no
sanchez2018chimpanzees,2017,9,26,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,5,4,control,0,,r,,frodo,partner,,no,,,,,,no,,,,,,,,,,no
sanchez2018chimpanzees,2017,9,26,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,5,5,control,2,,r,,frodo,partner,,no,,,,,,no,,,,,,,,,,no
sanchez2018chimpanzees,2017,9,26,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,5,6,control,4,,r,,frodo,partner,,no,,,,,,no,,,,,,,,,,no
sanchez2018chimpanzees,2017,9,27,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,6,1,control,4,r,,,lome,subject,nonsoc,,2.08,,,,yes,,,,,,2.08,,1.0,yes,,
sanchez2018chimpanzees,2017,9,27,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,6,2,control,2,r,,,lome,subject,nonsoc,,2.24,,,,yes,,,,,,2.24,,1.0,yes,,
sanchez2018chimpanzees,2017,9,27,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,6,3,control,0,r,,,lome,subject,soc,,0.84,,1.4,,yes,,,,2.24,,2.24,,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,27,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,6,4,test,2,r,l,frodo,lome,subject,nonsoc,soc,1.52,1.04,,2.24,yes,yes,no,no,,3.28,1.52,3.28,1.0,yes,,
sanchez2018chimpanzees,2017,9,27,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,6,5,test,4,r,l,frodo,lome,subject,nonsoc,soc,1.44,3.04,,2.76,yes,yes,,,,5.8,1.44,5.8,1.0,yes,,
sanchez2018chimpanzees,2017,9,27,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,6,6,test,0,r,l,frodo,lome,subject,soc,get_soc,1.64,0.84,5.2,,yes,yes,no,no,6.84,,6.84,0.84,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,28,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,7,1,control,2,,r,,frodo,partner,,soc,,12.72,,6.96,,yes,,,,19.68,,19.68,,,,yes
sanchez2018chimpanzees,2017,9,28,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,7,2,control,4,,r,,frodo,partner,,soc,,8.36,,12.6,,yes,,,,20.96,,20.96,,,,yes
sanchez2018chimpanzees,2017,9,28,,,,,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,7,3,control,0,,r,,frodo,partner,,soc,,3.16,,4.2,,yes,,,,7.36,,7.36,,,,yes
sanchez2018chimpanzees,2017,9,28,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,7,4,test,2,l,r,lome,frodo,partner,nonsoc,soc,2.76,19.72,,,yes,no,,,,,2.76,19.72,,,,no
sanchez2018chimpanzees,2017,9,28,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,7,5,test,4,l,r,lome,frodo,partner,nonsoc,soc,8.6,5.48,,2.92,yes,yes,,,,8.4,8.6,8.4,,,,yes
sanchez2018chimpanzees,2017,9,28,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,7,6,test,0,l,r,lome,frodo,partner,soc,get_soc,3.36,2,1.12,,yes,yes,,,4.48,,4.48,2,,,,no
sanchez2018chimpanzees,2017,10,2,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,7,1,control,2,l,,kofi,,subject,nonsoc,,2.72,,,,yes,,,,,,2.72,,1.0,yes,,
sanchez2018chimpanzees,2017,10,2,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,7,2,control,0,l,,kofi,,subject,soc,,2,,2.68,,yes,,,,4.68,,4.68,,0.0,yes,yes,
sanchez2018chimpanzees,2017,10,2,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,7,3,control,4,l,,kofi,,subject,nonsoc,,6.24,,,,yes,,,,,,6.24,,1.0,yes,,
sanchez2018chimpanzees,2017,10,2,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,7,4,test,4,l,r,kofi,lobo,subject,nonsoc,soc,3.56,2.24,,2.68,yes,yes,,,,4.92,3.56,4.92,1.0,yes,,
sanchez2018chimpanzees,2017,10,2,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,7,5,test,0,l,r,kofi,lobo,subject,soc,get_soc,3,1.52,6.56,,yes,yes,no,no,9.56,,9.56,1.52,0.0,yes,yes,
sanchez2018chimpanzees,2017,10,2,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,7,6,test,2,l,r,kofi,lobo,subject,nonsoc,soc,3.4,1.76,,2.76,yes,yes,no,no,,4.52,3.4,4.52,1.0,yes,,
sanchez2018chimpanzees,2017,9,30,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,8,1,test,2,r,l,frodo,lome,subject,nonsoc,soc,1.88,4.96,,4.08,yes,yes,no,no,,9.04,1.88,9.04,1.0,yes,,
sanchez2018chimpanzees,2017,9,30,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,8,2,test,4,r,l,frodo,lome,subject,nonsoc,soc,1.48,10.84,,6.52,yes,yes,,,,17.36,1.48,17.36,1.0,yes,,
sanchez2018chimpanzees,2017,9,30,lome,16.0,m,focal_participant,frodo,23.0,m,partner,chimpanzee,frodo_lome,male,2,8,3,test,0,r,l,frodo,lome,subject,soc,get_soc,1.84,1.8,5.48,,yes,yes,no,no,7.32,,7.32,1.8,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,30,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,8,4,control,0,r,,,lome,subject,soc,,0.96,,3.52,,yes,,,,4.48,,4.48,,0.0,yes,yes,
sanchez2018chimpanzees,2017,9,30,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,8,5,control,4,r,,,lome,subject,nonsoc,,1.2,,,,yes,,,,,,1.2,,1.0,yes,,
sanchez2018chimpanzees,2017,9,30,lome,16.0,m,focal_participant,,,,,chimpanzee,frodo_lome,male,2,8,6,control,2,r,,,lome,subject,nonsoc,,1.52,,,,yes,,,,,,1.52,,1.0,yes,,
sanchez2018chimpanzees,2017,10,18,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,8,1,test,0,r,l,lobo,kofi,subject,soc,get_soc,3.4,1.72,1.56,,yes,yes,no,no,4.96,,4.96,1.72,0.0,yes,yes,
sanchez2018chimpanzees,2017,10,18,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,8,2,test,4,r,l,lobo,kofi,subject,nonsoc,soc,1.28,4.92,,1.76,yes,yes,,,,6.68,1.28,6.68,1.0,yes,,
sanchez2018chimpanzees,2017,10,18,kofi,12.0,m,focal_participant,lobo,13.0,m,partner,chimpanzee,kofi_lobo,male,2,8,3,test,2,r,l,lobo,kofi,subject,nonsoc,soc,1.24,1.68,,,yes,no,no,no,,,1.24,1.68,1.0,yes,,
sanchez2018chimpanzees,2017,10,18,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,8,4,control,4,r,,,kofi,subject,nonsoc,,3.64,,,,yes,,,,,,3.64,,1.0,yes,,
sanchez2018chimpanzees,2017,10,18,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,8,5,control,0,r,,,kofi,subject,soc,,1.04,,1.88,,yes,,,,2.92,,2.92,,0.0,yes,yes,
sanchez2018chimpanzees,2017,10,18,kofi,12.0,m,focal_participant,,,,,chimpanzee,kofi_lobo,male,2,8,6,control,2,r,,,kofi,subject,nonsoc,,1.64,,,,yes,,,,,,1.64,,1.0,yes,,
