study_id,experiment,year,month,day,participant,age_original,age_in_years,sex,species,trial,condition,correct,tool_set,transport,transport_tools,use,use_tools,present,comments
manrique2010great,1,2007,2,28,kuno,10.0,10.0,m,bonobo,3.0,cane,no,1.0,b,string_cane_pieces_b,b,string_cane_pieces_b,,
manrique2010great,1,2007,3,1,kuno,10.0,10.0,m,bonobo,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,3,1,kuno,10.0,10.0,m,bonobo,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,3,1,kuno,10.0,10.0,m,bonobo,3.0,cane,no,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,c,string_cane_pieces_c,,
manrique2010great,1,2007,3,6,kuno,10.0,10.0,m,bonobo,1.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,3,6,kuno,10.0,10.0,m,bonobo,2.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,3,6,kuno,10.0,10.0,m,bonobo,3.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,3,7,kuno,10.0,10.0,m,bonobo,1.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,7,kuno,10.0,10.0,m,bonobo,2.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,7,kuno,10.0,10.0,m,bonobo,3.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,8,kuno,10.0,10.0,m,bonobo,1.0,table,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,,
manrique2010great,1,2007,3,8,kuno,10.0,10.0,m,bonobo,2.0,table,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,,
manrique2010great,1,2007,3,8,kuno,10.0,10.0,m,bonobo,3.0,table,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,,
manrique2010great,1,2007,2,22,limbuko,11.0,11.0,m,bonobo,1.0,string,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,,
manrique2010great,1,2007,2,22,limbuko,11.0,11.0,m,bonobo,2.0,string,no,1.0,b+c,blue_cord+white_paper,c,white_paper,,
manrique2010great,1,2007,2,22,limbuko,11.0,11.0,m,bonobo,3.0,string,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,,
manrique2010great,1,2007,2,23,limbuko,11.0,11.0,m,bonobo,1.0,string,yes,2.0,a+c,metal_U-shaped+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,2,23,limbuko,11.0,11.0,m,bonobo,2.0,string,yes,2.0,a+c,metal_U-shaped+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,2,23,limbuko,11.0,11.0,m,bonobo,3.0,string,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,2,26,limbuko,11.0,11.0,m,bonobo,1.0,string,no,3.0,b+c,red_pvc_strip+grey_felt,b,red_pvc_strip,,
manrique2010great,1,2007,2,26,limbuko,11.0,11.0,m,bonobo,2.0,string,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,2,26,limbuko,11.0,11.0,m,bonobo,3.0,string,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,2,27,limbuko,11.0,11.0,m,bonobo,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,2,27,limbuko,11.0,11.0,m,bonobo,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,2,27,limbuko,11.0,11.0,m,bonobo,3.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,2,28,limbuko,11.0,11.0,m,bonobo,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,2,28,limbuko,11.0,11.0,m,bonobo,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,2,28,limbuko,11.0,11.0,m,bonobo,3.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,3,1,limbuko,11.0,11.0,m,bonobo,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,3,1,limbuko,11.0,11.0,m,bonobo,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,3,1,limbuko,11.0,11.0,m,bonobo,3.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,3,2,limbuko,11.0,11.0,m,bonobo,1.0,table,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,,
manrique2010great,1,2007,3,2,limbuko,11.0,11.0,m,bonobo,2.0,table,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,,
manrique2010great,1,2007,3,2,limbuko,11.0,11.0,m,bonobo,3.0,table,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,,
manrique2010great,1,2007,3,6,limbuko,11.0,11.0,m,bonobo,1.0,table,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,3,6,limbuko,11.0,11.0,m,bonobo,2.0,table,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,3,6,limbuko,11.0,11.0,m,bonobo,3.0,table,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,3,7,limbuko,11.0,11.0,m,bonobo,1.0,table,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,3,7,limbuko,11.0,11.0,m,bonobo,2.0,table,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,3,7,limbuko,11.0,11.0,m,bonobo,3.0,table,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,2,22,yasa,9.0,9.0,f,bonobo,1.0,string,yes,3.0,a+b,green_garden_wire+red_pvc_strip,a,green_garden_wire,,
manrique2010great,1,2007,2,22,yasa,9.0,9.0,f,bonobo,2.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,2,22,yasa,9.0,9.0,f,bonobo,3.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,2,23,yasa,9.0,9.0,f,bonobo,1.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,2,23,yasa,9.0,9.0,f,bonobo,2.0,string,yes,2.0,a+c,metal_U-shaped+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,2,23,yasa,9.0,9.0,f,bonobo,3.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,2,26,yasa,9.0,9.0,f,bonobo,1.0,string,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,,
manrique2010great,1,2007,2,26,yasa,9.0,9.0,f,bonobo,2.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,2,26,yasa,9.0,9.0,f,bonobo,3.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,2,27,yasa,9.0,9.0,f,bonobo,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,2,27,yasa,9.0,9.0,f,bonobo,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,2,27,yasa,9.0,9.0,f,bonobo,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,2,28,yasa,9.0,9.0,f,bonobo,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,2,28,yasa,9.0,9.0,f,bonobo,2.0,cane,no,1.0,b,string_cane_pieces_b,b,string_cane_pieces_b,,
manrique2010great,1,2007,2,28,yasa,9.0,9.0,f,bonobo,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,1,yasa,9.0,9.0,f,bonobo,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,1,yasa,9.0,9.0,f,bonobo,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,1,yasa,9.0,9.0,f,bonobo,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,2,yasa,9.0,9.0,f,bonobo,1.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,2,yasa,9.0,9.0,f,bonobo,2.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,2,yasa,9.0,9.0,f,bonobo,3.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,6,yasa,9.0,9.0,f,bonobo,1.0,table,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,,
manrique2010great,1,2007,3,6,yasa,9.0,9.0,f,bonobo,2.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,3,6,yasa,9.0,9.0,f,bonobo,3.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,3,7,yasa,9.0,9.0,f,bonobo,1.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,3,7,yasa,9.0,9.0,f,bonobo,2.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,3,7,yasa,9.0,9.0,f,bonobo,3.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2006,9,18,dokana,18.0,17.0,f,orangutan,1.0,string,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,pagai,
manrique2010great,1,2006,9,18,dokana,18.0,17.0,f,orangutan,2.0,string,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,pagai,
manrique2010great,1,2006,9,18,dokana,18.0,17.0,f,orangutan,3.0,string,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,pagai,
manrique2010great,1,2006,9,20,dokana,18.0,17.0,f,orangutan,1.0,string,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,pagai,
manrique2010great,1,2006,9,20,dokana,18.0,17.0,f,orangutan,2.0,string,yes,1.0,a+c,grey_plastic+white_paper,a,grey_plastic,pagai,
manrique2010great,1,2006,9,20,dokana,18.0,17.0,f,orangutan,3.0,string,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,pagai,
manrique2010great,1,2006,9,22,dokana,18.0,17.0,f,orangutan,1.0,string,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,pagai,
manrique2010great,1,2006,9,22,dokana,18.0,17.0,f,orangutan,2.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,pagai,
manrique2010great,1,2006,9,22,dokana,18.0,17.0,f,orangutan,3.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,pagai,
manrique2010great,1,2007,1,13,dokana,18.0,17.0,f,orangutan,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,pagai,
manrique2010great,1,2007,1,13,dokana,18.0,17.0,f,orangutan,2.0,cane,yes,1.0,a+c,wood_cane_pieces+string_cane_pieces_c,a,wood_cane_pieces,pagai,
manrique2010great,1,2007,1,13,dokana,18.0,17.0,f,orangutan,3.0,cane,yes,1.0,a+b,wood_cane_pieces+string_cane_pieces_b,a,wood_cane_pieces,pagai,
manrique2010great,1,2007,1,14,dokana,18.0,17.0,f,orangutan,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,pagai,
manrique2010great,1,2007,1,14,dokana,18.0,17.0,f,orangutan,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,pagai,
manrique2010great,1,2007,1,14,dokana,18.0,17.0,f,orangutan,3.0,cane,no,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,b_or_c,string_cane_pieces,pagai,either_b_or_c_was_used
manrique2010great,1,2007,1,15,dokana,18.0,17.0,f,orangutan,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,pagai,
manrique2010great,1,2007,1,15,dokana,18.0,17.0,f,orangutan,2.0,cane,no,1.0,c,string_cane_pieces_c,c,string_cane_pieces_c,pagai,
manrique2010great,1,2007,1,15,dokana,18.0,17.0,f,orangutan,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,pagai,
manrique2010great,1,2007,1,18,dokana,18.0,17.0,f,orangutan,1.0,table,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,pagai,b_transported_by_Pagai
manrique2010great,1,2007,1,18,dokana,18.0,17.0,f,orangutan,2.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,pagai,
manrique2010great,1,2007,1,18,dokana,18.0,17.0,f,orangutan,3.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,pagai,
manrique2010great,1,2007,1,19,dokana,18.0,17.0,f,orangutan,1.0,table,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,pagai,b_transported_by_Pagai
manrique2010great,1,2007,1,19,dokana,18.0,17.0,f,orangutan,2.0,table,yes,2.0,a+c,metal_U-shaped+blue_foam,a,metal_U-shaped,pagai,
manrique2010great,1,2007,1,19,dokana,18.0,17.0,f,orangutan,3.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,pagai,
manrique2010great,1,2007,1,22,dokana,18.0,17.0,f,orangutan,1.0,table,no,3.0,b+c,red_pvc_strip+grey_felt,b,red_pvc_strip,pagai,
manrique2010great,1,2007,1,22,dokana,18.0,17.0,f,orangutan,2.0,table,yes,3.0,a+b,green_garden_wire+red_pvc_strip,a,green_garden_wire,pagai,
manrique2010great,1,2007,1,22,dokana,18.0,17.0,f,orangutan,3.0,table,yes,3.0,a+b,green_garden_wire+red_pvc_strip,a,green_garden_wire,pagai,
manrique2010great,1,2006,9,18,dunja,34.0,33.0,f,orangutan,1.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2006,9,18,dunja,34.0,33.0,f,orangutan,2.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2006,9,18,dunja,34.0,33.0,f,orangutan,3.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2006,9,20,dunja,34.0,33.0,f,orangutan,1.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2006,9,20,dunja,34.0,33.0,f,orangutan,2.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2006,9,20,dunja,34.0,33.0,f,orangutan,3.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2006,9,22,dunja,34.0,33.0,f,orangutan,1.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2006,9,22,dunja,34.0,33.0,f,orangutan,2.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2006,9,22,dunja,34.0,33.0,f,orangutan,3.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,19,dunja,34.0,33.0,f,orangutan,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,19,dunja,34.0,33.0,f,orangutan,2.0,cane,no,1.0,b,string_cane_pieces_b,b,string_cane_pieces_b,,
manrique2010great,1,2007,1,19,dunja,34.0,33.0,f,orangutan,3.0,cane,no,1.0,c,string_cane_pieces_c,c,string_cane_pieces_c,,
manrique2010great,1,2007,1,23,dunja,34.0,33.0,f,orangutan,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,23,dunja,34.0,33.0,f,orangutan,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,23,dunja,34.0,33.0,f,orangutan,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,24,dunja,34.0,33.0,f,orangutan,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,24,dunja,34.0,33.0,f,orangutan,2.0,cane,no,1.0,c,string_cane_pieces_c,c,string_cane_pieces_c,,
manrique2010great,1,2007,1,24,dunja,34.0,33.0,f,orangutan,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,25,dunja,34.0,33.0,f,orangutan,1.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,1,25,dunja,34.0,33.0,f,orangutan,2.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,1,25,dunja,34.0,33.0,f,orangutan,3.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,1,26,dunja,34.0,33.0,f,orangutan,1.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,26,dunja,34.0,33.0,f,orangutan,2.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,26,dunja,34.0,33.0,f,orangutan,3.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,27,dunja,34.0,33.0,f,orangutan,1.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,27,dunja,34.0,33.0,f,orangutan,2.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,27,dunja,34.0,33.0,f,orangutan,3.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,18,padana,9.0,9.0,f,orangutan,1.0,string,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,,
manrique2010great,1,2007,1,18,padana,9.0,9.0,f,orangutan,2.0,string,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,,
manrique2010great,1,2007,1,18,padana,9.0,9.0,f,orangutan,3.0,string,no,1.0,a+b+c,grey_plastic+blue_cord+white_paper,b(1)a,blue_cord,,used the correct tool a after first trying b
manrique2010great,1,2007,1,19,padana,9.0,9.0,f,orangutan,1.0,string,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,1,19,padana,9.0,9.0,f,orangutan,2.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,19,padana,9.0,9.0,f,orangutan,3.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,22,padana,9.0,9.0,f,orangutan,1.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,22,padana,9.0,9.0,f,orangutan,2.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,22,padana,9.0,9.0,f,orangutan,3.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,24,padana,9.0,9.0,f,orangutan,1.0,cane,no,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,c,string_cane_pieces_c,,
manrique2010great,1,2007,1,24,padana,9.0,9.0,f,orangutan,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,24,padana,9.0,9.0,f,orangutan,3.0,cane,no,1.0,c,string_cane_pieces_c,c,string_cane_pieces_c,,
manrique2010great,1,2007,1,25,padana,9.0,9.0,f,orangutan,1.0,cane,no,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,b,string_cane_pieces_b,,
manrique2010great,1,2007,1,25,padana,9.0,9.0,f,orangutan,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,1,25,padana,9.0,9.0,f,orangutan,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,26,padana,9.0,9.0,f,orangutan,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,1,26,padana,9.0,9.0,f,orangutan,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,26,padana,9.0,9.0,f,orangutan,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,27,padana,9.0,9.0,f,orangutan,1.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,1,27,padana,9.0,9.0,f,orangutan,2.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,1,27,padana,9.0,9.0,f,orangutan,3.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,1,28,padana,9.0,9.0,f,orangutan,1.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,28,padana,9.0,9.0,f,orangutan,2.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,28,padana,9.0,9.0,f,orangutan,3.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,2,1,padana,9.0,9.0,f,orangutan,1.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,2,1,padana,9.0,9.0,f,orangutan,2.0,table,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,2,1,padana,9.0,9.0,f,orangutan,3.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2006,9,18,pini,19.0,18.0,f,orangutan,1.0,string,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2006,9,18,pini,19.0,18.0,f,orangutan,2.0,string,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2006,9,18,pini,19.0,18.0,f,orangutan,3.0,string,yes,3.0,a+b,green_garden_wire+red_pvc_strip,a,green_garden_wire,,
manrique2010great,1,2006,9,20,pini,19.0,18.0,f,orangutan,1.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2006,9,20,pini,19.0,18.0,f,orangutan,2.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2006,9,20,pini,19.0,18.0,f,orangutan,3.0,string,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2006,9,22,pini,19.0,18.0,f,orangutan,1.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2006,9,22,pini,19.0,18.0,f,orangutan,2.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2006,9,22,pini,19.0,18.0,f,orangutan,3.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,1,13,pini,19.0,18.0,f,orangutan,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,1,13,pini,19.0,18.0,f,orangutan,2.0,cane,no,1.0,c,string_cane_pieces_c,c,string_cane_pieces_c,,
manrique2010great,1,2007,1,13,pini,19.0,18.0,f,orangutan,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,14,pini,19.0,18.0,f,orangutan,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,14,pini,19.0,18.0,f,orangutan,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,1,14,pini,19.0,18.0,f,orangutan,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,15,pini,19.0,18.0,f,orangutan,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,1,15,pini,19.0,18.0,f,orangutan,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,1,15,pini,19.0,18.0,f,orangutan,3.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,1,18,pini,19.0,18.0,f,orangutan,1.0,table,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,1,18,pini,19.0,18.0,f,orangutan,2.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,18,pini,19.0,18.0,f,orangutan,3.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,19,pini,19.0,18.0,f,orangutan,1.0,table,yes,1.0,a+c,grey_plastic+white_paper,a,grey_plastic,,
manrique2010great,1,2007,1,19,pini,19.0,18.0,f,orangutan,2.0,table,yes,1.0,a+c,grey_plastic+white_paper,a,grey_plastic,,
manrique2010great,1,2007,1,19,pini,19.0,18.0,f,orangutan,3.0,table,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,,
manrique2010great,1,2007,1,22,pini,19.0,18.0,f,orangutan,1.0,table,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
