study_id,experiment,experiment_name,year,month,day,participant,session,trial,cond,juice_side,first_opened,group_original,block,juice_position,juice_opened_at
hanus2011chimpanzee,1,opening_test,2007,12,1,yoyo,7.0,13,color,,,2.0,1.0,5.0,5.0
hanus2011chimpanzee,1,opening_test,2007,12,1,yoyo,7.0,14,color,,,2.0,1.0,1.0,2.0
hanus2011chimpanzee,1,opening_test,2007,12,2,yoyo,8.0,15,color,,,2.0,1.0,3.0,3.0
hanus2011chimpanzee,1,opening_test,2007,12,4,yoyo,1.0,1,weight,,,2.0,2.0,4.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,4,yoyo,1.0,2,weight,,,2.0,2.0,1.0,3.0
hanus2011chimpanzee,1,opening_test,2007,12,5,yoyo,2.0,3,weight,,,2.0,2.0,2.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,5,yoyo,2.0,4,weight,,,2.0,2.0,3.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,6,yoyo,3.0,5,weight,,,2.0,2.0,5.0,4.0
hanus2011chimpanzee,1,opening_test,2007,12,6,yoyo,3.0,6,weight,,,2.0,2.0,3.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,7,yoyo,4.0,7,weight,,,2.0,2.0,1.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,7,yoyo,4.0,8,weight,,,2.0,2.0,2.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,8,yoyo,5.0,9,weight,,,2.0,2.0,4.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,8,yoyo,5.0,10,weight,,,2.0,2.0,1.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,9,yoyo,6.0,11,weight,,,2.0,2.0,5.0,2.0
hanus2011chimpanzee,1,opening_test,2007,12,9,yoyo,6.0,12,weight,,,2.0,2.0,2.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,10,yoyo,7.0,13,weight,,,2.0,2.0,5.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,10,yoyo,7.0,14,weight,,,2.0,2.0,3.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,11,yoyo,8.0,15,weight,,,2.0,2.0,4.0,1.0
hanus2011chimpanzee,1,opening_test,2007,11,25,umugenzi,1.0,1,color,,,2.0,1.0,1.0,1.0
hanus2011chimpanzee,1,opening_test,2007,11,25,umugenzi,1.0,2,color,,,2.0,1.0,3.0,1.0
hanus2011chimpanzee,1,opening_test,2007,11,26,umugenzi,2.0,3,color,,,2.0,1.0,5.0,1.0
hanus2011chimpanzee,1,opening_test,2007,11,26,umugenzi,2.0,4,color,,,2.0,1.0,4.0,2.0
hanus2011chimpanzee,1,opening_test,2007,11,27,umugenzi,3.0,5,color,,,2.0,1.0,5.0,1.0
hanus2011chimpanzee,1,opening_test,2007,11,27,umugenzi,3.0,6,color,,,2.0,1.0,1.0,1.0
hanus2011chimpanzee,1,opening_test,2007,11,28,umugenzi,4.0,7,color,,,2.0,1.0,3.0,3.0
hanus2011chimpanzee,1,opening_test,2007,11,28,umugenzi,4.0,8,color,,,2.0,1.0,2.0,4.0
hanus2011chimpanzee,1,opening_test,2007,11,29,umugenzi,5.0,9,color,,,2.0,1.0,4.0,2.0
hanus2011chimpanzee,1,opening_test,2007,11,29,umugenzi,5.0,10,color,,,2.0,1.0,2.0,4.0
hanus2011chimpanzee,1,opening_test,2007,11,30,umugenzi,6.0,11,color,,,2.0,1.0,1.0,5.0
hanus2011chimpanzee,1,opening_test,2007,11,30,umugenzi,6.0,12,color,,,2.0,1.0,4.0,3.0
hanus2011chimpanzee,1,opening_test,2007,12,1,umugenzi,7.0,13,color,,,2.0,1.0,3.0,4.0
hanus2011chimpanzee,1,opening_test,2007,12,1,umugenzi,7.0,14,color,,,2.0,1.0,2.0,4.0
hanus2011chimpanzee,1,opening_test,2007,12,2,umugenzi,8.0,15,color,,,2.0,1.0,5.0,5.0
hanus2011chimpanzee,1,opening_test,2007,12,4,umugenzi,1.0,1,weight,,,2.0,2.0,4.0,5.0
hanus2011chimpanzee,1,opening_test,2007,12,4,umugenzi,1.0,2,weight,,,2.0,2.0,1.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,5,umugenzi,2.0,3,weight,,,2.0,2.0,2.0,2.0
hanus2011chimpanzee,1,opening_test,2007,12,5,umugenzi,2.0,4,weight,,,2.0,2.0,3.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,6,umugenzi,3.0,5,weight,,,2.0,2.0,5.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,6,umugenzi,3.0,6,weight,,,2.0,2.0,3.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,7,umugenzi,4.0,7,weight,,,2.0,2.0,1.0,3.0
hanus2011chimpanzee,1,opening_test,2007,12,7,umugenzi,4.0,8,weight,,,2.0,2.0,2.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,8,umugenzi,5.0,9,weight,,,2.0,2.0,4.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,8,umugenzi,5.0,10,weight,,,2.0,2.0,1.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,9,umugenzi,6.0,11,weight,,,2.0,2.0,5.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,9,umugenzi,6.0,12,weight,,,2.0,2.0,2.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,10,umugenzi,7.0,13,weight,,,2.0,2.0,5.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,10,umugenzi,7.0,14,weight,,,2.0,2.0,3.0,1.0
hanus2011chimpanzee,1,opening_test,2007,12,11,umugenzi,8.0,15,weight,,,2.0,2.0,4.0,1.0
