study_id,experiment,experiment_name,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,cond,juice_side,indicated,group_original,block,target_position,target_given_at,order,first_item_returned,second_item_returned,third_item_returned,fourth_item_returned,fifth_item_returned
hanus2011chimpanzee,2,exchange_test,2010,10,14,dorien,30.0,29.0,f,chimpanzee,6.0,22,weight,,,1.0,1.0,1.0,5.0,54321,5,4,3,2,1
hanus2011chimpanzee,2,exchange_test,2010,10,14,dorien,30.0,29.0,f,chimpanzee,6.0,23,weight,,,1.0,1.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,14,dorien,30.0,29.0,f,chimpanzee,6.0,24,weight,,,1.0,1.0,2.0,3.0,532,5,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,15,dorien,30.0,30.0,f,chimpanzee,7.0,25,weight,,,1.0,1.0,5.0,4.0,3245,3,2,4,5,
hanus2011chimpanzee,2,exchange_test,2010,10,15,dorien,30.0,30.0,f,chimpanzee,7.0,26,weight,,,1.0,1.0,4.0,3.0,534,5,3,4,,
hanus2011chimpanzee,2,exchange_test,2010,10,15,dorien,30.0,30.0,f,chimpanzee,7.0,27,weight,,,1.0,1.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,15,dorien,30.0,30.0,f,chimpanzee,7.0,28,weight,,,1.0,1.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,19,dorien,30.0,30.0,f,chimpanzee,8.0,29,weight,,,1.0,1.0,5.0,4.0,3245,3,2,4,5,
hanus2011chimpanzee,2,exchange_test,2010,10,19,dorien,30.0,30.0,f,chimpanzee,8.0,30,weight,,,1.0,1.0,3.0,2.0,53,5,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,19,dorien,30.0,30.0,f,chimpanzee,8.0,31,weight,,,1.0,1.0,2.0,4.0,4532,4,5,3,2,
hanus2011chimpanzee,2,exchange_test,2010,10,19,dorien,30.0,30.0,f,chimpanzee,8.0,32,weight,,,1.0,1.0,1.0,5.0,45231,4,5,2,3,1
hanus2011chimpanzee,2,exchange_test,2010,10,20,dorien,30.0,30.0,f,chimpanzee,9.0,33,weight,,,1.0,1.0,2.0,3.0,342,3,4,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,20,dorien,30.0,30.0,f,chimpanzee,9.0,34,weight,,,1.0,1.0,5.0,4.0,3245,3,2,4,5,
hanus2011chimpanzee,2,exchange_test,2010,10,20,dorien,30.0,30.0,f,chimpanzee,9.0,35,weight,,,1.0,1.0,1.0,3.0,321,3,2,1,,
hanus2011chimpanzee,2,exchange_test,2010,10,20,dorien,30.0,30.0,f,chimpanzee,9.0,36,weight,,,1.0,1.0,4.0,3.0,324,3,2,4,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,dorien,30.0,30.0,f,chimpanzee,10.0,37,weight,,,1.0,1.0,1.0,5.0,34521,3,4,5,2,1
hanus2011chimpanzee,2,exchange_test,2010,10,21,dorien,30.0,30.0,f,chimpanzee,10.0,38,weight,,,1.0,1.0,2.0,4.0,4532,4,5,3,2,
hanus2011chimpanzee,2,exchange_test,2010,10,21,dorien,30.0,30.0,f,chimpanzee,10.0,39,weight,,,1.0,1.0,3.0,2.0,23,2,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,dorien,30.0,30.0,f,chimpanzee,10.0,40,weight,,,1.0,1.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,22,dorien,30.0,30.0,f,chimpanzee,1.0,1,color,,,1.0,2.0,3.0,4.0,4253,4,2,5,3,
hanus2011chimpanzee,2,exchange_test,2010,10,22,dorien,30.0,30.0,f,chimpanzee,1.0,2,color,,,1.0,2.0,1.0,5.0,52341,5,2,3,4,1
hanus2011chimpanzee,2,exchange_test,2010,10,22,dorien,30.0,30.0,f,chimpanzee,1.0,3,color,,,1.0,2.0,4.0,5.0,52314,5,2,3,1,4
hanus2011chimpanzee,2,exchange_test,2010,10,22,dorien,30.0,30.0,f,chimpanzee,1.0,4,color,,,1.0,2.0,2.0,4.0,4532,4,5,3,2,
hanus2011chimpanzee,2,exchange_test,2010,10,26,dorien,30.0,30.0,f,chimpanzee,2.0,5,color,,,1.0,2.0,5.0,4.0,3215,3,2,1,5,
hanus2011chimpanzee,2,exchange_test,2010,10,26,dorien,30.0,30.0,f,chimpanzee,2.0,6,color,,,1.0,2.0,4.0,5.0,53214,5,3,2,1,4
hanus2011chimpanzee,2,exchange_test,2010,10,26,dorien,30.0,30.0,f,chimpanzee,2.0,7,color,,,1.0,2.0,3.0,2.0,43,4,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,26,dorien,30.0,30.0,f,chimpanzee,2.0,8,color,,,1.0,2.0,4.0,3.0,354,3,5,4,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,dorien,30.0,30.0,f,chimpanzee,3.0,9,color,,,1.0,2.0,5.0,2.0,35,3,5,,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,dorien,30.0,30.0,f,chimpanzee,3.0,10,color,,,1.0,2.0,3.0,5.0,54123,5,4,1,2,3
hanus2011chimpanzee,2,exchange_test,2010,10,28,dorien,30.0,30.0,f,chimpanzee,3.0,11,color,,,1.0,2.0,2.0,2.0,32,3,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,dorien,30.0,30.0,f,chimpanzee,3.0,12,color,,,1.0,2.0,1.0,5.0,34521,3,4,5,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,2,dorien,30.0,30.0,f,chimpanzee,4.0,13,color,,,1.0,2.0,2.0,5.0,35412,3,5,4,1,2
hanus2011chimpanzee,2,exchange_test,2010,11,2,dorien,30.0,30.0,f,chimpanzee,4.0,14,color,,,1.0,2.0,5.0,2.0,45,4,5,,,
hanus2011chimpanzee,2,exchange_test,2010,11,2,dorien,30.0,30.0,f,chimpanzee,4.0,15,color,,,1.0,2.0,1.0,3.0,431,4,3,1,,
hanus2011chimpanzee,2,exchange_test,2010,11,2,dorien,30.0,30.0,f,chimpanzee,4.0,16,color,,,1.0,2.0,4.0,2.0,54,5,4,,,
hanus2011chimpanzee,2,exchange_test,2010,11,3,dorien,30.0,30.0,f,chimpanzee,5.0,17,color,,,1.0,2.0,1.0,5.0,32451,3,2,4,5,1
hanus2011chimpanzee,2,exchange_test,2010,11,3,dorien,30.0,30.0,f,chimpanzee,5.0,18,color,,,1.0,2.0,2.0,3.0,541,5,4,1,,
hanus2011chimpanzee,2,exchange_test,2010,11,3,dorien,30.0,30.0,f,chimpanzee,5.0,19,color,,,1.0,2.0,3.0,3.0,543,5,4,3,,
hanus2011chimpanzee,2,exchange_test,2010,11,3,dorien,30.0,30.0,f,chimpanzee,5.0,20,color,,,1.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,dorien,30.0,30.0,f,chimpanzee,6.0,21,color,,,1.0,2.0,2.0,3.0,352,3,5,2,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,dorien,30.0,30.0,f,chimpanzee,6.0,22,color,,,1.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,dorien,30.0,30.0,f,chimpanzee,6.0,23,color,,,1.0,2.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,dorien,30.0,30.0,f,chimpanzee,6.0,24,color,,,1.0,2.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,dorien,30.0,30.0,f,chimpanzee,7.0,25,color,,,1.0,2.0,1.0,1.0,2,2,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,dorien,30.0,30.0,f,chimpanzee,7.0,26,color,,,1.0,2.0,4.0,2.0,54,5,4,,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,dorien,30.0,30.0,f,chimpanzee,7.0,27,color,,,1.0,2.0,1.0,5.0,53421,5,3,4,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,5,dorien,30.0,30.0,f,chimpanzee,7.0,28,color,,,1.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,8,dorien,30.0,30.0,f,chimpanzee,8.0,29,color,,,1.0,2.0,3.0,2.0,43,4,3,,,
hanus2011chimpanzee,2,exchange_test,2010,11,8,dorien,30.0,30.0,f,chimpanzee,8.0,30,color,,,1.0,2.0,4.0,4.0,5324,5,3,2,4,
hanus2011chimpanzee,2,exchange_test,2010,11,8,dorien,30.0,30.0,f,chimpanzee,8.0,31,color,,,1.0,2.0,3.0,2.0,53,5,3,,,
hanus2011chimpanzee,2,exchange_test,2010,11,8,dorien,30.0,30.0,f,chimpanzee,8.0,32,color,,,1.0,2.0,1.0,5.0,53241,5,3,2,4,1
hanus2011chimpanzee,2,exchange_test,2010,11,9,dorien,30.0,30.0,f,chimpanzee,9.0,33,color,,,1.0,2.0,2.0,3.0,432,4,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,11,9,dorien,30.0,30.0,f,chimpanzee,9.0,34,color,,,1.0,2.0,5.0,2.0,45,4,5,,,
hanus2011chimpanzee,2,exchange_test,2010,11,9,dorien,30.0,30.0,f,chimpanzee,9.0,35,color,,,1.0,2.0,2.0,4.0,5432,5,4,3,2,
hanus2011chimpanzee,2,exchange_test,2010,11,9,dorien,30.0,30.0,f,chimpanzee,9.0,36,color,,,1.0,2.0,4.0,2.0,54,5,4,,,
hanus2011chimpanzee,2,exchange_test,2010,11,10,dorien,30.0,30.0,f,chimpanzee,10.0,37,color,,,1.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,10,dorien,30.0,30.0,f,chimpanzee,10.0,38,color,,,1.0,2.0,3.0,2.0,53,5,3,,,
hanus2011chimpanzee,2,exchange_test,2010,11,10,dorien,30.0,30.0,f,chimpanzee,10.0,39,color,,,1.0,2.0,1.0,5.0,54321,5,4,3,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,10,dorien,30.0,30.0,f,chimpanzee,10.0,40,color,,,1.0,2.0,2.0,4.0,4352,4,3,5,2,
hanus2011chimpanzee,2,exchange_test,2010,10,6,patrick,13.4,13.0,m,chimpanzee,1.0,1,weight,,,1.0,1.0,2.0,1.0,2,2,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,6,patrick,13.4,13.0,m,chimpanzee,1.0,2,weight,,,1.0,1.0,5.0,5.0,12345,1,2,3,4,5
hanus2011chimpanzee,2,exchange_test,2010,10,6,patrick,13.4,13.0,m,chimpanzee,1.0,3,weight,,,1.0,1.0,4.0,5.0,51234,5,1,2,3,4
hanus2011chimpanzee,2,exchange_test,2010,10,6,patrick,13.4,13.0,m,chimpanzee,1.0,4,weight,,,1.0,1.0,3.0,3.0,123,1,2,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,patrick,13.4,13.0,m,chimpanzee,2.0,5,weight,,,1.0,1.0,1.0,1.0,1,1,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,patrick,13.4,13.0,m,chimpanzee,2.0,6,weight,,,1.0,1.0,4.0,4.0,2134,2,1,3,4,
hanus2011chimpanzee,2,exchange_test,2010,10,7,patrick,13.4,13.0,m,chimpanzee,2.0,7,weight,,,1.0,1.0,1.0,2.0,41,4,1,,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,patrick,13.4,13.0,m,chimpanzee,2.0,8,weight,,,1.0,1.0,5.0,5.0,34125,3,4,1,2,5
hanus2011chimpanzee,2,exchange_test,2010,10,8,patrick,13.4,13.0,m,chimpanzee,3.0,9,weight,,,1.0,1.0,3.0,3.0,123,1,2,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,8,patrick,13.4,13.0,m,chimpanzee,3.0,10,weight,,,1.0,1.0,4.0,5.0,52134,5,2,1,3,4
hanus2011chimpanzee,2,exchange_test,2010,10,8,patrick,13.4,13.0,m,chimpanzee,3.0,11,weight,,,1.0,1.0,3.0,2.0,13,1,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,8,patrick,13.4,13.0,m,chimpanzee,3.0,12,weight,,,1.0,1.0,1.0,1.0,1,1,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,12,patrick,13.4,13.0,m,chimpanzee,4.0,13,weight,,,1.0,1.0,2.0,4.0,1452,1,4,5,2,
hanus2011chimpanzee,2,exchange_test,2010,10,12,patrick,13.4,13.0,m,chimpanzee,4.0,14,weight,,,1.0,1.0,5.0,4.0,4235,4,2,3,5,
hanus2011chimpanzee,2,exchange_test,2010,10,12,patrick,13.4,13.0,m,chimpanzee,4.0,15,weight,,,1.0,1.0,2.0,2.0,32,3,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,12,patrick,13.4,13.0,m,chimpanzee,4.0,16,weight,,,1.0,1.0,4.0,4.0,1234,1,2,3,4,
hanus2011chimpanzee,2,exchange_test,2010,10,13,patrick,13.4,13.0,m,chimpanzee,5.0,17,weight,,,1.0,1.0,5.0,5.0,21345,2,1,3,4,5
hanus2011chimpanzee,2,exchange_test,2010,10,13,patrick,13.4,13.0,m,chimpanzee,5.0,18,weight,,,1.0,1.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,13,patrick,13.4,13.0,m,chimpanzee,5.0,19,weight,,,1.0,1.0,1.0,3.0,321,3,2,1,,
hanus2011chimpanzee,2,exchange_test,2010,10,13,patrick,13.4,13.0,m,chimpanzee,5.0,20,weight,,,1.0,1.0,2.0,3.0,532,5,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,14,patrick,13.4,13.0,m,chimpanzee,6.0,21,weight,,,1.0,1.0,3.0,2.0,32,3,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,14,patrick,13.4,13.0,m,chimpanzee,6.0,22,weight,,,1.0,1.0,1.0,5.0,23451,2,3,4,5,1
hanus2011chimpanzee,2,exchange_test,2010,10,14,patrick,13.4,13.0,m,chimpanzee,6.0,23,weight,,,1.0,1.0,4.0,4.0,3214,3,2,1,4,
hanus2011chimpanzee,2,exchange_test,2010,10,14,patrick,13.4,13.0,m,chimpanzee,6.0,24,weight,,,1.0,1.0,2.0,2.0,32,3,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,15,patrick,13.4,13.0,m,chimpanzee,7.0,25,weight,,,1.0,1.0,5.0,5.0,23145,2,3,1,4,5
hanus2011chimpanzee,2,exchange_test,2010,10,15,patrick,13.4,13.0,m,chimpanzee,7.0,26,weight,,,1.0,1.0,4.0,4.0,1234,1,2,3,4,
hanus2011chimpanzee,2,exchange_test,2010,10,15,patrick,13.4,13.0,m,chimpanzee,7.0,27,weight,,,1.0,1.0,3.0,3.0,123,1,2,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,15,patrick,13.4,13.0,m,chimpanzee,7.0,28,weight,,,1.0,1.0,4.0,4.0,1234,1,2,3,4,
hanus2011chimpanzee,2,exchange_test,2010,10,19,patrick,13.4,13.0,m,chimpanzee,8.0,29,weight,,,1.0,1.0,5.0,5.0,21345,2,1,3,4,5
hanus2011chimpanzee,2,exchange_test,2010,10,19,patrick,13.4,13.0,m,chimpanzee,8.0,30,weight,,,1.0,1.0,3.0,3.0,543,5,4,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,19,patrick,13.4,13.0,m,chimpanzee,8.0,31,weight,,,1.0,1.0,2.0,3.0,342,3,4,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,19,patrick,13.4,13.0,m,chimpanzee,8.0,32,weight,,,1.0,1.0,1.0,3.0,231,2,3,1,,
hanus2011chimpanzee,2,exchange_test,2010,10,20,patrick,13.4,13.0,m,chimpanzee,9.0,33,weight,,,1.0,1.0,2.0,3.0,132,1,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,20,patrick,13.4,13.0,m,chimpanzee,9.0,34,weight,,,1.0,1.0,5.0,5.0,13245,1,3,2,4,5
hanus2011chimpanzee,2,exchange_test,2010,10,20,patrick,13.4,13.0,m,chimpanzee,9.0,35,weight,,,1.0,1.0,1.0,3.0,321,3,2,1,,
hanus2011chimpanzee,2,exchange_test,2010,10,20,patrick,13.4,13.0,m,chimpanzee,9.0,36,weight,,,1.0,1.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,patrick,13.4,13.0,m,chimpanzee,10.0,37,weight,,,1.0,1.0,1.0,1.0,1,1,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,patrick,13.4,13.0,m,chimpanzee,10.0,38,weight,,,1.0,1.0,2.0,2.0,12,1,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,patrick,13.4,13.0,m,chimpanzee,10.0,39,weight,,,1.0,1.0,3.0,2.0,23,2,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,patrick,13.4,13.0,m,chimpanzee,10.0,40,weight,,,1.0,1.0,5.0,5.0,23145,2,3,1,4,5
hanus2011chimpanzee,2,exchange_test,2010,10,22,patrick,13.4,13.0,m,chimpanzee,1.0,1,color,,,1.0,2.0,3.0,2.0,13,1,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,22,patrick,13.4,13.0,m,chimpanzee,1.0,2,color,,,1.0,2.0,1.0,1.0,1,1,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,22,patrick,13.4,13.0,m,chimpanzee,1.0,3,color,,,1.0,2.0,4.0,4.0,3214,3,2,1,4,
hanus2011chimpanzee,2,exchange_test,2010,10,22,patrick,13.4,13.0,m,chimpanzee,1.0,4,color,,,1.0,2.0,2.0,5.0,13452,1,3,4,5,2
hanus2011chimpanzee,2,exchange_test,2010,10,26,patrick,13.4,13.0,m,chimpanzee,2.0,5,color,,,1.0,2.0,5.0,5.0,13425,1,3,4,2,5
hanus2011chimpanzee,2,exchange_test,2010,10,26,patrick,13.4,13.0,m,chimpanzee,2.0,6,color,,,1.0,2.0,4.0,5.0,13524,1,3,5,2,4
hanus2011chimpanzee,2,exchange_test,2010,10,26,patrick,13.4,13.0,m,chimpanzee,2.0,7,color,,,1.0,2.0,3.0,2.0,13,1,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,26,patrick,13.4,13.0,m,chimpanzee,2.0,8,color,,,1.0,2.0,4.0,2.0,24,2,4,,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,patrick,13.4,13.0,m,chimpanzee,3.0,9,color,,,1.0,2.0,5.0,4.0,1345,1,3,4,5,
hanus2011chimpanzee,2,exchange_test,2010,10,28,patrick,13.4,13.0,m,chimpanzee,3.0,10,color,,,1.0,2.0,3.0,3.0,123,1,2,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,patrick,13.4,13.0,m,chimpanzee,3.0,11,color,,,1.0,2.0,2.0,2.0,52,5,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,patrick,13.4,13.0,m,chimpanzee,3.0,12,color,,,1.0,2.0,1.0,3.0,521,5,2,1,,
hanus2011chimpanzee,2,exchange_test,2010,10,29,patrick,13.4,13.0,m,chimpanzee,4.0,13,color,,,1.0,2.0,2.0,3.0,132,1,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,29,patrick,13.4,13.0,m,chimpanzee,4.0,14,color,,,1.0,2.0,5.0,2.0,35,3,5,,,
hanus2011chimpanzee,2,exchange_test,2010,10,29,patrick,13.4,13.0,m,chimpanzee,4.0,15,color,,,1.0,2.0,1.0,2.0,21,2,1,,,
hanus2011chimpanzee,2,exchange_test,2010,10,29,patrick,13.4,13.0,m,chimpanzee,4.0,16,color,,,1.0,2.0,4.0,5.0,21534,2,1,5,3,4
hanus2011chimpanzee,2,exchange_test,2010,11,2,patrick,13.4,13.0,m,chimpanzee,5.0,17,color,,,1.0,2.0,1.0,1.0,1,1,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,2,patrick,13.4,13.0,m,chimpanzee,5.0,18,color,,,1.0,2.0,2.0,1.0,2,2,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,2,patrick,13.4,13.0,m,chimpanzee,5.0,19,color,,,1.0,2.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,2,patrick,13.4,13.0,m,chimpanzee,5.0,20,color,,,1.0,2.0,5.0,5.0,32145,3,2,1,4,5
hanus2011chimpanzee,2,exchange_test,2010,11,3,patrick,13.4,13.0,m,chimpanzee,6.0,21,color,,,1.0,2.0,2.0,4.0,1342,1,3,4,2,
hanus2011chimpanzee,2,exchange_test,2010,11,3,patrick,13.4,13.0,m,chimpanzee,6.0,22,color,,,1.0,2.0,5.0,5.0,32145,3,2,1,4,5
hanus2011chimpanzee,2,exchange_test,2010,11,3,patrick,13.4,13.0,m,chimpanzee,6.0,23,color,,,1.0,2.0,4.0,4.0,3214,3,2,1,4,
hanus2011chimpanzee,2,exchange_test,2010,11,3,patrick,13.4,13.0,m,chimpanzee,6.0,24,color,,,1.0,2.0,3.0,2.0,23,2,3,,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,patrick,13.4,13.0,m,chimpanzee,7.0,25,color,,,1.0,2.0,1.0,1.0,1,1,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,patrick,13.4,13.0,m,chimpanzee,7.0,26,color,,,1.0,2.0,4.0,2.0,14,1,4,,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,patrick,13.4,13.0,m,chimpanzee,7.0,27,color,,,1.0,2.0,1.0,1.0,1,1,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,patrick,13.4,13.0,m,chimpanzee,7.0,28,color,,,1.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,patrick,13.4,13.0,m,chimpanzee,8.0,29,color,,,1.0,2.0,3.0,2.0,53,5,3,,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,patrick,13.4,13.0,m,chimpanzee,8.0,30,color,,,1.0,2.0,4.0,3.0,234,2,3,4,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,patrick,13.4,13.0,m,chimpanzee,8.0,31,color,,,1.0,2.0,3.0,2.0,43,4,3,,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,patrick,13.4,13.0,m,chimpanzee,8.0,32,color,,,1.0,2.0,1.0,5.0,53421,5,3,4,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,8,patrick,13.4,13.0,m,chimpanzee,9.0,33,color,,,1.0,2.0,2.0,4.0,3542,3,5,4,2,
hanus2011chimpanzee,2,exchange_test,2010,11,8,patrick,13.4,13.0,m,chimpanzee,9.0,34,color,,,1.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,8,patrick,13.4,13.0,m,chimpanzee,9.0,35,color,,,1.0,2.0,2.0,4.0,5432,5,4,3,2,
hanus2011chimpanzee,2,exchange_test,2010,11,8,patrick,13.4,13.0,m,chimpanzee,9.0,36,color,,,1.0,2.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,9,patrick,13.4,13.0,m,chimpanzee,10.0,37,color,,,1.0,2.0,5.0,3.0,145,1,4,5,,
hanus2011chimpanzee,2,exchange_test,2010,11,9,patrick,13.4,13.0,m,chimpanzee,10.0,38,color,,,1.0,2.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,9,patrick,13.4,13.0,m,chimpanzee,10.0,39,color,,,1.0,2.0,1.0,4.0,2341,2,3,4,1,
hanus2011chimpanzee,2,exchange_test,2010,11,9,patrick,13.4,13.0,m,chimpanzee,10.0,40,color,,,1.0,2.0,2.0,3.0,532,5,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,6,robert,34.9,34.0,m,chimpanzee,1.0,1,weight,,,1.0,1.0,2.0,5.0,51342,5,1,3,4,2
hanus2011chimpanzee,2,exchange_test,2010,10,6,robert,34.9,34.0,m,chimpanzee,1.0,2,weight,,,1.0,1.0,5.0,2.0,35,3,5,,,
hanus2011chimpanzee,2,exchange_test,2010,10,6,robert,34.9,34.0,m,chimpanzee,1.0,3,weight,,,1.0,1.0,4.0,2.0,53,5,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,6,robert,34.9,34.0,m,chimpanzee,1.0,4,weight,,,1.0,1.0,3.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,robert,34.9,34.0,m,chimpanzee,2.0,5,weight,,,1.0,1.0,1.0,5.0,25431,2,5,4,3,1
hanus2011chimpanzee,2,exchange_test,2010,10,7,robert,34.9,34.0,m,chimpanzee,2.0,6,weight,,,1.0,1.0,4.0,3.0,124,1,2,4,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,robert,34.9,34.0,m,chimpanzee,2.0,7,weight,,,1.0,1.0,1.0,3.0,451,4,5,1,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,robert,34.9,34.0,m,chimpanzee,2.0,8,weight,,,1.0,1.0,5.0,3.0,435,4,3,5,,
hanus2011chimpanzee,2,exchange_test,2010,10,8,robert,34.9,34.0,m,chimpanzee,3.0,9,weight,,,1.0,1.0,3.0,2.0,13,1,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,8,robert,34.9,34.0,m,chimpanzee,3.0,10,weight,,,1.0,1.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,8,robert,34.9,34.0,m,chimpanzee,3.0,11,weight,,,1.0,1.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,8,robert,34.9,34.0,m,chimpanzee,3.0,12,weight,,,1.0,1.0,1.0,4.0,3241,3,2,4,1,
hanus2011chimpanzee,2,exchange_test,2010,10,12,robert,34.9,34.0,m,chimpanzee,4.0,13,weight,,,1.0,1.0,2.0,2.0,32,3,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,12,robert,34.9,34.0,m,chimpanzee,4.0,14,weight,,,1.0,1.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,12,robert,34.9,34.0,m,chimpanzee,4.0,15,weight,,,1.0,1.0,2.0,2.0,32,3,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,12,robert,34.9,34.0,m,chimpanzee,4.0,16,weight,,,1.0,1.0,4.0,3.0,324,3,2,4,,
hanus2011chimpanzee,2,exchange_test,2010,10,13,robert,34.9,34.0,m,chimpanzee,5.0,17,weight,,,1.0,1.0,5.0,4.0,3145,3,1,4,5,
hanus2011chimpanzee,2,exchange_test,2010,10,13,robert,34.9,34.0,m,chimpanzee,5.0,18,weight,,,1.0,1.0,3.0,3.0,423,4,2,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,13,robert,34.9,34.0,m,chimpanzee,5.0,19,weight,,,1.0,1.0,1.0,4.0,4321,4,3,2,1,
hanus2011chimpanzee,2,exchange_test,2010,10,13,robert,34.9,34.0,m,chimpanzee,5.0,20,weight,,,1.0,1.0,2.0,4.0,4352,4,3,5,2,
hanus2011chimpanzee,2,exchange_test,2010,10,14,robert,34.9,34.0,m,chimpanzee,6.0,21,weight,,,1.0,1.0,3.0,3.0,453,4,5,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,14,robert,34.9,34.0,m,chimpanzee,6.0,22,weight,,,1.0,1.0,1.0,5.0,43521,4,3,5,2,1
hanus2011chimpanzee,2,exchange_test,2010,10,14,robert,34.9,34.0,m,chimpanzee,6.0,23,weight,,,1.0,1.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,14,robert,34.9,34.0,m,chimpanzee,6.0,24,weight,,,1.0,1.0,2.0,4.0,4532,4,5,3,2,
