study_id,experiment,experiment_name,year,participant,age_in_years,sex,species,session,trial,period,duration_of_proximity_to_experimenter,freq_of_quasi-aggressive_acts
uher2008coherence,8,keeper_interaction_test,2005,dokana,16.0,f,orangutan,5.0,3.0,2.0,80.92,0.0
uher2008coherence,8,keeper_interaction_test,2005,dokana,16.0,f,orangutan,6.0,1.0,2.0,0.0,0.0
uher2008coherence,8,keeper_interaction_test,2005,dokana,16.0,f,orangutan,6.0,2.0,2.0,51.64,0.0
uher2008coherence,8,keeper_interaction_test,2005,dokana,16.0,f,orangutan,6.0,3.0,2.0,120.6,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,1.0,1.0,1.0,118.96,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,1.0,2.0,1.0,60.24,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,1.0,3.0,1.0,119.52,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,2.0,1.0,1.0,58.52,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,2.0,2.0,1.0,60.16,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,2.0,3.0,1.0,114.84,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,3.0,1.0,1.0,119.88,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,3.0,2.0,1.0,59.72,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,3.0,3.0,1.0,119.8,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,4.0,1.0,2.0,119.92,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,4.0,2.0,2.0,60.44,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,4.0,3.0,2.0,119.72,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,5.0,1.0,2.0,104.08,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,5.0,2.0,2.0,59.76,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,5.0,3.0,2.0,120.04,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,6.0,1.0,2.0,46.6,20.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,6.0,2.0,2.0,59.56,0.0
uher2008coherence,8,keeper_interaction_test,2005,dunja,31.0,f,orangutan,6.0,3.0,2.0,116.72,2.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,1.0,1.0,1.0,103.76,2.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,1.0,2.0,1.0,60.0,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,1.0,3.0,1.0,102.0,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,2.0,1.0,1.0,110.52,1.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,2.0,2.0,1.0,59.24,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,2.0,3.0,1.0,119.16,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,3.0,1.0,1.0,120.32,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,3.0,2.0,1.0,59.48,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,3.0,3.0,1.0,107.84,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,4.0,1.0,2.0,100.2,1.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,4.0,2.0,2.0,59.72,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,4.0,3.0,2.0,88.76,4.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,5.0,1.0,2.0,75.96,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,5.0,2.0,2.0,60.0,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,5.0,3.0,2.0,119.96,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,6.0,1.0,2.0,109.64,2.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,6.0,2.0,2.0,47.88,0.0
uher2008coherence,8,keeper_interaction_test,2005,padana,7.0,f,orangutan,6.0,3.0,2.0,107.8,4.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,1.0,1.0,1.0,119.48,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,1.0,2.0,1.0,58.84,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,1.0,3.0,1.0,120.68,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,2.0,1.0,1.0,120.76,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,2.0,2.0,1.0,60.56,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,2.0,3.0,1.0,119.72,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,3.0,1.0,1.0,104.68,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,3.0,2.0,1.0,60.44,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,3.0,3.0,1.0,98.6,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,4.0,1.0,2.0,117.28,5.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,4.0,2.0,2.0,60.6,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,4.0,3.0,2.0,119.72,2.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,5.0,1.0,2.0,33.0,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,5.0,2.0,2.0,52.36,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,5.0,3.0,2.0,102.28,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,6.0,1.0,2.0,99.4,1.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,6.0,2.0,2.0,59.52,0.0
uher2008coherence,8,keeper_interaction_test,2005,pini,16.0,f,orangutan,6.0,3.0,2.0,105.4,1.0
