study_id,experiment,experiment_name,year,participant,age_in_years,sex,species,session,period,activity,latency_to_reach_or_touch,not_found_or_taken,percentage_items_found,food_item
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,4,2,2.0,53.64,53.64,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,4,2,2.0,74.08,74.08,100.0,6.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,4,2,2.0,145.0,145.0,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,4,2,1.0,156.84,156.84,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,4,2,1.0,179.48,179.48,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,4,2,1.0,229.44,229.44,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,,1.96,1.96,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,3.0,20.68,20.68,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,2.0,36.08,36.08,100.0,2.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,3.0,57.2,57.2,100.0,3.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,2.0,61.16,61.16,100.0,4.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,2.0,84.04,84.04,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,2.0,197.88,197.88,100.0,6.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,2.0,215.72,215.72,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,1.0,220.88,220.88,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,2.0,229.64,229.64,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,5,2,1.0,393.32,393.32,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,,1.08,1.08,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,3.0,5.56,5.56,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,2.0,12.2,12.2,100.0,2.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,2.0,20.64,20.64,100.0,3.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,3.0,27.6,27.6,100.0,4.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,3.0,34.2,34.2,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,2.0,40.92,40.92,100.0,6.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,2.0,125.64,125.64,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,2.0,141.6,141.6,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,3.0,149.6,149.6,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,yasa,7,f,bonobo,6,2,2.0,425.6,425.6,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,,2.56,2.56,60.0,0.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,3.0,46.72,46.72,60.0,1.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,2.0,50.12,50.12,60.0,2.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,2.0,52.2,52.2,60.0,3.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,2.0,53.48,53.48,60.0,4.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,3.0,59.64,59.64,60.0,5.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,3.0,62.52,62.52,60.0,6.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,2.0,,600.0,60.0,7.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,2.0,,600.0,60.0,8.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,2.0,,600.0,60.0,9.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,1,1,3.0,,600.0,60.0,10.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,,3.32,3.32,90.0,0.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,3.0,7.56,7.56,90.0,1.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,2.0,15.04,15.04,90.0,2.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,2.0,166.96,166.96,90.0,3.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,,169.44,169.44,90.0,4.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,,167.24,167.24,90.0,5.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,,169.8,169.8,90.0,6.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,,245.68,245.68,90.0,7.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,,261.56,261.56,90.0,8.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,,324.88,324.88,90.0,9.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,2,1,,,600.0,90.0,10.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,2.24,2.24,70.0,0.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,9.64,9.64,70.0,1.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,27.0,27.0,70.0,2.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,94.8,94.8,70.0,3.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,95.68,95.68,70.0,4.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,96.56,96.56,70.0,5.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,110.28,110.28,70.0,6.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,110.92,110.92,70.0,7.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,,600.0,70.0,8.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,,600.0,70.0,9.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,3,1,,,600.0,70.0,10.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,,2.6,2.6,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,3.0,55.28,55.28,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,2.0,61.52,61.52,100.0,2.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,3.0,66.6,66.6,100.0,3.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,2.0,72.08,72.08,100.0,4.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,2.0,164.68,164.68,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,1.0,166.64,166.64,100.0,6.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,3.0,173.0,173.0,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,2.0,186.4,186.4,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,3.0,240.84,240.84,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,4,2,1.0,591.72,591.72,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,,,,90.0,0.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,3.0,19.8,19.8,90.0,1.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,3.0,20.36,20.36,90.0,2.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,3.0,22.6,22.6,90.0,3.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,3.0,29.96,29.96,90.0,4.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,3.0,32.6,32.6,90.0,5.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,3.0,38.24,38.24,90.0,6.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,3.0,47.76,47.76,90.0,7.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,2.0,268.88,268.88,90.0,8.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,2.0,294.04,294.04,90.0,9.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,5,2,3.0,,600.0,90.0,10.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,,,,80.0,0.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,8.4,8.4,80.0,1.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,9.92,9.92,80.0,2.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,13.4,13.4,80.0,3.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,18.56,18.56,80.0,4.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,24.04,24.04,80.0,5.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,47.28,47.28,80.0,6.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,196.88,196.88,80.0,7.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,390.52,390.52,80.0,8.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,,600.0,80.0,9.0
uher2008coherence,6,hidden_food_test,2005,frodo,11,m,chimpanzee,6,2,3.0,,600.0,80.0,10.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,,,600.0,10.0,0.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,2.0,453.92,453.92,10.0,1.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,2.0,,600.0,10.0,2.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,3.0,,600.0,10.0,3.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,2.0,,600.0,10.0,4.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,2.0,,600.0,10.0,5.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,1.0,,600.0,10.0,6.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,3.0,,600.0,10.0,7.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,2.0,,600.0,10.0,8.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,3.0,,600.0,10.0,9.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,1,1,2.0,,600.0,10.0,10.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,1.4,1.4,50.0,0.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,7.88,7.88,50.0,1.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,13.68,13.68,50.0,2.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,225.72,225.72,50.0,3.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,231.48,231.48,50.0,4.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,228.6,228.6,50.0,5.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,,600.0,50.0,6.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,,600.0,50.0,7.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,,600.0,50.0,8.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,,600.0,50.0,9.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,2,1,,,600.0,50.0,10.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,,3.11,3.11,40.0,0.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,2.0,8.24,8.24,40.0,1.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,3.0,21.64,21.64,40.0,2.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,2.0,180.8,180.8,40.0,3.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,2.0,180.8,180.8,40.0,4.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,2.0,,600.0,40.0,5.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,1.0,,600.0,40.0,6.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,2.0,,600.0,40.0,7.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,1.0,,600.0,40.0,8.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,3.0,,600.0,40.0,9.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,3,1,1.0,,600.0,40.0,10.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,,1.24,1.24,33.0,0.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,2.0,3.16,3.16,33.0,1.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,3.0,22.84,22.84,33.0,2.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,3.0,151.12,151.12,33.0,3.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,2.0,,600.0,33.0,4.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,3.0,,600.0,33.0,5.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,2.0,,600.0,33.0,6.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,3.0,,600.0,33.0,7.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,2.0,,600.0,33.0,8.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,2.0,,600.0,33.0,9.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,4,2,2.0,,600.0,33.0,10.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,,,,44.0,0.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,2.0,81.48,81.48,44.0,1.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,2.0,83.76,83.76,44.0,2.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,3.0,91.64,91.64,44.0,3.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,1.0,351.52,351.52,44.0,4.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,2.0,,600.0,44.0,5.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,3.0,,600.0,44.0,6.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,3.0,,600.0,44.0,7.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,2.0,,600.0,44.0,8.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,1.0,,600.0,44.0,9.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,5,2,2.0,,600.0,44.0,10.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,,1.0,1.0,50.0,0.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,2.0,9.88,9.88,50.0,1.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,2.0,14.36,14.36,50.0,2.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,3.0,32.28,32.28,50.0,3.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,1.0,524.4,524.4,50.0,4.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,3.0,552.84,552.84,50.0,5.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,3.0,,600.0,50.0,6.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,2.0,,600.0,50.0,7.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,2.0,,600.0,50.0,8.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,1.0,,600.0,50.0,9.0
uher2008coherence,6,hidden_food_test,2005,fraukje,28,f,chimpanzee,6,2,3.0,,600.0,50.0,10.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,,1.64,1.64,20.0,0.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,2.0,22.64,22.64,20.0,1.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,3.0,65.08,65.08,20.0,2.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,3.0,,600.0,20.0,3.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,3.0,,600.0,20.0,4.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,2.0,,600.0,20.0,5.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,2.0,,600.0,20.0,6.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,2.0,,600.0,20.0,7.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,2.0,,600.0,20.0,8.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,1.0,,600.0,20.0,9.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,1,1,2.0,,600.0,20.0,10.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,0.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,1.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,2.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,3.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,4.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,5.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,6.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,7.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,8.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,9.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,2,1,,,,,10.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,0.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,1.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,2.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,3.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,4.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,5.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,6.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,7.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,8.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,9.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,3,1,,,,,10.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,,1.52,1.52,80.0,0.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,3.0,117.24,117.24,80.0,1.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,3.0,130.12,130.12,80.0,2.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,2.0,130.88,130.88,80.0,3.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,3.0,131.8,131.8,80.0,4.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,2.0,179.32,179.32,80.0,5.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,2.0,189.64,189.64,80.0,6.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,2.0,193.28,193.28,80.0,7.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,3.0,179.32,179.32,80.0,8.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,3.0,,600.0,80.0,9.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,4,2,2.0,,600.0,80.0,10.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,,1.64,1.64,90.0,0.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,2.0,39.92,39.92,90.0,1.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,2.0,144.44,144.44,90.0,2.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,2.0,165.0,165.0,90.0,3.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,3.0,169.84,169.84,90.0,4.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,2.0,173.8,173.8,90.0,5.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,2.0,178.48,178.48,90.0,6.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,2.0,505.96,505.96,90.0,7.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,2.0,509.12,509.12,90.0,8.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,2.0,511.96,511.96,90.0,9.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,5,2,3.0,,600.0,90.0,10.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,,1.16,1.16,70.0,0.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,3.0,157.96,157.96,70.0,1.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,2.0,161.84,161.84,70.0,2.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,2.0,173.6,173.6,70.0,3.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,3.0,179.48,179.48,70.0,4.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,3.0,184.28,184.28,70.0,5.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,3.0,186.08,186.08,70.0,6.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,3.0,320.2,320.2,70.0,7.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,2.0,,600.0,70.0,8.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,2.0,,600.0,70.0,9.0
uher2008coherence,6,hidden_food_test,2005,robert,29,m,chimpanzee,6,2,2.0,,600.0,70.0,10.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,,0.72,0.72,30.0,0.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,2.0,12.48,12.48,30.0,1.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,2.0,15.8,15.8,30.0,2.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,2.0,526.56,526.56,30.0,3.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,2.0,,600.0,30.0,4.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,2.0,,600.0,30.0,5.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,3.0,,600.0,30.0,6.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,3.0,,600.0,30.0,7.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,3.0,,600.0,30.0,8.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,3.0,,600.0,30.0,9.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,1,1,,,600.0,30.0,10.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,11.08,11.08,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,2.56,2.56,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,3.84,3.84,100.0,2.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,7.2,7.2,100.0,3.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,8.16,8.16,100.0,4.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,9.84,9.84,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,30.8,30.8,100.0,6.0
