study_id,experiment,experiment_name,year,participant,age_in_years,sex,species,session,period,activity,latency_to_reach_or_touch,not_found_or_taken,percentage_items_found,food_item
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,117.8,117.8,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,123.24,123.24,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,214.6,214.6,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,2,1,,430.4,430.4,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,2.84,2.84,90.0,0.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,39.84,39.84,90.0,1.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,85.4,85.4,90.0,2.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,87.08,87.08,90.0,3.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,90.24,90.24,90.0,4.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,115.6,115.6,90.0,5.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,115.64,115.64,90.0,6.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,118.76,118.76,90.0,7.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,119.44,119.44,90.0,8.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,120.0,120.0,90.0,9.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,3,1,,,600.0,90.0,10.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,,1.64,1.64,80.0,0.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,2.0,38.84,38.84,80.0,1.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,3.0,40.76,40.76,80.0,2.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,3.0,41.52,41.52,80.0,3.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,3.0,45.28,45.28,80.0,4.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,3.0,61.16,61.16,80.0,5.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,1.0,65.64,65.64,80.0,6.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,3.0,144.28,144.28,80.0,7.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,1.0,187.56,187.56,80.0,8.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,3.0,,600.0,80.0,9.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,4,2,1.0,,600.0,80.0,10.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,,1.44,1.44,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,3.0,53.32,53.32,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,3.0,57.0,57.0,100.0,2.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,3.0,58.72,58.72,100.0,3.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,2.0,60.44,60.44,100.0,4.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,2.0,62.84,62.84,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,2.0,78.36,78.36,100.0,6.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,2.0,84.72,84.72,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,3.0,113.56,113.56,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,2.0,114.08,114.08,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,5,2,2.0,329.52,329.52,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,,6.72,6.72,90.0,0.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,2.0,101.36,101.36,90.0,1.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,3.0,158.6,158.6,90.0,2.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,3.0,166.52,166.52,90.0,3.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,3.0,175.4,175.4,90.0,4.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,1.0,191.28,191.28,90.0,5.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,2.0,192.52,192.52,90.0,6.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,2.0,201.88,201.88,90.0,7.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,3.0,209.76,209.76,90.0,8.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,2.0,274.2,274.2,90.0,9.0
uher2008coherence,6,hidden_food_test,2005,sandra,11,f,chimpanzee,6,2,1.0,,600.0,90.0,10.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,,141.6,141.6,0.0,0.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,2.0,,600.0,0.0,1.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,2.0,,600.0,0.0,2.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,2.0,,600.0,0.0,3.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,2.0,,600.0,0.0,4.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,2.0,,600.0,0.0,5.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,2.0,,600.0,0.0,6.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,3.0,,600.0,0.0,7.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,1.0,,600.0,0.0,8.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,1.0,,600.0,0.0,9.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,1,1,1.0,,600.0,0.0,10.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,,3.0,3.0,0.0,0.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,1.0,,600.0,0.0,1.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,2.0,,600.0,0.0,2.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,2.0,,600.0,0.0,3.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,2.0,,600.0,0.0,4.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,2.0,,600.0,0.0,5.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,1.0,,600.0,0.0,6.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,2.0,,600.0,0.0,7.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,1.0,,600.0,0.0,8.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,1.0,,600.0,0.0,9.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,2,1,1.0,,600.0,0.0,10.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,,8.36,8.36,10.0,0.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,2.0,506.12,506.12,10.0,1.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,2.0,,600.0,10.0,2.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,1.0,,600.0,10.0,3.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,1.0,,600.0,10.0,4.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,2.0,,600.0,10.0,5.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,2.0,,600.0,10.0,6.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,2.0,,600.0,10.0,7.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,1.0,,600.0,10.0,8.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,2.0,,600.0,10.0,9.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,3,1,2.0,,600.0,10.0,10.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,,2.28,2.28,10.0,0.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,1.0,191.6,191.6,10.0,1.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,1.0,,600.0,10.0,2.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,2.0,,600.0,10.0,3.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,1.0,,600.0,10.0,4.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,2.0,,600.0,10.0,5.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,2.0,,600.0,10.0,6.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,1.0,,600.0,10.0,7.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,2.0,,600.0,10.0,8.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,2.0,,600.0,10.0,9.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,4,2,1.0,,600.0,10.0,10.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,,8.44,8.44,10.0,0.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,2.0,198.2,198.2,10.0,1.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,2.0,,600.0,10.0,2.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,2.0,,600.0,10.0,3.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,2.0,,600.0,10.0,4.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,1.0,,600.0,10.0,5.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,2.0,,600.0,10.0,6.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,2.0,,600.0,10.0,7.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,2.0,,600.0,10.0,8.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,2.0,,600.0,10.0,9.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,5,2,2.0,,600.0,10.0,10.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,,5.0,5.0,50.0,0.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,2.0,13.56,13.56,50.0,1.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,2.0,51.52,51.52,50.0,2.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,2.0,89.76,89.76,50.0,3.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,1.0,266.92,266.92,50.0,4.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,2.0,549.0,549.0,50.0,5.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,1.0,,600.0,50.0,6.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,2.0,,600.0,50.0,7.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,2.0,,600.0,50.0,8.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,2.0,,600.0,50.0,9.0
uher2008coherence,6,hidden_food_test,2005,bebe,25,f,gorilla,6,2,2.0,,600.0,50.0,10.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,,1.76,1.76,10.0,0.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,2.0,,600.0,10.0,1.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,1.0,26.04,26.04,10.0,2.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,1.0,,600.0,10.0,3.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,2.0,,600.0,10.0,4.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,2.0,,600.0,10.0,5.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,1.0,,600.0,10.0,6.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,1.0,,600.0,10.0,7.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,2.0,,600.0,10.0,8.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,2.0,,600.0,10.0,9.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,1,1,1.0,,600.0,10.0,10.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,,2.24,2.24,60.0,0.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,1.0,17.56,17.56,60.0,1.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,2.0,44.48,44.48,60.0,2.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,2.0,50.04,50.04,60.0,3.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,1.0,119.28,119.28,60.0,4.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,1.0,397.8,397.8,60.0,5.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,2.0,399.44,399.44,60.0,6.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,1.0,,600.0,60.0,7.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,3.0,,600.0,60.0,8.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,2.0,,600.0,60.0,9.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,2,1,2.0,,600.0,60.0,10.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,,2.16,2.16,70.0,0.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,1.0,6.12,6.12,70.0,1.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,2.0,22.04,22.04,70.0,2.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,2.0,24.8,24.8,70.0,3.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,1.0,29.32,29.32,70.0,4.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,1.0,44.36,44.36,70.0,5.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,1.0,75.24,75.24,70.0,6.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,3.0,122.8,122.8,70.0,7.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,1.0,,600.0,70.0,8.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,2.0,,600.0,70.0,9.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,3,1,2.0,,600.0,70.0,10.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,,1.36,1.36,60.0,0.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,2.0,15.0,15.0,60.0,1.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,2.0,52.12,52.12,60.0,2.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,2.0,57.6,57.6,60.0,3.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,2.0,85.2,85.2,60.0,4.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,2.0,184.36,184.36,60.0,5.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,2.0,187.08,187.08,60.0,6.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,1.0,,600.0,60.0,7.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,2.0,,600.0,60.0,8.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,2.0,,600.0,60.0,9.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,4,2,1.0,,600.0,60.0,10.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,,1.44,1.44,80.0,0.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,2.0,37.04,37.04,80.0,1.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,3.0,39.4,39.4,80.0,2.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,3.0,40.36,40.36,80.0,3.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,2.0,45.96,45.96,80.0,4.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,1.0,49.96,49.96,80.0,5.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,2.0,186.24,186.24,80.0,6.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,2.0,238.88,238.88,80.0,7.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,1.0,254.96,254.96,80.0,8.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,2.0,,600.0,80.0,9.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,5,2,3.0,,600.0,80.0,10.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,,1.64,1.64,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,3.0,5.96,5.96,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,1.0,24.0,24.0,100.0,2.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,3.0,28.76,28.76,100.0,3.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,1.0,33.48,33.48,100.0,4.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,1.0,34.4,34.4,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,3.0,41.92,41.92,100.0,6.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,2.0,67.68,67.68,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,1.0,248.6,248.6,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,3.0,412.0,412.0,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,n’diki,27,f,gorilla,6,2,1.0,354.0,354.0,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,,1.12,1.12,80.0,0.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,3.0,20.84,20.84,80.0,1.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,2.0,22.2,22.2,80.0,2.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,1.0,24.4,24.4,80.0,3.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,3.0,29.4,29.4,80.0,4.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,2.0,46.68,46.68,80.0,5.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,1.0,62.08,62.08,80.0,6.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,1.0,106.32,106.32,80.0,7.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,2.0,350.04,350.04,80.0,8.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,1.0,,600.0,80.0,9.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,1,1,2.0,,600.0,80.0,10.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,,2.04,2.04,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,2.0,4.2,4.2,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,2.0,7.2,7.2,100.0,2.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,3.0,11.76,11.76,100.0,3.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,2.0,17.72,17.72,100.0,4.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,2.0,21.64,21.64,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,2.0,36.48,36.48,100.0,6.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,3.0,144.2,144.2,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,3.0,164.36,164.36,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,2.0,208.32,208.32,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,2,1,2.0,299.88,299.88,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,,,,,0.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,2.0,4.2,4.2,90.0,1.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,3.0,4.56,4.56,90.0,2.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,2.0,5.36,5.36,90.0,3.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,3.0,20.0,20.0,90.0,4.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,1.0,56.28,56.28,90.0,5.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,1.0,62.08,62.08,90.0,6.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,2.0,72.24,72.24,90.0,7.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,1.0,174.36,174.36,90.0,8.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,3.0,184.68,184.68,90.0,9.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,3,1,2.0,,600.0,90.0,10.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,,2.36,2.36,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,2.0,15.16,15.16,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,2.0,48.68,48.68,100.0,2.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,1.0,66.28,66.28,100.0,3.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,3.0,78.76,78.76,100.0,4.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,3.0,129.72,129.72,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,2.0,135.72,135.72,100.0,6.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,1.0,222.8,222.8,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,1.0,341.32,341.32,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,2.0,413.64,413.64,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,4,2,1.0,,,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,,1.28,1.28,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,3.0,33.92,33.92,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,2.0,40.56,40.56,100.0,2.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,2.0,52.92,52.92,100.0,3.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,3.0,112.4,112.4,100.0,4.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,2.0,113.4,113.4,100.0,5.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,2.0,129.92,129.92,100.0,6.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,2.0,137.4,137.4,100.0,7.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,3.0,297.84,297.84,100.0,8.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,3.0,359.88,359.88,100.0,9.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,5,2,3.0,,,100.0,10.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,6,2,,1.44,1.44,100.0,0.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,6,2,2.0,27.64,27.64,100.0,1.0
uher2008coherence,6,hidden_food_test,2005,ruby_b'windi,7,f,gorilla,6,2,1.0,31.12,31.12,100.0,2.0
