study_id,experiment,experiment_name,year,participant,age_in_years,sex,species,session,period,duration_occupied,item_eaten_or_tasted,latency_to_reach_or_touch,food_type,novel_food_type,food,rejecting_food,latency_60
uher2008coherence,10,novel_food_test,2005,limbuko,9.0,m,bonobo,4.0,2.0,9.48,1.0,0.72,normal,,apple,0.0,0.72
uher2008coherence,10,novel_food_test,2005,limbuko,9.0,m,bonobo,4.0,2.0,7.52,1.0,0.8,novel,natural,blue heart 2,0.0,0.8
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,5.68,1.0,0.92,normal,,apple,0.0,0.92
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,6.04,1.0,1.08,novel,natural,green star 1,0.0,1.08
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,3.76,1.0,0.92,normal,,apple,0.0,0.92
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,19.28,1.0,0.84,novel,natural,red bell 1,0.0,0.84
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,7.16,1.0,0.72,normal,,apple,0.0,0.72
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,21.2,1.0,1.04,novel,natural,green bell 1,0.0,1.04
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,7.0,1.0,0.88,normal,,apple,0.0,0.88
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,18.32,1.0,0.88,novel,natural,red star 1,0.0,0.88
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,7.32,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,19.08,1.0,0.92,novel,natural,green star 2,0.0,0.92
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,10.36,1.0,0.68,normal,,apple,0.0,0.68
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,18.8,1.0,1.04,novel,natural,red bell 2,0.0,1.04
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,7.12,1.0,0.8,normal,,apple,0.0,0.8
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,26.12,1.0,0.96,novel,natural,green bell 2,0.0,0.96
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,5.44,1.0,1.64,normal,,apple,0.0,1.64
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,1.0,1.0,11.52,1.0,0.96,novel,natural,red star 2,0.0,0.96
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,5.48,1.0,1.12,normal,,apple,0.0,1.12
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,12.92,1.0,1.2,novel,artificial,yellow baiser 1,0.0,1.2
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,9.08,1.0,1.04,normal,,apple,0.0,1.04
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,14.0,0.2,0.84,novel,artificial,brown marsh 1,0.8,0.84
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,16.92,1.0,0.88,normal,,apple,0.0,0.88
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,41.24,1.0,1.08,novel,artificial,brown marsh 1,0.0,1.08
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,12.08,1.0,1.08,normal,,apple,0.0,1.08
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,28.32,1.0,1.68,novel,artificial,yellow marsh 1,0.0,1.68
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,12.36,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,27.0,1.0,1.6,novel,artificial,yellow baiser 2,0.0,1.6
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,4.6,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,14.96,0.5,1.36,novel,artificial,brown marsh 2,0.5,1.36
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,6.44,1.0,0.76,normal,,apple,0.0,0.76
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,4.52,0.0,0.88,novel,artificial,brown baiser 2,1.0,0.88
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,8.0,1.0,1.04,normal,,apple,0.0,1.04
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,2.0,1.0,2.32,0.0,1.0,novel,artificial,yellow marsh 2,1.0,1.0
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,3.6,1.0,0.8,normal,,apple,0.0,0.8
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,28.32,1.0,0.6,novel,artificial,red mouse 1,0.0,0.6
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,2.64,1.0,0.52,normal,,apple,0.0,0.52
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,13.72,1.0,0.52,novel,artificial,green roll 1,0.0,0.52
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,3.28,1.0,0.64,normal,,apple,0.0,0.64
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,40.68,1.0,0.6,novel,artificial,green mouse 1,0.0,0.6
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,17.28,1.0,0.64,normal,,apple,0.0,0.64
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,11.64,1.0,0.48,novel,artificial,red roll 1,0.0,0.48
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,8.84,1.0,0.64,normal,,apple,0.0,0.64
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,19.64,1.0,0.68,novel,artificial,red mouse 2,0.0,0.68
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,7.12,1.0,0.84,normal,,apple,0.0,0.84
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,24.72,1.0,0.76,novel,artificial,green roll 2,0.0,0.76
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,9.6,1.0,0.76,normal,,apple,0.0,0.76
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,22.36,1.0,0.56,novel,artificial,green mouse 2,0.0,0.56
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,5.52,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,3.0,2.0,12.0,1.0,0.48,novel,artificial,red roll 2,0.0,0.48
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,11.72,1.0,0.76,normal,,apple,0.0,0.76
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,19.48,1.0,1.0,novel,natural,blue tree 1,0.0,1.0
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,14.48,1.0,0.52,normal,,apple,0.0,0.52
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,29.84,1.0,0.88,novel,natural,brown heart 1,0.0,0.88
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,15.44,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,17.76,1.0,0.64,novel,natural,brown tree 1,0.0,0.64
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,18.08,1.0,0.52,normal,,apple,0.0,0.52
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,17.84,1.0,0.52,novel,natural,blue heart 1,0.0,0.52
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,24.56,1.0,0.56,normal,,apple,0.0,0.56
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,12.16,1.0,0.88,novel,natural,blue tree 2,0.0,0.88
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,16.2,1.0,0.76,normal,,apple,0.0,0.76
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,19.84,1.0,0.96,novel,natural,brown heart 2,0.0,0.96
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,26.28,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,13.24,1.0,0.68,novel,natural,brown tree 2,0.0,0.68
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,11.76,1.0,1.36,normal,,apple,0.0,1.36
uher2008coherence,10,novel_food_test,2005,yasa,7.0,f,bonobo,4.0,2.0,27.96,1.0,0.8,novel,natural,blue heart 2,0.0,0.8
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,3.44,1.0,0.96,normal,,apple,0.0,0.96
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,15.12,1.0,0.6,novel,natural,green bell 1,0.0,0.6
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,2.64,1.0,0.36,normal,,apple,0.0,0.36
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,8.32,1.0,0.52,novel,natural,red star 1,0.0,0.52
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,3.72,1.0,0.32,normal,,apple,0.0,0.32
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,6.12,1.0,0.36,novel,natural,red bell 1,0.0,0.36
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,3.84,1.0,0.24,normal,,apple,0.0,0.24
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,6.52,1.0,0.2,novel,natural,green star 1,0.0,0.2
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,4.48,1.0,0.16,normal,,banana,0.0,0.16
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,4.84,1.0,0.24,novel,natural,red bell 2,0.0,0.24
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,4.68,1.0,0.12,normal,,banana,0.0,0.12
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,7.16,1.0,0.24,novel,natural,green star 2,0.0,0.24
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,4.36,1.0,0.44,normal,,banana,0.0,0.44
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,6.36,1.0,0.28,novel,natural,red star 2,0.0,0.28
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,3.0,1.0,0.32,normal,,banana,0.0,0.32
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,1.0,1.0,7.4,1.0,0.24,novel,natural,green bell 2,0.0,0.24
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,4.52,1.0,0.6,normal,,banana,0.0,0.6
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,108.52,1.0,1.04,novel,artificial,brown marsh 1,0.0,1.04
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,6.84,1.0,0.72,normal,,banana,0.0,0.72
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,40.76,1.0,1.8,novel,artificial,yellow baiser 1,0.0,1.8
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,5.4,1.0,0.72,normal,,banana,0.0,0.72
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,57.52,1.0,0.92,novel,artificial,yellow marsh 1,0.0,0.92
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,3.28,1.0,0.96,normal,,grape,0.0,0.96
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,16.48,1.0,0.84,novel,artificial,brown baiser 1,0.0,0.84
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,6.8,1.0,0.44,normal,,banana,0.0,0.44
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,73.16,0.5,0.92,novel,artificial,brown marsh 2,0.5,0.92
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,7.56,1.0,0.6,normal,,banana,0.0,0.6
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,0.0,0.0,1.8,novel,artificial,yellow baiser 2,1.0,1.8
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,2.72,1.0,0.76,normal,,grape,0.0,0.76
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,0.32,0.0,0.8,novel,artificial,yellow marsh 2,1.0,0.8
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,2.44,1.0,0.6,normal,,grape,0.0,0.6
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,0.24,0.0,0.76,novel,artificial,brown baiser 2,1.0,0.76
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,2.0,1.0,4.2,1.0,0.56,normal,,grape,0.0,0.56
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,5.84,1.0,0.56,normal,,apple,0.0,0.56
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,12.28,0.0,1.56,novel,artificial,red mouse 1,1.0,1.56
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,6.84,1.0,0.52,normal,,apple,0.0,0.52
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,1.64,0.0,2.44,novel,artificial,green roll 1,1.0,2.44
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,3.8,1.0,0.52,normal,,apple,0.0,0.52
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,1.84,0.0,1.16,novel,artificial,green mouse 1,1.0,1.16
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,5.28,1.0,0.4,normal,,apple,0.0,0.4
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,1.64,0.0,0.84,novel,artificial,red roll 1,1.0,0.84
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,6.56,1.0,0.52,normal,,apple,0.0,0.52
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,1.28,0.0,0.6,novel,artificial,red mouse 2,1.0,0.6
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,4.92,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,1.0,0.0,1.0,novel,artificial,green roll 2,1.0,1.0
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,9.08,1.0,0.48,normal,,apple,0.0,0.48
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,1.6,0.0,0.68,novel,artificial,green mouse 2,1.0,0.68
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,8.4,1.0,0.56,normal,,apple,0.0,0.56
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,3.0,2.0,0.24,0.0,0.96,novel,artificial,red roll 2,1.0,0.96
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,4.88,1.0,0.68,normal,,apple,0.0,0.68
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,11.04,1.0,1.52,novel,natural,blue tree 1,0.0,1.52
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,4.32,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,7.32,1.0,0.56,novel,natural,brown heart 1,0.0,0.56
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,5.8,1.0,0.72,normal,,apple,0.0,0.72
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,7.92,1.0,1.0,novel,natural,brown tree 1,0.0,1.0
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,4.68,1.0,0.52,normal,,apple,0.0,0.52
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,7.56,1.0,0.52,novel,natural,blue heart 1,0.0,0.52
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,5.0,1.0,0.44,normal,,apple,0.0,0.44
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,4.56,1.0,1.0,novel,natural,blue tree 2,0.0,1.0
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,4.6,1.0,1.04,normal,,apple,0.0,1.04
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,8.6,1.0,0.92,novel,natural,brown heart 2,0.0,0.92
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,3.72,1.0,0.88,normal,,apple,0.0,0.88
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,5.96,1.0,0.64,novel,natural,brown tree 2,0.0,0.64
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,5.12,1.0,0.04,normal,,apple,0.0,0.04
uher2008coherence,10,novel_food_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,7.0,1.0,0.6,novel,natural,blue heart 2,0.0,0.6
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,5.16,1.0,0.56,normal,,banana,0.0,0.56
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,10.96,1.0,0.2,novel,natural,green star 1,0.0,0.2
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,3.52,1.0,0.24,normal,,apple,0.0,0.24
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,12.6,1.0,0.72,novel,natural,red bell 1,0.0,0.72
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,4.12,1.0,0.28,normal,,apple,0.0,0.28
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,8.56,1.0,1.08,novel,natural,green bell 1,0.0,1.08
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,2.88,1.0,0.12,normal,,apple,0.0,0.12
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,6.4,1.0,0.36,novel,natural,red star 1,0.0,0.36
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,3.0,1.0,0.28,normal,,apple,0.0,0.28
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,6.44,1.0,0.36,novel,natural,green star 2,0.0,0.36
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,3.04,1.0,0.24,normal,,apple,0.0,0.24
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,10.44,1.0,0.24,novel,natural,red bell 2,0.0,0.24
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,3.88,1.0,0.24,normal,,apple,0.0,0.24
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,,,,novel,natural,green bell 2,,
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,5.56,1.0,0.92,normal,,apple,0.0,0.92
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,1.0,1.0,4.96,1.0,0.24,novel,natural,red star 2,0.0,0.24
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,21.28,1.0,2.04,novel,artificial,brown marsh 1,0.0,2.04
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,2.44,1.0,0.76,normal,,banana,0.0,0.76
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,22.92,1.0,1.04,novel,artificial,yellow baiser 1,0.0,1.04
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,2.04,1.0,0.8,normal,,banana,0.0,0.8
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,14.36,1.0,1.08,novel,artificial,yellow marsh 1,0.0,1.08
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,4.64,1.0,0.64,normal,,grape,0.0,0.64
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,39.24,1.0,1.44,novel,artificial,brown baiser 1,0.0,1.44
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,8.36,1.0,1.0,normal,,banana,0.0,1.0
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,14.68,1.0,2.4,novel,artificial,brown marsh 2,0.0,2.4
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,4.88,1.0,1.48,normal,,banana,0.0,1.48
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,13.12,1.0,1.04,novel,artificial,yellow baiser 2,0.0,1.04
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,5.96,1.0,1.04,normal,,grape,0.0,1.04
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,10.76,1.0,1.84,novel,artificial,yellow marsh 2,0.0,1.84
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,6.84,1.0,1.24,normal,,grape,0.0,1.24
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,31.32,1.0,0.64,novel,artificial,brown baiser 2,0.0,0.64
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,2.0,1.0,4.36,1.0,1.4,normal,,banana,0.0,1.4
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,4.0,1.0,0.52,normal,,apple,0.0,0.52
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,35.16,1.0,1.64,novel,artificial,red mouse 1,0.0,1.64
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,3.32,1.0,0.64,normal,,apple,0.0,0.64
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,13.44,0.0,1.04,novel,artificial,green roll 1,1.0,1.04
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,4.4,1.0,0.56,normal,,apple,0.0,0.56
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,36.48,1.0,0.92,novel,artificial,green mouse 1,0.0,0.92
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,4.08,1.0,0.4,normal,,apple,0.0,0.4
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,0.92,0.0,1.16,novel,artificial,red roll 1,1.0,1.16
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,4.4,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,31.12,1.0,0.8,novel,artificial,red mouse 2,0.0,0.8
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,5.56,1.0,0.56,normal,,apple,0.0,0.56
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,1.28,0.0,0.52,novel,artificial,green roll 2,1.0,0.52
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,3.2,1.0,0.64,normal,,apple,0.0,0.64
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,23.96,1.0,0.84,novel,artificial,green mouse 2,0.0,0.84
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,4.72,1.0,0.48,normal,,apple,0.0,0.48
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,3.0,2.0,2.08,0.0,0.72,novel,artificial,red roll 2,1.0,0.72
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,2.48,1.0,0.72,normal,,apple,0.0,0.72
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,13.76,,0.76,novel,natural,blue tree 1,,0.76
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,4.0,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,1.36,0.0,3.96,novel,natural,brown heart 1,1.0,3.96
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,3.88,1.0,0.44,normal,,apple,0.0,0.44
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,4.64,0.25,0.6,novel,natural,brown tree 1,0.75,0.6
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,4.0,1.0,0.48,normal,,apple,0.0,0.48
