study_id,experiment,experiment_name,year,participant,age_in_years,sex,species,session,trial,period,touched_box,opened_box,item_eaten_or_tasted,food_rejected,latency_to_touch_box,latency_to_open_box,not_touching,not_opening
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,8.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,9.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,3.0,10.0,1.0,,,,,,,,
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,0.0,1.0,1.0,0.0,,0.0,3.24,58.04,3.24,58.04
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.08,2.48,1.08,2.48
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.84,4.2,0.84,4.2
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.44,9.64,1.44,9.64
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.4,9.52,1.4,9.52
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.24,3.84,1.24,3.84
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.84,3.72,1.84,3.72
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,7.0,1.0,1.0,1.0,1.0,0.0,0.72,5.68,0.72,5.68
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.88,4.8,0.88,4.8
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,9.0,1.0,1.0,1.0,1.0,0.0,2.44,2.44,2.44,2.44
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,1.0,10.0,1.0,1.0,1.0,1.0,0.0,0.84,13.6,0.84,13.6
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,0.0,1.0,1.0,1.0,,0.0,2.8,19.72,2.8,19.72
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.88,11.12,0.88,11.12
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.08,8.76,1.08,8.76
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.24,8.0,2.24,8.0
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.96,1.56,0.96,1.56
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,5.0,1.0,1.0,1.0,1.0,0.0,3.2,3.2,3.2,3.2
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.84,4.8,1.84,4.8
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,7.0,1.0,1.0,1.0,1.0,0.0,0.96,14.12,0.96,14.12
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,8.0,1.0,1.0,1.0,1.0,0.0,1.28,9.56,1.28,9.56
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,9.0,1.0,1.0,1.0,1.0,0.0,1.04,1.88,1.04,1.88
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,2.0,10.0,1.0,1.0,1.0,1.0,0.0,1.16,4.52,1.16,4.52
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,0.0,1.0,1.0,1.0,,0.0,2.2,2.2,2.2,2.2
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.92,1.84,0.92,1.84
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,8.32,1.0,8.32
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.4,2.76,1.4,2.76
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.96,5.04,0.96,5.04
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,5.0,1.0,1.0,1.0,1.0,0.0,1.72,1.72,1.72,1.72
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,6.0,1.0,1.0,1.0,1.0,0.0,1.12,4.2,1.12,4.2
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,7.0,1.0,1.0,1.0,1.0,0.0,0.96,0.96,0.96,0.96
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,8.0,1.0,1.0,1.0,1.0,0.0,2.44,2.44,2.44,2.44
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,9.0,1.0,1.0,1.0,1.0,0.0,1.16,1.16,1.16,1.16
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,3.0,10.0,1.0,1.0,1.0,1.0,0.0,0.8,0.8,0.8,0.8
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,0.0,2.0,0.0,0.0,,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.24,3.4,2.24,3.4
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,2.0,2.0,1.0,1.0,1.0,0.0,2.36,2.36,2.36,2.36
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.12,1.12,1.12,1.12
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.68,1.68,1.68,1.68
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,5.0,2.0,1.0,1.0,1.0,0.0,1.2,3.92,1.2,3.92
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,6.0,2.0,1.0,1.0,1.0,0.0,0.84,0.84,0.84,0.84
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,7.0,2.0,1.0,1.0,1.0,0.0,1.64,3.52,1.64,3.52
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,8.0,2.0,1.0,1.0,1.0,0.0,1.84,1.84,1.84,1.84
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,9.0,2.0,1.0,1.0,1.0,0.0,1.16,2.24,1.16,2.24
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,4.0,10.0,2.0,1.0,1.0,1.0,0.0,1.44,1.44,1.44,1.44
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,0.0,2.0,0.0,0.0,,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.56,1.56,1.56,1.56
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.64,1.64,1.64,1.64
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,3.0,2.0,1.0,1.0,1.0,0.0,1.08,1.08,1.08,1.08
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,5.0,2.0,1.0,1.0,1.0,0.0,1.84,1.84,1.84,1.84
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,6.0,2.0,1.0,1.0,1.0,0.0,2.76,2.76,2.76,2.76
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,7.0,2.0,1.0,1.0,1.0,0.0,2.2,2.2,2.2,2.2
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,8.0,2.0,1.0,1.0,1.0,0.0,0.92,0.92,0.92,0.92
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,9.0,2.0,1.0,1.0,1.0,0.0,7.76,7.76,7.76,7.76
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,5.0,10.0,2.0,1.0,1.0,1.0,0.0,3.36,3.36,3.36,3.36
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,0.0,2.0,1.0,1.0,,,3.56,3.56,3.56,3.56
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,1.0,2.0,1.0,1.0,1.0,0.0,0.92,0.92,0.92,0.92
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,2.0,2.0,1.0,1.0,1.0,0.0,1.6,1.6,1.6,1.6
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,3.0,2.0,1.0,1.0,1.0,0.0,1.08,1.08,1.08,1.08
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,4.0,2.0,1.0,1.0,1.0,0.0,1.08,1.08,1.08,1.08
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,5.0,2.0,1.0,1.0,1.0,0.0,3.12,3.12,3.12,3.12
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,6.0,2.0,1.0,1.0,1.0,0.0,1.88,1.88,1.88,1.88
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,7.0,2.0,1.0,1.0,1.0,0.0,2.12,2.12,2.12,2.12
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,8.0,2.0,1.0,1.0,1.0,0.0,1.16,2.92,1.16,2.92
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,9.0,2.0,1.0,1.0,1.0,0.0,0.52,0.52,0.52,0.52
uher2008coherence,3,food_box_test,2005,frodo,11.0,m,chimpanzee,6.0,10.0,2.0,1.0,1.0,1.0,0.0,1.68,1.68,1.68,1.68
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,0.0,2.0,1.0,0.0,,,8.84,,8.84,60.0
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.32,3.36,1.32,3.36
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.32,3.76,1.32,3.76
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.44,1.44,1.44,1.44
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.16,1.16,0.16,1.16
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,5.0,2.0,1.0,1.0,1.0,0.0,1.6,1.6,1.6,1.6
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,6.0,2.0,1.0,1.0,1.0,0.0,1.36,2.92,1.36,2.92
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,7.0,2.0,1.0,1.0,1.0,0.0,1.2,1.2,1.2,1.2
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,8.0,2.0,1.0,1.0,1.0,0.0,2.12,3.72,2.12,3.72
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,9.0,2.0,1.0,1.0,1.0,0.0,2.04,2.04,2.04,2.04
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,4.0,10.0,2.0,1.0,1.0,1.0,0.0,1.4,1.4,1.4,1.4
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,0.0,2.0,1.0,0.0,,,31.84,,31.84,60.0
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.52,1.52,1.52,1.52
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.92,16.72,0.92,16.72
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,3.0,2.0,1.0,1.0,1.0,0.0,1.84,4.88,1.84,4.88
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,4.0,2.0,1.0,1.0,1.0,0.0,1.6,1.6,1.6,1.6
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,5.0,2.0,1.0,1.0,1.0,0.0,1.32,3.36,1.32,3.36
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,6.0,2.0,1.0,1.0,0.5,0.5,1.84,1.84,1.84,1.84
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,7.0,2.0,1.0,1.0,1.0,0.0,2.48,2.48,2.48,2.48
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,8.0,2.0,1.0,1.0,1.0,0.0,1.68,6.96,1.68,6.96
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,9.0,2.0,1.0,1.0,1.0,0.0,1.28,3.28,1.28,3.28
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,5.0,10.0,2.0,1.0,1.0,1.0,0.0,2.0,5.36,2.0,5.36
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,0.0,2.0,1.0,0.0,,,6.56,,6.56,60.0
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,1.0,2.0,1.0,1.0,1.0,0.0,1.04,2.52,1.04,2.52
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,2.0,2.0,1.0,1.0,1.0,0.0,1.48,2.24,1.48,2.24
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,3.0,2.0,1.0,1.0,1.0,0.0,1.36,1.36,1.36,1.36
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,4.0,2.0,1.0,1.0,1.0,0.0,1.4,2.72,1.4,2.72
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,5.0,2.0,1.0,1.0,1.0,0.0,3.4,6.28,3.4,6.28
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,6.0,2.0,1.0,1.0,1.0,0.0,2.92,2.92,2.92,2.92
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,7.0,2.0,1.0,1.0,1.0,0.0,2.28,4.84,2.28,4.84
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,8.0,2.0,1.0,1.0,1.0,0.0,0.92,2.52,0.92,2.52
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,9.0,2.0,1.0,1.0,1.0,0.0,1.32,1.32,1.32,1.32
uher2008coherence,3,food_box_test,2005,fraukje,28.0,f,chimpanzee,6.0,10.0,2.0,1.0,1.0,1.0,0.0,3.64,3.64,3.64,3.64
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,0.0,2.0,1.0,0.0,,,4.72,,4.72,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.6,4.0,1.6,4.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,2.0,1.0,1.0,1.0,0.0,3.96,5.84,3.96,5.84
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,3.0,2.0,1.0,1.0,0.0,1.0,3.4,4.8,3.4,4.8
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,4.0,2.0,1.0,1.0,0.5,0.5,3.28,6.68,3.28,6.68
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,5.0,2.0,1.0,1.0,1.0,0.0,8.76,8.76,8.76,8.76
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,6.0,2.0,1.0,1.0,0.0,1.0,3.12,5.96,3.12,5.96
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,7.0,2.0,1.0,1.0,1.0,0.0,2.52,2.52,2.52,2.52
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,8.0,2.0,1.0,1.0,1.0,0.0,4.2,5.52,4.2,5.52
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,9.0,2.0,1.0,1.0,1.0,0.0,5.16,5.16,5.16,5.16
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,4.0,10.0,2.0,1.0,1.0,1.0,0.0,3.2,3.2,3.2,3.2
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,0.0,2.0,0.0,0.0,,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.8,10.96,2.8,10.96
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,2.0,2.0,1.0,1.0,1.0,0.0,4.64,4.64,4.64,4.64
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,3.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,4.0,2.0,1.0,1.0,1.0,0.0,1.04,1.04,1.04,1.04
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,5.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,6.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,7.0,2.0,1.0,1.0,0.33,0.66,1.92,1.92,1.92,1.92
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,8.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,9.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,5.0,10.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,0.0,2.0,0.0,0.0,,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,2.0,2.0,1.0,1.0,1.0,0.0,22.32,22.32,22.32,22.32
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,3.0,2.0,1.0,1.0,0.0,1.0,32.16,32.16,32.16,32.16
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,4.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,5.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,6.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,7.0,2.0,1.0,1.0,0.33,0.66,2.48,2.48,2.48,2.48
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,8.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,9.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,robert,29.0,m,chimpanzee,6.0,10.0,2.0,0.0,0.0,0.0,,,,60.0,60.0
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,0.0,2.0,1.0,0.0,,,6.48,0.0,6.48,0.0
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.92,1.92,1.92,1.92
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.92,1.92,1.92,1.92
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,3.0,2.0,1.0,1.0,1.0,0.0,3.88,3.88,3.88,3.88
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.36,1.36,1.36,1.36
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,5.0,2.0,1.0,1.0,1.0,0.0,1.12,1.12,1.12,1.12
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,6.0,2.0,1.0,1.0,1.0,0.0,1.84,3.52,1.84,3.52
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,7.0,2.0,1.0,1.0,1.0,0.0,1.56,1.56,1.56,1.56
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,8.0,2.0,1.0,1.0,1.0,0.0,1.88,2.84,1.88,2.84
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,9.0,2.0,1.0,1.0,1.0,0.0,1.64,1.64,1.64,1.64
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,4.0,10.0,2.0,1.0,1.0,1.0,0.0,2.28,2.28,2.28,2.28
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,0.0,2.0,1.0,1.0,,,15.68,15.68,15.68,15.68
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,1.0,2.0,1.0,1.0,1.0,0.0,0.88,0.88,0.88,0.88
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.72,1.72,1.72,1.72
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,3.0,2.0,1.0,1.0,1.0,0.0,2.8,2.8,2.8,2.8
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,4.0,2.0,1.0,1.0,1.0,0.0,1.76,7.36,1.76,7.36
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,5.0,2.0,1.0,1.0,1.0,0.0,0.96,0.96,0.96,0.96
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,6.0,2.0,1.0,1.0,1.0,0.0,2.32,2.32,2.32,2.32
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,7.0,2.0,1.0,1.0,1.0,0.0,4.68,5.64,4.68,5.64
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,2.56,1.0,2.56
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,9.0,2.0,1.0,1.0,1.0,0.0,4.48,5.48,4.48,5.48
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,5.0,10.0,2.0,1.0,1.0,1.0,0.0,1.28,1.28,1.28,1.28
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,0.0,2.0,1.0,1.0,,,8.4,8.4,8.4,8.4
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,1.0,2.0,1.0,1.0,1.0,0.0,3.8,5.4,3.8,5.4
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,2.0,2.0,1.0,1.0,1.0,0.0,3.44,4.6,3.44,4.6
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,3.0,2.0,1.0,1.0,1.0,0.0,1.52,1.52,1.52,1.52
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,4.0,2.0,1.0,1.0,1.0,0.0,1.68,1.68,1.68,1.68
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,5.0,2.0,1.0,1.0,1.0,0.0,0.88,0.88,0.88,0.88
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,6.0,2.0,1.0,1.0,1.0,0.0,2.16,2.16,2.16,2.16
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,7.0,2.0,1.0,1.0,1.0,0.0,0.8,0.8,0.8,0.8
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,8.0,2.0,1.0,1.0,1.0,0.0,1.6,1.6,1.6,1.6
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,9.0,2.0,1.0,1.0,1.0,0.0,1.28,2.4,1.28,2.4
uher2008coherence,3,food_box_test,2005,sandra,11.0,f,chimpanzee,6.0,10.0,2.0,1.0,1.0,1.0,0.0,1.36,1.36,1.36,1.36
uher2008coherence,3,food_box_test,2005,bebe,25.0,f,gorilla,1.0,0.0,1.0,1.0,1.0,,,20.4,51.16,20.4,51.16
uher2008coherence,3,food_box_test,2005,bebe,25.0,f,gorilla,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.52,23.84,2.52,23.84
uher2008coherence,3,food_box_test,2005,bebe,25.0,f,gorilla,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.32,15.04,3.32,15.04
uher2008coherence,3,food_box_test,2005,bebe,25.0,f,gorilla,1.0,3.0,1.0,1.0,1.0,1.0,0.0,8.4,9.04,8.4,9.04
uher2008coherence,3,food_box_test,2005,bebe,25.0,f,gorilla,1.0,4.0,1.0,1.0,1.0,1.0,0.0,4.48,7.64,4.48,7.64
uher2008coherence,3,food_box_test,2005,bebe,25.0,f,gorilla,1.0,5.0,1.0,1.0,1.0,1.0,0.0,5.8,7.2,5.8,7.2
uher2008coherence,3,food_box_test,2005,bebe,25.0,f,gorilla,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.88,6.0,1.88,6.0
uher2008coherence,3,food_box_test,2005,bebe,25.0,f,gorilla,1.0,7.0,1.0,1.0,1.0,1.0,0.0,2.76,5.76,2.76,5.76
uher2008coherence,3,food_box_test,2005,bebe,25.0,f,gorilla,1.0,8.0,1.0,1.0,1.0,1.0,0.0,2.92,3.84,2.92,3.84
